SourceName,CECName,match_rule,source_lat,source_lon,cec_lat,cec_lon,dist_km,name_agrees,already_in_dict
Canyon,Unknown - 3882,spatial,33.871538676482594,-117.74807268223128,33.87397414,-117.74816591,0.271,False,True
Cherry,Cherry - (SCE),spatial,33.77884099741242,-118.18354200162445,33.77860964,-118.183281,0.035,True,True
Cherry,Locust,spatial,33.77884099741242,-118.18354200162445,33.78319603,-118.19157091,0.886,False,True
Cherry,Bixby,spatial,33.77884099741242,-118.18354200162445,33.77190836,-118.17049258,1.431,False,True
Cherry,State Street,spatial,33.77884099741242,-118.18354200162445,33.79018299,-118.19868972,1.884,False,True
Cherry,Daisy,spatial,33.77884099741242,-118.18354200162445,33.78817777,-118.2007652,1.9,False,True
Cherry,Bowl,spatial,33.77884099741242,-118.18354200162445,33.79314394,-118.17226672,1.901,False,True
Cherry,Seabright,spatial,33.77884099741242,-118.18354200162445,33.77252613,-118.20352287,1.976,False,True
Clark,Clark - (SCE),spatial,33.79608034211235,-118.10702342803262,33.79574394,-118.10713272,0.039,True,True
Clark,Unknown - 3816,spatial,33.79608034211235,-118.10702342803262,33.78853617,-118.10777686,0.842,False,True
Clark,College - (SCE),spatial,33.79608034211235,-118.10702342803262,33.78409525,-118.10850813,1.34,False,True
Corona,Corona - (SCE),spatial,33.88433415078666,-117.57129588764676,33.88439535,-117.57187567,0.054,True,True
Corona,Unknown - 4039,spatial,33.88433415078666,-117.57129588764676,33.89189377,-117.5689341,0.868,False,True
Corona,Delgen,spatial,33.88433415078666,-117.57129588764676,33.89242466,-117.58010599,1.213,False,True
Corona,Perez - (SCE),spatial,33.88433415078666,-117.57129588764676,33.88193216,-117.58843619,1.605,False,True
Corona,Cleargen,spatial,33.88433415078666,-117.57129588764676,33.89071651,-117.59009454,1.875,False,True
Cortez,Cortez - (SCE),spatial,34.092668773995285,-117.8790593448018,34.09257531,-117.87957253,0.048,True,True
Cortez,Covina,spatial,34.092668773995285,-117.8790593448018,34.09008156,-117.88753261,0.832,False,True
Cottage Grove,Burnt Mill,spatial,34.24375366141106,-117.19723414306642,34.23438247,-117.20141211,1.111,False,False
Cottonwood,Cottonwood - (SCE),spatial,34.37348672287697,-116.86154669043889,34.37254868,-116.8612522,0.108,True,True
Delano,Delano - (SCE),spatial,35.775184395828234,-119.24264046324316,35.77550894,-119.24247363,0.039,True,True
Devers,Devers - SCE,spatial,33.93401700227757,-116.57836100060614,33.93473565,-116.57788157,0.091,True,True
Devers,Unknown - 3360,spatial,33.93401700227757,-116.57836100060614,33.93288656,-116.58093417,0.269,False,True
Devers,Terawind,spatial,33.93401700227757,-116.57836100060614,33.93160895,-116.56896866,0.907,False,True
Devers,Buckwind,spatial,33.93401700227757,-116.57836100060614,33.92175895,-116.5796992,1.369,False,True
Devers,Unknown - 3596,spatial,33.93401700227757,-116.57836100060614,33.92177007,-116.58035811,1.374,False,True
Devers,Unknown - 3886,spatial,33.93401700227757,-116.57836100060614,33.92103507,-116.58034911,1.455,False,True
Devers,Tiffanywind,spatial,33.93401700227757,-116.57836100060614,33.92065555,-116.58114348,1.508,False,True
El Nido,El Nido - (SCE),spatial,33.89601600350098,-118.37257599658405,33.89565377,-118.37330991,0.079,True,True
El Nido,Space,spatial,33.89601600350098,-118.37257599658405,33.8914045,-118.37499839,0.559,False,True
El Nido,Galaxy,spatial,33.89601600350098,-118.37257599658405,33.89928344,-118.38287213,1.017,False,True
El Nido,Repro,spatial,33.89601600350098,-118.37257599658405,33.90338106,-118.37944417,1.036,False,True
El Nido,Unknown - 2778,spatial,33.89601600350098,-118.37257599658405,33.89908891,-118.38462337,1.163,False,True
El Nido,Lawndale - (SCE),spatial,33.89601600350098,-118.37257599658405,33.89490375,-118.35785407,1.364,False,True
El Nido,Airchem,spatial,33.89601600350098,-118.37257599658405,33.90160916,-118.39161633,1.864,False,True
Ellis,Ellis - (SCE),spatial,33.68544544480769,-117.9434316308098,33.68533416,-117.94308589,0.034,True,True
Ellis,Orcosan,spatial,33.68544544480769,-117.9434316308098,33.6871982,-117.94258373,0.21,False,True
Ellis,Kiwi,spatial,33.68544544480769,-117.9434316308098,33.68962626,-117.94502342,0.488,False,True
Estrella,Estrella - (SCE),spatial,33.687249709892,-117.82790152451156,33.68750071,-117.82854349,0.066,True,True
Estrella,Smithtool,spatial,33.687249709892,-117.82790152451156,33.6878504,-117.84902712,1.956,False,True
Euclid,Euclid - (SCE),spatial,34.08207658430842,-117.63291206560012,34.08192108,-117.63230733,0.058,True,True
Euclid,Unknown - 3369,spatial,34.08207658430842,-117.63291206560012,34.08892411,-117.64978032,1.73,False,True
Fairview,Fairview - (SCE),spatial,33.69420600217397,-117.8676489323096,33.69356916,-117.86760489,0.071,True,True
Fairview,Unknown - 4057,spatial,33.69420600217397,-117.8676489323096,33.70014216,-117.87683397,1.076,False,True
Fairview,Unknown - 3940,spatial,33.69420600217397,-117.8676489323096,33.69404916,-117.8543668,1.229,False,True
Fairview,Smithtool,spatial,33.69420600217397,-117.8676489323096,33.6878504,-117.84902712,1.862,False,True
Felton,Felton - SCE,spatial,33.916039936169824,-118.36172744918088,33.91579589,-118.36204648,0.04,True,True
Fogarty,Fogarty - SCE,spatial,33.70081870853662,-117.37384841874932,33.7018464,-117.37397451,0.115,True,True
Fogarty,Dryden,spatial,33.70081870853662,-117.37384841874932,33.70191147,-117.37521087,0.175,False,True
Fremont,Fremont - (SCE),spatial,33.894644489493515,-118.26469982761756,33.89465325,-118.26449453,0.019,True,True
Fruitland,Fruitland - (SCE),spatial,33.99612653954061,-118.22661150774924,33.99599105,-118.22669179,0.017,True,True
Fruitland,Beejay,spatial,33.99612653954061,-118.22661150774924,34.00810089,-118.22751727,1.334,False,True
Fruitland,Huntington Park,spatial,33.99612653954061,-118.22661150774924,33.97960017,-118.22624402,1.838,False,True
Garfield,Garfield - (SCE),spatial,34.126135002802286,-118.14927799541836,34.12495896,-118.14984024,0.141,True,True
Garnet,Garnet - SCE,spatial,33.90145418385204,-116.5439873868186,33.90147841,-116.54352145,0.043,True,True
Garnet,Unknown - 3326,spatial,33.90145418385204,-116.5439873868186,33.90277855,-116.55401261,0.937,False,True
Garnet,Hugo,spatial,33.90145418385204,-116.5439873868186,33.90195998,-116.55578418,1.09,False,True
Garnet,Indigo,spatial,33.90145418385204,-116.5439873868186,33.91062757,-116.5528796,1.309,False,True
Garnet,Unknown - 4263,spatial,33.90145418385204,-116.5439873868186,33.91017819,-116.55992651,1.762,False,True
Gonzales,Gonzales - (SCE),spatial,34.2261977486632,-119.17572336799584,34.22618963,-119.17578487,0.006,True,True
Greenhorn,Greenhorn - (SCE),spatial,35.738119403560795,-118.55660120008169,35.7383667,-118.55638974,0.033,True,True
Hanford,Hanford - (SCE),spatial,36.323595092106814,-119.64909814786026,36.31290653,-119.65438444,1.279,True,True
Howard,Howard - (SCE),spatial,33.9224910017214,-118.30727100252447,33.92261431,-118.30715705,0.017,True,True
Howard,Cosmic,spatial,33.9224910017214,-118.30727100252447,33.92406351,-118.31874712,1.073,False,True
Howard,Unknown - 3899,spatial,33.9224910017214,-118.30727100252447,33.91631867,-118.31761,1.175,False,True
Jefferson,Jefferson - (SCE),spatial,33.85819000126701,-117.58883199997248,33.85774589,-117.58829217,0.07,True,True
Kramer,Kramer - SCE,spatial,34.9916469352641,-117.5419939285038,34.98947498,-117.54238387,0.244,True,True
Lafayette,Lafayette - (SCE),spatial,33.63545033562937,-117.9354793630941,33.63535716,-117.93563989,0.018,True,True
Lafayette,Costa Mesa,spatial,33.63545033562937,-117.9354793630941,33.62954395,-117.92498913,1.172,False,True
Lafayette,Unknown - 3407,spatial,33.63545033562937,-117.9354793630941,33.65223117,-117.9359339,1.866,False,True
Lafayette,Unknown - 3863,spatial,33.63545033562937,-117.9354793630941,33.64327415,-117.95459277,1.972,False,True
Lakeview,Lakeview - (SCE Eastern),spatial,33.82557942716747,-117.13410471129237,33.82573501,-117.13399148,0.02,True,True
Lakeview,Nuevo,spatial,33.82557942716747,-117.13410471129237,33.83438375,-117.12281078,1.431,False,True
Lakewood,Lakewood - (SCE),spatial,33.830371003925336,-118.1245799965578,33.83023922,-118.12464081,0.016,True,True
Lakewood,Lucas,spatial,33.830371003925336,-118.1245799965578,33.84235211,-118.12058663,1.382,False,True
Lakewood,Boost,spatial,33.830371003925336,-118.1245799965578,33.83038173,-118.14055591,1.476,False,True
Lakewood,Unknown - 3602,spatial,33.830371003925336,-118.1245799965578,33.83213216,-118.14321185,1.732,False,True
Lawndale,Lawndale - (SCE),spatial,33.89504519902587,-118.35814536502288,33.89490375,-118.35785407,0.031,True,True
Lawndale,El Nido - (SCE),spatial,33.89504519902587,-118.35814536502288,33.89565377,-118.37330991,1.401,False,True
Lawndale,Space,spatial,33.89504519902587,-118.35814536502288,33.8914045,-118.37499839,1.607,False,True
Limestone,Limestone - (SCE),spatial,33.650239003663366,-117.68815000157966,33.65020636,-117.68855481,0.038,True,True
Linden,Linden - (SCE),spatial,33.85912660234861,-118.1856162397323,33.85914436,-118.18557682,0.004,True,True
Linden,Oldfield,spatial,33.85912660234861,-118.1856162397323,33.84617643,-118.17709264,1.641,False,True
Linden,Sunnyside - (SCE),spatial,33.85912660234861,-118.1856162397323,33.85317979,-118.16705517,1.837,False,True
Linden,Corners,spatial,33.85912660234861,-118.1856162397323,33.86341378,-118.16532373,1.933,False,True
Live Oak,Live Oak - (SCE),spatial,34.12055540677612,-117.73255728674572,34.12116109,-117.73188289,0.092,True,True
Lucerne,Lucerne - (SCE),spatial,34.4443941910935,-116.94704321537812,34.44513983,-116.9466249,0.091,True,True
Lucerne,Unknown - 4424,spatial,34.4443941910935,-116.94704321537812,34.44399203,-116.945806,0.122,False,True
Mariposa,Mariposa - (SCE),spatial,35.805895765587906,-119.16023707969768,35.80546568,-119.16063204,0.06,True,True
Maxwell,Maxwell - (SCE),spatial,33.94767925464396,-117.242774990919,33.94716117,-117.24330157,0.075,True,True
Maxwell,Maxwell Tap,spatial,33.94767925464396,-117.242774990919,33.94677405,-117.26161104,1.74,False,True
Merced,Merced - (SCE),spatial,34.049374439924925,-117.90667949875004,34.04972041,-117.90719427,0.061,True,True
Mesa,Mesa - (SCE),spatial,34.034754167307085,-118.1154212524564,34.03725796,-118.11045806,0.535,True,True
Mesa,Newmark,spatial,34.034754167307085,-118.1154212524564,34.04556603,-118.12913637,1.744,False,True
Mesa,Harding - (SCE),spatial,34.034754167307085,-118.1154212524564,34.020589,-118.10531135,1.83,False,True
Modoc,Modoc - SCE,spatial,34.43004540243831,-119.71411429816072,34.43022786,-119.71471933,0.059,True,True
Moraga,Moraga - (SCE),spatial,33.50381663134424,-117.13992278145687,33.50377015,-117.1404047,0.045,True,True
Mountain Pass A,Mt. Pass,spatial,35.503245795845864,-115.55128033550264,35.5015562,-115.55220113,0.206,False,True
Murphy,Murphy - (SCE),spatial,33.95412236073975,-118.0428351628798,33.95442114,-118.04309384,0.041,True,True
Murphy,Unknown - 4034,spatial,33.95412236073975,-118.0428351628798,33.94410415,-118.05221685,1.411,False,True
Murphy,Santa Fe Springs,spatial,33.95412236073975,-118.0428351628798,33.94806215,-118.05853586,1.597,False,True
Narrows,Narrows - (SCE),spatial,34.00569047028173,-118.0678933396348,34.00500122,-118.06682336,0.125,True,True
Narrows,Bartolo,spatial,34.00569047028173,-118.0678933396348,34.00189873,-118.07821312,1.041,False,True
Narrows,Westgate,spatial,34.00569047028173,-118.0678933396348,33.99004883,-118.06488429,1.761,False,True
Newhall,Newhall - (SCE),spatial,34.37938862145633,-118.559385600556,34.37920812,-118.55915775,0.029,True,True
O'neill,Oneill,spatial,33.64322429575617,-117.60498583146834,33.64318529,-117.60557585,0.055,False,True
Oak Park,Oak Park - (SCE),spatial,34.18538100573582,-118.78487940026751,34.18618069,-118.7846888,0.091,True,True
Oasis,Oasis - (SCE),spatial,34.64734114501825,-118.09535655203612,34.64670742,-118.09485176,0.084,True,True
Olinda,Olinda - (SCE),spatial,33.94410562448348,-117.92123146814002,33.94626792,-117.92229797,0.26,True,True
Olinda,Unknown - 4101,spatial,33.94410562448348,-117.92123146814002,33.93906014,-117.92424375,0.626,False,True
Olinda,Unknown - 3650,spatial,33.94410562448348,-117.92123146814002,33.93905214,-117.91598088,0.742,False,True
Peacock U.g.s.,Bluff Cove,spatial,33.78253081686645,-118.4057875936086,33.77965734,-118.38732968,1.736,False,False
Perez,Perez - (SCE),spatial,33.88195489732824,-117.588640200006,33.88193216,-117.58843619,0.019,True,True
Perez,Cleargen,spatial,33.88195489732824,-117.588640200006,33.89071651,-117.59009454,0.983,False,True
Perez,Delgen,spatial,33.88195489732824,-117.588640200006,33.89242466,-117.58010599,1.406,False,True
Perez,Corona - (SCE),spatial,33.88195489732824,-117.588640200006,33.88439535,-117.57187567,1.571,False,True
Perez,Unknown - 4399,spatial,33.88195489732824,-117.588640200006,33.89651037,-117.58986597,1.622,False,True
Perry,Perry - (SCE),spatial,33.86597598540991,-118.34851465647648,33.86598019,-118.34834324,0.016,True,True
Perry,La Fresa,spatial,33.86597598540991,-118.34851465647648,33.86973754,-118.33283066,1.507,False,True
Perry,Unknown - 4239,spatial,33.86597598540991,-118.34851465647648,33.87885941,-118.33941379,1.661,False,True
Perry,Mobil Oil,spatial,33.86597598540991,-118.34851465647648,33.85706902,-118.33294417,1.746,False,True
Perry,Mobgen,spatial,33.86597598540991,-118.34851465647648,33.85347599,-118.3355945,1.832,False,True
Perry,Unknown - 3556,spatial,33.86597598540991,-118.34851465647648,33.88022308,-118.33535501,1.996,False,True
Pico,Pico - (SCE),spatial,33.76557216615716,-118.20652702600002,33.76508498,-118.20664459,0.055,True,True
Pico,Tidelands,spatial,33.76557216615716,-118.20652702600002,33.76482628,-118.20781555,0.145,False,True
Pico,Ship,spatial,33.76557216615716,-118.20652702600002,33.76820187,-118.21141255,0.538,False,True
Pico,Thumsgen,spatial,33.76557216615716,-118.20652702600002,33.76771754,-118.21349376,0.687,False,True
Pico,Seabright,spatial,33.76557216615716,-118.20652702600002,33.77252613,-118.20352287,0.822,False,True
Pico,Navy-1,spatial,33.76557216615716,-118.20652702600002,33.76394719,-118.2191798,1.183,False,True
Pico,Arco - (SCE),spatial,33.76557216615716,-118.20652702600002,33.777355,-118.21532786,1.542,False,True
Pico,Dike,spatial,33.76557216615716,-118.20652702600002,33.7621887,-118.22295549,1.565,False,True
Pico,Commodore,spatial,33.76557216615716,-118.20652702600002,33.75681507,-118.22032117,1.604,False,True
Pico,Long Beach,spatial,33.76557216615716,-118.20652702600002,33.76563468,-118.22513856,1.72,False,True
Pico,Fuel,spatial,33.76557216615716,-118.20652702600002,33.76457244,-118.22647038,1.847,False,True
Pico,Main Oil,spatial,33.76557216615716,-118.20652702600002,33.76399405,-118.22759189,1.955,False,True
Pioneer,Pioneer - (SCE),spatial,33.91555087546238,-118.0812231920912,33.91557093,-118.08113677,0.008,True,True
Pioneer,Siggen,spatial,33.91555087546238,-118.0812231920912,33.924514,-118.06768565,1.598,False,True
Potrero,Potrero - (SCE),spatial,34.16193136185872,-118.83239843472316,34.16172116,-118.83477271,0.22,True,True
Quartz Hill,Quartz Hill - (SCE),spatial,34.65937453883543,-118.2284403720392,34.65953628,-118.22827808,0.023,True,True
Queen Mary U.g.s.,Process,spatial,33.75011514963357,-118.19134574924804,33.74500931,-118.1904815,0.573,False,False
Queen Mary U.g.s.,Stevedore,spatial,33.75011514963357,-118.19134574924804,33.74282167,-118.18939174,0.831,False,False
Queen Mary U.g.s.,Wharf,spatial,33.75011514963357,-118.19134574924804,33.74198892,-118.18976591,0.915,False,False
Queen Mary U.g.s.,Pier,spatial,33.75011514963357,-118.19134574924804,33.7471323,-118.2041211,1.227,False,False
Queen Mary U.g.s.,Thums A,spatial,33.75011514963357,-118.19134574924804,33.75931711,-118.18154068,1.367,False,False
Ramona,Ramona - SCE,spatial,34.07033285280638,-118.12961267056764,34.06991432,-118.13001595,0.06,True,True
Ramona,Unknown - 3614,spatial,34.07033285280638,-118.12961267056764,34.05630438,-118.13404503,1.612,False,True
Randolph,Randolph - SCE,spatial,33.98239600018886,-118.20552199780366,33.9827099,-118.20530381,0.04,True,True
Randolph,Maywood,spatial,33.98239600018886,-118.20552199780366,33.9810557,-118.18614681,1.793,False,True
Randolph,Huntington Park,spatial,33.98239600018886,-118.20552199780366,33.97960017,-118.22624402,1.936,False,True
Ritter Ranch,Ritter Ranch - (SCE Northern),spatial,34.579690275477724,-118.20346616201272,34.57931271,-118.20304449,0.057,True,True
San Marcos,San Marcos - (SCE),spatial,34.45246099694084,-119.76092699738685,34.45196304,-119.7613857,0.07,True,True
San Miguel,San Miguel - (SCE),spatial,34.25591599576859,-119.24186300527784,34.25607296,-119.2418793,0.018,True,True
Santa Rosa,Santa Rosa - (SCE),spatial,33.74892700398827,-116.39217399990532,33.74781175,-116.39207982,0.124,True,True
Santa Rosa,Unknown - 3781,spatial,33.74892700398827,-116.39217399990532,33.75778167,-116.37383967,1.96,False,True
Soquel,Soquel - (SCE),spatial,33.96468399845458,-117.69453800145904,33.96402847,-117.69538516,0.107,True,True
Stoddard,Stoddard - (SCE),spatial,34.09969444150969,-117.29255556004196,34.10042547,-117.29268935,0.082,True,True
Stoddard,Unknown - 4145,spatial,34.09969444150969,-117.29255556004196,34.10091482,-117.27931031,1.227,False,True
Stoddard,Unknown - 3354,spatial,34.09969444150969,-117.29255556004196,34.10097076,-117.27930479,1.228,False,True
Stoddard,Cardiff,spatial,34.09969444150969,-117.29255556004196,34.10230008,-117.27785099,1.385,False,True
Stoddard,Unknown - 4003,spatial,34.09969444150969,-117.29255556004196,34.08613747,-117.28525191,1.651,False,True
Stoddard,Unknown - 3430,spatial,34.09969444150969,-117.29255556004196,34.08623709,-117.28187797,1.791,False,True
Sullivan,Sullivan - SCE,spatial,33.74482369756105,-117.90196420134929,33.74480019,-117.90191856,0.005,True,True
Sunnyside,Sunnyside - (SCE),spatial,33.85307933608597,-118.16722597153048,33.85317979,-118.16705517,0.019,True,True
Sunnyside,Corners,spatial,33.85307933608597,-118.16722597153048,33.86341378,-118.16532373,1.162,False,True
Sunnyside,Oldfield,spatial,33.85307933608597,-118.16722597153048,33.84617643,-118.17709264,1.191,False,True
Sunnyside,Revital,spatial,33.85307933608597,-118.16722597153048,33.86302998,-118.16191974,1.21,False,True
Sunnyside,Linden - (SCE),spatial,33.85307933608597,-118.16722597153048,33.85914436,-118.18557682,1.824,False,True
Surrey U.g.s.,Stirrup,spatial,33.75575006143004,-118.3499964209899,33.75207201,-118.32986575,1.906,False,False
Topaz,Topaz - SCE,spatial,33.82759337136988,-118.3760024228016,33.82780726,-118.37656545,0.057,True,True
Trona,Trona - North,spatial,35.77288627156985,-117.37016716637036,35.77356013,-117.37037339,0.077,False,True
Trona,Trona - South,spatial,35.77288627156985,-117.37016716637036,35.76487556,-117.37543346,1.01,False,True
Trona,Kerrgen,spatial,35.77288627156985,-117.37016716637036,35.76333543,-117.37764399,1.258,False,True
Trona,Mcgen,spatial,35.77288627156985,-117.37016716637036,35.7651795,-117.38640097,1.697,False,True
Valley,Valley - (SCE),spatial,33.74010469194348,-117.15614491519052,33.73998954,-117.15610183,0.013,True,True
Valley,Inland Empire,spatial,33.74010469194348,-117.15614491519052,33.7385035,-117.16990194,1.284,False,True
Victor,Victor - (SCE),spatial,34.506298377401684,-117.3891430075162,34.50493544,-117.38837479,0.167,True,True
Victorville,Victorville - (SCE),spatial,34.53540675853123,-117.294669774305,34.53534569,-117.29512531,0.042,True,True
Viejo,Viejo - (SCE),spatial,33.66606548376288,-117.64214978596888,33.66700203,-117.642363,0.106,True,True
Wabash,Wabash - (SCE),spatial,34.04484523957108,-118.18648075138452,34.04512655,-118.18641176,0.032,True,True
Wabash,Unknown - 3476,spatial,34.04484523957108,-118.18648075138452,34.04247414,-118.18695262,0.267,False,True
Wabash,Belvedere,spatial,34.04484523957108,-118.18648075138452,34.03653003,-118.17897862,1.154,False,True
Wabash,Terrace,spatial,34.04484523957108,-118.18648075138452,34.05746155,-118.1822392,1.456,False,True
Walnut,Walnut - (SCE),spatial,34.008157000711364,-117.94978300159596,34.00826577,-117.94991566,0.017,True,True
Walnut,Puente,spatial,34.008157000711364,-117.94978300159596,34.00900607,-117.93041139,1.788,False,True
Westfall P.m.,San Marcos - (SCE),spatial,34.45401946062403,-119.74406674690124,34.45196304,-119.7613857,1.604,False,False
Wheatland,Wheatland - (SCE),spatial,35.90907032166305,-119.14539393508598,35.91083111,-119.14444858,0.214,True,True
Yorba Linda,Yorba Linda - (SCE),spatial,33.88733323649356,-117.78769347091476,33.88891615,-117.7881359,0.181,True,True
