osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
Goldtown (SCE),,,distance_iou,IOU,sce,Goldtown,0.048,35.0541379,-118.1861905,1431683528,way
Graham (SCE),,,distance_iou,IOU,sce,Graham,0.067,33.9587413,-118.2370898,1492309625,way
Great Lakes (SCE),,,distance_iou,IOU,sce,Great Lakes,0.157,34.8373512,-118.1554639,1492309485,way
Greening (SCE),,,distance_iou,IOU,sce,Greening,0.059,33.8810128,-118.0474848,1485095003,way
Hamilton (SCE),,Southern California Edison,distance_iou,IOU,sce,Hamilton,0.060,33.6545245,-117.9527068,62333226,way
Harper Lake (SCE),,,distance_iou,IOU,sce,Harper Lake,0.730,35.0268214,-117.3482994,165359319,way
Harper Lake (SCE),,,distance_iou,IOU,sce,Harper Lake,0.619,35.0332748,-117.3381256,1489633418,way
Haskell (SCE),,,distance_iou,IOU,sce,Haskell,0.098,34.4383164,-118.5152382,388624142,way
Havasu (SCE),,,distance_iou,IOU,sce,Havasu,0.003,34.3545657,-114.2612655,1492294236,way
Haveda (SCE),,,distance_iou,IOU,sce,Haveda,0.013,33.8247146,-118.3444999,1485094991,way
Havilah (SCE),,,distance_iou,IOU,sce,Havilah,0.100,35.4840073,-118.527558,1485094926,way
Helendale (SCE),,,distance_iou,IOU,sce,Helendale,0.116,34.7405396,-117.3239279,1017858370,way
Hesperia (SCE),,,distance_iou,IOU,sce,Hesperia,0.024,34.4127577,-117.2898843,1422623947,way
Highland (SCE),,,distance_iou,IOU,sce,Highland,0.072,34.1078568,-117.1868247,124955100,way
Hinkley (SCE),,,distance_iou,IOU,sce,Hinkley,0.160,34.9072492,-117.1540223,164878786,way
Holgate (SCE),,,distance_iou,IOU,sce,Holgate,0.153,35.0143153,-117.704077,757393063,way
Homart (SCE),,,distance_iou,IOU,sce,Homart,0.055,34.0747564,-117.2919134,773685595,way
Howard (SCE),,Southern California Edison,distance_iou,IOU,sce,Howard,0.012,33.9225985,-118.3072583,393117834,way
Howard (SCE),,,distance_iou,IOU,sce,Howard,0.480,33.926307,-118.309692,1458489448,way
Huston (SCE),,,distance_iou,IOU,sce,Huston,0.033,34.242766,-117.2854789,1249793977,way
Imperial (SCE),,Southern California Edison,distance_iou,IOU,sce,Imperial,0.040,33.9118567,-118.1482462,209302397,way
Inyokern (SCE),,,distance_iou,IOU,sce,Inyokern,0.164,35.6544271,-117.7953327,1452692248,way
Inyokern Town (SCE),,,distance_iou,IOU,sce,Inyokern Town,0.098,35.6485141,-117.8165788,1485094930,way
Iron Mt. (Sce) (SCE),,,distance_iou,IOU,sce,Iron Mt. (Sce),0.224,34.149181,-115.1219114,93581423,way
Iron Mt. (Sce) (SCE),,,distance_iou,IOU,sce,Iron Mt. (Sce),0.327,34.1503742,-115.1214945,93581443,way
Isabella (SCE),,,distance_iou,IOU,sce,Isabella,0.152,35.6324011,-118.4784272,176160370,way
Isla Vista (SCE),,,distance_iou,IOU,sce,Isla Vista,0.119,34.4330299,-119.8712403,168222306,way
Ivyglen (SCE),,,distance_iou,IOU,sce,Ivyglen,0.047,33.7601832,-117.4772339,1214083024,way
Ivyglen (SCE),,,distance_iou,IOU,sce,Ivyglen,0.429,33.7602292,-117.481365,1485094942,way
Edison Jersey Substation,Edison Jersey Substation,Southern California Edison,distance_iou,IOU,sce,Jersey,0.027,33.8794982,-118.2481835,1019311460,way
Jersey (SCE),,,distance_iou,IOU,sce,Jersey,0.450,33.8757502,-118.2491634,1492361837,way
Joshua Tree (SCE),,Southern California Edison,distance_iou,IOU,sce,Joshua Tree,0.040,34.1359852,-116.3156793,1451635961,way
Joshua Tree (SCE),,Southern California Edison,distance_iou,IOU,sce,Joshua Tree,0.718,34.1387947,-116.3082129,1531752873,way
June Lake (SCE),,,distance_iou,IOU,sce,June Lake,0.093,37.7670594,-119.1233853,1485094889,way
Kernville (SCE),,,distance_iou,IOU,sce,Kernville,0.077,35.7725221,-118.4323697,1485094927,way
Kimball (SCE),,Southern California Edison,distance_iou,IOU,sce,Kimball,0.059,33.9701286,-117.6185766,1215479747,way
La Habra (SCE),,Southern California Edison,distance_iou,IOU,sce,La Habra,0.039,33.925162,-117.9337487,391394495,way
La Mirada (SCE),,,distance_iou,IOU,sce,La Mirada,0.007,33.8886774,-118.0145,913700442,way
La Palma (SCE),,,distance_iou,IOU,sce,La Palma,0.015,33.8462907,-117.9800101,915704590,way
Lakeview (SCE),,,distance_iou,IOU,sce,Lakeview,0.014,33.8256852,-117.1340139,1283495818,way
Lakewood (SCE),,,distance_iou,IOU,sce,Lakewood,0.026,33.8302186,-118.1247987,297133283,way
Lampson (SCE),,,distance_iou,IOU,sce,Lampson,0.070,33.7782048,-117.8990968,920574351,way
Lancaster (SCE),,Southern California Edison,distance_iou,IOU,sce,Lancaster,0.021,34.7005572,-118.1456973,209270565,way
Latigo (SCE),,,distance_iou,IOU,sce,Latigo,0.090,34.0447549,-118.7761091,149304418,way
Layfair (SCE),,Southern California Edison,distance_iou,IOU,sce,Layfair,0.238,34.0899261,-117.7697237,389746091,way
Lennox (SCE),,Southern California Edison,distance_iou,IOU,sce,Lennox,0.073,33.9422893,-118.3473748,257181124,way
Little Rock (SCE),,,distance_iou,IOU,sce,Little Rock,0.098,34.6163051,-117.9689394,797577180,way
Lockheed (SCE),,,distance_iou,IOU,sce,Lockheed,0.155,34.4577705,-118.5804049,168229988,way
Longdon (SCE),,Southern California Edison,distance_iou,IOU,sce,Longdon,0.010,33.8817527,-118.1956315,78797598,way
Loraine (SCE),,,distance_iou,IOU,sce,Loraine,0.324,35.306895,-118.4233201,1431587253,way
Los Cerritos (SCE),,,distance_iou,IOU,sce,Los Cerritos,0.023,33.8112064,-118.1904555,677561935,way
Lucas Substation (electricity),Lucas Substation (electricity),Southern California Edison,distance_iou,IOU,sce,Lucas,0.032,33.8423262,-118.1204944,27593176,way
Lucerne (SCE),,,distance_iou,IOU,sce,Lucerne,0.082,34.4450295,-116.9465941,1102244284,way
Edison Dylan Substation,Edison Dylan Substation,Southern California Edison,distance_iou,IOU,sce,Maraschino,0.013,33.9256409,-116.9876261,859725891,way
Mariposa (SCE),,,distance_iou,IOU,sce,Mariposa,0.056,35.8055003,-119.1606144,1485095084,way
Maxwell (SCE),,,distance_iou,IOU,sce,Maxwell,0.075,33.9472219,-117.2433712,1282256589,way
Mayberry (SCE),,Southern California Edison,distance_iou,IOU,sce,Mayberry,0.054,33.7363055,-116.920081,880487334,way
Mayflower (SCE),,,distance_iou,IOU,sce,Mayflower,0.033,34.1184271,-118.0080122,686238034,way
Milliken (SCE),,,distance_iou,IOU,sce,Milliken,0.033,34.0440861,-117.5683345,1295105244,way
Minaret (SCE),,,distance_iou,IOU,sce,Minaret,0.023,37.6515594,-119.0107036,1485094890,way
Minneola (SCE),,,distance_iou,IOU,sce,Minneola,0.745,34.8658842,-116.8252689,1453747816,way
Monolith (SCE),,,distance_iou,IOU,sce,Monolith,0.335,35.1236814,-118.379745,478730533,way
Monolith (SCE),,,distance_iou,IOU,sce,Monolith,0.780,35.123896,-118.3741472,1437127291,way
Moraga (SCE),,,distance_iou,IOU,sce,Moraga,0.051,33.5037193,-117.1404573,109609240,way
Moreno (SCE),,,distance_iou,IOU,sce,Moreno,0.107,33.9469872,-117.1725134,395206271,way
Morro (SCE),,,distance_iou,IOU,sce,Morro,0.059,33.5518108,-117.7788764,665178980,way
Mountain Pass A (SCE),,,distance_iou,IOU,sce,Mountain Pass A,0.203,35.5015735,-115.5521851,80177263,way
Movie (SCE),,Southern California Edison,distance_iou,IOU,sce,Movie,0.023,33.9903075,-118.3940718,48802108,way
Mt. Tom (SCE),,,distance_iou,IOU,sce,Mt. Tom,0.044,37.3497347,-118.4654173,89637077,way
Mt. Tom (SCE),,,distance_iou,IOU,sce,Mt. Tom,0.210,37.3500834,-118.463068,89637090,way
Murphy (SCE),,,distance_iou,IOU,sce,Murphy,0.042,33.9544205,-118.0431126,681033327,way
Murrieta No. 2,Murrieta No. 2,Southern California Edison,distance_iou,IOU,sce,Murrietta 2,0.034,33.5399118,-117.1876217,421505143,way
Naomi (SCE),,,distance_iou,IOU,sce,Naomi,0.021,33.975586,-118.2480738,1485094986,way
Narrows (SCE),,,distance_iou,IOU,sce,Narrows,0.134,34.0049524,-118.0667378,86092401,way
Navy Mole (SCE),,,distance_iou,IOU,sce,Navy Mole,0.087,33.7422753,-118.2285787,1296516933,way
Neenach (SCE),,,distance_iou,IOU,sce,Neenach,0.017,34.7751199,-118.5014607,597421154,way
Nelson (SCE),,,distance_iou,IOU,sce,Nelson,0.021,33.7723219,-116.988349,395019806,way
Neptune (SCE),,,distance_iou,IOU,sce,Neptune,0.002,33.8273488,-118.2684996,1027234674,way
Newcomb (SCE),,,distance_iou,IOU,sce,Newcomb,0.031,33.6873269,-117.207199,1104824498,way
Newmark (SCE),,Southern California Edison,distance_iou,IOU,sce,Newmark,0.035,34.0456954,-118.129092,169880246,way
Nogales (SCE),,,distance_iou,IOU,sce,Nogales,0.022,34.0067881,-117.8551765,990616337,way
North Intake (SCE),,,distance_iou,IOU,sce,North Intake,0.103,33.7293544,-114.5171807,1485095291,way
North Oaks (SCE),,,distance_iou,IOU,sce,North Oaks,0.067,34.4155236,-118.4527384,1492309483,way
Northwind (SCE),,,distance_iou,IOU,sce,Northwind,0.074,35.0759069,-118.3726171,478730524,way
Northwind (SCE),,,distance_iou,IOU,sce,Northwind,0.029,35.0753779,-118.3724942,1121132892,way
Northwind (SCE),,,distance_iou,IOU,sce,Northwind,0.048,35.0756529,-118.3725907,1121132893,way
Oak Park (SCE),,Southern California Edison,distance_iou,IOU,sce,Oak Park,0.091,34.1861817,-118.7846778,167413743,way
Oasis (SCE),,,distance_iou,IOU,sce,Oasis,0.074,34.6467343,-118.0950153,463127907,way
Oasis (SCE),,,distance_iou,IOU,sce,Oasis,0.681,34.6516587,-118.0900841,1431722703,way
Oceanview (SCE),,Southern California Edison,distance_iou,IOU,sce,Oceanview,0.017,33.7163677,-117.9875512,78488978,way
Oldfield (SCE),,,distance_iou,IOU,sce,Oldfield,0.019,33.8461531,-118.1771248,676714266,way
Olive Lake (SCE),,,distance_iou,IOU,sce,Olive Lake,0.092,33.6113178,-114.551063,1531507744,way
Orange (SCE),,Southern California Edison,distance_iou,IOU,sce,Orange,0.025,33.7902923,-117.8614948,626103620,way
Ordway (SCE),,,distance_iou,IOU,sce,Ordway,0.216,34.8647513,-117.1177621,1485095290,way
Oro Grande (SCE),,,distance_iou,IOU,sce,Oro Grande,0.107,34.6014397,-117.3350554,205000596,way
Oro Grande (SCE),,,distance_iou,IOU,sce,Oro Grande,0.425,34.6061063,-117.3350823,849942151,way
Oro Grande (SCE),,,distance_iou,IOU,sce,Oro Grande,0.579,34.6039363,-117.3405569,1017858359,way
Ortega (SCE),,,distance_iou,IOU,sce,Ortega,0.376,34.4184253,-119.5868287,349858416,way
Padua (SCE),,Southern California Edison,distance_iou,IOU,sce,Padua,0.061,34.1202242,-117.6394233,86294229,way
Palm Canyon (SCE),,,distance_iou,IOU,sce,Palm Canyon,0.012,33.7989039,-116.5432675,1265015465,way
Passons (SCE),,Southern California Edison,distance_iou,IOU,sce,Passons,0.003,33.9642519,-118.0821967,383740652,way
Pearl (SCE),,,distance_iou,IOU,sce,Pearl,0.025,34.0217502,-118.458658,1492294239,way
Pechanga (SCE),,,distance_iou,IOU,sce,Pechanga,0.706,33.4909698,-117.0638792,1485094945,way
Peerless (SCE),,,distance_iou,IOU,sce,Peerless,0.454,35.0974382,-117.8003159,1485094932,way
Pepper (SCE),,,distance_iou,IOU,sce,Pepper,0.104,34.1020368,-117.3535308,14046352,relation
Perez (SCE),,,distance_iou,IOU,sce,Perez,0.982,33.8907008,-117.5900869,445337105,way
Peyton (SCE),,Southern California Edison,distance_iou,IOU,sce,Peyton,0.211,33.9963055,-117.7332827,79440937,way
Phelan (SCE),,Southern California Edison,distance_iou,IOU,sce,Phelan,0.137,34.4241254,-117.555775,120259296,way
Pico (SCE),,,distance_iou,IOU,sce,Pico,0.648,33.7689049,-118.212275,132107032,way
Pico (SCE),,,distance_iou,IOU,sce,Pico,0.024,33.7654697,-118.2067529,385078303,way
Pico (SCE),,,distance_iou,IOU,sce,Pico,0.524,33.7681734,-118.2112545,843310766,way
Pico (SCE),,,distance_iou,IOU,sce,Pico,0.151,33.7648182,-118.2078816,1485094994,way
Pitman (SCE),,,distance_iou,IOU,sce,Pitman,0.329,37.2039923,-119.2429743,169326813,way
Pitman (SCE),,,distance_iou,IOU,sce,Pitman,0.111,37.2054687,-119.240796,1251198631,way
Piute (SCE),,,distance_iou,IOU,sce,Piute,0.066,34.6907535,-117.969303,1533136998,way
Pixley (SCE),,,distance_iou,IOU,sce,Pixley,0.051,35.9648971,-119.3033798,1164967802,way
Placentia (SCE),,,distance_iou,IOU,sce,Placentia,0.048,33.8716139,-117.8787284,920574352,way
Pomona (SCE),,,distance_iou,IOU,sce,Pomona,0.006,34.0583206,-117.755302,438371323,way
Poplar (SCE),,,distance_iou,IOU,sce,Poplar,0.033,35.9938632,-119.1442642,1485094918,way
Southern California Edison Thousand Oaks,Southern California Edison Thousand Oaks,Southern California Edison,distance_iou,IOU,sce,Potrero,0.429,34.1629986,-118.836881,1358123438,way
Proctor (SCE),,,distance_iou,IOU,sce,Proctor,0.012,34.0218133,-117.9689046,1021540115,way
Quartz Hill (SCE),,,distance_iou,IOU,sce,Quartz Hill,0.050,34.6597462,-118.2281289,992557729,way
Queen Mary U.g.s. (SCE),,,distance_iou,IOU,sce,Queen Mary U.g.s.,0.827,33.7428428,-118.1894501,1167881419,way
Queen Mary U.g.s. (SCE),,,distance_iou,IOU,sce,Queen Mary U.g.s.,0.449,33.7461481,-118.1904514,1296516909,way
Queen Mary U.g.s. (SCE),,,distance_iou,IOU,sce,Queen Mary U.g.s.,0.995,33.7412148,-118.1902253,1296516920,way
Railroad (SCE),,Southern California Edison,distance_iou,IOU,sce,Railroad,0.023,33.9970938,-117.8877101,395352116,way
Rancho (SCE),,,distance_iou,IOU,sce,Rancho,0.138,34.5175743,-117.2157285,1485094940,way
Ravendale (SCE),,,distance_iou,IOU,sce,Ravendale,0.083,34.1217783,-118.0811942,604773381,way
Redman (SCE),,,distance_iou,IOU,sce,Redman,0.111,34.7633299,-117.9692993,1220401339,way
230kV Switching Station,230kV Switching Station,Southern California Edison,distance_iou,IOU,sce,Redondo,0.751,33.8525365,-118.3937996,75206115,way
66kV Switching Station,66kV Switching Station,Southern California Edison,distance_iou,IOU,sce,Redondo,0.795,33.8516645,-118.395105,75206069,way
Repetto (SCE),,,distance_iou,IOU,sce,Repetto,0.070,34.0477809,-118.1620343,692658265,way
Ridgecrest (SCE),,,distance_iou,IOU,sce,Ridgecrest,0.053,35.6263534,-117.6729211,1485094929,way
Rio Hondo (SCE),,,distance_iou,IOU,sce,Rio Hondo,0.829,34.0995372,-117.979947,86094411,way
Rio Hondo (SCE),,,distance_iou,IOU,sce,Rio Hondo,0.059,34.1067568,-117.9774977,590193216,way
Ritter Ranch (SCE),,,distance_iou,IOU,sce,Ritter Ranch,0.071,34.5791606,-118.2030299,496313045,way
Rivera (SCE),,,distance_iou,IOU,sce,Rivera,0.005,33.9695549,-118.1013861,914528908,way
Roadway (SCE),,,distance_iou,IOU,sce,Roadway,0.088,34.5761985,-117.4131719,762370931,way
Rolling Hills (SCE),,,distance_iou,IOU,sce,Rolling Hills,0.012,33.8083631,-118.3550389,391540192,way
Rosamond (SCE),,Southern California Edison,distance_iou,IOU,sce,Rosamond,0.019,34.8643016,-118.2373425,179886362,way
Royal (SCE),,,distance_iou,IOU,sce,Royal,0.099,34.2784682,-118.7795245,379534577,way
Rubidoux (SCE),,,distance_iou,IOU,sce,Rubidoux,0.043,33.9992568,-117.4155994,1160961868,way
Running Springs (SCE),,,distance_iou,IOU,sce,Running Springs,0.026,34.2080561,-117.1040771,514658722,way
San Antonio (SCE),,,distance_iou,IOU,sce,San Antonio,0.021,34.093184,-117.6978469,1024402205,way
San Bernardino (SCE),,,distance_iou,IOU,sce,San Bernardino,0.284,34.0822599,-117.238988,181492749,way
San Marino (SCE),,,distance_iou,IOU,sce,San Marino,0.092,34.128132,-118.0993208,1222384138,way
Santa Barbara (SCE),,,distance_iou,IOU,sce,Santa Barbara,0.020,34.4230644,-119.6853935,168216614,way
Santa Monica (SCE),,Southern California Edison,distance_iou,IOU,sce,Santa Monica,0.052,34.0175251,-118.4878124,1464138767,way
Santa Susana (SCE),,,distance_iou,IOU,sce,Santa Susana,0.114,34.2795374,-118.7171181,179988922,way
Saugus (SCE),,Pacific Gas and Electric Company,distance_iou,IOU,sce,Saugus,0.445,34.4231807,-118.5816499,77857453,way
Savage (SCE),,Southern California Edison,distance_iou,IOU,sce,Savage,0.148,34.4740368,-117.2941019,120878575,way
Distributing Station 28,Distributing Station 28,Los Angeles Department of Water and Power,distance_iou,IOU,sce,Sawtelle,0.839,34.0449222,-118.4437557,422504305,way
Seabright (SCE),,,distance_iou,IOU,sce,Seabright,0.367,33.7742947,-118.2084147,132119247,way
Seabright (SCE),,,distance_iou,IOU,sce,Seabright,0.139,33.7724403,-118.2035197,1059438606,way
Searles (SCE),,,distance_iou,IOU,sce,Searles,0.078,35.7000399,-117.3987838,164758880,way
Searles (SCE),,,distance_iou,IOU,sce,Searles,0.726,35.7041215,-117.3933208,1485094928,way
Sepulveda (SCE),,,distance_iou,IOU,sce,Sepulveda,0.909,33.9117326,-118.3917945,1461361567,way
Shandin (SCE),,Southern California Edison,distance_iou,IOU,sce,Shandin,0.083,34.1698864,-117.3301979,936569225,way
Shawnee (SCE),,Southern California Edison,distance_iou,IOU,sce,Shawnee,0.151,33.7722358,-118.0121848,384143472,way
Shuttle (SCE),,,distance_iou,IOU,sce,Shuttle,0.119,34.6426466,-118.1648742,196813668,way
Sierra Madre (SCE),,,distance_iou,IOU,sce,Sierra Madre,0.008,34.1582487,-118.0545987,1485095012,way
Edison,Edison,,distance_iou,IOU,sce,Signal Hill,0.004,33.8113592,-118.168207,160842897,way
Signal Hill (SCE),,Southern California Edison,distance_iou,IOU,sce,Signal Hill,0.943,33.8192146,-118.1643766,389174028,way
Signal Hill (SCE),,,distance_iou,IOU,sce,Signal Hill,0.673,33.8166205,-118.1717141,1457773032,way
Skiland (SCE),,,distance_iou,IOU,sce,Skiland,0.052,37.6366223,-118.9644032,1104820127,way
Skylark (SCE),,Southern California Edison,distance_iou,IOU,sce,Skylark,0.076,33.6309003,-117.2918361,1355269493,way
Smiley (SCE),,,distance_iou,IOU,sce,Smiley,0.102,34.0277535,-117.1653532,1485094968,way
Somerset (SCE),,Southern California Edison,distance_iou,IOU,sce,Somerset,0.013,33.8742273,-118.1429922,383644496,way
Somis (SCE),,,distance_iou,IOU,sce,Somis,0.242,34.2634265,-119.0118862,1492294235,way
Soquel (SCE),,,distance_iou,IOU,sce,Soquel,0.112,33.9639864,-117.6954104,77593908,way
South Gate (SCE),,,distance_iou,IOU,sce,South Gate,0.052,33.9470853,-118.2131153,1485094988,way
Southwind (SCE),,,distance_iou,IOU,sce,Southwind,0.471,35.0352327,-118.3524346,99599988,way
Southwind (SCE),,,distance_iou,IOU,sce,Southwind,0.139,35.0316318,-118.3515222,1485094851,way
Stadium (SCE),,Southern California Edison,distance_iou,IOU,sce,Stadium,0.029,33.7719723,-118.1003958,27186604,way
Stadium (SCE),,,distance_iou,IOU,sce,Stadium,0.992,33.7635343,-118.0963798,675049851,way
Stadium (SCE),,,distance_iou,IOU,sce,Stadium,0.604,33.7674462,-118.0963657,675049852,way
Stadium (SCE),,,distance_iou,IOU,sce,Stadium,0.165,33.7705034,-118.100667,1467180896,way
Stadler (SCE),,,distance_iou,IOU,sce,Stadler,0.024,33.557875,-117.2034045,110573544,way
State Street (SCE),,,distance_iou,IOU,sce,State Street,0.008,33.7902189,-118.1986948,843310749,way
Stoddard (SCE),,,distance_iou,IOU,sce,Stoddard,0.085,34.1004441,-117.2927221,936564982,way
Sullivan (SCE),,,distance_iou,IOU,sce,Sullivan,0.004,33.7447881,-117.9019753,929401643,way
SCE Suncity Substation,SCE Suncity Substation,Southern California Edison,distance_iou,IOU,sce,Sun City,0.136,33.6875325,-117.1459177,165502301,way
Sunny Dunes (SCE),,,distance_iou,IOU,sce,Sunny Dunes,0.004,33.8129783,-116.5435968,1252942880,way
Tamarisk (SCE),,,distance_iou,IOU,sce,Tamarisk,0.005,33.7919455,-116.4499157,1284460749,way
Tapia (SCE),,Southern California Edison,distance_iou,IOU,sce,Tapia,0.037,34.0363494,-118.685048,1285941800,way
Team (SCE),,Southern California Edison,distance_iou,IOU,sce,Team,0.011,33.7449693,-117.9999541,391757384,way
Temple (SCE),,,distance_iou,IOU,sce,Temple,0.005,34.1061276,-118.0683334,1199651904,way
Tenaja (SCE),,,distance_iou,IOU,sce,Tenaja,0.128,33.584546,-117.2553905,1283857383,way
Terra Bella (SCE),,,distance_iou,IOU,sce,Terra Bella,0.081,35.9638996,-119.0185269,1485094917,way
Terrace (SCE),,,distance_iou,IOU,sce,Terrace,0.026,34.0574866,-118.1822682,1126593009,way
Tippecanoe (SCE),,,distance_iou,IOU,sce,Tippecanoe,0.007,34.1209293,-117.2584272,819500175,way
Topaz (SCE),,Southern California Edison,distance_iou,IOU,sce,Topaz,0.060,33.8277966,-118.3765996,391540189,way
Tortilla (SCE),,Southern California Edison,distance_iou,IOU,sce,Tortilla,0.163,34.8631924,-117.0308909,81605627,way
Trona (SCE),,,distance_iou,IOU,sce,Trona,0.854,35.7804712,-117.3686644,1452894460,way
Trona (SCE),,,distance_iou,IOU,sce,Trona,0.079,35.7735675,-117.3704041,1452894462,way
Trophy (SCE),,,distance_iou,IOU,sce,Trophy,0.273,34.0413322,-117.8182456,928746140,way
Twentynine Palms (SCE),,Southern California Edison,distance_iou,IOU,sce,Twentynine Palms,0.050,34.1378308,-116.0537137,1531752874,way
Southern Califorina Edison Power Substation: Studio Master Substation,Southern Califorina Edison Power Substation: Studio Master Substation,,distance_iou,IOU,sce,Universal,0.107,34.1429562,-118.3574404,94064537,way
Southern California Edison Electrical Substation: Edison Universal Substation,Southern California Edison Electrical Substation: Edison Universal Substation,Southern California Edison,distance_iou,IOU,sce,Universal,0.258,34.1429667,-118.3591279,94066289,way
Universal (SCE),,,distance_iou,IOU,sce,Universal,0.689,34.1400351,-118.3499773,909824311,way
Universal (SCE),,,distance_iou,IOU,sce,Universal,0.053,34.1429463,-118.356767,909824333,way
Vail (SCE),,Southern California Edison,distance_iou,IOU,sce,Vail,0.062,34.0067343,-118.1276597,79649407,way
Valdez (SCE),,,distance_iou,IOU,sce,Valdez,0.023,34.1477307,-118.6318504,426254441,way
Vera (SCE),,,distance_iou,IOU,sce,Vera,0.022,33.7654199,-117.9284802,932730267,way
Verdant (SCE),,,distance_iou,IOU,sce,Verdant,0.124,33.4185761,-114.7251981,1492309469,way
Victor (SCE),,Southern California Edison,distance_iou,IOU,sce,Victor,0.167,34.5049596,-117.3883217,30733362,way
Victorville (SCE),,,distance_iou,IOU,sce,Victorville,0.045,34.5353371,-117.2951485,1004654179,way
Wabash (SCE),,,distance_iou,IOU,sce,Wabash,0.012,34.0449502,-118.1864735,678813325,way
Washington (SCE),,,distance_iou,IOU,sce,Washington,0.083,33.7560739,-117.8594219,921918603,way
Washington (SCE),,,distance_iou,IOU,sce,Washington,0.327,33.7587205,-117.8565354,1451858892,way
