name,owner_raw,type,status,latitude,longitude,county,city
Manzanita,PG&E,SUBSTATION,Operational,36.6145428,-121.83353189,Monterey County,Seaside
Monterey,PG&E,SUBSTATION,Operational,36.59982254,-121.89047072,Monterey County,Monterey
Monterey Naval Lab,PG&E,SUBSTATION,Operational,36.58952818,-121.86381866,Monterey County,Monterey
Navy School,PG&E,SUBSTATION,Operational,36.59959553,-121.8768712,Monterey County,Monterey
Oil Fields,PG&E,SUBSTATION,Operational,35.95647007,-120.85113998,Monterey County,
Viejo - (PG&E),PG&E,SUBSTATION,Operational,36.57836651,-121.90840485,Monterey County,Monterey
Smartsville,PG&E,SUBSTATION,Operational,39.20900038,-121.30325586,Yuba County,Smartsville
Cisco Grove,PG&E,SUBSTATION,Operational,39.30962266,-120.5483291,Placer County,
Del Mar - (PG&E),PG&E,SUBSTATION,Operational,38.7988104,-121.22129945,Placer County,Rocklin
Halsey - (PG&E),PG&E,SUBSTATION,Operational,38.95692333,-121.04221719,Placer County,
Grays Flat - PG&E,PG&E,SUBSTATION,Operational,40.02241219,-121.06543225,Plumas County,Twain
Greenville,PG&E,SUBSTATION ASSUMED,Operational,40.15068589,-121.0812311,Plumas County,
Spanish Creek,PG&E,SUBSTATION,Operational,40.02696682,-120.96311015,Plumas County,
Twisselman,PG&E,SUBSTATION,Operational,35.73065157,-119.85808547,Kern County,
Rio Bravo Poso,PG&E,SUBSTATION,Operational,35.57652744,-119.00651476,Kern County,
Vedder,PG&E,SUBSTATION,Operational,35.59265733,-118.9590362,Kern County,
Witco,PG&E,SUBSTATION,Operational,35.42795198,-118.97749316,Kern County,
Shiloh I,PG&E,SUBSTATION,Operational,38.12529705,-121.83225786,Solano County,
Boswell,PG&E,SUBSTATION,Operational,36.08513945,-119.55359297,Kings County,
Angiola,PG&E,SUBSTATION,Operational,35.99202836,-119.57169576,Kings County,
Hardwick,PG&E,SUBSTATION,Operational,36.40412154,-119.6858363,Kings County,
Clear Lake - (PG&E),PG&E,SUBSTATION,Operational,39.0077625,-122.89398734,Lake County,
Lower Lake,PG&E,SUBSTATION,Operational,38.91063568,-122.61735406,Lake County,Lower Lake
Lucerne - (PG&E),PG&E,SUBSTATION,Operational,39.11038184,-122.81282473,Lake County,
Halls Flat,PG&E,SUBSTATION,Operational,40.74488695,-121.27798671,Lassen County,
Bogard,PG&E,SUBSTATION,Operational,40.588066,-121.09157101,Lassen County,
Live Oak - 93308,PG&E,SUBSTATION,Operational,35.49594755,-119.0094539,Kern County,
Capco,PG&E,SUBSTATION,Operational,37.10858708,-120.24830631,Madera County,Chowchilla
Certainteed,PG&E,SUBSTATION,Operational,37.09320414,-120.22861451,Madera County,Chowchilla
Sharon - PG&E,PG&E,SUBSTATION,Operational,37.09782123,-120.15717109,Madera County,Chowchilla
Hamilton Wetlands,PG&E,SUBSTATION,Operational,38.07813952,-122.5257967,Marin County,
Las Gallinas,PG&E,SUBSTATION,Operational,38.02242837,-122.53792745,Marin County,San Rafael
Tocaloma,PG&E,SUBSTATION,Operational,38.05485949,-122.7598498,Marin County,
Embarcadero,PG&E,SUBSTATION,Operational,37.78752989,-122.39343391,San Francisco County,San Francisco
Larkin,PG&E,SUBSTATION,Operational,37.78365462,-122.41699615,San Francisco County,San Francisco
Mission - (PG&E),PG&E,SUBSTATION,Operational,37.77734803,-122.41380967,San Francisco County,San Francisco
AEC 300,PG&E,SUBSTATION,Operational,37.65340049,-121.52678716,,
Banta,PG&E,SUBSTATION,Operational,37.75291698,-121.35059094,San Joaquin County,
Calvo,PG&E,SUBSTATION,Operational,37.74747841,-121.32672094,San Joaquin County,
Carbona,PG&E,SUBSTATION,Operational,37.69223444,-121.41666836,San Joaquin County,
Country Club - PG&E,PG&E,SUBSTATION,Operational,37.97920524,-121.31637896,San Joaquin County,Stockton
Harding - (PG&E),PG&E,SUBSTATION,Operational,37.96372394,-121.29037593,San Joaquin County,Stockton
Tracy - (PG&E),PG&E,SUBSTATION,Operational,37.74881349,-121.41600878,San Joaquin County,Tracy
Learner,PG&E,SUBSTATION ASSUMED,Operational,37.93856696,-121.32908091,San Joaquin County,Stockton
Linden - (PG&E),PG&E,SUBSTATION,Operational,38.01697994,-121.09584994,San Joaquin County,
TRACY DEFENSE DEPOT,PG&E,SUBSTATION,Operational,37.72172299,-121.39193496,San Joaquin County,"Tracy--Mountain House, CA"
Mc Donald,PG&E,SUBSTATION,Operational,37.9914434,-121.47886274,San Joaquin County,
Oak Park - (PG&E),PG&E,SUBSTATION,Operational,37.98050597,-121.29853194,San Joaquin County,Stockton
Owens Illinois,PG&E,SUBSTATION,Operational,37.71338919,-121.48784894,San Joaquin County,
Lee,PG&E,SUBSTATION,Operational,37.7319045,-121.11623335,San Joaquin County,Ripon
Robertson,PG&E,SUBSTATION,Operational,37.94338892,-121.32983436,San Joaquin County,Stockton
Rough & Ready,PG&E,SUBSTATION ASSUMED,Operational,37.94966297,-121.34640991,San Joaquin County,Stockton
