utility,substation_name,util_lat,util_lon,cec_lat,cec_lon,type,status
pge,COLUSA,39.213661583558526,-122.00306856656788,39.21352958,-122.00253699,SUBSTATION,Operational
pge,FRUITVALE,35.37778171713446,-119.09265249949172,35.37726265,-119.0926756,SUBSTATION,Operational
pge,TERMINOUS,38.11711521592538,-121.42139866543384,38.11645652,-121.42216882,SUBSTATION,Operational
pge,WEST SACRAMENTO,38.58949498136971,-121.54527027674682,38.5895099,-121.54488796,SUBSTATION,Operational
pge,PASO ROBLES,35.615659121898986,-120.67926595289852,35.615634,-120.67947894,SUBSTATION,Operational
pge,PITTSBURG,38.03070653596985,-121.8692592247712,38.03681699,-121.89678284,SUBSTATION,Operational
pge,HORSESHOE,38.74422432366909,-121.16136710564363,38.74431095,-121.1616294,SUBSTATION,Operational
pge,ORLAND B,39.72519125045083,-122.17865785695024,39.72519088,-122.17872759,SUBSTATION,Operational
pge,GUSTINE,37.253059038898215,-121.01309879419414,37.25323114,-121.01302875,SUBSTATION,Operational
pge,BEAR VALLEY,37.58580609306456,-120.12582981367848,37.58645051,-120.12552889,SUBSTATION,Operational
pge,JESSUP,40.46170457696071,-122.32775472405966,40.46178766,-122.32774517,SUBSTATION,Operational
pge,SWIFT,37.322704670725145,-121.79709909967092,37.32256307,-121.79694692,SUBSTATION,Operational
pge,GRAND ISLAND,38.23143431844358,-121.59064447220264,38.2315554,-121.59040207,SUBSTATION,Operational
pge,BURNEY,40.888215757543065,-121.6708403712964,40.88792673,-121.67117381,SUBSTATION,Operational
pge,BAY MEADOWS,37.55164336687077,-122.29243887652298,37.55157542,-122.29284459,SUBSTATION,Operational
pge,MENDOTA,36.72025412492721,-120.45868266031763,36.72083896,-120.45663091,SUBSTATION,Operational
pge,EMERALD LAKE,37.46149299207372,-122.2772794279851,37.46167006,-122.27733126,SUBSTATION,Operational
pge,MONROE,38.45325388171991,-122.74428924814126,38.45321891,-122.74420314,SUBSTATION,Operational
pge,EL PECO,36.88099449637093,-120.16446451789515,36.88073131,-120.16441305,SUBSTATION,Operational
pge,PENRYN,38.84486110184167,-121.16643199707649,38.84449899,-121.16654726,SUBSTATION,Operational
pge,PUTAH CREEK,38.52334998723117,-121.9952137072624,38.52282172,-121.99506771,SUBSTATION,Operational
pge,BAKERSFIELD,35.38858633344532,-119.00445108128255,35.38722752,-119.0044236,SUBSTATION,Operational
pge,SARATOGA,37.28110735135594,-122.015662147593,37.28103169,-122.01520672,SUBSTATION,Operational
pge,HARTER,39.1430758668314,-121.64781496424256,39.14327679,-121.648002,SUBSTATION,Operational
pge,OAKLAND D,37.837475094130205,-122.26158519172704,37.83756579,-122.26359866,SUBSTATION,Operational
pge,ROSSMOOR,37.86479574223729,-122.0809458485731,37.86464924,-122.0803101,SUBSTATION,Operational
pge,ARVIN,35.14989859396815,-118.87875605697371,35.15030959,-118.87845497,SUBSTATION,Operational
pge,TRIMBLE,37.38283159012757,-121.92643970315228,37.38205711,-121.92722952,SUBSTATION,Operational
pge,SANTA NELLA,37.08567509415812,-121.01318384348406,37.08583687,-121.01321255,SUBSTATION,Operational
pge,HILLSDALE,37.53650756155396,-122.32255097270397,37.53658118,-122.32203683,SUBSTATION,Operational
pge,PINECREST,38.187947321566135,-119.99379985135106,38.18835716,-119.99389007,SUBSTATION,
pge,MONARCH,37.969157660213625,-121.28024699494452,37.96936997,-121.28022592,SUBSTATION,Operational
pge,LONE TREE,37.94630532263428,-121.75910439326935,37.94623087,-121.75978443,SUBSTATION,Operational
pge,BIG LAGOON,41.162116737480105,-124.1022126767118,41.16270969,-124.10199246,SUBSTATION,Operational
pge,ALPAUGH,35.963432505647624,-119.45629715975916,35.9633589,-119.45682356,SUBSTATION,Operational
pge,EVERGREEN,37.30352178997496,-121.83997139739384,37.30331932,-121.84009788,SUBSTATION,Operational
pge,FRENCH CAMP,37.881897863897066,-121.29042050604268,37.88208395,-121.29035093,SUBSTATION,Operational
pge,CASTRO,37.74941830614643,-122.43417816629568,37.74938345,-122.43417474,SUBSTATION,
pge,LOS OSITOS,36.293861081093134,-121.19982427087686,36.29380665,-121.20024785,SUBSTATION,Operational
pge,HAMILTON BRANCH,40.26931804937077,-121.08804585596388,40.26934332,-121.08811057,SUBSTATION,Operational
pge,7TH STANDARD,35.43969344317223,-119.13116637687604,35.43968925,-119.1311164,SUBSTATION,Operational
pge,PLACER,38.90151853238145,-121.08791088443655,38.90125009,-121.08784534,SUBSTATION,Operational
pge,MC FARLAND,35.68826942087962,-119.276810556332,35.68837909,-119.2768473,SUBSTATION,Operational
pge,FULTON,38.497363244277295,-122.76136488870888,38.49781345,-122.76065559,SUBSTATION,Operational
pge,BULLARD,36.82406405231952,-119.76842651281234,36.82387207,-119.76846319,SUBSTATION,Operational
pge,BUENA VISTA,36.65393162469321,-121.62925836204246,36.65388592,-121.62932542,SUBSTATION,Operational
pge,PEORIA,37.90339247520717,-120.49708389009176,37.90373334,-120.49779833,SUBSTATION,Operational
pge,BAHIA,38.08114613944989,-122.13740639333582,38.08086577,-122.13737587,SUBSTATION,Operational
pge,GANSNER,39.93961216668611,-120.94857323506642,39.93926116,-120.94817181,SUBSTATION,Operational
pge,LAS POSITAS,37.70094251288631,-121.73350621738382,37.70081925,-121.73323137,SUBSTATION,Operational
pge,DAIRYLAND,37.055238199109,-120.31690423390413,37.05491042,-120.31673009,SUBSTATION,Operational
pge,CHANNEL,37.95540129864133,-121.33245614324008,37.95525396,-121.33258093,SUBSTATION,Operational
pge,JAMESON,38.20543608324877,-122.14796860832556,38.20550143,-122.14786476,SUBSTATION,Operational
pge,BELL,38.946685494069264,-121.0914507213159,38.94679453,-121.09165843,SUBSTATION,Operational
pge,CUYAMA,34.927616278599906,-119.62029680803812,34.92760069,-119.62132918,SUBSTATION,Operational
pge,GILL,37.98700838558783,-122.04030298525278,37.98676322,-122.04025571,SUBSTATION,Operational
pge,ANTLER,40.894973011426686,-122.38051411817683,40.89453194,-122.38070833,SUBSTATION,Operational
pge,WOOD,37.8264060148404,-122.21614490767148,37.82658641,-122.21634594,SUBSTATION,
pge,BABEL,37.96340949870682,-122.00737229942786,37.96322286,-122.00795981,SUBSTATION,
