name,owner_raw,type,status,latitude,longitude,county,city
Unknown - 2559,SCE,SUBSTATION,Operational,36.80545371,-118.18682134,Inyo County,
Unknown - 3736,SCE Northern,TAP,Operational,34.15448917,-119.11817865,Ventura County,
Unknown - 3741,SCE Metro,TAP,Operational,33.79804934,-118.28313142,Los Angeles County,Carson
Unknown - 3743,SCE NOL,TAP,Operational,34.26509519,-116.81491396,San Bernardino County,Big Bear City
Arbwind,SCE,SUBSTATION,Operational,35.10812378,-118.31383786,Kern County,
Unknown - 3745,SCE Northern,TAP,Operational,34.31717376,-119.13867037,Ventura County,
Unknown - 2573,SCE,SUBSTATION,Operational,35.08816448,-118.36700425,Kern County,
Unknown - 3747,SCE Metro,TAP,Operational,33.99385587,-118.15320114,Los Angeles County,Commerce
Unknown - 2575,SCE,SUBSTATION,Operational,35.0990815,-118.33453463,Kern County,
Unknown - 2576,SCE,SUBSTATION,Operational,35.09825699,-118.33783958,Kern County,
Midwind,SCE,SUBSTATION,Operational,35.0538982,-118.34665771,Kern County,
Flowind,SCE,SUBSTATION,Operational,35.07305185,-118.32037107,Kern County,
Varwind,SCE,SUBSTATION,Operational,35.07808357,-118.31108778,Kern County,
Enwind,SCE,SUBSTATION,Operational,35.07879631,-118.30935043,Kern County,
Canwind,SCE,SUBSTATION,Operational,35.07922466,-118.30489219,Kern County,
Unknown - 3755,SCE Metro,TAP,Operational,33.73257908,-117.82747859,Orange County,Tustin
Unknown - 3759,SCE NOL,TAP,Operational,35.009473,-117.55552485,San Bernardino County,
Unknown - 2585,SCE,SUBSTATION,Operational,34.19192143,-118.32317673,Los Angeles County,Burbank
Unknown - 3760,SCE Eastern,TAP,Operational,34.02979896,-117.11190802,San Bernardino County,Yucaipa
Unknown - 3761,SCE Metro,TAP,Operational,33.9897627,-117.68887748,San Bernardino County,Chino
Unknown - 2588,SCE,SUBSTATION,Operational,34.15402027,-118.33944751,Los Angeles County,Burbank
Downey Med,SCE,SUBSTATION,Operational,33.92079089,-118.12742057,Los Angeles County,Downey
Unknown - 2590,SCE,SUBSTATION,Operational,33.78783657,-118.30022733,Los Angeles County,Los Angeles
Unknown - 3765,SCE Eastern,TAP,Operational,33.15682811,-115.64027833,Imperial County,
Unknown - 3773,SCE Metro,TAP,Operational,34.01878079,-117.55807719,Riverside County,Eastvale
George Air Force Base,SCE,SUBSTATION,Operational,34.58001592,-117.36936322,San Bernardino County,Victorville
MWD Etiwanda,SCE,SUBSTATION,Operational,34.10369623,-117.52642464,San Bernardino County,Rancho Cucamonga
Warne Tap,SCE Northern,TAP,Operational,34.70473066,-118.74113556,Los Angeles County,
Unknown - 3780,SCE Eastern,TAP,Operational,34.04851009,-117.26130598,San Bernardino County,Loma Linda
Unknown - 3781,SCE Eastern,TAP,Operational,33.75778167,-116.37383967,Riverside County,Palm Desert
Unknown - 3791,SCE Eastern,TAP,Operational,34.14967118,-116.17145964,San Bernardino County,Twentynine Palms
Unknown - 3792,SCE Metro,TAP,Operational,33.71604755,-117.88515977,Orange County,Santa Ana
Unknown - 3798,SCE Northern,TAP,Operational,34.6458967,-118.14786514,Los Angeles County,Lancaster
Hanford - (SCE),SCE,SUBSTATION,Operational,36.31290653,-119.65438444,Kings County,Hanford
Unknown - 3801,SCE Northern,TAP,Operational,34.27279897,-118.93312889,Ventura County,
Unknown - 3806,SCE Metro,TAP,Operational,33.85903442,-117.96789259,Orange County,Fullerton
Mooney,SCE,SUBSTATION,Operational,36.31853001,-119.31171088,Tulare County,Visalia
Unknown - 3814,SCE Metro,TAP,Operational,33.92339265,-117.86404799,Orange County,Brea
Unknown - 3815,SCE Eastern,TAP,Operational,33.69993831,-116.23400064,Riverside County,Indio
Unknown - 3816,SCE Metro,TAP,Operational,33.78853617,-118.10777686,Los Angeles County,Long Beach
Ultragen,SCE,SUBSTATION,Operational,35.74209937,-119.05180651,Kern County,
Unknown - 3821,SCE Metro,TAP,Operational,34.41280161,-117.29394642,San Bernardino County,Hesperia
Dutchwind,SCE,SUBSTATION,Operational,35.06199818,-118.32057049,Kern County,
Unknown - 3822,SCE Metro,TAP,Operational,34.00292436,-117.76906425,San Bernardino County,Chino Hills
Mogen,SCE,SUBSTATION,Operational,35.03228376,-117.70157052,Kern County,
Ventura,SCE,SUBSTATION,Operational,34.27975571,-119.3010261,Ventura County,San Buenaventura (Ventura)
Unknown - 3824,SCE Metro,TAP,Operational,34.08214313,-118.04514292,Los Angeles County,El Monte
Missile,SCE,SUBSTATION,Operational,34.12874421,-119.09567112,Ventura County,"Oxnard--San Buenaventura (Ventura), CA"
Unknown - 3826,SCE Metro,TAP,Operational,33.85897914,-117.97641473,Orange County,Fullerton
Victorville - (SCE),SCE,SUBSTATION,Operational,34.53534569,-117.29512531,San Bernardino County,Victorville
Unknown - 3829,SCE Metro,TAP,Operational,34.09082113,-118.07501204,Los Angeles County,Rosemead
Unknown - 2655,SCE,SUBSTATION,Operational,33.94777728,-116.92319113,Riverside County,Banning
Unknown - 3830,SCE Metro,TAP,Operational,34.02657239,-117.6674574,San Bernardino County,Chino
Unknown - 3831,SCE Northern,TAP,Operational,35.36186388,-118.87871417,Kern County,
Grapeland,SCE,SUBSTATION,Operational,34.09049688,-117.53330395,San Bernardino County,Rancho Cucamonga
Bunker Tap,SCE Eastern,TAP,Operational,33.83030644,-117.22146914,Riverside County,Perris
Metalcan,SCE,SUBSTATION,Operational,34.03301352,-117.52143981,Riverside County,Jurupa Valley
Unknown - 3834,SCE Northern,TAP,Operational,35.76174137,-119.0985276,Kern County,
Plastic,SCE,SUBSTATION,Operational,33.99375776,-117.70867324,San Bernardino County,Chino
Flanco,SCE,SUBSTATION,Operational,34.09563035,-117.44046198,San Bernardino County,Fontana
Fibre,SCE,SUBSTATION,Operational,34.023045,-117.37662287,Riverside County,Jurupa Valley
Unknown - 3837,SCE Northern,TAP,Operational,35.07153951,-118.31964221,Kern County,
Euclid - (SCE),SCE,SUBSTATION,Operational,34.08192108,-117.63230733,San Bernardino County,Ontario
Valencia,SCE,SUBSTATION,Operational,34.16459407,-117.28640087,San Bernardino County,San Bernardino
MWD Eastside Res Tap,SCE Eastern,TAP,Operational,33.71414027,-117.0758759,Riverside County,Winchester
SS3143 Tap,SCE Metro,TAP,Operational,34.11236311,-118.26763565,Los Angeles County,Los Angeles
Lucerne - (SCE),SCE,SUBSTATION,Operational,34.44513983,-116.9466249,San Bernardino County,Lucerne Valley
Unknown - 3849,SCE Metro,TAP,Operational,34.00585713,-117.82134898,Los Angeles County,Diamond Bar
Unknown - 3853,SCE Northern,TAP,Operational,36.29282676,-119.25190098,Tulare County,
Riteaid,SCE,SUBSTATION,Operational,34.72092867,-118.17881869,Los Angeles County,Lancaster
Acton - SCE,SCE,SUBSTATION,Operational,34.51022357,-118.19933149,Los Angeles County,Acton
Shelline,SCE,SUBSTATION,Operational,34.14938496,-118.66446453,Los Angeles County,Calabasas
Perez - (SCE),SCE,SUBSTATION,Operational,33.88193216,-117.58843619,Riverside County,Corona
Unknown - 3856,SCE Metro,DEAD END,Operational,33.98319828,-117.74100623,San Bernardino County,Chino Hills
Mecca - (SCE Eastern),SCE Eastern,SUBSTATION,Operational,33.55579556,-116.06027624,Riverside County,Mecca
Stent,SCE,SUBSTATION,Operational,33.51782501,-117.1590572,Riverside County,Temecula
Unknown - 2686,SCE,SUBSTATION,Operational,33.92127636,-116.87599602,Riverside County,Banning
Unknown - 3861,SCE Eastern,RISER,Operational,34.07019109,-117.20785783,San Bernardino County,Redlands
Unknown - 3863,SCE Metro,NOT AVAILABLE,Operational,33.64327415,-117.95459277,Orange County,Costa Mesa
Unknown - 3864,SCE Northern,SUBSTATION,Operational,34.82895549,-118.51025134,Kern County,
Titans,SCE,SUBSTATION,Operational,33.87893667,-117.88735127,Orange County,Fullerton
Unknown - 3868,SCE Northern,RISER,Operational,34.69719707,-118.14437278,Los Angeles County,Lancaster
Kinder,SCE,SUBSTATION,Operational,33.81267063,-117.86967787,Orange County,Orange
Unknown - 3872,SCE Metro,RISER,Operational,33.62988776,-117.73151087,Orange County,Irvine
Unknown - 3874,SCE Metro,SUBSTATION,Operational,34.0850025,-117.61108993,San Bernardino County,Ontario
Unknown - 3876,SCE Metro,RISER,Operational,33.99719612,-117.69124191,San Bernardino County,Chino
Basilone,SCE Metro,SUBSTATION,Operational,33.38743818,-117.58247398,San Diego County,
Unknown - 3880,SCE Metro,SUBSTATION,Operational,34.00447764,-118.40987768,Los Angeles County,Culver City
Unknown - 3882,SCE Metro,RISER,Operational,33.87397414,-117.74816591,Orange County,Anaheim
Finance,SCE,SUBSTATION,Operational,34.09948858,-117.9799334,Los Angeles County,Irwindale
Westwind - (SCE Northern),SCE Northern,SUBSTATION,Operational,35.00122876,-118.2915805,Kern County,
Badillo,SCE,SUBSTATION,Operational,34.08221703,-117.92609504,Los Angeles County,West Covina
Unknown - 3886,SCE Eastern,NOT AVAILABLE,Operational,33.92103507,-116.58034911,Riverside County,Palm Springs
Unknown - 3889,SCE Metro,RISER,Operational,33.81789315,-117.92914688,Orange County,Anaheim
Sangar,SCE,SUBSTATION,Operational,34.11216277,-118.16542344,Los Angeles County,South Pasadena
Unknown - 3891,SCE Eastern,NOT AVAILABLE,Operational,34.04434486,-117.35826261,San Bernardino County,Colton
Bartolo,SCE,SUBSTATION,Operational,34.00189873,-118.07821312,Los Angeles County,Pico Rivera
Unknown - 3892,SCE NOL,NOT AVAILABLE,Operational,34.26864023,-116.84967007,San Bernardino County,Big Bear City
Harding - (SCE),SCE,SUBSTATION,Operational,34.020589,-118.10531135,Los Angeles County,Montebello
Montebello,SCE,SUBSTATION,Operational,34.00608939,-118.12165213,Los Angeles County,Montebello
Friendly Hills,SCE,SUBSTATION,Operational,33.94801432,-118.00666153,Los Angeles County,Whittier
Unknown - 3895,SCE Northern,SUBSTATION,Operational,34.69791105,-118.30286689,Los Angeles County,Lancaster
Unknown - 3896,SCE Eastern,SUBSTATION,Operational,33.94620294,-116.66323936,Riverside County,Whitewater
Siggen,SCE,SUBSTATION,Operational,33.924514,-118.06768565,Los Angeles County,Norwalk
Westgate,SCE,SUBSTATION,Operational,33.99004883,-118.06488429,Los Angeles County,West Whittier-Los Nietos
Unknown - 3899,SCE Metro,NOT AVAILABLE,Operational,33.91631867,-118.31761,Los Angeles County,Gardena
Ringmill - SCE Southeast,SCE,SUBSTATION,Operational,33.89320163,-118.1638508,Los Angeles County,Paramount
Unknown - 3900,SCE Northern,SUBSTATION,Operational,34.19359634,-118.48415267,Los Angeles County,Los Angeles
Unknown - 3901,SCE Metro,SUBSTATION,Operational,34.01894896,-117.58022491,San Bernardino County,Ontario
Unknown - 3903,SCE Eastern,SUBSTATION,Operational,33.45385738,-117.10430637,Riverside County,"Temecula--Murrieta--Menifee, CA"
Unknown - 3904,SCE NOL,SUBSTATION,Operational,34.9301081,-117.69773313,Kern County,
Maywood,SCE,SUBSTATION ASSUMED,Operational,33.9810557,-118.18614681,Los Angeles County,Bell
Plaster,SCE,SUBSTATION,Operational,33.95677118,-118.18996128,Los Angeles County,South Gate
Schultz,SCE,SUBSTATION,Operational,33.95347277,-118.177433,Los Angeles County,South Gate
Velasco,SCE,TAP,Operational,33.94640739,-118.16607146,Los Angeles County,South Gate
Unknown - 3909,SCE Metro,NOT AVAILABLE,Operational,33.98283789,-117.69749249,San Bernardino County,Chino
Shred,SCE,SUBSTATION,Operational,33.94533884,-118.17499104,Los Angeles County,South Gate
Unknown - 3910,SCE Metro,SUBSTATION,Operational,33.90997915,-118.11090029,Los Angeles County,Downey
Unknown - 3913,SCE Northern,SUBSTATION,Operational,34.17979751,-118.44541319,Los Angeles County,Los Angeles
Unknown - 3914,SCE Metro,RISER,Operational,33.85281856,-117.8809068,Orange County,Anaheim
Unknown - 3917,SCE Northern,SUBSTATION,Operational,35.0790163,-118.30501421,Kern County,
Hopeful,SCE,SUBSTATION,Operational,34.12586572,-117.9730987,Los Angeles County,Irwindale
Unknown - 3918,SCE Metro,SUBSTATION,Operational,34.12370125,-118.33704608,Los Angeles County,Los Angeles
Unknown - 3919,SCE Metro,RISER,Operational,33.88871625,-117.83811713,Orange County,Placentia
Unknown - 3920,SCE Northern,SUBSTATION,Operational,35.00849914,-118.24097141,Kern County,Mojave
Unknown - 2752,SCE,SUBSTATION,Operational,34.18851068,-118.3348831,Los Angeles County,Burbank
Unknown - 2756,SCE,SUBSTATION,Operational,34.11311763,-118.26772082,Los Angeles County,Los Angeles
Unknown - 2757,SCE,SUBSTATION,Operational,34.12069532,-118.22622304,Los Angeles County,Los Angeles
Unknown - 2758,SCE,SUBSTATION,Operational,34.08672781,-118.21440785,Los Angeles County,Los Angeles
Unknown - 3927,SCE Metro,RISER,Operational,33.62939216,-117.72722593,Orange County,Irvine
Unknown - 3928,SCE Metro,RISER,Operational,33.93726695,-118.21324879,Los Angeles County,Lynwood
Unknown - 2759,SCE,SUBSTATION,Operational,34.11393419,-118.18937073,Los Angeles County,Los Angeles
Unknown - 3930,SCE Northern,SUBSTATION,Operational,34.90128199,-118.25191682,Kern County,
Carbonic,SCE,SUBSTATION,Operational,33.82400825,-118.23930554,Los Angeles County,Carson
Unknown - 3931,SCE Metro,SUBSTATION,Operational,33.80775049,-118.2845983,Los Angeles County,Carson
Davidson City,SCE,SUBSTATION,Operational,33.8315149,-118.21408315,Los Angeles County,Long Beach
Unknown - 3932,SCE Metro,RISER,Operational,33.99741812,-117.68937091,San Bernardino County,Chino
Unknown - 3933,SCE Metro,RISER,Operational,33.84715083,-117.88713706,Orange County,Anaheim
Papermate,SCE,SUBSTATION,Operational,34.02976007,-118.46597223,Los Angeles County,Santa Monica
Unknown - 3936,SCE Metro,DEAD END,Operational,33.80244697,-117.87529847,Orange County,Orange
Sony,SCE,SUBSTATION,Operational,34.01504285,-118.40219117,Los Angeles County,Culver City
MWD Venice,SCE,SUBSTATION,Operational,34.01143801,-118.41639949,Los Angeles County,Culver City
Unknown - 3938,SCE Metro,RISER,Operational,33.89949714,-117.8274789,Orange County,Yorba Linda
Northrop,SCE,SUBSTATION,Operational,33.9205576,-118.33550102,Los Angeles County,Hawthorne
Lawndale - (SCE),SCE,SUBSTATION,Operational,33.89490375,-118.35785407,Los Angeles County,Lawndale
Unknown - 3940,SCE Metro,SUBSTATION,Operational,33.69404916,-117.8543668,Orange County,Irvine
Wesbasin,SCE,SUBSTATION,Operational,33.90951392,-118.39084938,Los Angeles County,El Segundo
Unknown - 3942,SCE Eastern,SUBSTATION,Operational,34.14981881,-116.10706091,San Bernardino County,Twentynine Palms
Chevcentral,SCE,SUBSTATION,Operational,33.90936853,-118.41150999,Los Angeles County,El Segundo
Ritter Ranch - (SCE Northern),SCE Northern,SUBSTATION,Operational,34.57931271,-118.20304449,Los Angeles County,Palmdale
El Porto,SCE,SUBSTATION,Operational,33.89529593,-118.40988196,Los Angeles County,Manhattan Beach
Perry - (SCE),SCE,SUBSTATION,Operational,33.86598019,-118.34834324,Los Angeles County,Torrance
Unknown - 3946,SCE Eastern,NOT AVAILABLE,Operational,33.90760912,-117.46889525,Riverside County,Riverside
Vapor,SCE,SUBSTATION,Operational,33.84816172,-118.33004075,Los Angeles County,Torrance
Unknown - 3947,SCE Metro,RISER,Operational,33.85072315,-117.92343888,Orange County,Anaheim
Unknown - 3948,SCE Metro,RISER,Operational,34.05039237,-118.43198232,Los Angeles County,Los Angeles
Unknown - 3949,SCE Metro,SUBSTATION,Operational,33.84184927,-118.23524689,Los Angeles County,Carson
Unknown - 2778,SCE,SUBSTATION,Operational,33.89908891,-118.38462337,Los Angeles County,Manhattan Beach
Big Oaks,SCE Eastern,SUBSTATION,Operational,34.03044738,-116.85716535,Riverside County,
Unknown - 3951,SCE Northern,SUBSTATION,Operational,35.05529469,-118.32065691,Kern County,
Unknown - 3953,SCE Metro,RISER,Operational,33.99699612,-117.71443891,San Bernardino County,Chino
Unknown - 3956,SCE Metro,RISER,Operational,34.06731411,-117.68942891,San Bernardino County,Montclair
Unknown - 3957,SCE NOL,NOT AVAILABLE,Operational,34.26532459,-116.86625216,San Bernardino County,Big Bear City
Unknown - 3958,SCE Metro,RISER,Operational,34.00771561,-117.83815874,Los Angeles County,Industry
Unknown - 3963,SCE Metro,RISER,Operational,33.85969614,-117.7930119,Orange County,Anaheim
Unknown - 3965,SCE Metro,RISER,Operational,34.11532412,-117.93404186,Los Angeles County,Azusa
Unknown - 3966,SCE EOP,SUBSTATION,Operational,35.57332963,-115.4360145,San Bernardino County,
Unknown - 3967,SCE Eastern,NOT AVAILABLE,Operational,33.86109507,-116.45643313,Riverside County,Cathedral City
Unknown - 3969,SCE Northern,NOT AVAILABLE,Operational,35.7329193,-119.09850172,Kern County,
Unknown - 3973,SCE Metro,SUBSTATION,Operational,34.07723912,-117.81267114,Los Angeles County,San Dimas
Unknown - 3974,SCE Metro,SUBSTATION,Operational,34.05037915,-118.43201078,Los Angeles County,Los Angeles
Unknown - 3975,SCE Northern,SUBSTATION,Operational,35.03902428,-118.36217929,Kern County,
Unknown - 3976,SCE Northern,TAP,Operational,34.18225266,-119.12158893,Ventura County,
Unknown - 3979,SCE Northern,TAP,Operational,35.80493641,-119.25016763,Tulare County,
Unknown - 3980,SCE Northern,TAP,Operational,34.56514082,-118.14018309,Los Angeles County,Palmdale
Unknown - 3981,SCE NOL,TAP,Operational,34.26123431,-116.82633023,San Bernardino County,Big Bear City
Unknown - 3985,SCE NOL,TAP,Operational,34.29415257,-116.82284164,San Bernardino County,
Unknown - 3993,SCE Northern,TAP,Operational,34.26356834,-119.07660623,Ventura County,
Unknown - 3994,SCE Metro,TAP,Operational,33.88212516,-118.09966924,Los Angeles County,Cerritos
Unknown - 3995,SCE Metro,TAP,Operational,34.06793956,-117.972987,Los Angeles County,Baldwin Park
Unknown - 3996,SCE Metro,TAP,Operational,34.04793511,-117.54204093,San Bernardino County,Ontario
Glendale South Tap 2,SCE Metro,TAP,Operational,34.10444501,-118.25366328,Los Angeles County,Los Angeles
Station L (Scattergood) Tap,SCE Metro,TAP,Operational,33.93010694,-118.42799014,Los Angeles County,El Segundo
Unknown - 4002,SCE Metro,TAP,Operational,34.30834339,-117.32459709,San Bernardino County,
Unknown - 4003,SCE Eastern,TAP,Operational,34.08613747,-117.28525191,San Bernardino County,San Bernardino
Unknown - 4006,SCE Metro,TAP,Operational,34.113463,-117.93236875,Los Angeles County,Irwindale
Grangeville,SCE,SUBSTATION ASSUMED,Operational,36.32060731,-119.69119994,Kings County,"Hanford, CA"
Unknown - 2896,SCE,SUBSTATION ASSUMED,Operational,35.07545257,-118.37249036,Kern County,
Oakwind,SCE,SUBSTATION,Operational,35.03524544,-118.35242064,Kern County,
Onshore - (SCE),SCE,SUBSTATION,Operational,34.43158638,-119.91144335,Santa Barbara County,Goleta
Shellsom,SCE,SUBSTATION,Operational,34.26342664,-119.01184393,Ventura County,Somis
Colossus,SCE,SUBSTATION,Operational,34.43109083,-118.59877689,Los Angeles County,
Pharmacy,SCE,SUBSTATION,Operational,34.19286106,-118.91943904,Ventura County,Thousand Oaks
Moog,SCE,SUBSTATION,Operational,33.84750689,-118.31110938,Los Angeles County,Torrance
Larder,SCE,SUBSTATION,Operational,33.79628934,-118.21574828,Los Angeles County,Long Beach
Thumsgen,SCE,SUBSTATION,Operational,33.76771754,-118.21349376,Los Angeles County,Long Beach
Santee - (SCE),SCE,SUBSTATION,Operational,33.99707349,-117.91428943,Los Angeles County,Industry
Orcosan,SCE,SUBSTATION,Operational,33.6871982,-117.94258373,Orange County,Fountain Valley
Oneill,SCE,SUBSTATION,Operational,33.64318529,-117.60557585,Orange County,Rancho Santa Margarita
Edgemont - (SCE),SCE,SUBSTATION,Operational,33.9234565,-117.28468618,Riverside County,Moreno Valley
Nuevo,SCE,TAP,Operational,33.83438375,-117.12281078,Riverside County,Lakeview
San Jacinto,SCE,SUBSTATION,Operational,33.78334447,-116.95937124,Riverside County,San Jacinto
Palm Springs,SCE,SUBSTATION,Operational,33.82513556,-116.54608192,Riverside County,Palm Springs
Southpac,SCE,SUBSTATION,Operational,33.89149442,-118.0711499,Los Angeles County,Norwalk
Bishop Creek 6,SCE,SUBSTATION,Operational,37.35009022,-118.46300935,Inyo County,
Norco - (SCE),SCE,SUBSTATION,Operational,33.93264642,-117.55465597,Riverside County,Norco
Military,SCE,SUBSTATION,Operational,35.26250204,-116.7022676,San Bernardino County,Fort Irwin
Second Ave.,SCE,SUBSTATION,Operational,33.69094435,-114.57245608,Riverside County,
Cathedral City,SCE,SUBSTATION,Operational,33.77836578,-116.46328664,Riverside County,Cathedral City
Goldstone,SCE,SUBSTATION,Operational,35.27406103,-116.78082412,San Bernardino County,
Wilde,SCE,SUBSTATION,Operational,34.78592991,-117.24796852,San Bernardino County,
Idyllwild,SCE,SUBSTATION,Operational,33.74644064,-116.71546613,Riverside County,Idyllwild-Pine Cove
Thunderbird,SCE,SUBSTATION,Operational,33.7502539,-116.42736325,Riverside County,Rancho Mirage
Trona - North,SCE,SUBSTATION,Operational,35.77356013,-117.37037339,San Bernardino County,Searles Valley
Arco - (SCE),SCE,SUBSTATION,Operational,33.777355,-118.21532786,Los Angeles County,Long Beach
Exgen,SCE,SUBSTATION ASSUMED,Operational,34.47747351,-120.04188028,Santa Barbara County,
Forge,SCE,SUBSTATION,Operational,34.09743021,-117.54609679,San Bernardino County,Rancho Cucamonga
Reclaim - SCE,SCE,SUBSTATION,Operational,34.08268655,-118.70941885,Los Angeles County,
University - (SCE),SCE,SUBSTATION,Operational,33.64036901,-117.84992229,Orange County,Irvine
Dairymans,SCE,SUBSTATION,Operational,36.20499701,-119.34106896,Tulare County,Tulare
Stanhill,SCE,SUBSTATION,Operational,34.00046478,-118.37369069,Los Angeles County,Ladera Heights
Bishop Creek 5,SCE,SUBSTATION ASSUMED,Operational,37.33465563,-118.47956751,Inyo County,
Pebbly Beach,SCE,SUBSTATION ASSUMED,Operational,33.33303264,-118.31013278,Los Angeles County,Avalon
Kaweah 2,SCE,SUBSTATION,Operational,36.46164653,-118.87985995,Tulare County,Three Rivers
Kaweah 1,SCE,SUBSTATION,Operational,36.4650904,-118.86196871,Tulare County,Three Rivers
Kaweah 3,SCE,SUBSTATION,Operational,36.48606436,-118.83562861,Tulare County,
Ritter Ranch - (SCE),SCE,TAP,Operational,34.55764046,-118.18023758,Los Angeles County,
Sycamore Grimmway Farm,SCE,SUBSTATION,Operational,35.19486614,-118.81554129,Kern County,Arvin
Mcgrath Beach,SCE,SUBSTATION,Operational,34.20430184,-119.25004945,Ventura County,Oxnard
Coso Little Lake,SCE,SUBSTATION,Operational,36.09343721,-117.95760183,Inyo County,
Dryden,SCE,SUBSTATION,Operational,33.70191147,-117.37521087,Riverside County,Lake Elsinore
Thrive Fontana,SCE,SUBSTATION,Operational,34.07355133,-117.4292919,San Bernardino County,Fontana
Sylmar East,SCE,SUBSTATION,Operational,34.31189,-118.48040208,Los Angeles County,Los Angeles
Cain Ranch P.T.,SCE,SUBSTATION ASSUMED,Operational,37.95234514,-119.1170469,Mono County,Lee Vining
Matherson Trigas,SCE,SUBSTATION,Operational,33.98931039,-118.1771372,Los Angeles County,Vernon
Cement,SCE,SUBSTATION ASSUMED,Operational,34.59010213,-117.37120413,San Bernardino County,Victorville
Unknown - 3193,SCE,SUBSTATION,Operational,35.20708605,-118.24788964,Kern County,
Sky River North,SCE,SUBSTATION,Operational,35.34508469,-118.18588345,Kern County,
AFG,SCE,SUBSTATION ASSUMED,Operational,34.47434574,-117.29398175,San Bernardino County,Victorville
Allen,SCE,SUBSTATION ASSUMED,Operational,34.1714345,-118.11179604,Los Angeles County,Altadena
Unknown - 4417,SCE NOL,TAP,Operational,34.38424659,-116.94015969,San Bernardino County,
Unknown - 4418,SCE Northern,TAP,Operational,36.29279843,-119.24746082,Tulare County,
Unknown - 4419,SCE NOL,TAP,Operational,35.009448,-117.55047085,San Bernardino County,
Unknown - 4420,SCE NOL,TAP,Operational,35.016305,-117.55546785,San Bernardino County,
Unknown - 4424,SCE NOL,TAP,Operational,34.44399203,-116.945806,San Bernardino County,Lucerne Valley
Unknown - 4426,SCE EOP,SUBSTATION,Operational,36.45681307,-116.84520336,Inyo County,
Unknown - 4427,SCE Northern,TAP,Operational,34.4301673,-119.50404076,Santa Barbara County,
Unknown - 4433,SCE Metro,TAP,Operational,34.00436491,-117.56494633,San Bernardino County,Ontario
Unknown - 4434,SCE Metro,TAP,Operational,33.95910249,-117.55811579,Riverside County,Eastvale
Unknown - 4435,SCE Metro,TAP,Operational,34.00924388,-117.92534633,Los Angeles County,La Puente
Unknown - 4436,SCE Metro,TAP,Operational,34.09597632,-117.92522336,Los Angeles County,Vincent
Unknown - 4440,SCE Eastern,TAP,Operational,33.8443841,-117.01627404,Riverside County,
Unknown - 4441,SCE Metro,SUBSTATION ASSUMED,Operational,34.03359612,-117.7287939,Los Angeles County,Pomona
Unknown - 4011,SCE Northern,TAP,Operational,36.33841956,-119.25198208,Tulare County,Visalia
Unknown - 4013,SCE Northern,TAP,Operational,34.60223651,-118.05841611,Los Angeles County,
Unknown - 4015,SCE Eastern,TAP,Operational,34.0359845,-117.24366345,San Bernardino County,Loma Linda
Unknown - 4018,SCE Metro,TAP,Operational,33.75916071,-118.02943818,Orange County,Westminster
Unknown - 4020,SCE Metro,TAP,Operational,34.09971637,-117.69810562,San Bernardino County,Upland
Unknown - 4022,SCE Metro,TAP,Operational,33.90195915,-118.10027737,Los Angeles County,Norwalk
Unknown - 4023,SCE Eastern,TAP,Operational,33.74449837,-116.16371461,Riverside County,
Cajalco Tap,SCE Eastern,TAP,Operational,33.83649303,-117.21718611,Riverside County,Perris
Federalgen Tap,SCE Metro,TAP,Operational,33.98061565,-118.16701848,Los Angeles County,Commerce
Unknown - 4032,SCE Eastern,TAP,Operational,33.9253772,-116.71965692,Riverside County,Whitewater
Unknown - 4034,SCE Metro,TAP,Operational,33.94410415,-118.05221685,Los Angeles County,Santa Fe Springs
Unknown - 4036,SCE Metro,TAP,Operational,33.96351915,-118.19488483,Los Angeles County,Huntington Park
Glendale South Tap 3,SCE Metro,TAP,Operational,34.11293381,-118.24801024,Los Angeles County,Los Angeles
Unknown - 4039,SCE Metro,TAP,Operational,33.89189377,-117.5689341,Riverside County,Corona
Unknown - 4042,SCE Metro,TAP,Operational,33.74430976,-118.02857478,Orange County,Huntington Beach
Unknown - 4047,SCE Northern,TAP,Operational,35.83412492,-119.0355855,Tulare County,
Unknown - 4049,SCE Eastern,TAP,Operational,34.01460573,-117.42731662,Riverside County,Jurupa Valley
Unknown - 4051,SCE Metro,TAP,Operational,33.81747416,-118.07192616,Los Angeles County,Long Beach
Unknown - 4057,SCE Metro,TAP,Operational,33.70014216,-117.87683397,Orange County,Santa Ana
Unknown - 4060,SCE Metro,TAP,Operational,33.87144815,-118.02855401,Orange County,Buena Park
Unknown - 4061,SCE Eastern,TAP,Operational,34.02803808,-117.11875323,San Bernardino County,Yucaipa
Unknown - 4065,SCE Eastern,TAP,Operational,33.15397811,-115.64020533,Imperial County,
Bunker 2 Tap,SCE Eastern,TAP,Operational,33.83044425,-117.21087308,Riverside County,Perris
Unknown - 4072,SCE Northern,TAP,Operational,34.68928645,-118.22848888,Los Angeles County,Lancaster
Unknown - 4074,SCE Northern,TAP,Operational,34.57240225,-118.12922377,Los Angeles County,Palmdale
Unknown - 4078,SCE Metro,TAP,Operational,33.95892815,-118.22243713,Los Angeles County,South Gate
Unknown - 4080,SCE NOL,TAP,Operational,34.27264265,-116.84015069,San Bernardino County,Big Bear City
Unknown - 4085,SCE Northern,TAP,Operational,34.14727846,-118.76725782,Los Angeles County,Agoura Hills
Unknown - 4088,SCE Metro,TAP,Operational,34.12526512,-117.93391686,Los Angeles County,Irwindale
