run,season,fips_int,county_name,control_mwh,method_mwh,delta_mwh
genx__env__prox__hold__monthhour,Summer,6001,Alameda,219666.6,159053.3,-60613.3
genx__env__prox__hold__monthhour,Summer,6003,Alpine,3456.3,16.8,-3439.5
genx__env__prox__hold__monthhour,Summer,6005,Amador,5828.6,6225.5,396.9
genx__env__prox__hold__monthhour,Summer,6007,Butte,26692.5,35353.6,8661.1
genx__env__prox__hold__monthhour,Summer,6009,Calaveras,2090.2,3080.1,989.9
genx__env__prox__hold__monthhour,Summer,6011,Colusa,4521.4,5905.4,1384.0
genx__env__prox__hold__monthhour,Summer,6013,Contra Costa,172406.0,154382.3,-18023.7
genx__env__prox__hold__monthhour,Summer,6017,El Dorado,11545.4,15735.9,4190.5
genx__env__prox__hold__monthhour,Summer,6019,Fresno,107522.1,148531.8,41009.7
genx__env__prox__hold__monthhour,Summer,6021,Glenn,7464.4,6131.7,-1332.7
genx__env__prox__hold__monthhour,Summer,6023,Humboldt,12465.6,10453.2,-2012.4
genx__env__prox__hold__monthhour,Summer,6025,Imperial,18792.8,18792.8,0.0
genx__env__prox__hold__monthhour,Summer,6027,Inyo,18597.5,7018.1,-11579.4
genx__env__prox__hold__monthhour,Summer,6029,Kern,139821.9,156635.6,16813.7
genx__env__prox__hold__monthhour,Summer,6031,Kings,23987.0,31257.2,7270.2
genx__env__prox__hold__monthhour,Summer,6033,Lake,9883.7,11409.1,1525.4
genx__env__prox__hold__monthhour,Summer,6035,Lassen,8973.9,9174.4,200.5
genx__env__prox__hold__monthhour,Summer,6037,Los Angeles,1109060.5,1033412.3,-75648.2
genx__env__prox__hold__monthhour,Summer,6039,Madera,15111.7,45804.9,30693.2
genx__env__prox__hold__monthhour,Summer,6041,Marin,34418.8,16308.4,-18110.4
genx__env__prox__hold__monthhour,Summer,6043,Mariposa,1649.0,2043.0,394.0
genx__env__prox__hold__monthhour,Summer,6045,Mendocino,12502.3,11909.9,-592.4
genx__env__prox__hold__monthhour,Summer,6047,Merced,27528.4,39236.1,11707.7
genx__env__prox__hold__monthhour,Summer,6049,Modoc,2986.3,2986.3,0.0
genx__env__prox__hold__monthhour,Summer,6051,Mono,1871.7,2188.1,316.4
genx__env__prox__hold__monthhour,Summer,6053,Monterey,42126.5,37627.7,-4498.8
genx__env__prox__hold__monthhour,Summer,6055,Napa,19474.9,12473.9,-7001.0
genx__env__prox__hold__monthhour,Summer,6057,Nevada,4301.7,6643.4,2341.7
genx__env__prox__hold__monthhour,Summer,6059,Orange,299022.7,320428.5,21405.8
genx__env__prox__hold__monthhour,Summer,6061,Placer,43474.9,49482.3,6007.4
genx__env__prox__hold__monthhour,Summer,6063,Plumas,4658.8,3350.2,-1308.6
genx__env__prox__hold__monthhour,Summer,6065,Riverside,167244.9,263314.5,96069.6
genx__env__prox__hold__monthhour,Summer,6067,Sacramento,127410.0,131578.2,4168.2
genx__env__prox__hold__monthhour,Summer,6069,San Benito,2711.8,6429.1,3717.3
genx__env__prox__hold__monthhour,Summer,6071,San Bernardino,207922.2,315019.2,107097.0
genx__env__prox__hold__monthhour,Summer,6073,San Diego,348023.9,321947.9,-26076.0
genx__env__prox__hold__monthhour,Summer,6075,San Francisco,77557.3,34099.5,-43457.8
genx__env__prox__hold__monthhour,Summer,6077,San Joaquin,133261.7,124158.5,-9103.2
genx__env__prox__hold__monthhour,Summer,6079,San Luis Obispo,31854.9,19848.7,-12006.2
genx__env__prox__hold__monthhour,Summer,6081,San Mateo,101013.5,69017.6,-31995.9
genx__env__prox__hold__monthhour,Summer,6083,Santa Barbara,53580.8,52089.5,-1491.3
genx__env__prox__hold__monthhour,Summer,6085,Santa Clara,267076.4,222273.3,-44803.1
genx__env__prox__hold__monthhour,Summer,6087,Santa Cruz,31499.7,21169.2,-10330.5
genx__env__prox__hold__monthhour,Summer,6089,Shasta,14225.7,16463.6,2237.9
genx__env__prox__hold__monthhour,Summer,6091,Sierra,1740.6,1479.1,-261.5
genx__env__prox__hold__monthhour,Summer,6093,Siskiyou,10491.7,10491.7,0.0
genx__env__prox__hold__monthhour,Summer,6095,Solano,62178.9,57884.8,-4294.1
genx__env__prox__hold__monthhour,Summer,6097,Sonoma,55503.9,48074.7,-7429.2
genx__env__prox__hold__monthhour,Summer,6099,Stanislaus,80837.7,84887.8,4050.1
genx__env__prox__hold__monthhour,Summer,6101,Sutter,14590.4,17552.1,2961.7
genx__env__prox__hold__monthhour,Summer,6103,Tehama,7867.3,6148.0,-1719.3
genx__env__prox__hold__monthhour,Summer,6105,Trinity,3298.4,3175.4,-123.0
genx__env__prox__hold__monthhour,Summer,6107,Tulare,51283.5,75261.5,23978.0
genx__env__prox__hold__monthhour,Summer,6109,Tuolumne,7184.1,10022.2,2838.1
genx__env__prox__hold__monthhour,Summer,6111,Ventura,103893.5,97619.0,-6274.5
genx__env__prox__hold__monthhour,Summer,6113,Yolo,30696.5,30377.0,-319.5
genx__env__prox__hold__monthhour,Summer,6115,Yuba,10610.4,12029.9,1419.5
genx__env__prox__hold__static,Summer,6001,Alameda,219666.6,176402.7,-43263.9
genx__env__prox__hold__static,Summer,6003,Alpine,3456.3,44.5,-3411.8
genx__env__prox__hold__static,Summer,6005,Amador,5828.6,6371.1,542.5
genx__env__prox__hold__static,Summer,6007,Butte,26692.5,33542.8,6850.3
genx__env__prox__hold__static,Summer,6009,Calaveras,2090.2,3078.3,988.1
genx__env__prox__hold__static,Summer,6011,Colusa,4521.4,5631.8,1110.4
genx__env__prox__hold__static,Summer,6013,Contra Costa,172406.0,156150.2,-16255.8
genx__env__prox__hold__static,Summer,6017,El Dorado,11545.4,16348.6,4803.2
genx__env__prox__hold__static,Summer,6019,Fresno,107522.1,134162.6,26640.5
genx__env__prox__hold__static,Summer,6021,Glenn,7464.4,5559.5,-1904.9
genx__env__prox__hold__static,Summer,6023,Humboldt,12465.6,12373.0,-92.6
genx__env__prox__hold__static,Summer,6025,Imperial,18792.8,18792.8,0.0
genx__env__prox__hold__static,Summer,6027,Inyo,18597.5,7090.2,-11507.3
genx__env__prox__hold__static,Summer,6029,Kern,139821.9,143091.8,3269.9
genx__env__prox__hold__static,Summer,6031,Kings,23987.0,29316.1,5329.1
genx__env__prox__hold__static,Summer,6033,Lake,9883.7,12038.5,2154.8
genx__env__prox__hold__static,Summer,6035,Lassen,8973.9,9233.6,259.7
genx__env__prox__hold__static,Summer,6037,Los Angeles,1109060.5,1029142.0,-79918.5
genx__env__prox__hold__static,Summer,6039,Madera,15111.7,46677.4,31565.7
genx__env__prox__hold__static,Summer,6041,Marin,34418.8,19875.8,-14543.0
genx__env__prox__hold__static,Summer,6043,Mariposa,1649.0,2081.2,432.2
genx__env__prox__hold__static,Summer,6045,Mendocino,12502.3,13038.4,536.1
genx__env__prox__hold__static,Summer,6047,Merced,27528.4,35980.9,8452.5
genx__env__prox__hold__static,Summer,6049,Modoc,2986.3,2986.3,0.0
genx__env__prox__hold__static,Summer,6051,Mono,1871.7,3272.4,1400.7
genx__env__prox__hold__static,Summer,6053,Monterey,42126.5,39953.3,-2173.2
genx__env__prox__hold__static,Summer,6055,Napa,19474.9,13472.3,-6002.6
genx__env__prox__hold__static,Summer,6057,Nevada,4301.7,6946.1,2644.4
genx__env__prox__hold__static,Summer,6059,Orange,299022.7,331143.3,32120.6
genx__env__prox__hold__static,Summer,6061,Placer,43474.9,48434.6,4959.7
genx__env__prox__hold__static,Summer,6063,Plumas,4658.8,3509.3,-1149.5
genx__env__prox__hold__static,Summer,6065,Riverside,167244.9,244922.3,77677.4
genx__env__prox__hold__static,Summer,6067,Sacramento,127410.0,131227.4,3817.4
genx__env__prox__hold__static,Summer,6069,San Benito,2711.8,6352.9,3641.1
genx__env__prox__hold__static,Summer,6071,San Bernardino,207922.2,298477.2,90555.0
genx__env__prox__hold__static,Summer,6073,San Diego,348023.9,339090.7,-8933.2
genx__env__prox__hold__static,Summer,6075,San Francisco,77557.3,36844.9,-40712.4
genx__env__prox__hold__static,Summer,6077,San Joaquin,133261.7,117554.8,-15706.9
genx__env__prox__hold__static,Summer,6079,San Luis Obispo,31854.9,21458.5,-10396.4
genx__env__prox__hold__static,Summer,6081,San Mateo,101013.5,78229.3,-22784.2
genx__env__prox__hold__static,Summer,6083,Santa Barbara,53580.8,56831.2,3250.4
genx__env__prox__hold__static,Summer,6085,Santa Clara,267076.4,227170.4,-39906.0
genx__env__prox__hold__static,Summer,6087,Santa Cruz,31499.7,23834.4,-7665.3
genx__env__prox__hold__static,Summer,6089,Shasta,14225.7,16198.2,1972.5
genx__env__prox__hold__static,Summer,6091,Sierra,1740.6,1497.4,-243.2
genx__env__prox__hold__static,Summer,6093,Siskiyou,10491.7,10491.7,0.0
genx__env__prox__hold__static,Summer,6095,Solano,62178.9,58227.2,-3951.7
genx__env__prox__hold__static,Summer,6097,Sonoma,55503.9,52089.2,-3414.7
genx__env__prox__hold__static,Summer,6099,Stanislaus,80837.7,83669.6,2831.9
genx__env__prox__hold__static,Summer,6101,Sutter,14590.4,15755.4,1165.0
genx__env__prox__hold__static,Summer,6103,Tehama,7867.3,5616.5,-2250.8
genx__env__prox__hold__static,Summer,6105,Trinity,3298.4,3207.5,-90.9
genx__env__prox__hold__static,Summer,6107,Tulare,51283.5,67246.8,15963.3
genx__env__prox__hold__static,Summer,6109,Tuolumne,7184.1,10267.7,3083.6
genx__env__prox__hold__static,Summer,6111,Ventura,103893.5,102678.6,-1214.9
genx__env__prox__hold__static,Summer,6113,Yolo,30696.5,29204.0,-1492.5
genx__env__prox__hold__static,Summer,6115,Yuba,10610.4,11578.6,968.2
genx__reedsco__catch__aratio__monthhour,Summer,6001,Alameda,219666.6,129585.1,-90081.5
genx__reedsco__catch__aratio__monthhour,Summer,6003,Alpine,3456.3,0.0,-3456.3
genx__reedsco__catch__aratio__monthhour,Summer,6005,Amador,5828.6,7958.2,2129.6
genx__reedsco__catch__aratio__monthhour,Summer,6007,Butte,26692.5,18342.4,-8350.1
genx__reedsco__catch__aratio__monthhour,Summer,6009,Calaveras,2090.2,3315.1,1224.9
genx__reedsco__catch__aratio__monthhour,Summer,6011,Colusa,4521.4,4803.0,281.6
genx__reedsco__catch__aratio__monthhour,Summer,6013,Contra Costa,172406.0,156699.3,-15706.7
genx__reedsco__catch__aratio__monthhour,Summer,6017,El Dorado,11545.4,17885.0,6339.6
genx__reedsco__catch__aratio__monthhour,Summer,6019,Fresno,107522.1,132338.7,24816.6
genx__reedsco__catch__aratio__monthhour,Summer,6021,Glenn,7464.4,4186.1,-3278.3
genx__reedsco__catch__aratio__monthhour,Summer,6023,Humboldt,12465.6,10908.7,-1556.9
genx__reedsco__catch__aratio__monthhour,Summer,6025,Imperial,18792.8,52406.4,33613.6
genx__reedsco__catch__aratio__monthhour,Summer,6027,Inyo,18597.5,907.5,-17690.0
genx__reedsco__catch__aratio__monthhour,Summer,6029,Kern,139821.9,139216.2,-605.7
genx__reedsco__catch__aratio__monthhour,Summer,6031,Kings,23987.0,19597.6,-4389.4
genx__reedsco__catch__aratio__monthhour,Summer,6033,Lake,9883.7,4410.1,-5473.6
genx__reedsco__catch__aratio__monthhour,Summer,6035,Lassen,8973.9,1154.4,-7819.5
genx__reedsco__catch__aratio__monthhour,Summer,6037,Los Angeles,1109060.5,944792.2,-164268.3
genx__reedsco__catch__aratio__monthhour,Summer,6039,Madera,15111.7,21222.8,6111.1
genx__reedsco__catch__aratio__monthhour,Summer,6041,Marin,34418.8,17314.4,-17104.4
genx__reedsco__catch__aratio__monthhour,Summer,6043,Mariposa,1649.0,1587.3,-61.7
genx__reedsco__catch__aratio__monthhour,Summer,6045,Mendocino,12502.3,5296.3,-7206.0
genx__reedsco__catch__aratio__monthhour,Summer,6047,Merced,27528.4,40916.2,13387.8
genx__reedsco__catch__aratio__monthhour,Summer,6049,Modoc,2986.3,3941.1,954.8
genx__reedsco__catch__aratio__monthhour,Summer,6051,Mono,1871.7,810.0,-1061.7
genx__reedsco__catch__aratio__monthhour,Summer,6053,Monterey,42126.5,32829.8,-9296.7
genx__reedsco__catch__aratio__monthhour,Summer,6055,Napa,19474.9,18155.0,-1319.9
genx__reedsco__catch__aratio__monthhour,Summer,6057,Nevada,4301.7,9264.6,4962.9
genx__reedsco__catch__aratio__monthhour,Summer,6059,Orange,299022.7,347073.8,48051.1
genx__reedsco__catch__aratio__monthhour,Summer,6061,Placer,43474.9,49806.0,6331.1
genx__reedsco__catch__aratio__monthhour,Summer,6063,Plumas,4658.8,1954.7,-2704.1
genx__reedsco__catch__aratio__monthhour,Summer,6065,Riverside,167244.9,177941.8,10696.9
genx__reedsco__catch__aratio__monthhour,Summer,6067,Sacramento,127410.0,132959.0,5549.0
genx__reedsco__catch__aratio__monthhour,Summer,6069,San Benito,2711.8,5818.0,3106.2
genx__reedsco__catch__aratio__monthhour,Summer,6071,San Bernardino,207922.2,413555.7,205633.5
genx__reedsco__catch__aratio__monthhour,Summer,6073,San Diego,348023.9,580374.8,232350.9
genx__reedsco__catch__aratio__monthhour,Summer,6075,San Francisco,77557.3,57730.1,-19827.2
genx__reedsco__catch__aratio__monthhour,Summer,6077,San Joaquin,133261.7,86862.9,-46398.8
genx__reedsco__catch__aratio__monthhour,Summer,6079,San Luis Obispo,31854.9,25286.8,-6568.1
genx__reedsco__catch__aratio__monthhour,Summer,6081,San Mateo,101013.5,74929.4,-26084.1
genx__reedsco__catch__aratio__monthhour,Summer,6083,Santa Barbara,53580.8,41495.9,-12084.9
genx__reedsco__catch__aratio__monthhour,Summer,6085,Santa Clara,267076.4,225126.1,-41950.3
genx__reedsco__catch__aratio__monthhour,Summer,6087,Santa Cruz,31499.7,13933.1,-17566.6
genx__reedsco__catch__aratio__monthhour,Summer,6089,Shasta,14225.7,20364.6,6138.9
genx__reedsco__catch__aratio__monthhour,Summer,6091,Sierra,1740.6,1127.6,-613.0
genx__reedsco__catch__aratio__monthhour,Summer,6093,Siskiyou,10491.7,8103.3,-2388.4
genx__reedsco__catch__aratio__monthhour,Summer,6095,Solano,62178.9,50221.4,-11957.5
genx__reedsco__catch__aratio__monthhour,Summer,6097,Sonoma,55503.9,26422.0,-29081.9
genx__reedsco__catch__aratio__monthhour,Summer,6099,Stanislaus,80837.7,68980.8,-11856.9
genx__reedsco__catch__aratio__monthhour,Summer,6101,Sutter,14590.4,9925.9,-4664.5
genx__reedsco__catch__aratio__monthhour,Summer,6103,Tehama,7867.3,5419.5,-2447.8
genx__reedsco__catch__aratio__monthhour,Summer,6105,Trinity,3298.4,1348.3,-1950.1
genx__reedsco__catch__aratio__monthhour,Summer,6107,Tulare,51283.5,78129.0,26845.5
genx__reedsco__catch__aratio__monthhour,Summer,6109,Tuolumne,7184.1,5993.7,-1190.4
genx__reedsco__catch__aratio__monthhour,Summer,6111,Ventura,103893.5,77839.7,-26053.8
genx__reedsco__catch__aratio__monthhour,Summer,6113,Yolo,30696.5,23471.7,-7224.8
genx__reedsco__catch__aratio__monthhour,Summer,6115,Yuba,10610.4,8221.0,-2389.4
genx__reedsco__namecatch__aratio__monthhour,Summer,6001,Alameda,219666.6,129541.6,-90125.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6003,Alpine,3456.3,0.0,-3456.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6005,Amador,5828.6,7959.5,2130.9
genx__reedsco__namecatch__aratio__monthhour,Summer,6007,Butte,26692.5,18342.0,-8350.5
genx__reedsco__namecatch__aratio__monthhour,Summer,6009,Calaveras,2090.2,3314.8,1224.6
genx__reedsco__namecatch__aratio__monthhour,Summer,6011,Colusa,4521.4,4802.7,281.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6013,Contra Costa,172406.0,156704.1,-15701.9
genx__reedsco__namecatch__aratio__monthhour,Summer,6017,El Dorado,11545.4,17885.3,6339.9
genx__reedsco__namecatch__aratio__monthhour,Summer,6019,Fresno,107522.1,132341.9,24819.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6021,Glenn,7464.4,4186.5,-3277.9
genx__reedsco__namecatch__aratio__monthhour,Summer,6023,Humboldt,12465.6,10908.3,-1557.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6025,Imperial,18792.8,52404.6,33611.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6027,Inyo,18597.5,919.2,-17678.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6029,Kern,139821.9,139218.3,-603.6
genx__reedsco__namecatch__aratio__monthhour,Summer,6031,Kings,23987.0,19596.8,-4390.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6033,Lake,9883.7,4410.7,-5473.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6035,Lassen,8973.9,1153.1,-7820.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6037,Los Angeles,1109060.5,944799.7,-164260.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6039,Madera,15111.7,21222.2,6110.5
genx__reedsco__namecatch__aratio__monthhour,Summer,6041,Marin,34418.8,17314.6,-17104.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6043,Mariposa,1649.0,1587.9,-61.1
genx__reedsco__namecatch__aratio__monthhour,Summer,6045,Mendocino,12502.3,5297.1,-7205.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6047,Merced,27528.4,40917.4,13389.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6049,Modoc,2986.3,3939.6,953.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6051,Mono,1871.7,809.9,-1061.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6053,Monterey,42126.5,32831.3,-9295.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6055,Napa,19474.9,18152.8,-1322.1
genx__reedsco__namecatch__aratio__monthhour,Summer,6057,Nevada,4301.7,9262.5,4960.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6059,Orange,299022.7,347061.7,48039.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6061,Placer,43474.9,49805.5,6330.6
genx__reedsco__namecatch__aratio__monthhour,Summer,6063,Plumas,4658.8,1954.1,-2704.7
genx__reedsco__namecatch__aratio__monthhour,Summer,6065,Riverside,167244.9,177932.2,10687.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6067,Sacramento,127410.0,132989.3,5579.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6069,San Benito,2711.8,5818.0,3106.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6071,San Bernardino,207922.2,413566.1,205643.9
genx__reedsco__namecatch__aratio__monthhour,Summer,6073,San Diego,348023.9,580372.7,232348.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6075,San Francisco,77557.3,57726.5,-19830.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6077,San Joaquin,133261.7,86863.9,-46397.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6079,San Luis Obispo,31854.9,25287.6,-6567.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6081,San Mateo,101013.5,74930.5,-26083.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6083,Santa Barbara,53580.8,41497.0,-12083.8
genx__reedsco__namecatch__aratio__monthhour,Summer,6085,Santa Clara,267076.4,225125.2,-41951.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6087,Santa Cruz,31499.7,13931.5,-17568.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6089,Shasta,14225.7,20365.4,6139.7
genx__reedsco__namecatch__aratio__monthhour,Summer,6091,Sierra,1740.6,1127.3,-613.3
genx__reedsco__namecatch__aratio__monthhour,Summer,6093,Siskiyou,10491.7,8102.7,-2389.0
genx__reedsco__namecatch__aratio__monthhour,Summer,6095,Solano,62178.9,50232.8,-11946.1
genx__reedsco__namecatch__aratio__monthhour,Summer,6097,Sonoma,55503.9,26422.5,-29081.4
genx__reedsco__namecatch__aratio__monthhour,Summer,6099,Stanislaus,80837.7,68979.3,-11858.4
genx__reedsco__namecatch__aratio__monthhour,Summer,6101,Sutter,14590.4,9925.0,-4665.4
genx__reedsco__namecatch__aratio__monthhour,Summer,6103,Tehama,7867.3,5419.9,-2447.4
genx__reedsco__namecatch__aratio__monthhour,Summer,6105,Trinity,3298.4,1348.2,-1950.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6107,Tulare,51283.5,78127.1,26843.6
genx__reedsco__namecatch__aratio__monthhour,Summer,6109,Tuolumne,7184.1,5992.9,-1191.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6111,Ventura,103893.5,77837.3,-26056.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6113,Yolo,30696.5,23471.3,-7225.2
genx__reedsco__namecatch__aratio__monthhour,Summer,6115,Yuba,10610.4,8222.2,-2388.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6001,Alameda,219666.6,129524.7,-90141.9
genx__reedsco__nameprox__aratio__monthhour,Summer,6003,Alpine,3456.3,0.0,-3456.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6005,Amador,5828.6,7958.1,2129.5
genx__reedsco__nameprox__aratio__monthhour,Summer,6007,Butte,26692.5,18358.5,-8334.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6009,Calaveras,2090.2,3317.1,1226.9
genx__reedsco__nameprox__aratio__monthhour,Summer,6011,Colusa,4521.4,4806.8,285.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6013,Contra Costa,172406.0,156813.2,-15592.8
genx__reedsco__nameprox__aratio__monthhour,Summer,6017,El Dorado,11545.4,17883.9,6338.5
genx__reedsco__nameprox__aratio__monthhour,Summer,6019,Fresno,107522.1,132331.9,24809.8
genx__reedsco__nameprox__aratio__monthhour,Summer,6021,Glenn,7464.4,4182.3,-3282.1
genx__reedsco__nameprox__aratio__monthhour,Summer,6023,Humboldt,12465.6,10883.3,-1582.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6025,Imperial,18792.8,52449.5,33656.7
genx__reedsco__nameprox__aratio__monthhour,Summer,6027,Inyo,18597.5,924.5,-17673.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6029,Kern,139821.9,139288.7,-533.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6031,Kings,23987.0,19597.7,-4389.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6033,Lake,9883.7,4412.0,-5471.7
genx__reedsco__nameprox__aratio__monthhour,Summer,6035,Lassen,8973.9,1145.6,-7828.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6037,Los Angeles,1109060.5,944807.9,-164252.6
genx__reedsco__nameprox__aratio__monthhour,Summer,6039,Madera,15111.7,21213.0,6101.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6041,Marin,34418.8,17315.0,-17103.8
genx__reedsco__nameprox__aratio__monthhour,Summer,6043,Mariposa,1649.0,1585.3,-63.7
genx__reedsco__nameprox__aratio__monthhour,Summer,6045,Mendocino,12502.3,5308.9,-7193.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6047,Merced,27528.4,40924.5,13396.1
genx__reedsco__nameprox__aratio__monthhour,Summer,6049,Modoc,2986.3,3941.0,954.7
genx__reedsco__nameprox__aratio__monthhour,Summer,6051,Mono,1871.7,808.5,-1063.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6053,Monterey,42126.5,32816.9,-9309.6
genx__reedsco__nameprox__aratio__monthhour,Summer,6055,Napa,19474.9,18150.9,-1324.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6057,Nevada,4301.7,9301.9,5000.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6059,Orange,299022.7,347059.8,48037.1
genx__reedsco__nameprox__aratio__monthhour,Summer,6061,Placer,43474.9,49776.2,6301.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6063,Plumas,4658.8,1927.9,-2730.9
genx__reedsco__nameprox__aratio__monthhour,Summer,6065,Riverside,167244.9,177940.4,10695.5
genx__reedsco__nameprox__aratio__monthhour,Summer,6067,Sacramento,127410.0,132893.2,5483.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6069,San Benito,2711.8,5818.4,3106.6
genx__reedsco__nameprox__aratio__monthhour,Summer,6071,San Bernardino,207922.2,413607.8,205685.6
genx__reedsco__nameprox__aratio__monthhour,Summer,6073,San Diego,348023.9,580379.9,232356.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6075,San Francisco,77557.3,57728.6,-19828.7
genx__reedsco__nameprox__aratio__monthhour,Summer,6077,San Joaquin,133261.7,86817.7,-46444.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6079,San Luis Obispo,31854.9,25279.5,-6575.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6081,San Mateo,101013.5,74933.5,-26080.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6083,Santa Barbara,53580.8,41481.4,-12099.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6085,Santa Clara,267076.4,225094.4,-41982.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6087,Santa Cruz,31499.7,13931.2,-17568.5
genx__reedsco__nameprox__aratio__monthhour,Summer,6089,Shasta,14225.7,20369.8,6144.1
genx__reedsco__nameprox__aratio__monthhour,Summer,6091,Sierra,1740.6,1129.2,-611.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6093,Siskiyou,10491.7,8097.4,-2394.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6095,Solano,62178.9,50246.6,-11932.3
genx__reedsco__nameprox__aratio__monthhour,Summer,6097,Sonoma,55503.9,26414.3,-29089.6
genx__reedsco__nameprox__aratio__monthhour,Summer,6099,Stanislaus,80837.7,68958.5,-11879.2
genx__reedsco__nameprox__aratio__monthhour,Summer,6101,Sutter,14590.4,9920.6,-4669.8
genx__reedsco__nameprox__aratio__monthhour,Summer,6103,Tehama,7867.3,5420.9,-2446.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6105,Trinity,3298.4,1360.0,-1938.4
genx__reedsco__nameprox__aratio__monthhour,Summer,6107,Tulare,51283.5,78120.5,26837.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6109,Tuolumne,7184.1,6007.2,-1176.9
genx__reedsco__nameprox__aratio__monthhour,Summer,6111,Ventura,103893.5,77819.5,-26074.0
genx__reedsco__nameprox__aratio__monthhour,Summer,6113,Yolo,30696.5,23468.4,-7228.1
genx__reedsco__nameprox__aratio__monthhour,Summer,6115,Yuba,10610.4,8205.7,-2404.7
genx__reedsco__prox__a0__monthhour,Summer,6001,Alameda,219666.6,129546.2,-90120.4
genx__reedsco__prox__a0__monthhour,Summer,6003,Alpine,3456.3,0.0,-3456.3
genx__reedsco__prox__a0__monthhour,Summer,6005,Amador,5828.6,7954.1,2125.5
genx__reedsco__prox__a0__monthhour,Summer,6007,Butte,26692.5,18354.8,-8337.7
genx__reedsco__prox__a0__monthhour,Summer,6009,Calaveras,2090.2,3317.2,1227.0
genx__reedsco__prox__a0__monthhour,Summer,6011,Colusa,4521.4,4803.4,282.0
genx__reedsco__prox__a0__monthhour,Summer,6013,Contra Costa,172406.0,156742.7,-15663.3
genx__reedsco__prox__a0__monthhour,Summer,6017,El Dorado,11545.4,17883.2,6337.8
genx__reedsco__prox__a0__monthhour,Summer,6019,Fresno,107522.1,132334.9,24812.8
genx__reedsco__prox__a0__monthhour,Summer,6021,Glenn,7464.4,4185.1,-3279.3
genx__reedsco__prox__a0__monthhour,Summer,6023,Humboldt,12465.6,10883.3,-1582.3
genx__reedsco__prox__a0__monthhour,Summer,6025,Imperial,18792.8,52433.0,33640.2
genx__reedsco__prox__a0__monthhour,Summer,6027,Inyo,18597.5,929.5,-17668.0
genx__reedsco__prox__a0__monthhour,Summer,6029,Kern,139821.9,139253.2,-568.7
genx__reedsco__prox__a0__monthhour,Summer,6031,Kings,23987.0,19601.1,-4385.9
