,substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
134,Brew,1163.0,Rio Hondo 220/66 System,0.0,0.0,0.0,6.42,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
141,Brookings P.t.,1301.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.05,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
146,Buckwind,59.0,Devers 220/115 System,0.0,0.0,0.0,20.0,0.0,20.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
154,Cain Ranch P.t.,2242.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
156,Cal Cement,686.0,Windhub 220/66 System,0.0,0.0,0.0,34.9,0.0,44.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
159,Cal-Nev P.t.,1328.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
161,Calcadia P.t.,1322.0,Eldorado 220/115 System,0.0,0.0,0.0,0.02,0.0,0.08,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
166,Calgen,10.0,Kramer 220/115 System,0.0,0.0,0.0,5.78,0.0,30.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
170,Camgen,12.0,Santa Clara 220/66 System,0.0,0.0,0.0,2.39,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
172,Camp 10,1061.0,Big Creek 220/220 System,0.0,0.0,0.0,0.05,0.0,0.5,7.0,1.0,9.0909,18.1818,0.0,0.0,72.7273,1.0,2.0,0.0,0.0,8.0,Interconnection studies in this area have identified inadequate deliverability.
174,Camp Baldy P.t.,1325.0,Padua 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
175,Camp Nelson P.t.,1326.0,Springville 220/66 System,0.0,0.0,0.0,0.4,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
178,Canalino P.t.,2161.0,Goleta 220/66 System,0.0,0.0,0.0,0.06,0.0,0.17,2.4,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
180,Canwind,55.0,Windhub 220/66 System,0.0,0.0,0.0,0.12,0.0,65.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
185,Capsule,734.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.28,0.0,6.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
187,Capwind,56.0,Mirage 220/115 System,0.0,0.0,0.0,15.33,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
190,Carbogen,57.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
191,Carbonic,1188.0,Hinson 220/66 System,0.0,0.0,0.0,4.24,0.0,5.63,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
195,Carnival,2238.0,Hinson 220/66 System,0.0,0.0,0.0,7.8,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
203,Casper P.t.,1330.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.04,0.0,0.09,4.0,1.0,16.6667,50.0,25.0,0.0,8.3333,2.0,6.0,3.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
205,Cavalry P.t.,2200.0,Kramer 220/115 System,0.0,0.0,0.0,0.39,0.0,3.75,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,27.0,Interconnection studies in this area have identified inadequate deliverability.
208,Centennial,1872.0,Bailey 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
212,Century,801.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
213,Certified,1162.0,Lighthipe 220/66 System,0.0,0.0,0.0,5.11,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
214,Chalet P.t.,1333.0,Valley 'Ab' 500/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
218,Charmin,1017.0,Santa Clara 220/66 System,0.0,0.0,0.0,5.65,0.0,22.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
222,Chemcorp,1133.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
226,China Ranch P.t.,1336.0,Valley Electric 220/25,0.0,0.0,0.0,0.04,0.0,0.1,2.4,1.0,0.0,42.8571,0.0,0.0,57.1429,0.0,3.0,0.0,0.0,4.0,Interconnection studies in this area have identified adequate deliverability.
228,Chino Canyon,1052.0,Devers 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
232,Chip,1214.0,Santiago 220/66 System,0.0,0.0,0.0,19.57,0.0,22.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
236,Cimgen,28.0,Chino 220/66 System,0.0,0.0,0.0,3.46,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
239,Claremont,1126.0,Padua 220/66 System,0.0,0.0,0.0,14.36,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
241,Cleargen,105.0,Mira Loma 220/66 System,0.0,0.0,0.0,2.39,0.0,40.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
242,Coalgas,135.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
245,College,1108.0,Alamitos 220/66 System,0.0,0.0,0.0,10.93,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
248,Colossus,1253.0,Saugus 220/66 System,0.0,0.0,0.0,6.21,0.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.0,Interconnection studies in this area have identified adequate deliverability.
250,Colton Cement,779.0,Vista A 220/66 System,0.0,0.0,0.0,0.7,0.0,30.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
252,Compress,1058.0,La Fresa 220/66 System,0.0,0.0,0.0,63.8,0.0,112.0,12.0,16.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24.0,Interconnection studies in this area have identified adequate deliverability.
258,Converse Flats,1653.0,El Casco 220/115 System,0.0,0.0,0.0,0.61,0.0,1.0,12.0,1.0,43.75,12.5,0.0,0.0,43.75,35.0,10.0,0.0,0.0,35.0,Deliverability in this area has not been determined by previous interconnection studies.
259,Cool Water,131.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
260,Corners,1176.0,Lighthipe 220/66 System,0.0,0.0,0.0,2.7,0.0,4.98,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
267,Coso,1892.0,Kramer 220/115 System,0.0,0.0,0.0,7.0,0.0,7.0,12.0,1.0,9.0909,22.7273,0.0,0.0,68.1818,4.0,10.0,0.0,0.0,30.0,Interconnection studies in this area have identified inadequate deliverability.
271,Coulter P.t.,1340.0,Vista 220/115 System,0.0,0.0,0.0,0.01,0.0,0.03,2.4,1.0,0.0,50.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
272,Counts P.t.,1342.0,Springville 220/66 System,0.0,0.0,0.0,0.02,0.0,0.15,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
276,Coygen,25.0,Santiago 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
277,Crafton Hills,1269.0,El Casco 220/115 System,0.0,0.0,0.0,6.8,0.0,16.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
278,Crank P.t.,2275.0,Santiago 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
282,Crestmore,797.0,Vista A 220/66 System,0.0,0.0,0.0,0.31,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
290,Cyber,1984.0,El Nido 220/66 System,0.0,0.0,0.0,20.0,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
293,Daggett,1655.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,29.8658,13.0872,0.0,0.0,57.047,89.0,39.0,0.0,0.0,170.0,Interconnection studies in this area have identified inadequate deliverability.
294,Dairymans,32.0,Rector 220/66 System,0.0,0.0,0.0,11.2,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
298,Databank,1091.0,Mira Loma 220/66 System,0.0,0.0,0.0,4.39,0.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
299,Dawn,2176.0,Antelope 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
303,Deigaard P.t.,1354.0,Goleta 220/66 System,0.0,0.0,0.0,0.22,0.0,0.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
314,Devil Canyon,217.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
316,Diemer,1937.0,Villa Park 220/66 System,0.0,0.0,0.0,2.06,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
318,Dinkey Creek P.t.,1351.0,Big Creek 220/220 System,0.0,0.0,0.0,0.16,0.0,0.3,4.0,1.0,50.0,10.0,0.0,0.0,40.0,20.0,4.0,0.0,0.0,16.0,Interconnection studies in this area have identified inadequate deliverability.
319,Dinosaur,2051.0,El Casco 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
321,Dock,1266.0,Hinson 220/66 System,0.0,0.0,0.0,6.9,0.0,100.2,25.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
324,Dolphin P.t.,2160.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.29,0.0,0.75,4.0,1.0,8.3333,8.3333,0.0,0.0,83.3333,1.0,1.0,0.0,0.0,10.0,Interconnection studies in this area have identified adequate deliverability.
326,Domhill,1030.0,Lighthipe 220/66 System,0.0,0.0,0.0,2.2,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
328,Douglas,469.0,El Nido 220/66 System,0.0,0.0,0.0,8.44,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
329,Douglas Park,1865.0,Del Amo 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
330,Dougoil,1142.0,Center 220/66 System,0.0,0.0,0.0,0.0,0.0,16.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
332,Downeymed,1871.0,Center 220/66 System,0.0,0.0,0.0,5.46,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
334,Drews,279.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
336,Drinkwater P.t. Pb,2257.0,Saugus 220/66 System,0.0,0.0,0.0,0.0,0.0,0.3,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
340,Dunn Siding,1657.0,Eldorado 220/115 System,0.0,0.0,0.0,0.87,0.0,5.0,12.0,1.0,0.0,37.5,0.0,0.0,62.5,0.0,9.0,0.0,0.0,15.0,Interconnection studies in this area have identified inadequate deliverability.
341,Dutchwind,44.0,Windhub 220/66 System,0.0,0.0,0.0,0.03,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
352,Edwards A.f.b.,1049.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
356,El Real Pump.,1098.0,Hinson 220/66 System,0.0,0.0,0.0,1.91,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
357,El Segundo,121.0,El Nido 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
359,Elaine P.t.,1368.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.04,0.0,0.1,2.4,1.0,72.7273,0.0,0.0,0.0,27.2727,8.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
360,Elcans,1191.0,Rector 220/66 System,0.0,0.0,0.0,11.2,0.0,11.2,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
366,Ellwood,123.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,48.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
370,Enwind,60.0,Windhub 220/66 System,0.0,0.0,0.0,0.15,0.0,47.1,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
373,Escondido P.t.,1373.0,Saugus 220/66 System,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified adequate deliverability.
377,Etiwanda 'A',111.0,Etiwanda A 220/66 System,0.0,0.0,0.0,138.52,0.0,138.52,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
380,Ettalee P.t.,1371.0,Valley Electric 220/25,0.0,0.0,0.0,0.05,0.0,0.15,4.0,1.0,0.0,53.3333,0.0,0.0,46.6667,0.0,8.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
382,Exgen,52.0,Goleta 220/66 System,0.0,0.0,0.0,49.0,0.0,50.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
387,Falls P.t.,1384.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.02,0.0,0.1,2.4,1.0,83.3333,0.0,0.0,0.0,16.6667,5.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
389,Federalgen,61.0,Laguna Bell De 220/66 System,0.0,0.0,0.0,5.3,0.0,40.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
391,Ferncreek,188.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
393,Fibre,1255.0,Vista A 220/66 System,0.0,0.0,0.0,1.2,0.0,22.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
396,Finance,1242.0,Rio Hondo 220/66 System,0.0,0.0,0.0,3.43,0.0,14.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
398,Fish Valley,192.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
402,Flowind,30.0,Windhub 220/66 System,0.0,0.0,0.0,0.1,0.0,40.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
404,Fontana P.h.,166.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
406,Forge,1231.0,Etiwanda 220/66 System,0.0,0.0,0.0,6.93,0.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,Interconnection studies in this area have identified adequate deliverability.
407,Fort Irwin,1054.0,Kramer 220/115 System,0.0,0.0,0.0,13.2,0.0,22.4,12.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,570.0,Interconnection studies in this area have identified inadequate deliverability.
408,Fortune P.t.,2301.0,Valley 500/115 System,0.0,0.0,0.0,2.92,0.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,Deliverability in this area has not been determined by previous interconnection studies.
409,Forty Eight St. P.t.,1381.0,La Cienega 220/66 System,0.0,0.0,0.0,0.0,0.0,0.5,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified adequate deliverability.
414,Fuel,554.0,Hinson 220/66 System,0.0,0.0,0.0,2.7,0.0,8.31,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
416,Furnace,1072.0,Etiwanda 220/66 System,0.0,0.0,0.0,1.9,0.0,80.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
418,Gaffey P.t.,1386.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
420,Galaxy,1119.0,El Nido 220/66 System,0.0,0.0,0.0,4.89,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
424,Galvanizing,1152.0,Etiwanda 220/66 System,0.0,0.0,0.0,4.1,0.0,22.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
429,Gatx,1177.0,Hinson 220/66 System,0.0,0.0,0.0,4.89,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
433,Gene,236.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
434,George A.f.b.,1671.0,Victor 220/115 System,0.0,0.0,0.0,2.14,0.0,15.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
436,Getty,1125.0,Santa Clara 220/66 System,0.0,0.0,0.0,16.21,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
440,Glen Ivy,1674.0,Valley 500/115 System,0.0,0.0,0.0,0.0,0.0,5.65,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Deliverability in this area has not been determined by previous interconnection studies.
443,Glow,2172.0,Antelope 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
444,Goldhill,1798.0,Victor 220/115 System,0.0,0.0,0.0,34.25,0.0,50.0,33.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified adequate deliverability.
445,Goldminer P.t.,2202.0,Kramer 220/115 System,0.0,0.0,0.0,1.89,0.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,35.0,Interconnection studies in this area have identified inadequate deliverability.
446,Goldstone,1675.0,Kramer 220/115 System,0.0,0.0,0.0,0.8,0.0,3.75,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
452,Gould,1901.0,Gould 220/66 System,0.0,0.0,0.0,4.09,0.0,14.0,16.0,3.0,83.6775,3.8348,0.0,0.0,12.4877,851.0,39.0,0.0,0.0,127.0,Interconnection studies in this area have identified adequate deliverability.
455,Grapevine P.t.,1388.0,Valley Electric 220/25,0.0,0.0,0.0,0.04,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,Deliverability in this area has not been determined by previous interconnection studies.
458,Great Oak,1866.0,Valley 'D' 500/115 System,0.0,0.0,0.0,8.74,0.0,20.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
460,Green Valley P.t.,1390.0,Antelope 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
465,Growers,2280.0,Vestal 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
466,Gunsite P.t.,1393.0,El Casco 220/115 System,0.0,0.0,0.0,0.05,0.0,0.25,2.4,1.0,0.0,33.3333,0.0,0.0,66.6667,0.0,1.0,0.0,0.0,2.0,Deliverability in this area has not been determined by previous interconnection studies.
467,Haagen,1149.0,Rector 220/66 System,0.0,0.0,0.0,4.79,0.0,5.6,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
471,Hanjin,1249.0,Hinson 220/66 System,0.0,0.0,0.0,5.39,0.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
472,Harper Lake,2205.0,Kramer 220/115 System,0.0,0.0,0.0,0.33,0.0,5.0,12.0,1.0,18.1818,0.0,0.0,0.0,81.8182,2.0,0.0,0.0,0.0,9.0,Interconnection studies in this area have identified inadequate deliverability.
484,Heritage,691.0,Saugus 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
487,Hexfet,1254.0,Valley 'D' 500/115 System,0.0,0.0,0.0,9.15,0.0,20.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
491,Highgrove,139.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
493,Hillgen,35.0,Walnut 220/66 System,0.0,0.0,0.0,23.7,0.0,50.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
499,Hollywood Park,2246.0,El Nido 220/66 System,0.0,0.0,0.0,11.2,0.0,52.17,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
503,Hopeful,1236.0,Rio Hondo 220/66 System,0.0,0.0,0.0,14.33,0.0,25.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
504,Hossack P.t.,1406.0,Springville 220/66 System,0.0,0.0,0.0,0.03,0.0,0.1,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
505,Hot Water P.t.,1407.0,Valley Electric 220/25,0.0,0.0,0.0,0.35,0.0,0.75,12.0,1.0,15.0,25.0,0.0,0.0,60.0,3.0,5.0,0.0,0.0,12.0,Interconnection studies in this area have identified adequate deliverability.
508,Hub,793.0,Vista A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
509,Hughesair,1172.0,El Nido 220/66 System,0.0,0.0,0.0,14.54,0.0,50.39,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
510,Hughtron,1121.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
511,Hunter,273.0,Vista C 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
512,Huntington Beach,122.0,Ellis 'A' 220/66 System,0.0,0.0,0.0,0.0,0.0,133.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
513,Huntington P.t.,2320.0,Big Creek 220/220 System,0.0,0.0,0.0,0.33,0.0,1.0,12.0,1.0,20.0,40.0,0.0,0.0,40.0,1.0,2.0,0.0,0.0,2.0,Interconnection studies in this area have identified inadequate deliverability.
516,Hutt P.t.,1411.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,18.1818,0.0,0.0,81.8182,0.0,2.0,0.0,0.0,9.0,Interconnection studies in this area have identified inadequate deliverability.
517,Hygen,799.0,Etiwanda 220/66 System,0.0,0.0,0.0,16.0,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
518,Ice House P.t.,1417.0,Padua 220/66 System,0.0,0.0,0.0,0.06,0.0,0.1,2.4,1.0,25.0,0.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,9.0,Interconnection studies in this area have identified adequate deliverability.
519,Icegen,23.0,Lighthipe 220/66 System,0.0,0.0,0.0,0.0,0.0,50.39,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
520,Idyllbrook P.t.,1418.0,Valley 'Ab' 500/115 System,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
524,Indigo,103.0,Devers 220/115 System,0.0,0.0,0.0,135.0,0.0,135.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
525,Industrial Asphalt,1078.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
528,Injection,1111.0,Alamitos 220/66 System,0.0,0.0,0.0,0.0,0.0,16.67,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
529,Inland,1097.0,Etiwanda 220/66 System,0.0,0.0,0.0,29.39,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
530,Inspiration P.t.,2291.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
534,Iron Mt. (Mwd),237.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
536,Iron Mt. Sce,238.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,2.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
538,Irvine Park P.t.,1419.0,Villa Park 220/66 System,0.0,0.0,0.0,0.0,0.0,0.08,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
541,Ivanpah,2137.0,Eldorado 220/115 System,0.0,0.0,0.0,0.0,0.0,560.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
544,J.p.l.,1096.0,Gould 220/66 System,0.0,0.0,0.0,18.79,0.0,44.79,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
554,Johanna 'A',2133.0,Johanna 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
555,Johanna 'B',2132.0,Johanna 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
557,Jose,1060.0,Rio Hondo 220/66 System,0.0,0.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
559,Julian Hinds,235.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
