name,owner_raw,owner_std,type,hifld_id,max_voltage_kv,latitude,longitude,county,city,zip_code,source,path,nearest_cats_id,nearest_cats_kv,nearest_cats_lat,nearest_cats_lon,cats_dist_km,cats_matched
Oakland J,PG&E,pge,SUBSTATION,306989.0,115.0,37.76299826428102,-122.21449482097786,Alameda County,Oakland,94621,CEC,,20,115,37.76299826,-122.2144948,1.9045145592433163e-06,True
Sunol,PG&E,pge,SUBSTATION,306148.0,,37.58690265828723,-121.8696840010358,Alameda County,Unincorporated,94586,CEC,,21,115,37.58690266,-121.869684,2.111904484325582e-07,True
Tesla,PG&E,pge,SUBSTATION,305530.0,500.0,37.71239639315276,-121.56485786768286,Alameda County,Unincorporated,95377,CEC,15X,8489,500,37.71239956,-121.564845,0.001185420090438217,True
Vallecitos,PG&E,pge,SUBSTATION,300606.0,,37.60924398719841,-121.84267101730838,Alameda County,Unincorporated,94586,CEC,,22,115,37.60924399,-121.842671,1.556154254060393e-06,True
Vasco,PG&E,pge,SUBSTATION,306744.0,60.0,37.71111924146901,-121.71587494114254,Alameda County,Livermore,94551,CEC,,23,66,37.71111924,-121.7158749,3.62286335123368e-06,True
Vineyard,PG&E,pge,SUBSTATION,306816.0,,37.66968929475397,-121.85443759246584,Alameda County,Pleasanton,94566,CEC,,24,66,37.66968929,-121.8544376,8.480404145733809e-07,True
Amfor,PG&E,pge,SUBSTATION,306187.0,60.0,38.40876699943021,-120.82209798939095,Amador County,Unincorporated,95685,CEC,,25,66,38.408767,-120.822098,9.265566993987008e-07,True
Clay,PG&E,pge,SUBSTATION,300035.0,60.0,38.34219061191322,-120.93498037585024,Amador County,Ione,95640,CEC,,26,66,38.34219061,-120.9349804,2.1168739698279115e-06,True
Ione,Other,other,SUBSTATION,300305.0,60.0,38.37390104356911,-120.95754974672572,Amador County,Unincorporated,95640,CEC,,27,66,38.37390104,-120.9575497,4.092565899553502e-06,True
Ione Energy,PG&E,pge,SUBSTATION,303132.0,,38.27717343458713,-120.91389953957184,Amador County,Unincorporated,95640,CEC,,28,66,38.27717343,-120.9138995,3.4917064641428874e-06,True
Martell,PG&E,pge,SUBSTATION,306434.0,60.0,38.36910799331439,-120.79675402179372,Amador County,Unincorporated,95642,CEC,,29,66,38.36910799,-120.796754,1.935389296296213e-06,True
Nepco,Other,other,SUBSTATION,300400.0,,38.36863574587485,-120.80548034813704,Amador County,Unincorporated,95685,CEC,,30,66,38.36863575,-120.8054803,4.22160587640627e-06,True
Oleta,PG&E,pge,SUBSTATION,304637.0,60.0,38.48076425490602,-120.84494363383558,Amador County,Plymouth,95669,CEC,,31,66,38.48076425,-120.8449436,2.995323884784645e-06,True
Salt Springs,PG&E,pge,SUBSTATION,306859.0,115.0,38.498419895679,-120.21842016704748,Amador County,Unincorporated,95666,CEC,H11,32,115,38.4984199,-120.2184202,2.9076328411938506e-06,True
Pine Grove,PG&E,pge,SUBSTATION,306215.0,60.0,38.41279770310059,-120.6602339445871,Amador County,Unincorporated,95665,CEC,,33,66,38.4127977,-120.6602339,3.900025388486677e-06,True
Lammers,PG&E,pge,SUBSTATION,307115.0,115.0,37.71296547424562,-121.47752769056574,San Joaquin County,Unincorporated,95377,CEC,,34,115,37.71296547,-121.4775277,9.547638258902915e-07,True
A.P.T. Oro,PG&E,pge,SUBSTATION,302814.0,,39.48122633311454,-121.56548541080676,Butte County,Oroville,95965,CEC,,35,66,39.48122633,-121.5654854,9.90027822445444e-07,True
Gridley,Other,other,SUBSTATION,301839.0,60.0,39.3647131649862,-121.68561522493856,Butte County,Gridley,95948,CEC,,36,66,39.36471317,-121.6856152,2.215207708374841e-06,True
Louisiana Pacific (Oroville),Other,other,SUBSTATION,305907.0,,39.474377816479645,-121.57478176775255,Butte County,Unincorporated,95965,CEC,,37,66,39.47437782,-121.5747818,2.7954169481618667e-06,True
City Of Biggs,Other,other,,,,39.40875260141191,-121.6886266480847,Butte County,Unincorporated,95917,CEC,,38,66,39.4087526,-121.6886266,4.134095503434407e-06,True
Cabrillo,PG&E,pge,SUBSTATION,303296.0,115.0,34.6432697885287,-120.43728019313264,Santa Barbara County,Lompoc,93436,CEC,,39,115,34.64326979,-120.4372802,6.491863189589709e-07,True
Anita,Other,other,SUBSTATION,307094.0,60.0,39.81095374050424,-121.9196265722766,Butte County,Unincorporated,95973,CEC,,40,66,39.81095374,-121.9196266,2.3686767749465205e-06,True
Bangor,PG&E,pge,SUBSTATION,302304.0,,39.38767373773818,-121.40317569925232,Butte County,Unincorporated,95914,CEC,,41,66,39.38767374,-121.4031757,2.5958062764176965e-07,True
Big Bend,PG&E,pge,SUBSTATION,303665.0,115.0,39.67735464121586,-121.49151789252134,Butte County,Unincorporated,95965,CEC,H10,1578,66,39.65452133,-121.6355082,12.5837222086109,False
Butte,PG&E,pge,SUBSTATION,303732.0,115.0,39.7122064481817,-121.81335707689334,Butte County,Chico,95928,CEC,,42,115,39.71220645,-121.8133571,1.9868156446223106e-06,True
Chico A,PG&E,pge,SUBSTATION,304029.0,,39.71884015875547,-121.82092062359636,Butte County,Chico,95928,CEC,,43,115,39.71884016,-121.8209206,2.022936729003338e-06,True
Chico B,PG&E,pge,SUBSTATION,308381.0,115.0,39.72551493360511,-121.84707580851182,Butte County,Chico,95928,CEC,,44,115,39.72551493,-121.8470758,8.310243634078349e-07,True
Ramon,IID,iid,SUBSTATION,301865.0,,33.817746017946654,-116.3674057059858,Riverside County,Unincorporated,92276,CEC,,45,115,33.81774602,-116.3674057,5.982610859063989e-07,True
Esquon,PG&E,pge,SUBSTATION,300607.0,115.0,39.60773551464629,-121.76833358384148,Butte County,Unincorporated,95938,CEC,,46,115,39.60773551,-121.7683336,1.4775341033392568e-06,True
Hamilton A,PG&E,pge,SUBSTATION,303483.0,,39.74641854176892,-122.01136933547082,Glenn County,Unincorporated,95951,CEC,,47,66,39.74641854,-122.0113693,3.0389765318668532e-06,True
Honcut,PG&E,pge,SUBSTATION,310438.0,115.0,39.32058027310813,-121.59532768391398,Butte County,Unincorporated,95965,CEC,,1391,66,39.27639001,-121.6602999,7.443233368654734,False
