name,owner_raw,owner_std,type,hifld_id,max_voltage_kv,latitude,longitude,county,city,zip_code,source,path,nearest_cats_id,nearest_cats_kv,nearest_cats_lat,nearest_cats_lon,cats_dist_km,cats_matched
Gregg,PG&E,pge,SUBSTATION,306523.0,230.0,36.852809641082125,-119.9170803954647,Madera County,Unincorporated,93636,CEC,H4,572,230,36.85280964,-119.9170804,4.210895374703214e-07,True
Madera,Other,other,SUBSTATION,309518.0,70.0,36.92350064462336,-120.05538699714704,Madera County,Unincorporated,93637,CEC,,573,66,36.92350064,-120.055387,5.732458429597297e-07,True
Newhall,PG&E,pge,SUBSTATION,303680.0,115.0,36.86696373850815,-120.3280422136908,Madera County,Unincorporated,93622,CEC,,574,115,36.86696374,-120.3280422,1.2291689811764728e-06,True
Oakhurst,PG&E,pge,SUBSTATION,300943.0,115.0,37.32195435968183,-119.63433155980304,Madera County,Unincorporated,93644,CEC,,575,115,37.32195436,-119.6343316,3.5546627733852805e-06,True
Sharon,PG&E,pge,SUBSTATION,300642.0,115.0,37.09782627977079,-120.15718387640584,Madera County,Chowchilla,93610,CEC,,576,115,37.09782628,-120.1571839,2.0927180567713808e-06,True
Storey,PG&E,pge,SUBSTATION,305900.0,230.0,36.983142164277794,-120.0335837764216,Madera County,Unincorporated,93638,CEC,15,573,66,36.92350064,-120.055387,6.909035847449658,False
Norby Lumber Co Inc.,Other,other,,,,36.92207055071992,-119.97537456614114,Madera County,Unincorporated,93636,CEC,,577,66,36.92207055,-119.9753746,3.010953067472734e-06,True
Yanke,Other,other,SUBSTATION,301116.0,60.0,37.25388795031617,-119.51935393662455,Madera County,Unincorporated,93643,CEC,H15,575,115,37.32195436,-119.6343316,12.678639617163512,False
Hamilton Wetlands,PG&E,pge,SUBSTATION,309445.0,,38.07814447902148,-122.5258099661144,Marin County,Unincorporated,94949,CEC,,578,115,38.07814448,-122.52581,2.9679799045110397e-06,True
Alto,PG&E,pge,SUBSTATION,309515.0,,37.898627509040566,-122.5246062288268,Marin County,Mill Valley,94941,CEC,,7685,115,37.89861964,-122.52465,0.003939061004340786,True
Bolinas,PG&E,pge,SUBSTATION,306591.0,60.0,37.941212015097584,-122.70614899138528,Marin County,Unincorporated,94924,CEC,,579,66,37.94121202,-122.706149,9.315933565888591e-07,True
Greenbrae,PG&E,pge,SUBSTATION,306642.0,60.0,37.93787270382002,-122.51419760633036,Marin County,Larkspur,94904,CEC,,580,66,37.9378727,-122.5141976,6.990141304477379e-07,True
Ignacio,PG&E,pge,SUBSTATION,301273.0,230.0,38.07692860079395,-122.54056371767577,Marin County,Novato,94945,CEC,North Bay,8512,66,38.07696184,-122.540554,0.003792645369062615,True
Las Gallinas,PG&E,pge,SUBSTATION,301737.0,115.0,38.02243332549303,-122.53794071204062,Marin County,San Rafael,94903,CEC,,581,115,38.02243333,-122.5379407,1.1677199086822336e-06,True
Novato,PG&E,pge,SUBSTATION,301879.0,60.0,38.108614398502894,-122.56824321885992,Marin County,Novato,94945,CEC,,582,66,38.1086144,-122.5682432,1.65848486421085e-06,True
Olema,PG&E,pge,SUBSTATION,305048.0,60.0,38.04217884496899,-122.786452187854,Marin County,Unincorporated,94946,CEC,,583,66,38.04217885,-122.7864522,1.2017966382843553e-06,True
San Rafael,PG&E,pge,SUBSTATION,304047.0,115.0,37.97057814841819,-122.5272159897048,Marin County,San Rafael,94901,CEC,,7988,115,37.97057855,-122.5271901,0.0022698774591414675,True
Sausalito,PG&E,pge,SUBSTATION,309771.0,,37.86356845628652,-122.49885083123884,Marin County,Sausalito,94965,CEC,,584,115,37.86356846,-122.4988508,2.7732328953838567e-06,True
Stafford,PG&E,pge,SUBSTATION,303414.0,60.0,38.11991638969132,-122.61401508372496,Marin County,Novato,94945,CEC,,585,66,38.11991639,-122.6140151,1.4241419775059736e-06,True
Tocaloma,PG&E,pge,SUBSTATION,303383.0,60.0,38.05486443157044,-122.75986310219042,Marin County,Unincorporated,94946,CEC,,586,66,38.05486443,-122.7598631,2.593755847668328e-07,True
Woodacre,PG&E,pge,SUBSTATION,302127.0,60.0,38.01206225668505,-122.6536699406762,Marin County,Unincorporated,94973,CEC,,587,66,38.01206226,-122.6536699,3.5825905310467976e-06,True
Bear Valley,PG&E,pge,SUBSTATION,306034.0,70.0,37.58645560462845,-120.1255417263133,Mariposa County,Unincorporated,95338,CEC,L2,588,66,37.5864556,-120.1255417,2.3750209630181757e-06,True
Indian Flat,PG&E,pge,SUBSTATION,307424.0,70.0,37.66479447681744,-119.8412278307714,Mariposa County,Unincorporated,95318,CEC,L2,589,66,37.66479448,-119.8412278,2.73157544482466e-06,True
Big River,PG&E,pge,SUBSTATION,306788.0,60.0,39.31141158284998,-123.78654080553652,Mendocino County,Unincorporated,95460,CEC,,590,66,39.31141158,-123.7865408,5.721128386011882e-07,True
Calpella,PG&E,pge,SUBSTATION,304154.0,115.0,39.19724965871583,-123.19241807516715,Mendocino County,Unincorporated,95482,CEC,,597,66,39.17375327,-123.2056911,2.852150537569932,False
Covelo,PG&E,pge,SUBSTATION,304661.0,60.0,39.78611627594674,-123.24854696006476,Mendocino County,Unincorporated,95428,CEC,,591,66,39.78611628,-123.248547,3.4419619783134845e-06,True
Elk,PG&E,pge,SUBSTATION,307713.0,60.0,39.12926005444285,-123.7117349541515,Mendocino County,Unincorporated,95432,CEC,,592,66,39.12926005,-123.711735,3.985473558296575e-06,True
Fort Bragg,PG&E,pge,SUBSTATION,302817.0,60.0,39.434829296251486,-123.799384023294,Mendocino County,Fort Bragg,95437,CEC,,593,66,39.4348293,-123.799384,2.043474374210161e-06,True
Garcia,PG&E,pge,SUBSTATION,303227.0,60.0,38.88919144009038,-123.55087111021663,Mendocino County,Unincorporated,95468,CEC,,599,66,38.9122899,-123.679924,11.459240410358728,False
Gualala,PG&E,pge,SUBSTATION,306952.0,60.0,38.78617977578909,-123.52209765733848,Mendocino County,Unincorporated,95445,CEC,,594,66,38.78617978,-123.5220977,3.7272246351252382e-06,True
Hopland,PG&E,pge,SUBSTATION,308337.0,,38.97279313501813,-123.0811217825633,Mendocino County,Unincorporated,95449,CEC,,595,66,38.97279314,-123.0811218,1.6059352606555776e-06,True
Laytonville,PG&E,pge,SUBSTATION,310416.0,60.0,39.684586506278166,-123.47722297792636,Mendocino County,Unincorporated,95454,CEC,,596,66,39.68458651,-123.477223,1.9336995263815693e-06,True
Masonite,Other,other,,,,39.17375327176119,-123.20569109096738,Mendocino County,Unincorporated,95482,CEC,,597,66,39.17375327,-123.2056911,8.028808727388436e-07,True
Mendocino,PG&E,pge,SUBSTATION,300881.0,115.0,39.250483534031325,-123.1963905905829,Mendocino County,Unincorporated,95470,CEC,,597,66,39.17375327,-123.2056911,8.569559896473233,False
Philo,PG&E,pge,SUBSTATION,310515.0,60.0,39.06398273628727,-123.4379281431657,Mendocino County,Unincorporated,95466,CEC,,598,66,39.06398274,-123.4379281,3.7495714442437967e-06,True
Point Arena,PG&E,pge,SUBSTATION,304767.0,60.0,38.91228990349537,-123.679924033987,Mendocino County,Point Arena,95468,CEC,,599,66,38.9122899,-123.679924,2.9661899992651835e-06,True
Ukiah,PG&E,pge,SUBSTATION,300355.0,115.0,39.143149566432285,-123.19181491813512,Mendocino County,Unincorporated,95482,CEC,,600,115,39.14314957,-123.1918149,1.6134951281792667e-06,True
Arburua,Other,other,SUBSTATION,306094.0,,36.94045747223001,-120.92214070849464,Merced County,Unincorporated,93635,CEC,,601,66,36.94045747,-120.9221407,7.946289048314932e-07,True
Gallo,PG&E,pge,SUBSTATION,308513.0,115.0,37.37941115394823,-120.80951946311409,Merced County,Unincorporated,95334,CEC,,602,115,37.37941115,-120.8095195,3.2886430350446743e-06,True
GE3,Other,other,SUBSTATION,308475.0,,36.9987430705954,-120.90765791374574,Merced County,Unincorporated,93635,CEC,,603,230,36.99874307,-120.9076579,1.22249221999372e-06,True
Mercy Springs,PG&E,pge,SUBSTATION,300625.0,,36.936811623753805,-120.8194867965914,Merced County,Unincorporated,93635,CEC,,604,66,36.93681162,-120.8194868,5.157556269585283e-07,True
Castle ,Other,other,SUBSTATION,304503.0,115.0,37.3613589975193,-120.56272001874848,Merced County,Unincorporated,95301,CEC,,605,115,37.36010094,-120.6146848,4.594836719825507,False
Atwater,PG&E,pge,SUBSTATION,309828.0,115.0,37.36010093561656,-120.61468476352314,Merced County,Atwater,95301,CEC,,605,115,37.36010094,-120.6146848,3.260531980800269e-06,True
Canal,PG&E,pge,SUBSTATION,306769.0,,37.06633333339536,-120.83556394913944,Merced County,Los Banos,93635,CEC,,606,66,37.06633333,-120.8355639,4.376295846940887e-06,True
Sjve El Nido,Other,other,SUBSTATION,301635.0,60.0,37.18636394554233,-120.49019431127186,Merced County,Unincorporated,95341,CEC,,607,66,37.18636395,-120.4901943,1.1147873881499976e-06,True
Cressey,PG&E,pge,SUBSTATION,300511.0,115.0,37.4284695169969,-120.63852774445644,Merced County,Unincorporated,95388,CEC,,608,115,37.42846952,-120.6385277,3.939739454684127e-06,True
International Turbine Research,PG&E,pge,SUBSTATION,308744.0,115.0,37.04729946348425,-121.19502784277223,Merced County,Unincorporated,93635,CEC,,609,115,37.04729946,-121.1950278,3.815709940452174e-06,True
Dos Amigos,Other,other,SUBSTATION,307590.0,,36.925211234219525,-120.8297333825061,Merced County,Unincorporated,93635,CEC,,610,230,36.92521123,-120.8297334,1.6242980090288867e-06,True
Dos Palos,PG&E,pge,SUBSTATION,300559.0,,36.97476896390239,-120.63521695745663,Merced County,Unincorporated,93620,CEC,,611,66,36.97476896,-120.635217,3.8041120908414e-06,True
El Capitan,PG&E,pge,SUBSTATION,303057.0,115.0,37.3358510420461,-120.5054697961686,Merced County,Unincorporated,95348,CEC,,7913,66,37.27333607,-120.4872542,7.1356105598017106,False
El Nido,PG&E,pge,SUBSTATION,300501.0,115.0,37.12063344519221,-120.47269727142356,Merced County,Unincorporated,95317,CEC,,8436,115,37.12064102,-120.4726993,0.0008612697140661401,True
Gustine,PG&E,pge,SUBSTATION,301936.0,60.0,37.25323614332989,-121.01304169556924,Merced County,Unincorporated,95322,CEC,,612,66,37.25323614,-121.0130417,5.393372175837479e-07,True
Le Grand,PG&E,pge,SUBSTATION,309218.0,115.0,37.18497687324676,-120.2739550698558,Merced County,Unincorporated,95333,CEC,15,613,115,37.18497687,-120.2739551,2.694697327663198e-06,True
Livingston,PG&E,pge,SUBSTATION,303565.0,,37.36342701655074,-120.76039099415776,Merced County,Unincorporated,95334,CEC,,614,66,37.36342702,-120.760391,6.43189883282466e-07,True
Merced,PG&E,pge,SUBSTATION,303908.0,115.0,37.27330800181223,-120.4872390057089,Merced County,Unincorporated,95341,CEC,,7913,66,37.27333607,-120.4872542,0.0033982996670984217,True
Merced Falls,PG&E,pge,SUBSTATION,300617.0,69.0,37.5231917383836,-120.33034452620844,Merced County,Unincorporated,95369,CEC,,615,66,37.52319174,-120.3303445,2.3182853377112743e-06,True
Ortiga,PG&E,pge,SUBSTATION,310412.0,,36.98352226268427,-120.81948913475556,Merced County,Unincorporated,93635,CEC,,616,66,36.98352226,-120.8194891,3.1015036530986115e-06,True
Pioneer,Other,other,SUBSTATION,306240.0,115.0,37.39739716789885,-120.72691667605896,Merced County,Livingston,95334,CEC,,614,66,37.36342702,-120.760391,4.797518192168931,False
Santa Nella,PG&E,pge,SUBSTATION,303062.0,,37.085841857403146,-121.01322547094186,Merced County,Unincorporated,93635,CEC,,617,66,37.08584186,-121.0132255,2.593692316952183e-06,True
Santa Rita,PG&E,pge,SUBSTATION,301550.0,,37.05464719500596,-120.63399444296688,Merced County,Unincorporated,93620,CEC,,618,66,37.0546472,-120.6339944,3.853121418896362e-06,True
Wilson,PG&E,pge,SUBSTATION,307365.0,230.0,37.29339508805083,-120.40717388158028,Merced County,Merced,95340,CEC,15,619,115,37.29339509,-120.4071739,1.6437684661206723e-06,True
Los Banos,PG&E,pge,SUBSTATION,310440.0,500.0,37.05351312188253,-121.02110261140248,Merced County,Unincorporated,95322,CEC,"15X,15",8420,500,37.05350878,-121.0211078,0.0006671587359367319,True
Clear Lake,PCORP,pacificorp,SUBSTATION,309778.0,69.0,41.704741685355415,-121.27656231867348,Modoc County,Unincorporated,96108,CEC,,620,66,41.70474169,-121.2765623,1.6339694064884874e-06,True
Warner,Other,other,SUBSTATION,306796.0,230.0,41.50074034481368,-120.53300776157296,Modoc County,Unincorporated,96101,CEC,,8204,230,41.5007235,-120.5330095,0.0018786445423697577,True
Adin,Other,other,SUBSTATION,300660.0,69.0,41.20075251018347,-120.942134822199,Modoc County,Unincorporated,96054,CEC,,621,66,41.20075251,-120.9421348,1.8573637799983734e-06,True
Cedarville,Other,other,SUBSTATION,304640.0,69.0,41.53151533976993,-120.1820012665606,Modoc County,Unincorporated,96104,CEC,,622,66,41.53151534,-120.1820013,2.783596467764269e-06,True
Davis Creek,Other,other,SUBSTATION,201127.0,115.0,41.73313546292427,-120.36690550611247,Modoc County,Unincorporated,96108,CEC,,623,115,41.73313546,-120.3669055,6.024891729871072e-07,True
Eagleville,Other,other,SUBSTATION,307018.0,69.0,41.33352935256221,-120.11833771052892,Modoc County,Unincorporated,96104,CEC,,622,66,41.53151534,-120.1820013,22.645762953011474,False
Fort Bidwell,Other,other,SUBSTATION,308236.0,69.0,41.84581610126487,-120.16779783004584,Modoc County,Unincorporated,96112,CEC,,623,115,41.73313546,-120.3669055,20.7239396527506,False
Likely,Other,other,SUBSTATION,304321.0,69.0,41.230457907900046,-120.50536722319131,Modoc County,Unincorporated,96116,CEC,,8205,66,41.5007026,-120.5330177,30.138303914578405,False
Lookout,Other,other,SUBSTATION,308359.0,69.0,41.20761969911885,-121.13807626019418,Modoc County,Unincorporated,96054,CEC,,624,66,41.2076197,-121.1380763,3.3313955610403974e-06,True
Alturas,PCORP,pacificorp,SUBSTATION,306530.0,230.0,41.49986440367209,-120.53346705469008,Modoc County,Unincorporated,96101,CEC,,8205,66,41.5007026,-120.5330177,0.10043529438999695,True
Canby 2,Other,other,SUBSTATION,309135.0,,41.44490566195096,-120.88096243775549,Modoc County,Unincorporated,96015,CEC,,625,66,41.44490566,-120.8809624,3.1544228232353355e-06,True
Goose Lake,Other,other,SUBSTATION,307356.0,69.0,41.48795915083497,-120.58596574350508,Modoc County,Unincorporated,96101,CEC,,8205,66,41.5007026,-120.5330177,4.631970742373851,False
Newell,PCORP,pacificorp,SUBSTATION,202645.0,69.0,41.88812877811837,-121.37828695554882,Modoc County,Unincorporated,96134,CEC,,626,66,41.88812878,-121.378287,3.6855700514858147e-06,True
Perez,PCORP,pacificorp,SUBSTATION,304892.0,69.0,41.63312676646782,-121.22648976917402,Modoc County,Unincorporated,96015,CEC,,627,66,41.63312677,-121.2264898,2.591838100815502e-06,True
Tulelake,PCORP,pacificorp,SUBSTATION,202617.0,69.0,41.953363861811184,-121.47142246508336,Siskiyou County,Unincorporated,96134,CEC,,626,66,41.88812878,-121.378287,10.582815126671058,False
Casa Diablo,SCE,sce,SUBSTATION,300654.0,115.0,37.64909165734999,-118.9167750055233,Mono County,Unincorporated,93546,CEC,L1,628,115,37.64909166,-118.916775,5.685871446051359e-07,True
Lee Vining,SCE,sce,SUBSTATION,300369.0,115.0,37.95210000114013,-119.11645555543384,Mono County,Unincorporated,93541,CEC,L1,629,115,37.9521,-119.1164556,3.909614797526488e-06,True
Lundy,SCE,sce,SUBSTATION,309902.0,55.0,38.04274110492055,-119.1719091311183,Mono County,Unincorporated,93541,CEC,L1,629,115,37.9521,-119.1164556,11.18902583512429,False
Sherwin,SCE,sce,SUBSTATION,306680.0,115.0,37.56001389235069,-118.67473611274828,Mono County,Unincorporated,93514,CEC,L1,630,115,37.56001389,-118.6747361,1.1537079187545636e-06,True
Zack,SCE,sce,SUBSTATION,301888.0,55.0,37.615306454112826,-118.39710133503624,Mono County,Unincorporated,93514,CEC,,1606,230,37.54586828,-118.5899655,18.667166216365978,False
Texaco,PG&E,pge,SUBSTATION,306341.0,,35.95856111715653,-120.86357779412668,Monterey County,Unincorporated,93450,CEC,,631,66,35.95856112,-120.8635778,6.15972400068672e-07,True
Basic Vegetable,Other,other,SUBSTATION,308810.0,60.0,36.22834039582913,-121.12978581702578,Monterey County,King City,93930,CEC,,632,66,36.2283404,-121.1297858,1.5960378223562873e-06,True
Boronda,PG&E,pge,SUBSTATION,303911.0,115.0,36.69028668467311,-121.67925781517144,Monterey County,Unincorporated,93907,CEC,,8338,115,36.69026246,-121.6792619,0.0027181733139109805,True
Buena Vista,PG&E,pge,SUBSTATION,306298.0,60.0,36.65389082139208,-121.62933839543028,Monterey County,Salinas,93901,CEC,,633,66,36.65389082,-121.6293384,4.3604770352045095e-07,True
Camphora,PG&E,pge,SUBSTATION,301785.0,60.0,36.468219176509145,-121.39036110711068,Monterey County,Soledad,93960,CEC,,634,66,36.46821918,-121.3903611,7.449658794914668e-07,True
Castroville,PG&E,pge,SUBSTATION,310500.0,115.0,36.76311989630461,-121.73473546336916,Monterey County,Unincorporated,95012,CEC,,8195,66,36.76312693,-121.7347624,0.0025237642202669544,True
Chualar,PG&E,pge,TAP,310598.0,60.0,36.57244588451994,-121.52050158247106,Monterey County,Unincorporated,93908,CEC,,635,66,36.57244588,-121.5205016,1.6440609870165975e-06,True
Coburn,PG&E,pge,SUBSTATION,307786.0,230.0,36.26513885600068,-121.14583686925218,Monterey County,Unincorporated,93930,CEC,,7938,66,36.26513946,-121.1458666,0.0026663613040029577,True
Del Monte,PG&E,pge,SUBSTATION,303440.0,115.0,36.59823782593487,-121.8530361578862,Monterey County,Monterey,93940,CEC,,8744,66,36.59820852,-121.8530391,0.003269238684247368,True
Edward Pike,PG&E,pge,SUBSTATION,301421.0,60.0,36.62623670695044,-121.58764169449204,Monterey County,Unincorporated,93908,CEC,,655,66,36.6137528,-121.5671333,2.297156608743647,False
Fort Ord,PG&E,pge,SUBSTATION,302141.0,115.0,36.64341665332674,-121.79252517166388,Monterey County,Seaside,93955,CEC,,636,115,36.64341665,-121.7925252,2.5550394072843325e-06,True
Gabilan,PG&E,pge,SUBSTATION,305559.0,60.0,36.73130337624566,-121.61331164213672,Monterey County,Unincorporated,93906,CEC,,637,66,36.73130338,-121.6133116,3.778235290503449e-06,True
Gonzales,PG&E,pge,SUBSTATION,309549.0,60.0,36.50886506696333,-121.44689042031597,Monterey County,Gonzales,93926,CEC,,638,66,36.50886507,-121.4468904,1.8468598090379046e-06,True
Hatton,PG&E,pge,SUBSTATION,307604.0,60.0,36.556860720745206,-121.8979239294068,Monterey County,Unincorporated,93923,CEC,,639,66,36.55686072,-121.8979239,2.627898373086396e-06,True
Industrial Acres,PG&E,pge,SUBSTATION,308671.0,60.0,36.66378718640669,-121.62859499820712,Monterey County,Salinas,93901,CEC,,640,66,36.66378719,-121.628595,4.3037250797261405e-07,True
Jolon,PG&E,pge,SUBSTATION,305816.0,60.0,36.013241708000336,-121.1679583269854,Monterey County,Unincorporated,93930,CEC,,641,66,36.01324171,-121.1679583,2.4373246428281875e-06,True
Lagunitas,PG&E,pge,SUBSTATION,302946.0,,36.74876122594697,-121.60598856689566,Monterey County,Unincorporated,93908,CEC,,642,66,36.74876123,-121.6059886,2.983722631793707e-06,True
Laureles,PG&E,pge,SUBSTATION,304352.0,60.0,36.47770202544918,-121.7272208311117,Monterey County,Unincorporated,93924,CEC,,643,66,36.47770203,-121.7272208,2.8273658410161897e-06,True
Los Coches,PG&E,pge,SUBSTATION,310404.0,60.0,36.36646576287461,-121.28008081271584,Monterey County,Unincorporated,93960,CEC,,644,66,36.36646576,-121.2800808,1.1825771261853435e-06,True
Los Ositos,PG&E,pge,SUBSTATION,300416.0,60.0,36.29381155278764,-121.2002607208847,Monterey County,Unincorporated,93930,CEC,,7938,66,36.26513946,-121.1458666,5.825647748289384,False
Manzanita,PG&E,pge,SUBSTATION,306342.0,,36.61454768813276,-121.83354489066902,Monterey County,Seaside,93955,CEC,,645,115,36.61454769,-121.8335449,8.583044143161265e-07,True
Monterey,PG&E,pge,SUBSTATION,304111.0,60.0,36.59982742598498,-121.89048372337044,Monterey County,Monterey,93940,CEC,,646,66,36.59982743,-121.8904837,2.133499842741391e-06,True
Monterey Naval Lab,PG&E,pge,SUBSTATION,301692.0,60.0,36.58953305992025,-121.86383166309272,Monterey County,Monterey,93940,CEC,,647,66,36.58953306,-121.8638317,3.2951414132042122e-06,True
Navy School,PG&E,pge,SUBSTATION,303987.0,60.0,36.59960040831284,-121.87688420420542,Monterey County,Monterey,93943,CEC,,648,66,36.59960041,-121.8768842,4.196807059982227e-07,True
Fresh Express,Other,other,,,,36.65238323701237,-121.63401912732084,Monterey County,Salinas,93901,CEC,,649,66,36.65238324,-121.6340191,2.459789764296689e-06,True
Oil Fields,PG&E,pge,SUBSTATION,304976.0,60.0,35.9564749662973,-120.85115276190712,Monterey County,Unincorporated,93450,CEC,,650,66,35.95647497,-120.8511528,3.453302543709682e-06,True
Otter,PG&E,pge,SUBSTATION,303209.0,60.0,36.38008663965642,-121.8993004698779,Monterey County,Unincorporated,93920,CEC,,651,66,36.38008664,-121.8993005,2.6968917038804484e-06,True
Prunedale,PG&E,pge,SUBSTATION,301414.0,,36.785381301385314,-121.6711331172012,Monterey County,Unincorporated,93907,CEC,,652,115,36.7853813,-121.6711331,1.5395636859194694e-06,True
Salinas,PG&E,pge,SUBSTATION,301438.0,115.0,36.68227571857433,-121.65138546406432,Monterey County,Salinas,93901,CEC,,7695,66,36.68231075,-121.6513715,0.004089509938573267,True
Salinas River,Other,other,SUBSTATION,309839.0,,35.95194720398843,-120.86844164675016,Monterey County,Unincorporated,93450,CEC,,653,66,35.9519472,-120.8684416,4.231444560011685e-06,True
San Ardo,PG&E,pge,SUBSTATION,310041.0,60.0,36.073694446131,-120.93680552869054,Monterey County,Unincorporated,93450,CEC,,654,66,36.07369445,-120.9368055,2.6141888395495073e-06,True
Sargent Canyon,Other,other,SUBSTATION,302188.0,,35.93549445639443,-120.84068056537978,Monterey County,Unincorporated,93450,CEC,,650,66,35.95647497,-120.8511528,2.5161981690721738,False
Soledad,PG&E,pge,SUBSTATION,304545.0,,36.4296388113508,-121.33249626729054,Monterey County,Soledad,93960,CEC,,8711,66,36.42965585,-121.3324869,0.0020716867346152277,True
Spence,PG&E,pge,SUBSTATION,305707.0,60.0,36.61375279893127,-121.56713328671503,Monterey County,Unincorporated,93908,CEC,,655,66,36.6137528,-121.5671333,1.1916681469347456e-06,True
Viejo,PG&E,pge,SUBSTATION,305068.0,60.0,36.57837138389728,-121.90841786106006,Monterey County,Monterey,93940,CEC,,656,66,36.57837138,-121.9084179,3.504013536862704e-06,True
Basalt,PG&E,pge,SUBSTATION,300530.0,60.0,38.26316201235704,-122.2692320112342,Napa County,Unincorporated,94558,CEC,,657,66,38.26316201,-122.269232,1.0152428656074575e-06,True
Calistoga,PG&E,pge,SUBSTATION,308667.0,60.0,38.59208804224296,-122.57861044400111,Napa County,Unincorporated,94515,CEC,,658,66,38.59208804,-122.5786104,3.832291739822503e-06,True
Highway,PG&E,pge,SUBSTATION,308461.0,,38.16621801651261,-122.2536210070525,Napa County,American Canyon,94503,CEC,,659,115,38.16621802,-122.253621,7.283656239886649e-07,True
Monticello,PG&E,pge,SUBSTATION,301380.0,115.0,38.50851658942113,-122.21446363828817,Napa County,Unincorporated,94558,CEC,,1487,115,38.52282675,-121.9950809,19.15319041435176,False
Napa,PG&E,pge,SUBSTATION,306299.0,115.0,38.2954518695612,-122.27891504790612,Napa County,Napa,94559,CEC,,8541,115,38.29545198,-122.2788719,0.003765478300168382,True
Pueblo,PG&E,pge,SUBSTATION,308856.0,115.0,38.34521980878797,-122.29945343649096,Napa County,Unincorporated,94558,CEC,,660,115,38.34521981,-122.2994534,3.185180872573147e-06,True
Silverado,PG&E,pge,SUBSTATION,300459.0,115.0,38.49981793855024,-122.45911067581191,Napa County,St. Helena,94574,CEC,,8045,115,38.49983256,-122.4591125,0.0016335625245857514,True
Tulucay,PG&E,pge,SUBSTATION,304349.0,230.0,38.24782902083961,-122.26794898800048,Napa County,Unincorporated,94558,CEC,,8660,66,38.24781104,-122.2679742,0.002974024149496273,True
Glenshire,Other,other,SUBSTATION,300890.0,60.0,39.35227674923159,-120.08623130252282,Nevada County,Truckee,96161,CEC,,661,66,39.35227675,-120.0862313,2.3314214753767427e-07,True
Truckee,Other,other,SUBSTATION,309028.0,,39.33058136350184,-120.18112471468416,Nevada County,Truckee,96161,CEC,,739,66,39.33097146,-120.1819888,0.0860517689377389,True
Brunswick,PG&E,pge,SUBSTATION,310414.0,115.0,39.23105001931794,-121.03502608178792,Nevada County,Grass Valley,95945,CEC,,662,115,39.23105002,-121.0350261,1.570471956962134e-06,True
Columbia Hill,PG&E,pge,SUBSTATION,301052.0,60.0,39.33184021378099,-121.10135032722202,Nevada County,Unincorporated,95959,CEC,,663,66,39.33184021,-121.1013503,2.378759924913578e-06,True
Grass Valley,PG&E,pge,SUBSTATION,308364.0,60.0,39.20905548676379,-121.06136091053834,Nevada County,Grass Valley,95945,CEC,,662,115,39.23105002,-121.0350261,3.3358641446827817,False
Higgins,PG&E,pge,SUBSTATION,300810.0,115.0,39.04404057010053,-121.09069254692402,Nevada County,Unincorporated,95949,CEC,,758,66,39.03596259,-120.9879836,8.915902486922565,False
Smartsville,PG&E,pge,SUBSTATION,302110.0,60.0,39.20900552958486,-121.30326908384752,Yuba County,Unincorporated,95977,CEC,,664,66,39.20900553,-121.3032691,1.3924426891878179e-06,True
Ammonia,SCE,sce,SUBSTATION,307200.0,66.0,33.922502861317284,-117.84725989132512,Orange County,Unincorporated,92823,CEC,,665,66,33.92250286,-117.8472599,8.13711967559218e-07,True
Apollo,SCE,sce,SUBSTATION,300975.0,66.0,33.75252377155307,-118.03717248491228,Orange County,Huntington Beach,92647,CEC,,666,66,33.75252377,-118.0371725,1.4055457238968195e-06,True
Atwood,SCE,sce,SUBSTATION,304793.0,,33.8803141981645,-117.83203349200843,Orange County,Placentia,92870,CEC,,667,66,33.8803142,-117.8320335,7.654466081983549e-07,True
Barre,SCE,sce,SUBSTATION,301920.0,,33.80891102627719,-117.9817954360624,Orange County,Stanton,90680,CEC,,668,66,33.80891103,-117.9817954,3.3574812681881627e-06,True
Bayside,SCE,sce,SUBSTATION,302996.0,66.0,33.65698200893429,-117.90706601556457,Orange County,Costa Mesa,92627,CEC,,669,66,33.65698201,-117.907066,1.4454499082149424e-06,True
Bolsa,SCE,sce,SUBSTATION,300698.0,66.0,33.73062983261632,-118.0332780620285,Orange County,Huntington Beach,92649,CEC,,670,66,33.73062983,-118.0332781,3.523486059654447e-06,True
Borrego,SCE,sce,SUBSTATION,306140.0,66.0,33.59766499926211,-117.74900999849508,Orange County,Laguna Beach,92651,CEC,43,671,66,33.597665,-117.74901,1.6174056471804923e-07,True
Brea,SCE,sce,SUBSTATION,307607.0,66.0,33.92015153408917,-117.84803161772898,Orange County,Brea,92821,CEC,,672,66,33.92015153,-117.8480316,1.6978922389697363e-06,True
Brookhurst,SCE,sce,SUBSTATION,301791.0,66.0,33.73723538520991,-117.95712899609612,Orange County,Westminster,92683,CEC,,673,66,33.73723539,-117.957129,6.434367769557847e-07,True
Bryan,SCE,sce,SUBSTATION,303905.0,66.0,33.7345444850323,-117.80226386369144,Orange County,Tustin,92782,CEC,,674,66,33.73454449,-117.8022639,3.402655227426479e-06,True
Burris Pit,SCE,sce,SUBSTATION,309594.0,66.0,33.819674799529146,-117.87142791292158,Orange County,Anaheim,92806,CEC,,675,66,33.8196748,-117.8714279,1.1948429769042687e-06,True
Cabrillo,SCE,sce,SUBSTATION,310360.0,66.0,33.671872899905466,-117.84759132903316,Orange County,Irvine,92612,CEC,,676,66,33.6718729,-117.8475913,2.68673151086759e-06,True
