bus_i,kV,Type,Import,Lat,Lon,nearest_basin_name,nearest_basin_owner,nearest_basin_type,nearest_basin_lat,nearest_basin_lon,dist_km,matched
631,66,Substation,' ',35.95856112,-120.8635778,Texaco,pge,SUBSTATION,35.95856111715653,-120.86357779412668,6.15972400068672e-07,True
632,66,Substation,' ',36.2283404,-121.1297858,Basic Vegetable,other,SUBSTATION,36.22834039582913,-121.12978581702578,1.5960378223562873e-06,True
633,66,Substation,' ',36.65389082,-121.6293384,Buena Vista,pge,SUBSTATION,36.65389082139208,-121.62933839543028,4.3604770352045095e-07,True
634,66,Substation,' ',36.46821918,-121.3903611,Camphora,pge,SUBSTATION,36.468219176509145,-121.39036110711068,7.449658794914668e-07,True
635,66,Substation,' ',36.57244588,-121.5205016,Chualar,pge,TAP,36.57244588451994,-121.52050158247106,1.6440609870165975e-06,True
636,115,Substation,' ',36.64341665,-121.7925252,Fort Ord,pge,SUBSTATION,36.64341665332674,-121.79252517166388,2.5550394072843325e-06,True
637,66,Substation,' ',36.73130338,-121.6133116,Gabilan,pge,SUBSTATION,36.73130337624566,-121.61331164213672,3.778235290503449e-06,True
638,66,Substation,' ',36.50886507,-121.4468904,Gonzales,pge,SUBSTATION,36.50886506696333,-121.44689042031597,1.8468598090379046e-06,True
639,66,Substation,' ',36.55686072,-121.8979239,Hatton,pge,SUBSTATION,36.556860720745206,-121.8979239294068,2.627898373086396e-06,True
640,66,Substation,' ',36.66378719,-121.628595,Industrial Acres,pge,SUBSTATION,36.66378718640669,-121.62859499820712,4.3037250797261405e-07,True
641,66,Substation,' ',36.01324171,-121.1679583,Jolon,pge,SUBSTATION,36.013241708000336,-121.1679583269854,2.4373246428281875e-06,True
642,66,Substation,' ',36.74876123,-121.6059886,Lagunitas,pge,SUBSTATION,36.74876122594697,-121.60598856689566,2.983722631793707e-06,True
643,66,Substation,' ',36.47770203,-121.7272208,Laureles,pge,SUBSTATION,36.47770202544918,-121.7272208311117,2.8273658410161897e-06,True
644,66,Substation,' ',36.36646576,-121.2800808,Los Coches,pge,SUBSTATION,36.36646576287461,-121.28008081271584,1.1825771261853435e-06,True
645,115,Substation,' ',36.61454769,-121.8335449,Manzanita,pge,SUBSTATION,36.61454768813276,-121.83354489066902,8.583044143161265e-07,True
646,66,Substation,' ',36.59982743,-121.8904837,Monterey,pge,SUBSTATION,36.59982742598498,-121.89048372337044,2.133499842741391e-06,True
647,66,Substation,' ',36.58953306,-121.8638317,Monterey Naval Lab,pge,SUBSTATION,36.58953305992025,-121.86383166309272,3.2951414132042122e-06,True
648,66,Substation,' ',36.59960041,-121.8768842,Navy School,pge,SUBSTATION,36.59960040831284,-121.87688420420542,4.196807059982227e-07,True
649,66,Substation,' ',36.65238324,-121.6340191,Fresh Express,other,,36.65238323701237,-121.63401912732084,2.459789764296689e-06,True
650,66,Substation,' ',35.95647497,-120.8511528,Oil Fields,pge,SUBSTATION,35.9564749662973,-120.85115276190712,3.453302543709682e-06,True
651,66,Substation,' ',36.38008664,-121.8993005,Otter,pge,SUBSTATION,36.38008663965642,-121.8993004698779,2.6968917038804484e-06,True
652,115,Substation,' ',36.7853813,-121.6711331,Prunedale,pge,SUBSTATION,36.785381301385314,-121.6711331172012,1.5395636859194694e-06,True
653,66,Substation,' ',35.9519472,-120.8684416,Salinas River,other,SUBSTATION,35.95194720398843,-120.86844164675016,4.231444560011685e-06,True
654,66,Substation,' ',36.07369445,-120.9368055,San Ardo,pge,SUBSTATION,36.073694446131,-120.93680552869054,2.6141888395495073e-06,True
655,66,Substation,' ',36.6137528,-121.5671333,Spence,pge,SUBSTATION,36.61375279893127,-121.56713328671503,1.1916681469347456e-06,True
656,66,Substation,' ',36.57837138,-121.9084179,Viejo,pge,SUBSTATION,36.57837138389728,-121.90841786106006,3.504013536862704e-06,True
657,66,Substation,' ',38.26316201,-122.269232,Basalt,pge,SUBSTATION,38.26316201235704,-122.2692320112342,1.0152428656074575e-06,True
658,66,Substation,' ',38.59208804,-122.5786104,Calistoga,pge,SUBSTATION,38.59208804224296,-122.57861044400111,3.832291739822503e-06,True
659,115,Substation,' ',38.16621802,-122.253621,Highway,pge,SUBSTATION,38.16621801651261,-122.2536210070525,7.283656239886649e-07,True
660,115,Substation,' ',38.34521981,-122.2994534,Pueblo,pge,SUBSTATION,38.34521980878797,-122.29945343649096,3.185180872573147e-06,True
661,66,Substation,' ',39.35227675,-120.0862313,Glenshire,other,SUBSTATION,39.35227674923159,-120.08623130252282,2.3314214753767427e-07,True
662,115,Substation,' ',39.23105002,-121.0350261,Brunswick,pge,SUBSTATION,39.23105001931794,-121.03502608178792,1.570471956962134e-06,True
663,66,Substation,' ',39.33184021,-121.1013503,Columbia Hill,pge,SUBSTATION,39.33184021378099,-121.10135032722202,2.378759924913578e-06,True
664,66,Substation,' ',39.20900553,-121.3032691,Smartsville,pge,SUBSTATION,39.20900552958486,-121.30326908384752,1.3924426891878179e-06,True
665,66,Substation,' ',33.92250286,-117.8472599,Ammonia,sce,SUBSTATION,33.922502861317284,-117.84725989132512,8.13711967559218e-07,True
666,66,Substation,' ',33.75252377,-118.0371725,Apollo,sce,SUBSTATION,33.75252377155307,-118.03717248491228,1.4055457238968195e-06,True
667,66,Substation,' ',33.8803142,-117.8320335,Atwood,sce,SUBSTATION,33.8803141981645,-117.83203349200843,7.654466081983549e-07,True
668,66,Substation,' ',33.80891103,-117.9817954,Barre,sce,SUBSTATION,33.80891102627719,-117.9817954360624,3.3574812681881627e-06,True
669,66,Substation,' ',33.65698201,-117.907066,Bayside,sce,SUBSTATION,33.65698200893429,-117.90706601556457,1.4454499082149424e-06,True
670,66,Substation,' ',33.73062983,-118.0332781,Bolsa,sce,SUBSTATION,33.73062983261632,-118.0332780620285,3.523486059654447e-06,True
671,66,Substation,' ',33.597665,-117.74901,Borrego,sce,SUBSTATION,33.59766499926211,-117.74900999849508,1.6174056471804923e-07,True
672,66,Substation,' ',33.92015153,-117.8480316,Brea,sce,SUBSTATION,33.92015153408917,-117.84803161772898,1.6978922389697363e-06,True
673,66,Substation,' ',33.73723539,-117.957129,Brookhurst,sce,SUBSTATION,33.73723538520991,-117.95712899609612,6.434367769557847e-07,True
674,66,Substation,' ',33.73454449,-117.8022639,Bryan,sce,SUBSTATION,33.7345444850323,-117.80226386369144,3.402655227426479e-06,True
675,66,Substation,' ',33.8196748,-117.8714279,Burris Pit,sce,SUBSTATION,33.819674799529146,-117.87142791292158,1.1948429769042687e-06,True
676,66,Substation,' ',33.6718729,-117.8475913,Cabrillo,sce,SUBSTATION,33.671872899905466,-117.84759132903316,2.68673151086759e-06,True
677,66,Substation,' ',33.71318376,-117.883619,Camden,sce,SUBSTATION,33.71318375796785,-117.88361902781404,2.5825596900847102e-06,True
678,66,Substation,' ',33.87145556,-117.7469806,Canyon,sce,SUBSTATION,33.87145556338792,-117.7469805516897,4.476084045227108e-06,True
679,66,Substation,' ',33.91020869,-117.8795575,Carolina,sce,SUBSTATION,33.91020869194232,-117.8795575023963,3.091049507140164e-07,True
680,66,Substation,' ',33.7332416,-117.849825,Chestnut,sce,SUBSTATION,33.73324160463992,-117.84982501075176,1.1201459942560605e-06,True
681,66,Substation,' ',33.66060237,-117.8606297,Chip,sce,SUBSTATION,33.66060236930548,-117.86062974572656,4.232764833038746e-06,True
682,66,Substation,' ',33.61304202,-117.821927,Coygen,sce,SUBSTATION,33.61304201850497,-117.8219269804417,1.8187628507243266e-06,True
683,66,Substation,' ',33.60815162,-117.8651633,Crown,sce,SUBSTATION,33.60815162488212,-117.8651632985031,5.602867313913509e-07,True
684,66,Substation,' ',33.8096399,-118.072602,Cypress,sce,SUBSTATION,33.809639900318224,-118.07260201471225,1.3597357480924206e-06,True
685,66,Substation,' ',33.85108801,-118.02792,Ely,sce,SUBSTATION,33.851088010810315,-118.02792001881822,1.7401231204214235e-06,True
686,66,Substation,' ',33.68750555,-117.8285556,Estrella,sce,SUBSTATION,33.68750554978607,-117.82855557279368,2.517309206023779e-06,True
687,66,Substation,' ',33.693574,-117.867617,Fairview,sce,SUBSTATION,33.69357400076392,-117.8676169803764,1.8174820675484003e-06,True
688,66,Substation,' ',33.86814402,-117.921312,Fullerton,sce,SUBSTATION,33.86814401600681,-117.92131198494994,1.4587548451682766e-06,True
689,66,Substation,' ',33.87756274,-117.9717703,Gilbert,sce,SUBSTATION,33.87756273746006,-117.97177031378698,1.3037362179475259e-06,True
690,66,Substation,' ',33.68734602,-117.912816,Gisler,sce,SUBSTATION,33.68734601940051,-117.912815980022,1.8496206283793125e-06,True
691,66,Substation,' ',33.65452399,-117.95263,Hamilton,sce,SUBSTATION,33.65452399017425,-117.95262999780238,2.0432956771711146e-07,True
692,66,Substation,' ',33.68303892,-117.7421917,Irvine,sce,SUBSTATION,33.683038921397305,-117.7421916742602,2.3866975364697474e-06,True
693,66,Substation,' ',33.67561118,-117.8637801,Johnair,sce,SUBSTATION,33.67561117825772,-117.86378011131184,1.064521365915409e-06,True
694,66,Substation,' ',33.925175,-117.933787,La Habra,sce,SUBSTATION,33.925174997371776,-117.93378701946764,1.8198186225555724e-06,True
695,66,Substation,' ',33.84628388,-117.9798243,La Palma,sce,SUBSTATION,33.846283883729924,-117.97982428380378,1.5521790244456809e-06,True
696,66,Substation,' ',33.76679901,-117.85212,La Veta,sce,SUBSTATION,33.766799010696914,-117.85212001833904,1.696976540442183e-06,True
697,66,Substation,' ',33.63536199,-117.935652,Lafayette,sce,SUBSTATION,33.635361987075406,-117.93565199117296,8.79523428268311e-07,True
698,66,Substation,' ',33.92281875,-117.8472364,Lambert,sce,SUBSTATION,33.922818750881426,-117.84723639169596,7.724446479153418e-07,True
699,66,Substation,' ',33.77821908,-117.8991005,Lampson,sce,SUBSTATION,33.77821907884746,-117.89910052170424,2.010098173807424e-06,True
700,66,Substation,' ',33.6502112,-117.6885669,Limestone,sce,SUBSTATION,33.65021120155283,-117.6885668744614,2.370216517497521e-06,True
701,66,Substation,' ',33.6387063,-117.8660485,Macarthur,sce,SUBSTATION,33.638706304666165,-117.86604846174734,3.5790495010378995e-06,True
702,66,Substation,' ',33.81770272,-118.0271859,Marion,sce,SUBSTATION,33.81770271863715,-118.02718585777129,3.904120658987287e-06,True
703,66,Substation,' ',33.78825004,-117.802686,Modena,sce,SUBSTATION,33.788250037433954,-117.80268602842136,2.641985168370712e-06,True
704,66,Substation,' ',33.55188499,-117.778884,Morro,sce,SUBSTATION,33.551884994618874,-117.7788840129122,1.3021183553222412e-06,True
705,66,Substation,' ',33.60912633,-117.6975574,Moulton,sce,SUBSTATION,33.60912632726707,-117.6975574005121,3.0756601962742346e-07,True
706,66,Substation,' ',33.92508498,-117.9551271,Coyote Creek,other,SUBSTATION,33.92508498445915,-117.95512705615296,4.075863543711446e-06,True
707,66,Substation,' ',33.91052601,-117.820078,Yorba Linda,other,SUBSTATION,33.9105260101296,-117.82007801202523,1.1098043223793197e-06,True
708,66,Substation,' ',33.5638,-117.714833,Niguel,sce,SUBSTATION,33.5637999958568,-117.71483301226225,1.2260154237391274e-06,True
709,66,Substation,' ',33.75711477,-118.0890789,Norseal,sce,SUBSTATION,33.757114771107545,-118.0890789353221,3.2677619514330723e-06,True
710,66,Substation,' ',33.92081737,-117.9198431,Norweld,sce,SUBSTATION,33.920817371307244,-117.91984306637237,3.106246753932023e-06,True
711,66,Substation,' ',33.71637428,-117.987525,Oceanview,sce,SUBSTATION,33.71637427912325,-117.98752503853964,3.565920367295013e-06,True
712,66,Substation,' ',33.79049001,-117.861454,Orange,sce,SUBSTATION,33.7904900059798,-117.8614539851309,1.4449622489821578e-06,True
713,66,Substation,' ',33.68963109,-117.9450355,Kiwi,sce,SUBSTATION,33.689631094549206,-117.94503552699884,2.5486410048093253e-06,True
714,66,Substation,' ',33.64399723,-117.9555611,Orcogen,sce,SUBSTATION,33.64399723003256,-117.95556111777027,1.6449882567866707e-06,True
715,66,Substation,' ',33.86093727,-117.8927361,Paper,sce,SUBSTATION,33.86093726610003,-117.8927361209118,1.9789990925541524e-06,True
716,66,Substation,' ',33.91547973,-117.9637095,Parkwood,sce,SUBSTATION,33.91547973483775,-117.96370952010837,1.9319318021669147e-06,True
717,66,Substation,' ',33.87159716,-117.8786331,Placentia,sce,SUBSTATION,33.871597164017544,-117.87863312780544,2.605685451494384e-06,True
718,66,Substation,' ',33.67358241,-118.0212329,Recovery ,sce,SUBSTATION,33.673582406688915,-118.02123292523552,2.364077054693617e-06,True
719,66,Substation,' ',33.77220888,-118.0120858,Shawnee,sce,SUBSTATION,33.772208881611895,-118.01208581473244,1.3734843575156452e-06,True
720,66,Substation,' ',33.69228199,-118.017185,Slater,sce,SUBSTATION,33.69228199075599,-118.0171850194264,1.799244136943657e-06,True
721,66,Substation,' ',33.67374598,-118.0215237,Soco,sce,,33.6737459798397,-118.0215236765434,2.170686010050317e-06,True
722,66,Substation,' ',33.74480503,-117.9019307,Sullivan,sce,SUBSTATION,33.74480503197076,-117.90193066093616,3.618516833866914e-06,True
723,66,Substation,' ',33.8828944,-117.9573769,Sunnyhills,sce,SUBSTATION,33.882894400067684,-117.95737694493587,4.148111772166641e-06,True
724,66,Substation,' ',33.71452999,-117.920428,Talbert,sce,SUBSTATION,33.71452998823002,-117.92042800589788,5.799316972084563e-07,True
725,66,Substation,' ',33.74497923,-117.9999129,Team,sce,SUBSTATION,33.74497922744819,-117.99991293961632,3.6739237961434395e-06,True
726,66,Substation,' ',33.76616302,-117.979563,Trask,sce,SUBSTATION,33.7661630161049,-117.97956299414936,6.92873374502011e-07,True
727,66,Substation,' ',33.76550798,-117.928479,Vera,sce,SUBSTATION,33.76550798444247,-117.92847901309516,1.3074089751690883e-06,True
728,66,Substation,' ',33.75604993,-117.8593889,Washington,sce,SUBSTATION,33.75604992523059,-117.85938893865304,3.6125629396547394e-06,True
729,66,Substation,' ',33.66558697,-117.997429,Wave,sce,SUBSTATION,33.66558696783527,-117.9974289599258,3.7165147659484562e-06,True
730,66,Substation,' ',33.88892101,-117.788148,Yorba Linda,sce,SUBSTATION,33.88892101378733,-117.7881479992034,4.275032628231989e-07,True
731,115,Substation,' ',33.51258901,-117.665534,Capistrano,sdge,SUBSTATION,33.51258900550316,-117.6655339957112,6.388469637046693e-07,True
732,115,Substation,' ',33.4633412,-117.5704995,Cristianitos,sdge,SUBSTATION,33.46334119788515,-117.5704994958254,4.530583087839236e-07,True
733,115,Substation,' ',33.49494501,-117.702976,Laguna Niguel,sdge,SUBSTATION,33.49494501302921,-117.70297598798469,1.1639740513961749e-06,True
734,115,Substation,' ',33.56291183,-117.6735199,Trabuco,sdge,SUBSTATION,33.56291183004031,-117.67351986563943,3.183731364661178e-06,True
735,66,Substation,' ',39.24295872,-120.0264639,Brockway,other,SUBSTATION,39.24295872349737,-120.02646390151276,4.1012981512359185e-07,True
736,66,Substation,' ',39.28069605,-120.1126328,Northstar,other,SUBSTATION,39.28069604629392,-120.11263277138777,2.4969190227683037e-06,True
737,66,Substation,' ',39.20552959,-120.2011536,Squaw Valley,other,SUBSTATION,39.20552959421316,-120.20115363052568,2.6715853251968657e-06,True
738,66,Substation,' ',39.16617697,-120.1444681,Tahoe City,other,SUBSTATION,39.1661769747225,-120.14446811574956,1.4557980124452834e-06,True
739,66,Substation,' ',39.33097146,-120.1819888,Burney Lumber Co.,other,,39.33097145540012,-120.18198876923,2.6954720104682773e-06,True
740,66,Substation,' ',39.32958792,-120.1696808,Martis Valley,other,SUBSTATION,39.3295879209294,-120.1696807792014,1.7918842449561964e-06,True
741,66,Substation,' ',38.7636276,-121.2640323,Atlantic,pge,SUBSTATION,38.7636275956832,-121.2640322520378,4.18606163071263e-06,True
742,66,Substation,' ',38.90349314,-121.0698265,Auburn,pge,SUBSTATION,38.90349314437346,-121.06982652969592,2.6152702176947593e-06,True
743,115,Substation,' ',38.94679968,-121.0916716,Bell,pge,SUBSTATION,38.94679967505984,-121.0916715839996,1.4887587783716624e-06,True
744,66,Substation,' ',39.21470787,-120.8092925,Bonnie Nook,pge,SUBSTATION,39.21470786930682,-120.8092924505058,4.264714827029232e-06,True
745,115,Substation,' ',39.11994562,-120.9434986,Cape Horn,other,SUBSTATION,39.11994562450587,-120.94349859858494,5.156867721011208e-07,True
746,66,Substation,' ',39.30962787,-120.5483422,Cisco Grove,pge,SUBSTATION,39.30962787094344,-120.54834221528311,1.3190659477202552e-06,True
747,66,Substation,' ',38.79881552,-121.2213126,Del Mar,pge,SUBSTATION,38.79881551672975,-121.2213126039165,4.974188196866377e-07,True
748,66,Substation,' ',39.01930167,-120.8302452,Foresthill,pge,SUBSTATION,39.01930166874294,-120.83024524168704,3.6041017634540576e-06,True
749,66,Substation,' ',38.95692848,-121.0422303,Halsey,pge,SUBSTATION,38.95692847708868,-121.04223033527708,3.067443119372203e-06,True
750,115,Substation,' ',38.74431607,-121.1616425,Horseshoe,pge,SUBSTATION,38.74431606810035,-121.16164253935796,3.419890347152989e-06,True
751,66,Substation,' ',38.9005233,-121.294094,Lincoln,pge,SUBSTATION,38.90052330344682,-121.29409397354496,2.3211755781723687e-06,True
752,66,Substation,' ',38.84450412,-121.1665604,Penryn,pge,SUBSTATION,38.84450411971604,-121.16656041028244,8.910640982606437e-07,True
753,66,Substation,' ',38.82209041,-121.3065408,Pleasant Grove,pge,SUBSTATION,38.822090412493125,-121.30654082172713,1.902560766619105e-06,True
754,66,Substation,' ',38.78796355,-121.231692,Rocklin,pge,SUBSTATION,38.78796354713167,-121.2316919770298,2.0162830140232816e-06,True
755,66,Substation,' ',39.11534451,-120.9529453,Shady Glen,pge,SUBSTATION,39.11534451385823,-120.95294531231836,1.1460771241560603e-06,True
756,66,Substation,' ',39.31387986,-120.4969207,Tamarack,pge,SUBSTATION,39.31387986258088,-120.4969206510396,4.221829559204456e-06,True
757,66,Substation,' ',38.78014499,-121.2461844,Taylor ,other,SUBSTATION,38.780144994770914,-121.2461843966075,6.065556256860067e-07,True
758,66,Substation,' ',39.03596259,-120.9879836,Weimar,pge,SUBSTATION,39.0359625927244,-120.9879836044398,4.886932211556909e-07,True
759,66,Substation,' ',38.701391,-121.193734,Santa Juanita-Canyon Fall,smud,SUBSTATION,38.70139100373464,-121.19373402375496,2.102824860430488e-06,True
760,66,Substation,' ',38.7374284,-121.3041565,SP Retarder Yard,smud,,38.7374283975057,-121.30415651282668,1.146567801870014e-06,True
761,66,Substation,' ',38.81036761,-121.3240488,Roseville,other,SUBSTATION,38.810367610337615,-121.32404876439637,3.085134781905084e-06,True
762,66,Substation,' ',39.8196694,-120.3751007,Beckworth,other,SUBSTATION,39.81966939945648,-120.37510073056542,2.611131995942842e-06,True
763,66,Substation,' ',39.79888809,-120.1596983,Chilcoot,other,SUBSTATION,39.79888809161944,-120.1596982501585,4.2617962897165534e-06,True
764,66,Substation,' ',39.80388056,-120.4646374,Portola,other,SUBSTATION,39.80388056196142,-120.46463740753954,6.799867587778591e-07,True
765,66,Substation,' ',40.1715573,-121.0853365,Big Meadows,pge,SUBSTATION,40.171557302152735,-121.08533652645772,2.2607129115051715e-06,True
766,66,Substation,' ',40.30242579,-121.2270207,Chester,pge,SUBSTATION,40.30242578830534,-121.22702068809072,1.027356865348096e-06,True
767,66,Substation,' ',40.02241742,-121.0654455,Grays Flat,pge,SUBSTATION,40.02241741879699,-121.06544554254224,3.625037367146221e-06,True
768,66,Substation,' ',39.9351719,-120.914496,Plumas,other,TAP,39.9351718979996,-120.91449598833844,1.0188548012224122e-06,True
769,66,Substation,' ',40.02697206,-120.9631234,Spanish Creek,pge,SUBSTATION,40.02697206206378,-120.96312342905055,2.484177743491e-06,True
770,115,Substation,' ',33.70934723,-116.2323083,Carreon,iid,SUBSTATION,33.709347230833906,-116.23230832273188,2.1047202002450813e-06,True
771,115,Substation,' ',33.80949125,-116.3886831,Edom,iid,SUBSTATION,33.80949125056851,-116.38868305040236,4.582810229289892e-06,True
772,115,Substation,' ',33.67175626,-116.2650291,Jefferson,iid,SUBSTATION,33.67175626466429,-116.26502908155214,1.7841999762129048e-06,True
773,66,Substation,' ',33.69937449,-116.3863461,Silver Spur,sce,SUBSTATION,33.69937449418112,-116.38634613363956,3.146526375593032e-06,True
774,115,Substation,' ',33.58697132,-116.0883118,Mecca,iid,SUBSTATION,33.58697132180075,-116.08831176558662,3.194014127013765e-06,True
775,115,Substation,' ',33.52323635,-115.9216318,North Shore,iid,SUBSTATION,33.52323635262647,-115.92163177172996,2.6368273306143074e-06,True
776,115,Substation,' ',33.43715191,-116.0598176,Oasis,iid,,33.43715190763784,-116.05981764453392,4.140692488159874e-06,True
777,115,Substation,' ',33.88785169,-116.3553041,Sky Valley,iid,SUBSTATION,33.887851694770696,-116.35530408913652,1.1344376640316468e-06,True
778,115,Substation,' ',33.63872707,-116.1362241,Thermal,iid,SUBSTATION,33.63872707052465,-116.1362240783216,2.0077262804965916e-06,True
779,115,Substation,' ',33.71886668,-116.1986917,Van Buren,iid,SUBSTATION,33.718866680168794,-116.19869170887917,8.214376060523592e-07,True
780,230,Substation,' ',33.70470622,-115.6266044,Julian Hinds,sce,SUBSTATION,33.704706224403715,-115.62660443514604,3.2878167505811447e-06,True
781,66,Substation,' ',33.97811931,-117.3700775,Riverside,other,SUBSTATION,33.97811931491831,-117.37007745448044,4.232767950192435e-06,True
782,115,Substation,' ',33.90206112,-117.2187445,Alessandro,sce,SUBSTATION,33.90206112145157,-117.21874445996944,3.6979818166274093e-06,True
783,66,Substation,' ',34.01134168,-117.5063472,Bain,sce,SUBSTATION,34.01134167884273,-117.50634723105088,2.8649284422089096e-06,True
784,115,Substation,' ',33.82896388,-117.2123222,Bunker,sce,SUBSTATION,33.82896388275175,-117.21232223126742,2.9043340508056087e-06,True
785,115,Substation,' ',33.858925,-117.3263444,Cajalco,sce,SUBSTATION,33.85892500432705,-117.32634444549969,4.228793219246123e-06,True
786,66,Substation,' ',33.84505856,-117.5377957,Chase,sce,SUBSTATION,33.84505855768209,-117.53779572194648,2.043134551149226e-06,True
787,115,Substation,' ',33.75747652,-116.3350763,Concho,sce,SUBSTATION,33.75747652276095,-116.3350762690745,2.8754102863081403e-06,True
788,66,Substation,' ',33.88440023,-117.5718877,Corona,sce,SUBSTATION,33.88440022839429,-117.5718877284675,2.6338937579737736e-06,True
789,115,Substation,' ',34.02933687,-117.3877244,Crestmore,sce,SUBSTATION,34.02933686873323,-117.38772441472548,1.3642875347370858e-06,True
790,66,Substation,' ',33.85543836,-117.5392955,Databank,sce,SUBSTATION,33.855438359393865,-117.53929549062774,8.680672922924994e-07,True
791,66,Substation,' ',33.89242954,-117.5801181,Delgen,sce,SUBSTATION,33.89242953731006,-117.58011805101614,4.531160789047844e-06,True
792,115,Substation,' ',33.80795835,-116.4939389,Eisenhower,sce,SUBSTATION,33.80795835340744,-116.49393889869204,3.976957120252214e-07,True
793,115,Substation,' ',33.67438334,-117.3261806,Elsinore,sce,SUBSTATION,33.67438333660014,-117.32618055901024,3.8118489471915238e-06,True
794,115,Substation,' ',33.84615835,-116.5050806,Farrell,sce,SUBSTATION,33.846158346381735,-116.50508055091905,4.550514778694078e-06,True
795,66,Substation,' ',33.92672299,-116.9287486,Foil,sce,SUBSTATION,33.92672298578089,-116.92874855600728,4.085976355336219e-06,True
796,115,Substation,' ',33.90148334,-116.5435333,Garnet,sce,SUBSTATION,33.90148334327056,-116.54353333522502,3.271249867678469e-06,True
797,66,Substation,' ',34.00502923,-117.4574435,Glen Avon,sce,SUBSTATION,34.00502922614702,-117.45744347371412,2.460600386942367e-06,True
798,115,Substation,' ',33.76026398,-117.477333,Ivyglen,sce,SUBSTATION,33.760263984393895,-117.47733295798588,3.914569907485339e-06,True
799,66,Substation,' ',33.85775076,-117.5883042,Jefferson,sce,SUBSTATION,33.85775075743802,-117.5883042324793,3.0126027255700208e-06,True
800,66,Substation,' ',33.86116105,-115.4886971,Kem,sce,SUBSTATION,33.86116104902012,-115.48869705391066,4.257061986158303e-06,True
801,115,Substation,' ',33.92601393,-116.9874583,Maraschino,sce,SUBSTATION,33.92601393014196,-116.98745834174946,3.852045930239837e-06,True
802,115,Substation,' ',33.94716607,-117.2433136,Maxwell,sce,SUBSTATION,33.947166073644965,-117.24331358260132,1.6552766911228665e-06,True
803,115,Substation,' ',33.73638889,-116.9200361,Mayberry,sce,SUBSTATION,33.73638888798358,-116.92003610825964,7.959970779379977e-07,True
804,115,Substation,' ',33.503775,-117.1404167,Moraga,sce,SUBSTATION,33.50377500077366,-117.1404166593142,3.7733619401386912e-06,True
805,115,Substation,' ',33.94704447,-117.1725056,Moreno,sce,SUBSTATION,33.9470444662988,-117.17250558198486,1.711961710110076e-06,True
806,115,Substation,' ',33.7723639,-116.9883194,Nelson,sce,SUBSTATION,33.77236389650971,-116.98831944377406,4.064656166091603e-06,True
807,115,Substation,' ',33.54372221,-117.0435584,Pauba,sce,SUBSTATION,33.54372220593668,-117.04355835143951,4.523063523399284e-06,True
808,66,Substation,' ',33.95892401,-117.52272,Pedley,sce,SUBSTATION,33.95892400920189,-117.5227199907491,8.578082348496749e-07,True
809,115,Substation,' ',33.74781668,-116.3920917,Santa Rosa,sce,SUBSTATION,33.74781667585365,-116.3920916618026,3.5616055654625754e-06,True
810,115,Substation,' ',33.63091389,-117.2920056,Skylark,sce,SUBSTATION,33.63091389447492,-117.29200555273722,4.40395046607905e-06,True
811,115,Substation,' ',33.55781389,-117.2032139,Stadler,sce,SUBSTATION,33.557813888566315,-117.20321386975452,2.8071332345866206e-06,True
812,115,Substation,' ',33.73355277,-117.0073389,Stetson,sce,SUBSTATION,33.733552770001786,-117.00733888075786,1.7793759005233794e-06,True
813,115,Substation,' ',33.791975,-116.4499445,Tamarisk,sce,SUBSTATION,33.79197500096935,-116.4499444540048,4.2517789635653205e-06,True
814,115,Substation,' ',33.90877226,-117.2597778,Tanker,sce,SUBSTATION,33.90877225981747,-117.25977782125592,1.961679700602056e-06,True
815,115,Substation,' ',33.81365833,-116.5320444,Thornhill,sce,SUBSTATION,33.81365832885198,-116.53204443248922,3.004278316529621e-06,True
816,115,Substation,' ',33.73999442,-117.1561138,Valley,sce,SUBSTATION,33.73999442392952,-117.1561138094946,9.806499049522566e-07,True
817,66,Substation,' ',34.01056535,-117.0513646,Yucaipa,sce,SUBSTATION,34.01056535054399,-117.0513646355591,3.2781564737812983e-06,True
818,66,Substation,' ',38.63011999,-121.156246,Alder Creek,smud,SUBSTATION,38.63011998592827,-121.15624598014142,1.7834342112295536e-06,True
819,66,Substation,' ',38.60551183,-121.2119995,Nimbus,other,SUBSTATION,38.60551182512586,-121.21199951663236,1.5435411552189447e-06,True
820,66,Substation,' ',38.57360799,-121.297968,Mather,other,SUBSTATION,38.57360799468832,-121.29796798742665,1.2109937933634415e-06,True
821,66,Substation,' ',38.22554469,-121.4739245,New Hope,other,SUBSTATION,38.22554469447242,-121.47392448781096,1.1751583783621987e-06,True
822,66,Substation,' ',38.53924448,-121.4454023,14th & 52nd,smud,SUBSTATION,38.5392444792033,-121.44540229161132,7.349626853241178e-07,True
823,66,Substation,' ',38.49108101,-121.479797,24th & Gardendale,smud,SUBSTATION,38.491081006146445,-121.47979698977512,9.87691429342637e-07,True
824,66,Substation,' ',38.67826602,-121.387198,34th & E,smud,SUBSTATION,38.67826601660655,-121.38719799384208,6.543085571906583e-07,True
825,66,Substation,' ',38.51711557,-121.5156782,43Rd & S. Land,smud,SUBSTATION,38.51711557051675,-121.51567822185308,1.9021162996755e-06,True
826,66,Substation,' ',38.5204268,-121.380017,88th-Fruitridge,smud,SUBSTATION,38.52042680479885,-121.38001702621614,2.34232615937161e-06,True
