bus_i,kV,Type,Import,Lat,Lon,nearest_basin_name,nearest_basin_owner,nearest_basin_type,nearest_basin_lat,nearest_basin_lon,dist_km,matched
1722,115,Substation,' ',32.67353827,-115.3920561,Drop 5,iid,SUBSTATION,32.67353826795076,-115.3920560644586,3.334450917882597e-06,True
1723,66,Substation,' ',41.93298104,-122.4367485,Iron Gate,pacificorp,,41.932981039006506,-122.43674846188034,3.1552274511426497e-06,True
1724,66,Substation,' ',41.97986964,-122.3359387,Copco 1,pacificorp,SUBSTATION,41.97986963624015,-122.33593870697112,7.119208002981396e-07,True
1725,115,Substation,' ',41.60383182,-122.5226591,Lucerne,pacificorp,SUBSTATION,41.60383181796002,-122.5226590674409,2.7166579343617502e-06,True
1726,230,Substation,' ',40.98975466,-121.4967732,Pit 1 A,pge,SUBSTATION,40.98975466438371,-121.49677324479578,3.791305824093474e-06,True
1727,230,Substation,' ',40.98709396,-121.8493033,Pit 4,pge,SUBSTATION,40.98709395894264,-121.84930328788134,1.0239693121944859e-06,True
1728,230,Substation,' ',40.99253306,-121.9746015,James B. Black,pge,SUBSTATION,40.99253305530018,-121.97460152736431,2.355375264655683e-06,True
1729,230,Substation,' ',40.92227055,-121.9923454,Pit 6,pge,SUBSTATION,40.92227055364233,-121.99234538707358,1.1591204783631658e-06,True
1730,230,Substation,' ',40.98672929,-121.9765849,Pit 5,pge,SUBSTATION,40.98672928632707,-121.97658491117306,1.0229006883811324e-06,True
1731,230,Substation,' ',40.79696775,-122.7614314,Trinity Hydro,other,SUBSTATION,40.79696775156744,-122.76143137687087,1.954745480964506e-06,True
1732,230,Substation,' ',40.59823642,-122.5371186,Whiskeytown,wapa,SUBSTATION,40.59823642127988,-122.53711860373672,3.4610267808620454e-07,True
1733,230,Substation,' ',40.64590342,-122.6257398,Carr,wapa,SUBSTATION,40.64590341695069,-122.6257398136769,1.2026928267683133e-06,True
1734,66,Substation,' ',40.67817555,-121.8730925,Kilarc,pge,SUBSTATION,40.67817555451951,-121.87309246356546,3.1132921734786102e-06,True
1735,66,Substation,' ',40.57186647,-122.0203827,Cow Creek,pge,SUBSTATION,40.57186647034807,-122.0203827065687,5.561568045736867e-07,True
1736,66,Substation,' ',40.73723942,-122.3224981,Mt. Gate,pge,SUBSTATION,40.73723942472659,-122.32249810228689,5.597779208396841e-07,True
1737,115,Substation,' ',40.63357895,-122.3918969,Beltline,other,SUBSTATION,40.633578946207,-122.39189692931272,2.5092432211704036e-06,True
1738,66,Substation,' ',40.74435042,-122.3083163,Mt. Gate Junction,pge,SUBSTATION,40.74435042460144,-122.30831628967974,1.0088083295440844e-06,True
1739,115,Substation,' ',40.53504296,-122.3775951,Moore Road,other,SUBSTATION,40.53504296199494,-122.37759514265812,3.611818979742156e-06,True
1740,115,Substation,' ',40.58640252,-122.3952491,Oregon St,other,SUBSTATION,40.58640251499354,-122.39524905976924,3.442567200898105e-06,True
1741,115,Substation,' ',40.57484532,-122.3894841,Waldon,other,SUBSTATION,40.57484532061687,-122.3894841084286,7.151669395378365e-07,True
1742,230,Substation,' ',40.6280133,-122.4677291,Spring Creek,wapa,SUBSTATION,40.62801329547465,-122.4677291346775,2.9694408531956474e-06,True
1743,66,Substation,' ',40.40490556,-122.1217246,Coleman,other,SUBSTATION,40.40490555533054,-122.12172456111702,3.333029092712957e-06,True
1744,115,Substation,' ',40.51800505,-122.3153389,Airport Road 1,other,SUBSTATION,40.51800504582735,-122.31533890316436,5.355591484089682e-07,True
1745,66,Substation,' ',40.45955127,-121.8664328,Volta 1,pge,SUBSTATION,40.45955126665701,-121.8664328193955,1.682518850358911e-06,True
1746,66,Substation,' ',40.40132958,-121.9651054,Inskip,pge,SUBSTATION,40.40132957916039,-121.9651053658046,2.8970856741468735e-06,True
1747,66,Substation,' ',40.14465791,-122.2116928,Packaging,other,SUBSTATION,40.14465790634146,-122.21169283037932,2.6140778065889537e-06,True
1748,115,Substation,' ',40.17581925,-121.1907463,Butt Valley,pge,SUBSTATION,40.17581924598903,-121.1907463469757,4.015922775293265e-06,True
1749,66,Substation,' ',39.97493535,-120.9447603,Unknown,pge,,39.974935345896654,-120.94476034344426,3.729963754629858e-06,True
1750,66,Substation,' ',39.75696824,-120.3708737,Marble,other,SUBSTATION,39.75696823722704,-120.37087365834935,3.5737336879192697e-06,True
1751,66,Substation,' ',39.80126759,-120.6449025,Mohawk,other,SUBSTATION,39.801267592094575,-120.64490254916258,4.206296264238771e-06,True
1752,66,Substation,' ',39.24586381,-120.0274494,Kings Beach,other,SUBSTATION,39.24586380561402,-120.027449421649,1.9270089443703814e-06,True
1753,66,Substation,' ',39.13686954,-121.6401138,Greenleaf Unit Ii,other,SUBSTATION,39.13686953790881,-121.6401137762936,2.05779074834948e-06,True
1754,66,Substation,' ',39.0525088,-121.6919042,Sutter Power,pge,SUBSTATION,39.05250879544234,-121.69190423802937,3.322730316936155e-06,True
1755,115,Substation,' ',38.88992636,-121.0984958,Wise,pge,SUBSTATION,38.88992635835282,-121.09849583458151,2.9985950831129193e-06,True
1756,115,Substation,' ',38.8057044,-122.8149792,Geysers Unit 3,pge,SUBSTATION,38.80570439815968,-122.81497922510012,2.184568526196577e-06,True
1757,115,Substation,' ',38.81471409,-122.8020392,Ridge Line,pge,SUBSTATION,38.81471408642573,-122.80203918048647,1.7367485017111118e-06,True
1758,230,Substation,' ',38.8053101,-122.7838602,Cobb Creek,pge,SUBSTATION,38.80531010470983,-122.78386017768248,2.003515664259009e-06,True
1759,66,Substation,' ',37.31772837,-122.0887268,Magnesium,pge,,37.31772836573991,-122.0887268467429,4.160611783419034e-06,True
1760,230,Substation,' ',38.795979,-122.7670067,Fumarole,pge,SUBSTATION,38.79597899954995,-122.76700668231793,1.5332044026019915e-06,True
1761,66,Substation,' ',38.7794983,-121.2827414,Park,pge,SUBSTATION,38.77949830211822,-121.28274135487744,3.91845971310415e-06,True
1762,230,Substation,' ',38.75227765,-122.7195493,NCPA 1&2,pge,SUBSTATION,38.752277648346734,-122.71954930248444,2.8321469440544395e-07,True
1763,66,Substation,' ',38.60655701,-122.852858,Fitch Mt.,pge,SUBSTATION,38.60655700780188,-122.85285800306566,3.615280603598059e-07,True
1764,66,Substation,' ',38.64740601,-121.411359,Mcclellan-Bell,smud,SUBSTATION,38.64740601249178,-121.4113590028844,3.735170850329196e-07,True
1765,66,Substation,' ',38.60630599,-121.34661,Walnut,smud,SUBSTATION,38.60630598571929,-121.34660998589092,1.3151469918217331e-06,True
1766,66,Substation,' ',38.62063386,-121.405762,Wright,smud,SUBSTATION,38.62063386141434,-121.40576201043108,9.197586815569341e-07,True
1767,66,Substation,' ',38.59310499,-121.237507,White Rock-Aerojet,smud,,38.59310498736732,-121.23750700896056,8.319621913259038e-07,True
1768,66,Substation,' ',38.61922402,-121.282636,Carmichael Id,smud,SUBSTATION,38.61922401696264,-121.28263598424904,1.4094728870076593e-06,True
1769,66,Substation,' ',38.60908499,-121.491049,Azusa -Thelma,smud,SUBSTATION,38.609084994080106,-121.49104898790256,1.1448766999040807e-06,True
1770,66,Substation,' ',38.61934901,-121.439584,Alamos,smud,SUBSTATION,38.6193490142511,-121.43958401746362,1.5891327907380612e-06,True
1771,66,Substation,' ',38.58062618,-121.3851902,Larch-Northrop,smud,SUBSTATION,38.58062617961389,-121.38519023916793,3.4049273018194472e-06,True
1772,66,Substation,' ',38.59787636,-121.3812278,Pak-N-Save 1,smud,SUBSTATION,38.59787635547851,-121.3812278306119,2.707378660666441e-06,True
1773,66,Substation,' ',38.57077511,-121.451394,Arden Pumping Sta.,smud,SUBSTATION,38.57077510735377,-121.45139398751697,1.1244131086677215e-06,True
1774,66,Substation,' ',38.55643741,-121.4265029,Csus,smud,SUBSTATION,38.55643740868742,-121.42650292876712,2.5056660706575275e-06,True
1775,66,Substation,' ',38.53171154,-121.4001031,Air Products 2,smud,SUBSTATION,38.5317115365701,-121.40010307874805,1.8875075291540404e-06,True
1776,66,Substation,' ',38.52911015,-121.7513987,UC Davis,pge,SUBSTATION,38.52911014688864,-121.7513986700727,2.6261697476826704e-06,True
1777,66,Substation,' ',38.49860176,-121.4279462,Pak-N-Save 2,smud,,38.49860176056151,-121.42794623913282,3.406057985213933e-06,True
1778,66,Substation,' ',38.34437299,-121.1235694,Rancho Seco,smud,SUBSTATION,38.3443729852998,-121.12356941729524,1.5962961346440237e-06,True
1779,66,Substation,' ',38.271455,-121.312744,Air Products 1,smud,SUBSTATION,38.27145500144809,-121.31274401793031,1.5735313722728009e-06,True
1780,66,Substation,' ',38.27497882,-121.282964,Marengo-SPRR,smud,SUBSTATION,38.27497882475674,-121.28296399112668,9.379426096016718e-07,True
1781,115,Substation,' ',38.19806517,-122.1551376,Cordelia Interm Pumps,other,SUBSTATION,38.19806516907967,-122.15513756387683,3.1583034104712233e-06,True
1782,115,Substation,' ',38.20550643,-122.147878,Jameson,pge,SUBSTATION,38.20550643382101,-122.1478779805956,1.7479181347008134e-06,True
1783,230,Substation,' ',38.123638,-121.829231,US Windpower,other,SUBSTATION,38.12363800494861,-121.8292309874816,1.2255235308113658e-06,True
1784,66,Substation,' ',38.24122071,-121.8557539,Creed Energy,pge,SUBSTATION,38.24122070720033,-121.85575393461002,3.03861276925451e-06,True
1785,66,Substation,' ',38.22659284,-121.8441836,Goose Haven,pge,SUBSTATION,38.2265928409433,-121.84418359857176,1.6299134909141047e-07,True
1786,115,Substation,' ',38.22688953,-121.0245828,Camanche Dam,other,SUBSTATION,38.22688952562461,-121.02458280408376,6.032848171045503e-07,True
1787,230,Substation,' ',38.08793823,-121.3882058,Lodi Stig,other,SUBSTATION,38.08793822765308,-121.38820584802858,4.211441225845366e-06,True
1788,66,Substation,' ',38.11600961,-121.290442,Henning,pge,SUBSTATION,38.11600960870221,-121.29044203727057,3.26376924504958e-06,True
1789,66,Substation,' ',38.13724028,-121.2613779,Lodi,other,SUBSTATION,38.137240278833545,-121.2613778814748,1.6253712821987473e-06,True
1790,66,Substation,' ',37.91255598,-121.2633716,Stockton Cogen,pge,SUBSTATION,37.9125559768013,-121.26337159943589,3.5910501381291526e-07,True
1791,66,Substation,' ',37.93766718,-121.3283912,Stockton Wastewater,other,SUBSTATION,37.9376671775382,-121.3283912215907,1.913129532229857e-06,True
1792,66,Substation,' ',37.79785502,-121.274217,Vierra,pge,SUBSTATION,37.797855016410985,-121.2742169983529,4.2451013680869136e-07,True
1793,66,Substation,' ',37.80878549,-121.2765713,Howland Road,pge,SUBSTATION,37.80878549138279,-121.27657128699784,1.1525543234087292e-06,True
1794,66,Substation,' ',37.75614112,-121.4169099,Leprino Foods (Tracy),other,SUBSTATION,37.7561411160082,-121.41690987319215,2.3982029366482134e-06,True
1795,115,Substation,' ',37.67245302,-121.5443886,AEC 2,other,SUBSTATION,37.67245301715513,-121.5443886182344,1.6357387400144601e-06,True
1796,115,Substation,' ',37.72005266,-121.4884286,Thermal Energy,pge,SUBSTATION,37.72005265740157,-121.48842859533217,5.020417490518545e-07,True
1797,115,Substation,' ',37.71036086,-121.4899576,GWF Tracy,pge,SUBSTATION,37.71036085561445,-121.48995755444668,4.036786457480935e-06,True
1798,115,Substation,' ',37.73691799,-122.3768664,Hunters Point,pge,SUBSTATION,37.73691799383807,-122.37686636880566,2.7761128538290597e-06,True
1799,115,Substation,' ',37.74602982,-122.4033721,Bayshore ,pge,SUBSTATION,37.74602981587972,-122.40337211093212,1.0648152583635368e-06,True
1800,66,Substation,' ',37.64289802,-121.040375,Rosemore A,other,,37.64289801647388,-121.04037499349904,6.938060298267185e-07,True
1801,66,Substation,' ',37.65300923,-121.0196588,Woodland- Mid,other,SUBSTATION,37.65300922969731,-121.01965877709924,2.016366973832583e-06,True
1802,66,Substation,' ',37.637159,-120.993187,12th Street,other,SUBSTATION,37.63715899773227,-120.99318701199228,1.0856637901314364e-06,True
1803,66,Substation,' ',37.641965,-121.00605,8th Street,other,SUBSTATION,37.64196500377312,-121.00605000020984,4.199588563381732e-07,True
1804,66,Substation,' ',37.62925302,-120.931338,Mcclure,other,SUBSTATION,37.62925301630144,-120.93133798609162,1.2920285235253757e-06,True
1805,66,Substation,' ',37.48947163,-120.8380604,F Street,other,SUBSTATION,37.48947162508136,-120.83806038958495,1.0693596791055655e-06,True
1806,115,Substation,' ',37.48773294,-120.8968342,Walnut Energy,other,SUBSTATION,37.48773293527221,-120.8968341728128,2.455694329456945e-06,True
1807,66,Substation,' ',37.45537671,-122.1782867,Sri,pge,SUBSTATION,37.45537671251861,-122.17828672892516,2.568524580918048e-06,True
1808,66,Substation,' ',37.4547593,-121.9355511,Newby Island I,pge,SUBSTATION,37.454759299452746,-121.93555105344583,4.109801923087523e-06,True
1809,115,Substation,' ',37.40954139,-122.0317761,Lockheed 1,other,SUBSTATION,37.40954138684667,-122.03177614066104,3.608405545449697e-06,True
1810,115,Substation,' ',37.41613333,-122.0308028,Lockheed 2,other,SUBSTATION,37.41613333334354,-122.03080277718443,2.048988533704036e-06,True
1811,115,Substation,' ',37.41811202,-122.063481,Nasa,other,SUBSTATION,37.418112018487015,-122.06348097931397,1.834585663994372e-06,True
1812,66,Substation,' ',37.36941523,-121.9445236,Container Corp.,svp,SUBSTATION,37.369415234020046,-121.94452359859427,4.6394879426656523e-07,True
1813,115,Substation,' ',37.26909516,-121.7872462,Piercy,pge,SUBSTATION,37.26909515749541,-121.78724623859824,3.426853483347075e-06,True
1814,66,Substation,' ',37.22643981,-121.9773522,Los Gatos,pge,SUBSTATION,37.22643981154891,-121.97735216024137,3.524402972892311e-06,True
1815,115,Substation,' ',37.24447236,-121.7964123,IBM Cottle,other,SUBSTATION,37.24447235977669,-121.79641226136307,3.4201505641903843e-06,True
1816,115,Substation,' ',37.21507985,-121.8043416,IBM Harry Road,other,SUBSTATION,37.21507985425151,-121.80434161998434,1.831717706891056e-06,True
1817,66,Substation,' ',37.2142178,-121.8952356,Guadalupe,pge,SUBSTATION,37.21421780228547,-121.89523561623888,1.4602902996014094e-06,True
1818,115,Substation,' ',37.19925063,-121.7490891,IBM Bailey Road,other,SUBSTATION,37.19925063166495,-121.74908910855162,7.797206670781296e-07,True
1819,500,Substation,' ',37.22628255,-121.7462767,Metcalf 2,pge,SUBSTATION,37.22628255275606,-121.74627670579927,5.979647508007408e-07,True
1820,230,Substation,' ',37.22141404,-121.746599,Metcalf Energy Center,pge,SUBSTATION,37.22141403525465,-121.7465990269561,2.444457452938176e-06,True
1821,115,Substation,' ',36.99859078,-121.5364215,Gilroy Food I,other,SUBSTATION,36.99859077860152,-121.536421537882,3.367736583472619e-06,True
1822,66,Substation,' ',36.91115927,-121.7679575,Calpine Monterey,other,SUBSTATION,36.91115926832345,-121.7679575216844,1.9369071702972217e-06,True
1823,115,Substation,' ',35.02029675,-117.5662498,SEGS 6,sce,SUBSTATION,35.02029674996945,-117.5662498456552,4.157497156905605e-06,True
1824,115,Substation,' ',35.01551078,-117.5657344,SEGS 7,sce,SUBSTATION,35.0155107843272,-117.565734353386,4.272239511686408e-06,True
1825,115,Substation,' ',35.01904365,-117.5555104,SEGS 5,sce,SUBSTATION,35.019043649308585,-117.5555103699416,2.73832849518507e-06,True
1826,115,Substation,' ',35.01185281,-117.5556662,SEGS 4,sce,SUBSTATION,35.01185281371926,-117.55566618248402,1.6479577512024092e-06,True
1827,115,Substation,' ',35.00735718,-117.5557409,SEGS 3,sce,SUBSTATION,35.007357180705725,-117.5557409365196,3.3270355006405336e-06,True
1828,115,Substation,' ',35.70415183,-117.3933603,Westend,sce,SUBSTATION,35.70415183188721,-117.39336034342632,3.926785514041846e-06,True
1829,115,Substation,' ',35.76488065,-117.3754457,Trona,sce,SUBSTATION,35.76488065091537,-117.37544565456528,4.100656829253781e-06,True
1830,500,Substation,' ',35.21629199,-120.847388,Diablo Canyon,pge,SUBSTATION,35.21629198772879,-120.84738797907124,1.9179529272586217e-06,True
1831,230,Substation,' ',34.14883909,-115.1219475,Iron Mt.,sce,SUBSTATION,34.148839089191185,-115.12194753694088,3.400596847798608e-06,True
1832,115,Substation,' ',34.94478983,-120.4577742,Santa Maria Cogen,pge,SUBSTATION,34.94478983212465,-120.45777417291836,2.479688732311187e-06,True
1833,115,Substation,' ',34.86159802,-116.8280445,SEGS 2,sce,SUBSTATION,34.86159802212094,-116.828044497378,3.359313093501082e-07,True
1834,230,Substation,' ',34.59531611,-117.3630892,Caldwell,other,SUBSTATION,34.59531611164384,-117.36308916714994,3.012440350500709e-06,True
1835,66,Substation,' ',34.76375276,-120.5259889,Vandenberg Afb,other,SUBSTATION,34.76375276364824,-120.52598890492688,6.059027092545147e-07,True
1836,66,Substation,' ',34.60605018,-117.3350898,Rivertex,sce,SUBSTATION,34.60605018438025,-117.33508975017422,4.586088503865774e-06,True
1837,115,Substation,' ',34.38305539,-116.9411811,Pluess,sce,SUBSTATION,34.38305539326738,-116.94118109522248,5.693941172392168e-07,True
1838,115,Substation,' ',34.566,-117.3124944,Soport,sce,SUBSTATION,34.56600000012016,-117.31249444437476,4.0632414695864914e-06,True
1839,66,Substation,' ',34.4041565,-119.7265495,Playa,sce,SUBSTATION,34.40415649618411,-119.7265494587461,3.80850335889294e-06,True
1840,230,Substation,' ',34.29103334,-114.141425,Parker 2,wapa,SUBSTATION,34.29103333729369,-114.14142500212164,3.5853559063263046e-07,True
1841,115,Substation,' ',34.30747075,-117.3234937,Mojave Siphon,other,SUBSTATION,34.30747075398313,-117.32349372436823,2.2816155060490682e-06,True
1842,66,Substation,' ',34.14563804,-117.0591055,Santa Ana 1,sce,SUBSTATION,34.14563804353655,-117.05910549853571,4.1569378161731527e-07,True
1843,115,Substation,' ',34.0742056,-117.0774917,Crafton Hills,sce,SUBSTATION,34.07420559611151,-117.07749168215464,1.6995518287802397e-06,True
1844,66,Substation,' ',34.0417976,-117.36086,Agua Mansa,sce,SUBSTATION,34.04179760028816,-117.36086002346742,2.1625120347045043e-06,True
1845,115,Substation,' ',34.08802668,-117.0396618,Mill Creek 3,sce,SUBSTATION,34.08802667945183,-117.03966182869893,2.643560402560423e-06,True
1846,66,Substation,' ',34.04401675,-117.5682165,Milliken,sce,SUBSTATION,34.0440167484247,-117.56821647421552,2.3821526068262794e-06,True
1847,66,Substation,' ',33.98992232,-117.6806503,OLS Energy Chino,sce,SUBSTATION,33.989922321328386,-117.68065032388006,2.2065887121334097e-06,True
1848,115,Substation,' ',33.94999167,-116.66685,Seawind,sce,SUBSTATION,33.94999167221292,-116.66685000566932,5.779311746600373e-07,True
1849,115,Substation,' ',33.91601977,-116.7183577,Unknown,sce,SUBSTATION,33.91601976606559,-116.71835765306491,4.353013354931154e-06,True
1850,115,Substation,' ',33.91775834,-116.6428055,Renwind,sce,SUBSTATION,33.91775833666313,-116.64280554867982,4.507176332502163e-06,True
1851,115,Substation,' ',33.93719236,-116.6157222,Venwind,sce,SUBSTATION,33.93719236092514,-116.61572219113378,8.243775618630882e-07,True
1852,115,Substation,' ',33.92625001,-116.6148056,Sanwind,sce,,33.92625000780043,-116.61480555280728,4.3610868808158125e-06,True
1853,115,Substation,' ',33.92066048,-116.5811554,Tiffanywind,sce,SUBSTATION,33.9206604839667,-116.581155374492,2.394615632409379e-06,True
1854,115,Substation,' ',33.92176389,-116.5797111,Buckwind,sce,SUBSTATION,33.921763886798004,-116.5797110939545,6.61760401691055e-07,True
1855,115,Substation,' ',33.93161389,-116.5689805,Terawind,sce,SUBSTATION,33.93161388587051,-116.56898054727895,4.386006825056361e-06,True
1856,115,Substation,' ',33.90733058,-116.5798389,Altwind,sce,SUBSTATION,33.90733057644093,-116.579838882724,1.6427016119747778e-06,True
1857,115,Substation,' ',33.90721389,-116.5793333,Mountwind,sce,SUBSTATION,33.90721388895275,-116.57933333542556,3.271332634141877e-06,True
1858,115,Substation,' ',33.91063251,-116.5528915,Indigo,sce,SUBSTATION,33.91063250632866,-116.55289148805548,1.1754276437358484e-06,True
1859,66,Substation,' ',33.9307667,-117.2935923,Springs Generation,other,SUBSTATION,33.93076669534415,-117.2935923358473,3.347540376915029e-06,True
1860,115,Substation,' ',33.87760559,-116.4643638,Capwind,sce,SUBSTATION,33.87760559424886,-116.46436384868412,4.519156523495841e-06,True
1861,66,Substation,' ',33.96216982,-117.4528961,Rerc,other,SUBSTATION,33.96216981563295,-117.45289612125856,2.0198293307139323e-06,True
1862,500,Substation,' ',33.67121576,-115.5589824,Capacitor,sce,SUBSTATION,33.67121576210494,-115.55898243532164,3.2770358508648803e-06,True
1863,66,Substation,' ',33.85479613,-117.4538978,MWD Lake Mathews,sce,SUBSTATION,33.8547961312797,-117.4538977497909,4.638594758849886e-06,True
1864,115,Substation,' ',33.91713502,-116.7346083,Banwind,sce,SUBSTATION,33.91713501522253,-116.73460831594586,1.5643580791970985e-06,True
1865,115,Substation,' ',33.83565128,-117.1830736,Perris,sce,SUBSTATION,33.835651283900184,-117.18307361774472,1.6953583451977882e-06,True
1866,66,Substation,' ',33.85342728,-117.8570252,Dowling,other,SUBSTATION,33.85342728094698,-117.85702516325073,3.3951888454956784e-06,True
1867,66,Substation,' ',33.83104984,-117.9113948,Anaheim,other,SUBSTATION,33.83104983980629,-117.91139484928551,4.552442071872376e-06,True
1868,66,Substation,' ',33.80449763,-117.900745,Katella,other,SUBSTATION,33.80449763031589,-117.90074500993482,9.186121335296859e-07,True
1869,115,Substation,' ',33.77345347,-116.2845082,Avenue 42,iid,SUBSTATION,33.773453474739725,-116.28450817131476,2.7032482333559577e-06,True
1870,115,Substation,' ',33.74289723,-116.1966315,Shadow Hills,iid,SUBSTATION,33.74289723053262,-116.19663151636452,1.5142683539585035e-06,True
1871,115,Substation,' ',33.66994416,-116.1571434,Avenue 52,iid,SUBSTATION,33.669944160542364,-116.15714338015697,1.8372917396291125e-06,True
1872,115,Substation,' ',33.67655626,-116.1724908,Coachella Switching,iid,SUBSTATION,33.67655626334254,-116.17249077883844,1.9931330871077827e-06,True
1873,115,Substation,' ',33.69921608,-116.269905,Avenue 48,iid,SUBSTATION,33.69921608107118,-116.26990497247824,2.548819202330928e-06,True
1874,115,Substation,' ',33.63038756,-116.2392514,Avenue 58,iid,SUBSTATION,33.63038756058305,-116.23925142343738,2.1708939633204703e-06,True
1875,115,Substation,' ',33.68098774,-117.0698252,MWD Eastside Res,other,SUBSTATION,33.680987744334345,-117.0698251673193,3.0620977266149738e-06,True
1876,115,Substation,' ',33.687275,-117.1460111,Sun City,sce,SUBSTATION,33.68727500392857,-117.14601111342436,1.3166407108484493e-06,True
1877,66,Substation,' ',33.06849724,-117.1413944,Olivanhain,sdge,SUBSTATION,33.06849723734161,-117.14139443313611,3.1018542325642352e-06,True
1878,66,Substation,' ',32.87607979,-117.1658958,Miramar Gt,sdge,SUBSTATION,32.87607978917124,-117.16589583859414,3.605357155939542e-06,True
1879,66,Substation,' ',32.883611,-117.222466,UC San Diego,sdge,SUBSTATION,32.883610995853,-117.22246600135104,4.780723795225668e-07,True
1880,66,Substation,' ',32.67076687,-117.1147256,Naval Station,sdge,SUBSTATION,32.670766868659534,-117.1147256273952,2.568582622282316e-06,True
1881,66,Substation,' ',32.5916948,-117.0585226,MMC Chula,sdge,SUBSTATION,32.591694799646106,-117.05852264766985,4.466126210383055e-06,True
1882,66,Substation,' ',32.56629513,-116.9443235,Larkspur Energy Facility,sdge,SUBSTATION,32.5662951280479,-116.94432349575996,4.527650231350178e-07,True
1883,66,Substation,' ',39.11355687,-121.3330798,Beale Afb 2,other,SUBSTATION,39.11355687338174,-121.3330798473903,4.105892009046652e-06,True
1884,66,Substation,' ',39.09777864,-121.3373207,Beale Afb 1,other,SUBSTATION,39.09777864458771,-121.33732066109832,3.395565573850977e-06,True
1885,115,Substation,' ',38.67863771,-121.7600408,Woodland,pge,SUBSTATION,38.67863770636255,-121.76004075764016,3.6992592051863193e-06,True
1886,66,Substation,' ',38.60717675,-121.5241233,Dist. 1000,smud,SUBSTATION,38.60717675095425,-121.52412332864782,2.4915385245089446e-06,True
1887,115,Substation,' ',38.24645008,-120.0338424,Donnells-Curtis,pge,SUBSTATION,38.246450076997306,-120.03384241420105,1.2843023087816486e-06,True
1888,115,Substation,' ',38.20287089,-120.0768601,Beardsley,pge,SUBSTATION,38.20287088680954,-120.07686006915937,2.7181018899317445e-06,True
1889,115,Substation,' ',38.18612556,-120.150002,Sand Bar,pge,SUBSTATION,38.186125561643735,-120.15000199836854,2.3181632877776867e-07,True
1890,115,Substation,' ',38.13789804,-120.3701892,Stanislaus,other,SUBSTATION,38.13789804274525,-120.37018923243194,2.852804053636037e-06,True
1891,66,Substation,' ',37.6966396,-120.4201211,Don Pedro,other,SUBSTATION,37.696639603103,-120.42012114026429,3.559375849883301e-06,True
1892,66,Substation,' ',36.13582345,-118.7890314,Tule,sce,SUBSTATION,36.135823448906976,-118.78903137578573,2.177918008521222e-06,True
1893,66,Substation,' ',34.19593016,-119.1668901,Oxgen,sce,SUBSTATION,34.19593015682259,-119.16689009722212,4.3600707815888034e-07,True
1894,66,Substation,' ',34.14297045,-119.1828051,Willamette,sce,,34.1429704530186,-119.18280505446756,4.2037392227417945e-06,True
1895,66,Substation,' ',34.14113701,-119.1844939,Oxnard Wastewater ,sce,SUBSTATION,34.141137010279785,-119.18449389905668,9.222170876796434e-08,True
1896,66,Substation,' ',34.15667223,-119.2092028,Lehman,sce,SUBSTATION,34.156672225833745,-119.20920277637832,2.2223560876528817e-06,True
1897,115,Substation,' ',32.68431555,-114.4695691,Gila,wapa,,32.68431554697007,-114.4695691193214,1.839374480791023e-06,True
1898,500,Substation,'IMPORT',42.07986401,-121.3901623,Captain Jack,other,,42.079864012574575,-121.39016226831134,2.630891359106068e-06,True
1899,66,Substation,' ',39.93440815,-120.8882835,Quincy,other,SUBSTATION,39.934408152091166,-120.88828350017997,2.33031843382651e-07,True
1900,66,Substation,' ',38.21807754,-122.1584791,PG&E Pumping Station,pge,SUBSTATION,38.21807754072103,-122.15847906827008,2.773134062702097e-06,True
1901,66,Substation,' ',34.99610491,-117.3036821,Sandlot,sce,SUBSTATION,34.99610491320834,-117.3036820511044,4.468160266054158e-06,True
1902,66,Substation,' ',38.57810705,-121.28952,Reserver Intl,smud,SUBSTATION,38.57810705400959,-121.28951996403042,3.1583765806595696e-06,True
1903,66,Substation,' ',38.27385606,-121.3138934,Live Oak,smud,SUBSTATION,38.27385606203207,-121.3138933544295,3.984470419219957e-06,True
1904,115,Substation,' ',38.27647582,-121.7967847,Barker Slough Pumping Station,pge,SUBSTATION,38.2764758192872,-121.79678467503042,2.181070132012574e-06,True
1905,230,Substation,' ',38.05886608,-121.3769021,Eight Mile,pge,SUBSTATION,38.05886607785135,-121.37690208647813,1.2077394511603202e-06,True
1906,115,Substation,' ',37.77065318,-122.2246715,Owens-Brockway,other,SUBSTATION,37.770653184575934,-122.22467145889723,3.6484289878309536e-06,True
1907,230,Substation,' ',37.25376296,-121.9662772,Vasona,pge,SUBSTATION,37.25376295961767,-121.96627723605908,3.1917640227430192e-06,True
1908,66,Substation,' ',36.90277062,-121.76387,Agrilink Foods,other,SUBSTATION,36.90277062201028,-121.76387000933488,8.596077038824249e-07,True
1909,66,Substation,' ',36.90275189,-121.7559092,Watsonville,pge,SUBSTATION,36.90275189090223,-121.75590924656431,4.141605487522968e-06,True
1910,230,Substation,' ',36.73565748,-120.6402159,Westland #1 RA PP,other,SUBSTATION,36.7356574766738,-120.64021593663163,3.2852055131293867e-06,True
1911,115,Substation,' ',39.73015383,-121.796365,Notre Dame,pge,SUBSTATION,39.73015382806001,-121.79636502454132,2.1097328293376454e-06,True
1912,230,Substation,' ',38.76621101,-122.7132248,Santa Rosa Geothermal,other,SUBSTATION,38.76621100619571,-122.7132247561425,3.825881986227522e-06,True
