substation,n_feeders,division,voltages,total_res_cust,total_com_cust,redacted_any,lat,lon,our_pge_idx,our_pge_match,our_pge_name,our_pge_voltage_kv,basin_matched,basin_name,cats_dist_km,cats_matched,cats_kv
DESCHUTES,2,North Valley,12.0,3015,295,No,40.55535283082838,-122.23980477568264,190,exact,DESCHUTES,12.0,True,Deschutes,2.0564783292119507e-06,True,66.0
DEVILS DEN,2,Fresno,12.0,16,39,Yes,35.77500833436411,-119.97378894289916,150,exact,DEVILS DEN,12.0,True,Devils Den,3.90043140914386e-06,True,66.0
DIAMOND SPRINGS,5,Sierra,12.0,9645,1393,No,38.69341228610576,-120.82589480729813,541,exact,DIAMOND SPRINGS,12.0,True,Diamond Springs,7.672594424917855e-07,True,115.0
DINUBA,4,Fresno,12.0,4330,515,Yes,,,193,exact,DINUBA,12.0,False,,,False,
DIVIDE,3,Los Padres,12.0,6357,443,Yes,34.82822558276568,-120.44842243666147,430,exact,DIVIDE,12.0,True,Divide,0.005443604388107,True,115.0
DIXON,5,North Bay,12.0,8432,829,Yes,38.44525036336403,-121.82601980252832,557,exact,DIXON,12.0,True,Dixon,4.340574787374546e-07,True,66.0
DIXON LANDING,7,Mission,21.0,10028,1042,Yes,37.45755414227556,-121.92127798956194,192,exact,DIXON LANDING,21.0,True,Dixon Landing,0.0005906685713675192,True,66.0
DOBBINS,1,Sacramento,12.0,793,85,No,39.33987651538986,-121.1949272411389,537,exact,DOBBINS,12.0,True,Dobbins,3.5748114368352325e-06,True,66.0
DOLAN ROAD,2,Central Coast,12.0,2050,190,Yes,36.80022812267143,-121.76907061405304,196,exact,DOLAN ROAD,12.0,True,Dolan Road,1.2860175365106865e-06,True,66.0
DOS PALOS,1,Yosemite,12.0,2109,191,No,36.97476896390239,-120.63521695745663,407,exact,DOS PALOS,12.0,True,Dos Palos,3.8041120908414e-06,True,66.0
DRUM,1,Sierra,12.0,150,40,Yes,,,65,exact,DRUM,12.0,False,,,False,
DUMBARTON,11,Mission,12.0;21.0,26752,1352,Yes,37.556992018214,-122.05794001685494,10,exact,DUMBARTON,12.0,True,Dumbarton,1.498967343393881e-06,True,115.0
DUNBAR,3,Sonoma,12.0,7344,505,No,38.383395007654975,-122.52790900424829,331,exact,DUNBAR,12.0,True,Dunbar,7.619896682206498,False,230.0
DUNLAP,2,Fresno,12.0,1433,151,Yes,36.70935277109184,-119.0289555728194,267,exact,DUNLAP,12.0,True,Dunlap,2.425988543007747e-06,True,66.0
DUNNIGAN,3,Sacramento,12.0,781,126,Yes,38.92500648397224,-121.9894822376,360,exact,DUNNIGAN,12.0,True,Dunnigan,3.2824870329205112e-06,True,66.0
EAST GRAND,17,Peninsula,12.0;4.16,18220,2629,Yes,37.65381238392636,-122.40316525507636,632,exact,EAST GRAND,12.0,True,East Grand,3.978871952088335e-06,True,115.0
EAST MARYSVILLE,3,Sacramento,12.0,4729,327,Yes,39.163437922321634,-121.56105561499616,396,exact,EAST MARYSVILLE,12.0,True,East Marysville,1.3184113198910181e-06,True,66.0
EAST NICOLAUS,3,Sacramento,12.0,755,209,No,38.9097025313182,-121.54249826250768,248,exact,EAST NICOLAUS,12.0,True,East Nicolaus,0.0034156003206823934,True,66.0
EAST QUINCY,1,North Valley,12.0,1294,227,No,39.93856266293809,-120.91070223131588,446,exact,EAST QUINCY,12.0,True,East Quincy,0.4967671154583023,True,66.0
EAST STOCKTON,4,Stockton,12.0;4.16,4683,561,Yes,37.96293398993085,-121.26163502109512,43,exact,EAST STOCKTON,4.16,True,East Stockton,1.8493631068088983e-06,True,66.0
ECHO SUMMIT,1,Sierra,12.0,277,21,Yes,,,552,exact,ECHO SUMMIT,12.0,False,,,False,
EDENVALE,12,San Jose,12.0;21.0,37422,1461,Yes,37.24456359512649,-121.7950653785124,238,exact,EDENVALE,21.0,True,Edenvale,1.977725983718729e-06,True,115.0
EDES,9,East Bay,12.0,15122,1219,Yes,37.7386895431528,-122.19379906549648,72,exact,EDES,12.0,True,Edes,3.0542232151075227e-06,True,115.0
EEL RIVER,2,Humboldt,12.0,2243,408,Yes,40.60262281321588,-124.21013282987988,521,exact,EEL RIVER,12.0,True,Eel River,6.388588923606428,False,66.0
EIGHT MILE,6,Stockton,21.0,13020,714,No,38.05886607785135,-121.37690208647813,659,exact,EIGHT MILE,21.0,True,Eight Mile,1.2077394511603202e-06,True,230.0
EL CAPITAN,7,Yosemite,12.0;21.0,16264,1141,Yes,37.3358510420461,-120.5054697961686,663,exact,EL CAPITAN,12.0,True,El Capitan,7.1356105598017106,False,66.0
EL CERRITO G,14,East Bay,12.0,54221,3829,Yes,,,311,exact,EL CERRITO G,12.0,False,,,False,
EL DORADO PH,2,Sierra,21.0,5767,347,No,,,532,exact,EL DORADO PH,21.0,False,,,False,
EL NIDO,4,Yosemite,12.0,469,109,Yes,37.12063344519221,-120.47269727142356,84,exact,EL NIDO,12.0,True,El Nido,0.0008612697140661401,True,115.0
EL PATIO,15,De Anza,12.0,43068,2974,Yes,37.29203239473645,-121.9357659123516,654,exact,EL PATIO,12.0,True,El Patio,1.212953876380642e-06,True,115.0
EL PECO,3,Yosemite,12.0,464,94,No,36.88073633628072,-120.16442581399936,208,exact,EL PECO,12.0,True,El Peco,1.3120332532075217e-06,True,66.0
ELECTRA,2,Stockton,12.0,2249,293,No,,,163,exact,ELECTRA,12.0,False,,,False,
ELK,1,Humboldt,12.0,1317,177,No,39.12926005444285,-123.7117349541515,237,exact,ELK,12.0,True,Elk,3.985473558296575e-06,True,66.0
ELK CREEK,1,North valley,12.0,726,129,No,39.59291369815601,-122.54291039149912,365,exact,ELK CREEK,12.0,True,Elk Creek,1.0604876277227302,True,66.0
ELK HILLS,2,Kern,12.0,617,100,No,35.22606664016438,-119.37660312489945,174,exact,ELK HILLS,12.0,True,Elk Hills,2.26176987850711e-06,True,66.0
EMBARCADERO (Z),27,San francisco,12.0;34.5,24897,2022,Yes,,,-1,unmatched,,,False,,,False,
EMERALD LAKE,2,Peninsula,4.16,1111,46,No,37.46167499319351,-122.27734441979476,489,exact,EMERALD LAKE,4.16,True,Emerald Lake,0.9114283714147265,True,230.0
ERTA,2,Central Coast,4.16,1117,116,No,36.93038172667928,-121.76424019825812,58,exact,ERTA,4.16,True,Erta,4.0039376858662485e-07,True,66.0
ESQUON,3,North Valley,12.0,175,76,Yes,39.60773551464629,-121.76833358384148,56,exact,ESQUON,12.0,True,Esquon,1.4775341033392568e-06,True,115.0
ESTUDILLO,1,Mission,4.16,721,51,No,,,375,exact,ESTUDILLO,4.16,False,,,False,
EUREKA A,3,Humboldt,12.0,2255,926,Yes,,,187,exact,EUREKA A,12.0,False,,,False,
EUREKA E,3,Humboldt,12.0,6843,682,No,,,344,exact,EUREKA E,12.0,False,,,False,
EVERGREEN,5,San Jose,21.0,22637,1569,No,37.30332426454305,-121.84011095738254,336,exact,EVERGREEN,21.0,True,Evergreen,2.44278884805838,False,115.0
FAIRHAVEN,2,Humboldt,12.0,540,142,Yes,40.80046703945119,-124.19629383745486,560,exact,FAIRHAVEN,12.0,True,Fairhaven,3.1532931022218952e-06,True,66.0
FAIRMOUNT,2,East Bay,4.16,2497,133,No,,,432,exact,FAIRMOUNT,4.16,False,,,False,
FAIRVIEW,3,Diablo,21.0,11044,1073,Yes,38.01608705182072,-122.11628728147318,15,exact,FAIRVIEW,21.0,True,Fairview,1.6355950331123013e-06,True,115.0
FAIRWAY,5,Los Padres,12.0,12862,1514,Yes,34.91052314642181,-120.44651258584707,262,exact,FAIRWAY,12.0,True,Fairway,1.3504773097833695e-06,True,115.0
FAMOSO,5,Kern,12.0,73,109,Yes,35.60504032904604,-119.20365312438253,14,exact,FAMOSO,12.0,True,Famoso,0.005083197167219709,True,115.0
FELLOWS,2,Kern,21.0,173,96,Yes,35.19517778904881,-119.58529444556518,92,exact,FELLOWS,21.0,True,Fellows,4.141757160954384e-06,True,115.0
FIGARDEN,11,Fresno,21.0,32536,2600,No,,,614,exact,FIGARDEN,21.0,False,,,False,
FIREBAUGH,3,Yosemite,12.0,2800,450,No,36.85058109750191,-120.46637233049564,400,exact,FIREBAUGH,12.0,True,Firebaugh,2.727635153721104e-06,True,66.0
FITCH MOUNTAIN,2,Sonoma,12.0,2434,366,Yes,,,656,exact,FITCH MOUNTAIN,12.0,False,,,False,
FLINT,1,Sierra,12.0,1872,145,No,38.88492040725154,-121.0671416240988,-1,unmatched,,,True,Flint,2.108141598283448e-06,True,115.0
FLORENCE,1,East Bay,4.16,479,19,No,,,370,exact,FLORENCE,4.16,False,,,False,
FMC,4,San Jose,12.0,2013,282,Yes,37.34735122617952,-121.92191123495176,367,exact,FMC,12.0,True,FMC,3.1186977621807535e-06,True,115.0
FOOTHILL,2,Los Padres,12.0,2632,203,Yes,35.28670653090418,-120.70591377619728,312,exact,FOOTHILL,12.0,True,Foothill,2.1627975826701947e-06,True,115.0
FORESTHILL,2,Sierra,12.0,2440,154,No,39.01930166874294,-120.83024524168704,198,exact,FORESTHILL,12.0,True,Foresthill,3.6041017634540576e-06,True,66.0
FORT BRAGG A,4,Humboldt,12.0,7323,1026,No,,,477,exact,FORT BRAGG A,12.0,False,,,False,
FORT ORD,5,Central Coast,12.0;21.0,13184,872,Yes,36.64341665332674,-121.79252517166388,264,exact,FORT ORD,21.0,True,Fort Ord,2.5550394072843325e-06,True,115.0
FORT ROSS,1,Sonoma,12.0,516,106,No,38.53959300252851,-123.22370201479188,455,exact,FORT ROSS,12.0,True,Fort Ross,1.3168771446392601e-06,True,66.0
FORT SEWARD,2,Humboldt,12.0,270,53,Yes,40.21377701409556,-123.59638439474168,246,exact,FORT SEWARD,12.0,True,Fort Seward,6.377756181475995e-07,True,66.0
FRANKLIN,4,East Bay,12.0,15983,913,No,38.01210700210434,-122.26432998479756,204,exact,FRANKLIN,12.0,True,Franklin,1.352258980844407e-06,True,66.0
FREMONT,9,Mission,12.0,29906,2131,Yes,37.54136311404011,-121.96195742157144,581,exact,FREMONT,12.0,True,Fremont,3.566744649483325,False,115.0
FRENCH CAMP,4,Stockton,12.0,4168,261,Yes,37.88208898737167,-121.29036398565094,641,exact,FRENCH CAMP,12.0,True,French Camp,1.2927917137998916e-06,True,66.0
FRENCH GULCH,2,North Valley,12.0,235,51,Yes,40.6868994531246,-122.64113796308338,123,exact,FRENCH GULCH,12.0,True,French Gulch,3.1320392982220767e-06,True,66.0
FROGTOWN,2,Stockton,17.0,4736,864,No,38.05715279971415,-120.53397105129636,624,exact,FROGTOWN,17.0,True,Frogtown,4.264341060245854e-06,True,115.0
FRUITLAND,2,Humboldt,12.0,922,159,No,40.28584174156862,-123.8373077081287,137,exact,FRUITLAND,12.0,True,Fruitland,7.112180874597783e-07,True,66.0
FRUITVALE,4,Kern,12.0,5655,548,Yes,35.37726759509589,-119.09268803960424,605,exact,FRUITVALE,12.0,True,Fruitvale,3.631836261870829e-06,True,115.0
FULTON,6,Sonoma,12.0,9537,1282,Yes,38.49781842377962,-122.76066894697142,625,exact,FULTON,12.0,True,Fulton,0.0024503290890916215,True,66.0
GABILAN,2,Central coast,12.0,6038,392,Yes,36.73130337624566,-121.61331164213672,20,exact,GABILAN,12.0,True,Gabilan,3.778235290503449e-06,True,66.0
GANSNER,1,North Valley,12.0,1377,277,No,39.939266393185335,-120.94818507117058,234,exact,GANSNER,12.0,True,Gansner,2.9081404282233323,False,66.0
GANSO,2,Kern,12.0,60,42,Yes,35.50111516603199,-119.44896686745672,129,exact,GANSO,12.0,True,Ganso,2.978814742825336e-06,True,115.0
GARBERVILLE,3,Humboldt,12.0,2425,709,No,40.10300785982294,-123.79287741477847,207,exact,GARBERVILLE,12.0,True,Garberville,1.2570861402887276e-06,True,66.0
GATES,6,Fresno,12.0,98,108,Yes,36.14024498483854,-120.12546365722362,91,exact,GATES,12.0,True,Gates,0.0028692822835065922,True,66.0
GERBER,2,North Valley,12.0,1112,135,No,40.06410007779955,-122.15605722893883,289,exact,GERBER,12.0,True,Gerber,2.4748258613836438e-06,True,66.0
GEYSERVILLE,2,Sonoma,12.0,1736,419,No,38.70981339234968,-122.9079796468376,152,exact,GEYSERVILLE,12.0,True,Geyserville,4.072395407993946e-06,True,66.0
GIFFEN,2,Fresno,12.0,182,69,Yes,36.54514360185848,-120.33477561137126,94,exact,GIFFEN,12.0,True,Giffen,9.72771929721253,False,66.0
GILL,2,Diablo,4.16,991,58,Yes,37.986768207370986,-122.04026889673518,462,exact,GILL,4.16,True,Gill,4.0905509604391944e-07,True,66.0
GIRVAN,2,North Valley,12.0,2481,341,No,40.51332737038144,-122.37877447664933,540,exact,GIRVAN,12.0,True,Girvan,1.9744388130496922e-06,True,66.0
GLENN,1,North Valley,12.0,1633,181,No,39.77791304436671,-122.142904054826,465,exact,GLENN,12.0,True,Glenn,0.005731584703412299,True,230.0
GLENWOOD,5,Peninsula,12.0;4.16,5711,593,Yes,37.457155571098994,-122.18692221960626,284,exact,GLENWOOD,4.16,True,Glenwood,1.7349041536105643e-06,True,66.0
GOLDTREE,3,Los Padres,12.0,5144,578,Yes,35.32017501326539,-120.69314451285074,361,exact,GOLDTREE,12.0,True,Goldtree,1.2211482608390958e-06,True,66.0
GONZALES,4,Central Coast,12.0,2351,256,Yes,36.50886506696333,-121.44689042031597,589,exact,GONZALES,12.0,True,Gonzales,1.8468598090379046e-06,True,66.0
GOOSE LAKE,3,Kern,12.0;21.0,649,121,Yes,35.60163890356536,-119.57988056253367,21,exact,GOOSE LAKE,12.0,True,Goose Lake,4.141591598363985,False,66.0
GRAND ISLAND,5,Sacramento,21.0,8045,1042,No,38.23156044070725,-121.59041520934294,96,exact,GRAND ISLAND,21.0,True,Grand Island,8.253803668965931,False,66.0
GRANT,7,Mission,12.0,19202,1952,Yes,37.67126803925739,-122.15953867436106,515,exact,GRANT,12.0,True,Grant,2.2580988509019053e-06,True,115.0
GRASS VALLEY,3,Sierra,12.0,3246,652,No,39.20905548676379,-121.06136091053834,392,exact,GRASS VALLEY,12.0,True,Grass Valley,3.3358641446827817,False,115.0
GRAYS FLAT,1,North Valley,4.16,102,21,No,40.02241741879699,-121.06544554254224,427,exact,GRAYS FLAT,4.16,True,Grays Flat,3.625037367146221e-06,True,66.0
GREEN VALLEY,4,Central Coast,21.0,17949,2022,Yes,36.95194003570028,-121.76029691983965,579,exact,GREEN VALLEY,21.0,True,Green Valley,0.003956871625831788,True,115.0
GREENBRAE,4,Sonoma,12.0,7999,956,Yes,37.93787270382002,-122.51419760633036,551,exact,GREENBRAE,12.0,True,Greenbrae,6.990141304477379e-07,True,66.0
GUALALA,2,Humboldt,12.0,3438,341,No,38.78617977578909,-123.52209765733848,77,exact,GUALALA,12.0,True,Gualala,3.7272246351252382e-06,True,66.0
GUERNSEY,5,Fresno,12.0,413,85,Yes,36.226313369169056,-119.65522471160294,70,exact,GUERNSEY,12.0,True,Guernsey,1.0448718205532146e-06,True,66.0
GUSTINE,2,Yosemite,12.0,2933,460,Yes,37.25323614332989,-121.01304169556924,265,exact,GUSTINE,12.0,True,Gustine,5.393372175837479e-07,True,66.0
HAAS,1,Fresno,12.0,24,44,No,36.92739551493467,-119.02080883955904,554,exact,HAAS,12.0,True,Haas,3.558916793743337e-06,True,230.0
HALF MOON BAY,3,Peninsula,12.0,10783,1340,No,,,485,exact,HALF MOON BAY,12.0,False,,,False,
HALSEY,2,Sierra,12.0,3876,425,No,38.95692847708868,-121.04223033527708,179,exact,HALSEY,12.0,True,Halsey,3.067443119372203e-06,True,66.0
HAMILTON A,2,North Valley,12.0,848,88,No,39.74641854176892,-122.01136933547082,6,exact,HAMILTON A,12.0,True,Hamilton A,3.0389765318668532e-06,True,66.0
HAMILTON BRANCH,1,North Valley,12.0,2234,173,No,40.26934856638285,-121.08812389778008,222,exact,HAMILTON BRANCH,12.0,True,Hamilton Branch,4.441231693060145e-07,True,66.0
HAMMER,8,Stockton,12.0,11179,881,No,38.02160701470673,-121.3203790103872,142,exact,HAMMER,12.0,True,Hammer,1.0496682375041722e-06,True,66.0
HAMMONDS,3,Yosemite,12.0,62,64,Yes,36.72023521859973,-120.60331078826115,292,exact,HAMMONDS,12.0,True,Hammonds,3.709238415494793,False,230.0
HARDING,6,Stockton,4.16,3674,409,Yes,37.96372898729796,-121.29038899788084,587,exact,HARDING,4.16,True,Harding,3.5325053893567093e-07,True,66.0
HARDWICK,2,Fresno,12.0,1003,173,Yes,36.4041265497173,-119.68584894432465,-1,unmatched,,,True,Hardwick,3.9669741355469e-06,True,66.0
HARRIS,2,Humboldt,12.0,8190,743,Yes,40.780914589124485,-124.13185342405006,447,exact,HARRIS,12.0,True,Harris,2.0273105089622015e-06,True,66.0
HARTER,5,Sacramento,12.0,5880,1427,Yes,39.14328190436777,-121.64801526159908,562,exact,HARTER,12.0,True,Harter,3.347097330470893e-06,True,66.0
HARTLEY,2,Humboldt,12.0,4215,539,No,39.077214070382624,-122.93256785221448,510,exact,HARTLEY,12.0,True,Hartley,4.125079991341163e-06,True,66.0
HATTON,2,Central Coast,12.0,4630,852,No,36.556860720745206,-121.8979239294068,220,exact,HATTON,12.0,True,Hatton,2.627898373086396e-06,True,66.0
HAYWARD O,1,Mission,12.0,2073,207,No,37.68638909966676,-122.10218867840564,450,exact,HAYWARD O,4.16,True,Hayward O,1.9005830094264277e-06,True,66.0
HENRIETTA,4,Fresno,12.0,209,67,Yes,36.24191955475813,-119.90327197289793,68,exact,HENRIETTA,12.0,True,Henrietta,0.003969757389950631,True,66.0
HERDLYN,2,Diablo,12.0,736,220,No,37.81672046460723,-121.58616542016526,125,exact,HERDLYN,12.0,True,Herdlyn,1.84393778886968e-06,True,66.0
HICKS,14,San Jose,12.0;21.0,42625,2062,No,37.233713452707946,-121.90106831081536,411,exact,HICKS,21.0,True,Hicks,0.0027089109938628723,True,115.0
HIGGINS,5,Sierra,12.0,9894,549,No,39.04404057010053,-121.09069254692402,638,exact,HIGGINS,12.0,True,Higgins,8.915902486922565,False,66.0
HIGHLANDS,3,Humboldt,12.0,8096,790,No,38.93706128927308,-122.60890848746357,412,exact,HIGHLANDS,12.0,True,Highlands,11.071244964992346,False,115.0
HIGHWAY,7,North Bay,12.0,14197,990,Yes,38.16621801651261,-122.2536210070525,188,exact,HIGHWAY,12.0,True,Highway,7.283656239886649e-07,True,115.0
HILLSDALE,5,Peninsula,4.16,4307,148,No,37.53658611345428,-122.32205000420552,145,exact,HILLSDALE,4.16,True,Hillsdale,3.0630101560648826,False,115.0
HOLLISTER,7,Central Coast,21.0,19955,2093,Yes,36.86284609293578,-121.40601088934692,474,exact,HOLLISTER,21.0,True,Hollister,9.451847938261372,False,66.0
HOLLYWOOD,1,East Bay,4.16,1472,32,No,,,34,exact,HOLLYWOOD,4.16,False,,,False,
HONCUT,2,North Valley,12.0,1654,303,No,39.32058027310813,-121.59532768391398,325,exact,HONCUT,12.0,True,Honcut,7.443233368654734,False,66.0
HOOPA,1,Humboldt,12.0,1669,328,No,41.056465389372136,-123.6821089188975,472,exact,HOOPA,12.0,True,Hoopa,28.96753470970432,False,66.0
HOPLAND,1,Humboldt,12.0,956,209,Yes,38.97279313501813,-123.0811217825633,1,exact,HOPLAND,12.0,True,Hopland,1.6059352606555776e-06,True,66.0
HORSESHOE,6,Sierra,12.0,8047,681,No,38.74431606810035,-121.16164253935796,454,exact,HORSESHOE,12.0,True,Horseshoe,3.419890347152989e-06,True,115.0
HUMBOLDT BAY PP,2,Humboldt,12.0,3863,262,Yes,,,199,exact,HUMBOLDT BAY PP,12.0,False,,,False,
HUNTERS POINT (P),1,San francisco,12.0,4727,317,No,,,-1,unmatched,,,False,,,False,
HURON,4,Fresno,12.0,1783,190,Yes,36.18606391411192,-120.10391112178026,320,exact,HURON,12.0,True,Huron,2.007451347965638e-06,True,66.0
IGNACIO,5,Sonoma,12.0,10627,1694,No,38.07692860079395,-122.54056371767577,110,exact,IGNACIO,12.0,True,Ignacio,0.003792645369062615,True,66.0
INDIAN FLAT,1,Yosemite,12.0,1032,180,No,37.66479447681744,-119.8412278307714,566,exact,INDIAN FLAT,12.0,True,Indian Flat,2.73157544482466e-06,True,66.0
INDUSTRIAL ACRES,4,Central Coast,4.16,2295,296,Yes,36.66378718640669,-121.62859499820712,386,exact,INDUSTRIAL ACRES,4.16,True,Industrial Acres,4.3037250797261405e-07,True,66.0
IONE,1,Stockton,12.0,975,44,Yes,,,182,exact,IONE,12.0,False,,,False,
JACINTO,2,North Valley,12.0,399,163,Yes,39.58278563658707,-122.01047191610203,629,exact,JACINTO,12.0,True,Jacinto,1.4311522301171102e-06,True,66.0
JACOBS CORNER,2,Fresno,12.0,1125,189,Yes,36.22241110449142,-119.77991388320748,120,exact,JACOBS CORNER,12.0,True,Jacobs Corner,1.5869912003088503e-06,True,66.0
JAMESON,5,North Bay,12.0,8654,673,Yes,38.20550643382101,-122.1478779805956,27,exact,JAMESON,12.0,True,Jameson,1.7479181347008134e-06,True,115.0
JANES CREEK,4,Humboldt,12.0,6396,758,Yes,40.90513782437269,-124.07234698514996,111,exact,JANES CREEK,12.0,True,Janes Creek,1.3393737368299558e-06,True,66.0
JARVIS,11,Mission,12.0,33636,2135,Yes,,,226,exact,JARVIS,12.0,False,,,False,
JERSEY ISLAND,1,Diablo,4.16,2,4,Yes,,,-1,unmatched,,,False,,,False,
JESSUP,3,North Valley,12.0,5181,538,No,40.46179282157093,-122.32775872178756,79,exact,JESSUP,12.0,True,Jessup,2.3432648454439264,False,66.0
JOLON,2,Central Coast,12.0,439,104,Yes,36.013241708000336,-121.1679583269854,301,exact,JOLON,12.0,True,Jolon,2.4373246428281875e-06,True,66.0
JUDAH,2,San francisco,4.16,3371,97,No,,,513,exact,JUDAH,4.16,False,,,False,
KANAKA,1,North valley,12.0,497,44,No,,,231,exact,KANAKA,12.0,False,,,False,
KEARNEY,4,Fresno,12.0,3879,306,Yes,,,2,exact,KEARNEY,12.0,False,,,False,
KERCKHOFF,1,Fresno,12.0,233,31,No,,,617,exact,KERCKHOFF,12.0,False,,,False,
KERMAN,6,Fresno,12.0,7000,722,Yes,36.691535007009925,-120.06008299787214,549,exact,KERMAN,12.0,True,Kerman,3.8280600216099055e-07,True,66.0
KERN OIL,9,Kern,12.0,11679,1092,Yes,35.4407056097126,-119.02073606106468,30,exact,KERN OIL,12.0,True,Kern Oil,3.527383426857514e-06,True,115.0
KERN POWER,5,Kern,21.0,13237,1098,No,35.38000116873635,-119.09736644193148,146,exact,KERN POWER,21.0,True,Kern Power,0.003921979644162753,True,115.0
KESWICK,1,North Valley,12.0,452,72,Yes,40.62386039813804,-122.46199853399462,-1,unmatched,,,True,Keswick,2.876502741040561e-06,True,66.0
KETTLEMAN HILLS,2,Fresno,12.0,31,27,Yes,36.04359444768913,-120.1113916540389,440,exact,KETTLEMAN HILLS,12.0,True,Kettleman Hills,4.140290270318116e-06,True,66.0
KING CITY,6,Central Coast,12.0,4427,600,Yes,36.2169972915545,-121.1271468897357,309,exact,KING CITY,12.0,True,King City,9.368965654702241e-07,True,66.0
KINGSBURG,8,Fresno,12.0,8643,815,Yes,36.48843212335158,-119.58249021621556,600,exact,KINGSBURG,12.0,True,Kingsburg,0.0012844335645826065,True,115.0
KIRKER,7,Diablo,21.0,24854,1804,No,38.02078899146564,-121.90595499339868,211,exact,KIRKER,21.0,True,Kirker,0.002953090056273835,True,115.0
KNIGHTS LANDING,2,Sacramento,12.0,711,215,No,38.80928378458452,-121.74509479848558,650,exact,KNIGHTS LANDING,12.0,True,Knights Landing,5.263926958543706e-07,True,66.0
KONOCTI,2,Humboldt,12.0,4519,367,No,38.93233036162131,-122.74100628988566,80,exact,KONOCTI,12.0,True,Konocti,8.932449719906806e-07,True,66.0
LAKEVIEW,4,Kern,12.0,35,86,Yes,35.094144434837254,-119.1011222366665,170,exact,LAKEVIEW,12.0,True,Lakeview,3.3790263915978137e-06,True,66.0
LAKEVILLE,3,Sonoma,12.0,6429,345,No,38.25095566704731,-122.58164540213878,183,exact,LAKEVILLE,12.0,True,Lakeville,0.004074259669532869,True,66.0
LAKEWOOD,15,Diablo,12.0;21.0,35535,2427,Yes,37.90841012924259,-122.05733485714823,382,exact,LAKEWOOD,12.0,True,Lakewood,0.0024883966737812135,True,66.0
LAMMERS,8,Stockton,12.0,10812,421,Yes,37.71296547424562,-121.47752769056574,435,exact,LAMMERS,12.0,True,Lammers,9.547638258902915e-07,True,115.0
LAMONT,6,Kern,12.0,4790,791,Yes,35.29677424643295,-118.86143242707536,628,exact,LAMONT,12.0,True,Lamont,5.50192032082913,False,66.0
LARKIN (Y),38,San francisco,12.0,57606,5246,Yes,,,-1,unmatched,,,False,,,False,
LAS GALLINAS A,5,Sonoma,12.0,11909,1354,Yes,,,178,exact,LAS GALLINAS A,12.0,False,,,False,
LAS POSITAS,8,Mission,21.0,27392,2797,Yes,37.70082423282943,-121.73324446912255,235,exact,LAS POSITAS,21.0,True,Las Positas,0.00012770442641365525,True,66.0
LAS PULGAS,4,Peninsula,4.16,5693,172,No,37.46284167816763,-122.22790555904724,387,exact,LAS PULGAS,4.16,True,Las Pulgas,3.620258102591888e-06,True,66.0
LAURELES,2,Central Coast,12.0,2913,508,No,36.47770202544918,-121.7272208311117,346,exact,LAURELES,12.0,True,Laureles,2.8273658410161897e-06,True,66.0
LAWNDALE,2,Peninsula,4.16,2004,81,No,37.66252369636041,-122.44259458446248,499,exact,LAWNDALE,4.16,True,Lawndale,1.658402509895193,True,66.0
LAWRENCE,12,De Anza,12.0,13698,720,Yes,37.39720613760379,-122.01032950183628,233,exact,LAWRENCE,12.0,True,Lawrence,1.2879924096642579,True,115.0
LAYTONVILLE,2,Humboldt,12.0,1548,328,Yes,39.684586506278166,-123.47722297792636,470,exact,LAYTONVILLE,12.0,True,Laytonville,1.9336995263815693e-06,True,66.0
LE GRAND,4,Yosemite,12.0,990,155,No,37.18497687324676,-120.2739550698558,44,exact,LE GRAND,12.0,True,Le Grand,2.694697327663198e-06,True,115.0
LEMOORE,5,Fresno,12.0,10878,703,No,36.309333811206585,-119.79830060208944,338,exact,LEMOORE,12.0,True,Lemoore,2.3033120428236627e-07,True,66.0
LERDO,7,Kern,12.0,215,277,Yes,35.500366029903,-119.15182728465126,604,exact,LERDO,12.0,True,Lerdo,1.3894863966176786e-06,True,66.0
LINCOLN,6,Sierra,12.0;21.0,14609,861,No,38.90052330344682,-121.29409397354496,539,exact,LINCOLN,21.0,True,Lincoln,2.3211755781723687e-06,True,66.0
LINDEN,3,Stockton,12.0,1337,225,Yes,38.01698500755364,-121.09586298042954,607,exact,LINDEN,12.0,True,Linden,1.7358677422062992e-06,True,66.0
LIVE OAK,3,Sacramento,12.0,3913,408,Yes,39.2763900097432,-121.66029985888775,59,exact,LIVE OAK,12.0,True,Live Oak,3.538898753314405e-06,True,66.0
LIVERMORE,4,Mission,12.0,4173,357,No,37.68002780796131,-121.78050482975056,308,exact,LIVERMORE,12.0,True,Livermore,2.6279555656291627e-06,True,66.0
LIVINGSTON,5,Yosemite,12.0,4167,363,No,37.36342701655074,-120.76039099415776,243,exact,LIVINGSTON,12.0,True,Livingston,6.43189883282466e-07,True,66.0
LLAGAS,7,San Jose,21.0,20678,2314,Yes,37.0072629332842,-121.55724432477602,364,exact,LLAGAS,21.0,True,Llagas,2.2301074217408957e-06,True,115.0
LOCKEFORD,2,Stockton,21.0,3029,470,No,38.117748085853535,-121.1605601257086,141,exact,LOCKEFORD,21.0,True,Lockeford,0.001468330158137688,True,66.0
LOCKHEED NO 1,2,De Anza,12.0,5,27,Yes,,,281,exact,LOCKHEED NO 1,12.0,False,,,False,
LOCKHEED NO 2,4,De Anza,12.0,0,30,Yes,,,493,exact,LOCKHEED NO 2,12.0,False,,,False,
