model,segment,value,n,rmse,mae,r2,wape
elasticnet,month,11,2496,14.012294590283902,2.861478826693464,0.7004010901678988,0.18153955081049028
elasticnet,month,12,2496,13.663065438669003,2.779701151566898,0.7224804032990851,0.1725685009157158
elasticnet,hour,0,1248,16.559250568586602,2.841670857110676,0.7315459256420692,0.16907234734064475
elasticnet,hour,1,1248,18.600502617257852,2.9498782464670192,0.585495634189539,0.18826239799564312
elasticnet,hour,2,1248,15.992632393971489,2.763253700128635,0.6501968926004198,0.18849210911146022
elasticnet,hour,3,1248,19.47624882130991,3.295286638302882,0.4313982905362149,0.22400755825544302
elasticnet,hour,4,1248,14.076536685402555,2.6773094866964446,0.6770881679610625,0.1828669107310557
elasticnet,hour,5,1248,18.10194301679915,3.3799236896986393,0.42026070592712084,0.22014617931873762
elasticnet,hour,6,1248,14.00497420584677,2.77332174814612,0.7378255348288439,0.16897715975240254
elasticnet,hour,7,1248,16.96216967055974,3.2658884230381195,0.4317702810280608,0.20139875891504647
elasticnet,hour,8,1248,15.560847915447935,3.24805589233953,0.6016503310716059,0.1925683109159355
elasticnet,hour,9,1248,13.960446081416883,3.0162321706689137,0.7050434355815363,0.1799721287105272
elasticnet,hour,10,1248,21.34509658621522,3.5834755743411777,0.6134730426840909,0.20493497732583418
elasticnet,hour,11,1248,20.366548563597824,3.502193860289703,0.6304705778886187,0.19467328001108386
elasticnet,hour,12,1248,19.340589554882467,3.5710730430667956,0.3348907732085741,0.20399077890226464
elasticnet,hour,13,1248,22.191003308574068,3.8947934933300914,0.6604562085579209,0.20222940339315376
elasticnet,hour,14,1248,24.90969332979687,4.012743683197834,0.5595187888641618,0.1998714254000241
elasticnet,hour,15,1248,26.761373470862775,4.397185110047726,0.6046578539625106,0.21144140859476254
elasticnet,hour,16,1248,25.611406924351595,4.453208906563201,0.694144761016523,0.19950104647503364
elasticnet,hour,17,1248,24.334239387032014,4.471674039207755,0.735906929996945,0.19154474351427447
elasticnet,hour,18,1248,35.591680195275046,5.13203072469725,0.46249229280572757,0.22258179331382752
elasticnet,hour,19,1248,26.703426145088766,4.292972519616681,0.6488533452106096,0.19076682282901483
elasticnet,hour,20,1248,21.835948960615735,4.048253256926956,0.7153707895296451,0.18470390253860358
elasticnet,hour,21,1248,29.057010454995343,4.4957738291481855,0.5490838927797194,0.2159447012220719
elasticnet,hour,22,1248,23.32658368565349,4.120049640298104,0.6669632937043767,0.2070198221258332
elasticnet,hour,23,1248,22.323066432811803,3.897258474408815,0.11638044833782357,0.23256863821606927
elasticnet,utility,pge,15264,1.1518248291161473,0.71081895176747,0.9934752549445061,0.061657535958239536
elasticnet,utility,sce,12672,33.42736547712936,7.611468413286672,0.5442230637571442,0.31986724027856644
elasticnet,utility,sdge,2016,1.7687031579691976,1.3024546293197932,0.9874057896537306,0.035532275339707195
elasticnet,sub_kv_class,66.0,17568,7.477692496277382,2.1166852032105794,0.8387516646621284,0.15056561752460315
elasticnet,sub_kv_class,115.0,8928,38.45097068972818,7.8535859233609875,0.5338446889475843,0.2756514510127092
elasticnet,sub_kv_class,230.0,1728,1.2856326825405928,0.9579540759235504,0.9911653046161245,0.03815516438665536
elasticnet,sub_kv_class,500.0,288,1.6635927498815999,1.548258043462542,0.0699878989429541,0.1635235540514359
svr,month,1,2496,14.068724891972499,2.609580938487563,0.6972693714290111,0.16650987642354198
svr,month,2,2496,18.039697130260723,3.0374324114513587,0.6154567508793353,0.18373759743638293
svr,month,3,2496,17.17728154976627,2.8699209031834605,0.6450309383518276,0.17777366663937147
svr,month,4,2496,17.11085871464736,2.9079841576601817,0.5468246778845984,0.18931765335711323
svr,month,5,2496,16.086559605663943,2.8581180518459344,0.6802265134314915,0.16611223419167886
svr,month,6,2496,29.08780198097218,3.8590145171282413,0.4611904437890948,0.19204708266351514
svr,month,7,2496,35.735326121391054,4.472132918476266,0.38063234359006515,0.2023360217064321
svr,month,8,2496,35.902896698613375,4.617259424455165,0.431094803006146,0.1942878176148419
svr,month,9,2496,40.10110154768284,5.277254646039061,0.40345920474229313,0.21243033101091888
svr,month,10,2496,16.816981303381134,2.9577763454373445,0.6299380249235462,0.17068358119588892
svr,month,11,2496,14.415795892195169,2.535510692855063,0.6828980157333868,0.16085929693493148
svr,month,12,2496,15.533188793292254,2.6393557696930503,0.6413105521598467,0.16385562466038117
svr,hour,0,1248,20.61967516641958,3.0792635849822814,0.5837518821723968,0.18320852363699575
svr,hour,1,1248,19.47885621214506,2.851519630111958,0.5454238425968401,0.18198511214470509
svr,hour,2,1248,17.203207202132443,2.742338298164798,0.5952353335860259,0.18706538950591184
svr,hour,3,1248,17.891755369249992,2.8882197515258907,0.5201522801360519,0.1963358958593242
svr,hour,4,1248,14.603344347533712,2.562790913276037,0.6524662571381219,0.17504500674618706
svr,hour,5,1248,16.09714887116917,2.9192699392588173,0.5415623563779824,0.19014219921195122
svr,hour,6,1248,16.28017450408415,2.7794511172015395,0.6457222518557209,0.16935061925985115
svr,hour,7,1248,14.177518907809736,2.756315596437982,0.6030264161164669,0.16997474144704308
svr,hour,8,1248,13.980338473390534,2.7932498218222124,0.6784612519350792,0.1656041084216397
svr,hour,9,1248,13.25567260291245,2.633783203800166,0.7340726456171991,0.1571522160526611
svr,hour,10,1248,23.542654412734496,3.371501041973942,0.5297872569897661,0.19281238988715174
svr,hour,11,1248,22.019844959453728,3.243012229983848,0.5680408655947611,0.18026638533219044
svr,hour,12,1248,11.220098049682163,2.6174716737289647,0.776155277305437,0.14951810815385738
svr,hour,13,1248,27.096898010101224,3.623828919034542,0.493731308351517,0.18816010696079868
svr,hour,14,1248,24.964453679653236,3.442323968497333,0.5575799919416925,0.17145929383755987
svr,hour,15,1248,32.65009207453708,4.1299972832972545,0.4115289014776675,0.19859351408188408
svr,hour,16,1248,34.47919051463139,4.425848483212951,0.4456766495900918,0.1982753161747259
svr,hour,17,1248,35.10505459855003,4.7004027659133545,0.45038223895929475,0.20134236849924156
svr,hour,18,1248,36.80476035443883,4.579329736084475,0.4252278674319242,0.19861054609978943
svr,hour,19,1248,34.02063534729149,4.178124168397458,0.4300465295699091,0.18566330656630223
svr,hour,20,1248,29.22440433992118,4.0128841107097335,0.4901685021036176,0.18309016473092043
