model,segment,value,n,rmse,mae,r2,wape
svr,hour,21,1248,33.23080018102223,4.170735268860388,0.4102397634327133,0.20033218211981538
svr,hour,22,1248,29.005580964062382,4.0215490687823,0.4850643464998581,0.20207047137164685
svr,hour,23,1248,13.878629471592978,2.759470978367147,0.6584527633983295,0.16467124565890204
svr,utility,pge,15264,0.9073408421231569,0.46048679932472497,0.9959511508608015,0.03994333763479464
svr,utility,sce,12672,37.436483483998025,7.274443831822302,0.42833955877887087,0.3057039912278492
svr,utility,sdge,2016,1.501373920065606,1.1062320619692676,0.9909251642087784,0.03017912588328094
svr,sub_kv_class,66.0,17568,7.4796229343668035,1.9411432700517923,0.8386683983046264,0.1380788388919441
svr,sub_kv_class,115.0,8928,43.36791509175489,7.3508644770880025,0.40700216382671095,0.2580065309121787
svr,sub_kv_class,230.0,1728,1.1356931388542977,0.8065173361192877,0.9931058651272068,0.03212346219274777
svr,sub_kv_class,500.0,288,0.6442010510221012,0.5179554631776868,0.8605439308419277,0.054705298342744985
hist_gbm,month,1,2496,14.915132878217188,2.753854654088379,0.6597476434673224,0.1757155684952277
hist_gbm,month,2,2496,17.91160182821654,3.138629802118859,0.6208984496365365,0.18985913790522682
hist_gbm,month,3,2496,17.440974502777504,3.0231181093165627,0.6340488396197329,0.1872632762739016
hist_gbm,month,4,2496,16.890300114424605,2.9716741844016954,0.5584322223839997,0.1934640467867999
hist_gbm,month,5,2496,17.243807672517132,3.0108728264078746,0.6325633711668293,0.17499025687151248
hist_gbm,month,6,2496,30.05583605291792,3.927577204878579,0.4247308220751217,0.1954591621215164
hist_gbm,month,7,2496,36.41673918633588,4.555775945929689,0.3567865244267273,0.2061203451437985
hist_gbm,month,8,2496,37.18468427105976,4.870221961434697,0.38974813026717314,0.20493212730811117
hist_gbm,month,9,2496,40.43230911054994,5.4452423273746176,0.3935644762687618,0.2191924983015676
hist_gbm,month,10,2496,16.893285284816706,2.9869408864232003,0.6265722291080593,0.17236657129318925
hist_gbm,month,11,2496,15.00316752887956,2.664401081173954,0.6565309350693327,0.16903643351931752
hist_gbm,month,12,2496,15.532493942112795,2.7424360473028875,0.6413426421852284,0.17025502085845026
hist_gbm,hour,0,1248,20.96259438053072,3.311047165717813,0.5697917781894666,0.19699907012900628
hist_gbm,hour,1,1248,19.97337975782751,2.9434486204791512,0.5220495570000284,0.18785205671862912
hist_gbm,hour,2,1248,17.91081731282508,2.996132536766923,0.5612525936867812,0.2043776657229761
hist_gbm,hour,3,1248,18.091585776802283,2.8820413420209996,0.5093737238788005,0.19591589888212477
hist_gbm,hour,4,1248,15.012114254722789,2.677441042970224,0.6327379552857266,0.18287589635243898
hist_gbm,hour,5,1248,15.812198370584913,2.7204445831009094,0.5576491575758548,0.17719201260174602
hist_gbm,hour,6,1248,16.256035554531685,2.834056412564437,0.6467720627965419,0.1726776936334003
hist_gbm,hour,7,1248,13.403212059729722,2.5143863258235135,0.6452038360920455,0.15505559892421
hist_gbm,hour,8,1248,14.198424524714513,2.6941316563960425,0.66835133103118,0.1597276646873369
hist_gbm,hour,9,1248,14.484121117046609,2.933241714598309,0.6824999702382588,0.17502026552607883
hist_gbm,hour,10,1248,25.00131889081804,3.6368202961394025,0.4697149560929911,0.20798570255763155
hist_gbm,hour,11,1248,23.049577627674925,3.5528835305470445,0.5266960905169409,0.19749092082862008
hist_gbm,hour,12,1248,11.660007087732957,2.8431941751710688,0.75825851556775,0.16241207820981549
hist_gbm,hour,13,1248,28.10489460911678,3.884677106726849,0.45536463315507913,0.20170413014547794
hist_gbm,hour,14,1248,25.55610233388261,3.66820502665063,0.5363611035197685,0.18271024147545797
hist_gbm,hour,15,1248,33.321956048533224,4.493375053167416,0.38706094839242,0.21606676244202336
hist_gbm,hour,16,1248,35.50692737693494,4.571488600380745,0.41213820721034244,0.2047999047115222
hist_gbm,hour,17,1248,35.472959330566404,4.7735118728883,0.43880176698513274,0.20447400667798382
hist_gbm,hour,18,1248,37.8167765509496,4.581959808779111,0.3931844101442552,0.1987246152331055
hist_gbm,hour,19,1248,34.50255570175743,4.436491329589508,0.41378477465184005,0.19714436828722845
hist_gbm,hour,20,1248,29.206750158122166,4.173459366262138,0.49078428466948854,0.19041650388742293
hist_gbm,hour,21,1248,34.033419902224686,4.24760668971922,0.38140689652088766,0.20402453334581597
hist_gbm,hour,22,1248,29.633687567904193,4.143439423962426,0.4625213455360002,0.2081950868135177
hist_gbm,hour,23,1248,12.876985137652323,2.6680063812798127,0.7059738195022172,0.15921310195884641
hist_gbm,utility,pge,15264,0.8878685419988059,0.5132338182950265,0.9961230695294194,0.0445186956929394
hist_gbm,utility,sce,12672,38.236759779895166,7.526274270170421,0.4036376595160365,0.31628700924207903
hist_gbm,utility,sdge,2016,1.2741465563232146,0.9184280967010018,0.9934641841139381,0.025055644378757548
hist_gbm,sub_kv_class,66.0,17568,7.885872136375376,2.1845523524346038,0.8206672953896994,0.15539319378254188
hist_gbm,sub_kv_class,115.0,8928,44.20774700864057,7.2724439020644,0.3838126402859814,0.25525406273961987
hist_gbm,sub_kv_class,230.0,1728,0.8964260638032451,0.646064335533998,0.9957047670571315,0.025732643710388272
hist_gbm,sub_kv_class,500.0,288,0.507214132872391,0.4066538985281059,0.9135475602821116,0.04294987585368658
arx_ols,month,1,2496,12.210692169377639,2.7451665185511565,0.7719513772339779,0.17516120348078507
arx_ols,month,2,2496,17.393681785544768,3.302747384587829,0.642505183875807,0.19978678936052535
arx_ols,month,3,2496,15.894616263871779,3.0692496561377074,0.6960642901052068,0.19012083733666255
arx_ols,month,4,2496,17.767807560274175,3.322750692408931,0.511358526382889,0.21632007936512682
arx_ols,month,5,2496,15.26077553285344,2.9227597045689007,0.7122142297928771,0.16986917115539857
arx_ols,month,6,2496,22.39865818056934,3.9795215566948356,0.6805098421370102,0.1980442162027804
arx_ols,month,7,2496,25.317639081673544,4.424560829142032,0.6891152407396188,0.20018368243664328
arx_ols,month,8,2496,36.26315952422631,5.551222626106963,0.41962031423285306,0.23358768264309085
arx_ols,month,9,2496,35.77213990181367,5.957990987658741,0.525302018612092,0.2398326559091441
arx_ols,month,10,2496,17.543218725952297,3.4035621415087953,0.5972858069355449,0.19640841878785528
arx_ols,month,11,2496,14.015434970961694,2.8729945653335696,0.7002667852470607,0.18227013878495785
arx_ols,month,12,2496,13.647620273376448,2.7896305019277663,0.7231074826842578,0.17318493160858944
arx_ols,hour,0,1248,16.56864173972562,2.903673001782745,0.7312413450652875,0.17276132071827216
arx_ols,hour,1,1248,18.617707901104428,3.0117203540353503,0.5847284545302895,0.19220918579336407
arx_ols,hour,2,1248,15.982269568041962,2.82322696075137,0.6506500730630546,0.19258311472000944
arx_ols,hour,3,1248,19.478787855487415,3.345902555884331,0.4312500285899473,0.2274483357509384
arx_ols,hour,4,1248,14.06871439354734,2.73267934163828,0.677446950640274,0.18664880982458704
arx_ols,hour,5,1248,18.08946391756101,3.441540976678215,0.4210597505907028,0.2241595274158804
arx_ols,hour,6,1248,14.058367262711718,2.8347195275807935,0.7358226778838983,0.17271809691229426
arx_ols,hour,7,1248,16.922638939077196,3.325323888693191,0.43441573996930094,0.20506398793329134
arx_ols,hour,8,1248,15.537488189660214,3.281134675189352,0.6028454271952045,0.19452946107827368
arx_ols,hour,9,1248,13.93025262092313,3.035486643984146,0.7063179118692431,0.18112100199138406
arx_ols,hour,10,1248,21.394534090601454,3.6014502126172205,0.6116804944778877,0.2059629268712188
arx_ols,hour,11,1248,20.394631426824294,3.5137795674203502,0.6294508077719068,0.19531728422625438
arx_ols,hour,12,1248,19.243784487830958,3.5785681218322614,0.34153222622893165,0.2044189210704204
arx_ols,hour,13,1248,22.19700211864092,3.9141941657086736,0.6602726085652506,0.20323674470849323
arx_ols,hour,14,1248,24.879144768286114,4.034800347779433,0.5605985144247738,0.20097004951796957
arx_ols,hour,15,1248,26.71787705917708,4.406182862452958,0.6059419427697456,0.21187407117210139
arx_ols,hour,16,1248,25.651835300305958,4.461575229071113,0.6931783955161864,0.19987585262729302
arx_ols,hour,17,1248,24.35689238914782,4.485090119143012,0.7354150070430214,0.19211942305657426
arx_ols,hour,18,1248,35.57788010562583,5.144351598139742,0.46290903157551033,0.2231161630892899
arx_ols,hour,19,1248,26.691355515247214,4.296737366260462,0.6491707279537917,0.19093412132193335
arx_ols,hour,20,1248,21.821396578684464,4.046971055951307,0.7157500405322696,0.18464540137550664
arx_ols,hour,21,1248,29.083763463049426,4.479894696719288,0.5482531868348633,0.21518198169072178
arx_ols,hour,22,1248,23.36201173763582,4.114443849419747,0.6659509035618405,0.20673814837628385
arx_ols,hour,23,1248,22.223318947393945,3.8708672105211153,0.12425946537382515,0.23099374131265196
arx_ols,utility,pge,15264,1.1647266351333614,0.7227220622828249,0.9933282665198124,0.06269003018590537
arx_ols,utility,sce,12672,33.41844151097993,7.654867802210344,0.5444663850582663,0.3216910726865888
arx_ols,utility,sdge,2016,1.7599907147875704,1.3114632612177903,0.9875295595372581,0.03577803989981389
arx_ols,sub_kv_class,66.0,17568,7.476248203614426,2.1374477832403795,0.8388139478589287,0.15204251672475302
arx_ols,sub_kv_class,115.0,8928,38.440409054004384,7.866403522287475,0.5341007389940748,0.2761013333692612
arx_ols,sub_kv_class,230.0,1728,1.3377656548252606,1.0178180721965755,0.990434275799985,0.04053953820586721
arx_ols,sub_kv_class,500.0,288,1.7055546646349236,1.587060803607444,0.022479557148925022,0.16762181485020392
xgboost,month,1,2496,16.077149040257154,2.6124540709862014,0.6046652744324748,0.16669320276925556
xgboost,month,2,2496,18.102052253362615,2.9948032861025005,0.6127937701802302,0.18115891517735253
xgboost,month,3,2496,19.470876958003334,3.0130711558813412,0.5439077854739742,0.18664093028912093
xgboost,month,4,2496,15.579981652263898,2.704188546394304,0.6242867378924734,0.17605000649332206
xgboost,month,5,2496,18.33435745967885,3.196465682261919,0.5846181693536268,0.18577681060256576
xgboost,month,6,2496,32.68956411351379,4.148354937850984,0.31949434432132395,0.20644635052058144
xgboost,month,7,2496,35.61336577609758,4.4510480687580545,0.38485278313241456,0.20138206423512456
xgboost,month,8,2496,36.98053696105666,4.722314215352441,0.39643041351223873,0.19870837625733656
xgboost,month,9,2496,42.08344210284714,5.45703204406099,0.343023170623732,0.21966708093708448
xgboost,month,10,2496,17.630579877186157,2.8551982361113266,0.5932649742583433,0.16476413462276432
xgboost,month,11,2496,17.0129648321161,2.8089087876545937,0.5583464569165059,0.17820437279547968
xgboost,month,12,2496,15.185993159351383,2.573001206033378,0.6571661002963889,0.15973622226591463
xgboost,hour,0,1248,21.38431821506557,3.195429268033184,0.5523078689505369,0.19012009281633946
xgboost,hour,1,1248,21.20989988333708,2.9987992461964534,0.4610394386060752,0.19138455557365097
xgboost,hour,2,1248,18.957561312885616,2.9463317112185776,0.5084715136395315,0.20098056083801294
xgboost,hour,3,1248,16.381140353932917,2.5858066417823338,0.5977595005979606,0.17577840580347337
xgboost,hour,4,1248,15.389132275384455,2.5805299352611724,0.6140592905997599,0.17625662615960597
xgboost,hour,5,1248,14.6413404303333,2.528167711784366,0.6207338982755496,0.16466835157333037
xgboost,hour,6,1248,18.501563484524237,3.0238389094893408,0.5424457173525088,0.18424104985866566
xgboost,hour,7,1248,12.95134884296067,2.4750107653710174,0.6687231101250065,0.15262741155847628
xgboost,hour,8,1248,13.330804490559547,2.6216977582927714,0.7076449079485332,0.15543325785656129
xgboost,hour,9,1248,16.136870717059125,2.977531747595834,0.6059075506614623,0.17766295715861863
xgboost,hour,10,1248,25.017106726314157,3.5481613904433678,0.4690450157215814,0.2029153984766862
xgboost,hour,11,1248,23.773622097508287,3.426527297021248,0.49649375847302324,0.19046727125021595
xgboost,hour,12,1248,14.202809793505194,2.9186485270581546,0.6413241818276676,0.16672226504368481
xgboost,hour,13,1248,29.187406483613124,3.801042582740847,0.41260136858288987,0.1973615738796004
xgboost,hour,14,1248,26.802481544313572,3.7078808805061487,0.49003468624177493,0.1846864627569892
xgboost,hour,15,1248,35.64290591726404,4.580838438159744,0.29870211994310525,0.22027249425917744
xgboost,hour,16,1248,36.66658143620177,4.668639801103923,0.3731120919207186,0.20915221932717276
xgboost,hour,17,1248,37.67535702465765,4.728028376898004,0.3669526341117437,0.20252571516630255
xgboost,hour,18,1248,38.52370678798132,4.65537174420964,0.37028526983812904,0.20190857127610645
xgboost,hour,19,1248,35.23209178840121,4.354320777124717,0.38873233921353845,0.1934929553904106
xgboost,hour,20,1248,28.761302812207724,3.949833137690173,0.5061984643178548,0.18021342752194222
xgboost,hour,21,1248,33.99144591918535,4.35073834900055,0.38293179793180454,0.20897823791290338
xgboost,hour,22,1248,29.596728699326523,3.794925060113642,0.46386118658218023,0.19068331197794736
xgboost,hour,23,1248,13.622270009536285,2.6555804178008535,0.670954025586493,0.15847158342118708
xgboost,utility,pge,15264,0.6818228348319646,0.3090988662212604,0.9977136971441615,0.026811714025490645
xgboost,utility,sce,12672,39.3139778803367,7.694044601651382,0.3695625217279902,0.32333745338998593
xgboost,utility,sdge,2016,1.0368008937883955,0.7236780488802895,0.9956723536265148,0.01974266673960507
xgboost,sub_kv_class,66.0,17568,9.85553862362463,2.1517554789876674,0.7198950621782408,0.1530602623216311
xgboost,sub_kv_class,115.0,8928,44.75861579297521,7.18900420430314,0.3683604509957218,0.2523254293759054
xgboost,sub_kv_class,230.0,1728,0.7220792269046911,0.5140162215597541,0.9972130609316087,0.02047318751904872
xgboost,sub_kv_class,500.0,288,0.36952601769225885,0.2745280104875565,0.954113534664757,0.028995034872351493
lightgbm,month,1,2496,17.05642575653961,2.9220021911284224,0.5550379785954271,0.18644458065213268
lightgbm,month,2,2496,18.272565348839084,3.2423357545386153,0.6054648012139967,0.19613242400885178
lightgbm,month,3,2496,19.059927539915755,3.1592005238690235,0.5629570442222098,0.19569273151543634
lightgbm,month,4,2496,15.823908556033059,2.982153707268519,0.6124299842836483,0.19414629213955506
lightgbm,month,5,2496,18.254192203574185,3.3276391103639424,0.5882426641978842,0.19340053740927893
lightgbm,month,6,2496,31.046777220589778,4.000832050927015,0.38617223285878477,0.19910475075875128
lightgbm,month,7,2496,34.24263894303839,4.655443011625226,0.43129443737410555,0.21062965601080635
lightgbm,month,8,2496,36.262101537663625,4.742286075552319,0.4196541791778583,0.19954876419642253
lightgbm,month,9,2496,41.3480581023884,5.560598917226792,0.36578314524275735,0.22383605640331294
lightgbm,month,10,2496,17.354865222377594,3.0123069900979242,0.6058869003738974,0.17383036601954402
lightgbm,month,11,2496,17.139566595900632,2.9143008286272436,0.5517488814567304,0.18489071399734147
lightgbm,month,12,2496,15.252419823517048,2.7736922991106505,0.6541602883403645,0.17219546129596613
lightgbm,hour,0,1248,22.905945751253398,3.4342464977218836,0.486328938421573,0.2043291239248588
lightgbm,hour,1,1248,21.135363466027968,3.152677722045299,0.4648208428020316,0.20120514084625135
lightgbm,hour,2,1248,20.11222421968631,3.1123185198423613,0.44677224793286996,0.2123031562409326
lightgbm,hour,3,1248,16.737650553370017,2.9160122517598053,0.5800606947619962,0.19822517918989946
lightgbm,hour,4,1248,16.660786841862585,2.773901022318326,0.5476408891862932,0.18946435335384978
lightgbm,hour,5,1248,15.635875213411532,2.7748502403795783,0.5674595357944916,0.18073564218714994
lightgbm,hour,6,1248,18.399964746694693,3.1356437349190767,0.5474571099733815,0.19105326407807927
lightgbm,hour,7,1248,13.91847636269193,2.758579244108023,0.6174003835765395,0.17011433465180512
lightgbm,hour,8,1248,13.34956483738538,2.885393479261397,0.7068214704425966,0.17106705273750847
lightgbm,hour,9,1248,15.628768780551828,3.1176792527563935,0.6303344266637495,0.18602525933233416
lightgbm,hour,10,1248,25.505914959463134,3.8235561685824915,0.4480936967565834,0.21866491914251923
lightgbm,hour,11,1248,24.73030722392058,3.7608987865620485,0.4551547464498943,0.20905367657436752
lightgbm,hour,12,1248,13.885788319470196,3.0876086718721307,0.6571575131977367,0.17637379306576165
lightgbm,hour,13,1248,29.380173625820984,4.059862822694231,0.4048168419885402,0.21080029991256743
lightgbm,hour,14,1248,25.25553801463064,3.6355322815609394,0.5472026507229615,0.18108283921696036
lightgbm,hour,15,1248,33.976996883411935,4.364973678015613,0.36272585600165397,0.20989250164832507
lightgbm,hour,16,1248,34.19785928328975,4.519168146951754,0.45468569194512654,0.20245598026734257
lightgbm,hour,17,1248,36.333345163412055,4.704321801181321,0.4112482348324423,0.20151024088856245
lightgbm,hour,18,1248,38.01535923270184,4.781297371143994,0.3867946821029037,0.20737010363450242
lightgbm,hour,19,1248,33.82431439252844,4.395762852646005,0.4366055463966032,0.19533451692906725
lightgbm,hour,20,1248,27.929718683364133,4.17379548687658,0.5343405189357251,0.19043183958538226
lightgbm,hour,21,1248,31.70478974491312,4.3969711183302085,0.46316151184008025,0.2111989282632126
lightgbm,hour,22,1248,28.932443282192295,4.061167558481614,0.4876578969360228,0.20406117862192472
lightgbm,hour,23,1248,13.275021110939699,2.7593642106603142,0.6875158064462422,0.16466487430315374
lightgbm,utility,pge,15264,0.8862712385890034,0.4891644667953677,0.9961370064211905,0.042430882893503524
lightgbm,utility,sce,12672,38.5723899511861,7.753202606695284,0.3931223515304084,0.3258235318687124
lightgbm,utility,sdge,2016,1.5567989373206401,1.1625087459279582,0.9902427800969066,0.03171441055624508
lightgbm,sub_kv_class,66.0,17568,9.201223032432319,2.2283493550248177,0.7558531349876345,0.15850859456614444
lightgbm,sub_kv_class,115.0,8928,44.12269680250558,7.518867854618691,0.38618129525541545,0.263903248060662
lightgbm,sub_kv_class,230.0,1728,1.0521312587551492,0.7766315766766588,0.9940830538249004,0.03093311696325
lightgbm,sub_kv_class,500.0,288,0.6159660820400173,0.48615375288837964,0.872500594836699,0.05134647278173478
