name,owner_raw,owner_std,type,category,matched_to_scrape,max_voltage_kv,latitude,longitude,county,city,status,cec_resolve_area,hifld_id
Moog,SCE,sce,SUBSTATION,substation,False,66.0,33.84750689,-118.31110938,Los Angeles County,Torrance,Operational,SCE Metro,307227.0
Larder,SCE,sce,SUBSTATION,substation,False,66.0,33.79628934,-118.21574828,Los Angeles County,Long Beach,Operational,SCE Metro,304089.0
Thumsgen,SCE,sce,SUBSTATION,substation,False,66.0,33.76771754,-118.21349376,Los Angeles County,Long Beach,Operational,SCE Metro,303473.0
Santee - (SCE),SCE,sce,SUBSTATION,substation,False,66.0,33.99707349,-117.91428943,Los Angeles County,Industry,Operational,SCE Metro,306743.0
Kirkwall,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.11394607,-117.92343005,Los Angeles County,Azusa,Operational,SCE Metro,302078.0
Military,SCE,sce,SUBSTATION,substation,False,66.0,35.26250204,-116.7022676,San Bernardino County,Fort Irwin,Operational,SCE NOL,304397.0
Arco - (SCE),SCE,sce,SUBSTATION,substation,False,66.0,33.777355,-118.21532786,Los Angeles County,Long Beach,Operational,SCE Metro,310344.0
Exgen,SCE,sce,SUBSTATION ASSUMED,substation,False,66.0,34.47747351,-120.04188028,Santa Barbara County,,Operational,SCE Northern,
University - (SCE),SCE,sce,SUBSTATION,substation,False,66.0,33.64036901,-117.84992229,Orange County,Irvine,Operational,SCE Metro,302943.0
Dairymans,SCE,sce,SUBSTATION,substation,False,66.0,36.20499701,-119.34106896,Tulare County,Tulare,Operational,SCE Northern,305903.0
Kaweah 1,SCE,sce,SUBSTATION,substation,False,66.0,36.4650904,-118.86196871,Tulare County,Three Rivers,Operational,SCE Northern,300130.0
Kaweah 3,SCE,sce,SUBSTATION,substation,False,66.0,36.48606436,-118.83562861,Tulare County,,Operational,SCE Northern,307153.0
Sycamore Grimmway Farm,SCE,sce,SUBSTATION,substation,False,66.0,35.19486614,-118.81554129,Kern County,Arvin,Operational,PGE Kern,309868.0
University - 92521,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.9718939,-117.33233628,Riverside County,Riverside,Operational,SCE Eastern,306735.0
La Colina,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.95524453,-117.32347831,Riverside County,Riverside,Operational,SCE Eastern,310520.0
Plaza,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.95751407,-117.39198725,Riverside County,Riverside,Operational,SCE Eastern,304195.0
Magnolia - 92506,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.95328209,-117.38316804,Riverside County,Riverside,Operational,SCE Eastern,301960.0
Casa Blanca,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.93173581,-117.40500261,Riverside County,Riverside,Operational,SCE Eastern,306923.0
Orangecrest,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.90163892,-117.32510194,Riverside County,Riverside,Operational,SCE Eastern,309253.0
Harvey Lynn,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.91468502,-117.48661422,Riverside County,Riverside,Operational,SCE Eastern,301142.0
Kaiser - 92505,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.90454856,-117.4666071,Riverside County,Riverside,Operational,SCE Eastern,308733.0
Bj,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.00301002,-118.23431497,Los Angeles County,Vernon,Operational,SCE Metro,306926.0
Kinetic - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.00325777,-118.23256622,Los Angeles County,Vernon,Operational,SCE Metro,304815.0
Matherson Trigas,SCE,sce,SUBSTATION,substation,False,66.0,33.98931039,-118.1771372,Los Angeles County,Vernon,Operational,SCE Metro,309557.0
Unknown - 4130,SCE Northern,sce,SUBSTATION,substation,False,66.0,34.4644882,-120.04433348,Santa Barbara County,,Operational,SCE Northern,308464.0
Unknown - 4134,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.84748417,-118.30946082,Los Angeles County,Torrance,Operational,SCE Metro,308489.0
Unknown - 4136,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.90174711,-118.17323321,Los Angeles County,Paramount,Operational,SCE Metro,308526.0
Unknown - 4138,SCE Metro,sce,SUBSTATION,substation,False,66.0,34.01383116,-118.46481378,Los Angeles County,Santa Monica,Operational,SCE Metro,308535.0
Unknown - 4139,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.87674115,-117.95928545,Orange County,Fullerton,Operational,SCE Metro,308566.0
Unknown - 4164,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.62947654,-117.72731584,Orange County,Irvine,Operational,SCE Metro,308895.0
Unknown - 4165,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.9025242,-118.04632103,Los Angeles County,Santa Fe Springs,Operational,SCE Metro,308898.0
Unknown - 4190,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.93541615,-118.08159385,Los Angeles County,Santa Fe Springs,Operational,SCE Metro,309332.0
Unknown - 4192,SCE Metro,sce,SUBSTATION,substation,False,66.0,34.02784813,-117.99343659,Los Angeles County,Industry,Operational,SCE Metro,309382.0
Unknown - 4199,SCE Metro,sce,SUBSTATION,substation,False,66.0,34.04117011,-117.64584049,San Bernardino County,Ontario,Operational,SCE Metro,309488.0
Unknown - 4209,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.8497519,-117.84191221,Orange County,Anaheim,Operational,SCE Metro,309710.0
Unknown - 4213,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.86893222,-118.37475055,Los Angeles County,Redondo Beach,Operational,SCE Metro,309783.0
Unknown - 4225,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.88873444,-117.83809138,Orange County,Placentia,Operational,SCE Metro,310013.0
Unknown - 4227,SCE Metro,sce,SUBSTATION,substation,False,66.0,33.99762012,-117.71541791,San Bernardino County,Chino,Operational,SCE Metro,310084.0
Unknown - 4228,SCE Metro,sce,SUBSTATION,substation,False,66.0,34.10736376,-117.96133927,Los Angeles County,Irwindale,Operational,SCE Metro,310103.0
Unknown - 4244,SCE Northern,sce,SUBSTATION,substation,False,66.0,34.24167713,-118.39031113,Los Angeles County,Los Angeles,Operational,SCE Northern,310458.0
Kem,SCE,sce,SUBSTATION,substation,False,66.0,33.86115606,-115.48868536,Riverside County,,Operational,SCE Eastern,306318.0
Mcgrath,SCE,sce,SUBSTATION,substation,False,66.0,34.20516927,-119.24715899,Ventura County,,,SCE Northern,
Booth Road (Bia),SCE,sce,SUBSTATION,substation,False,66.0,34.0856757,-114.42969363,La Paz County,,,Arizona,
Sparkle,SCE,sce,SUBSTATION,substation,False,66.0,34.61629001,-117.94223685,Los Angeles County,,,SCE Northern,
Tejon (Pgae),SCE,sce,SUBSTATION,substation,False,66.0,34.48654105,-118.51382849,Los Angeles County,,,SCE Northern,
Taft - SCE,SCE,sce,SUBSTATION,substation,False,66.0,34.81953378,-119.46114251,Santa Barbara County,,,PGE Kern,
Process,SCE,sce,SUBSTATION,substation,False,66.0,33.74500931,-118.1904815,Los Angeles County,,,SCE Metro,
Purify,SCE,sce,SUBSTATION,substation,False,66.0,34.78131314,-118.16573143,Los Angeles County,,,SCE Northern,
Rcho Msn Viejo (Sdge),SCE,sce,SUBSTATION,substation,False,66.0,33.53436364,-117.5493241,Orange County,,,SDGE Imperial,
Cleargen,SCE,sce,SUBSTATION,substation,False,66.0,33.89071651,-117.59009454,Riverside County,,,SCE Metro,
Bishop Creek 2,SCE,sce,SUBSTATION,substation,False,55.0,37.27386587,-118.57361798,Inyo County,,Operational,SCE NOL,303661.0
Fish Lake Valley,SCE,sce,SUBSTATION,substation,False,55.0,37.48955457,-117.86719984,Mono County,,,SCE NOL,
Mountain Center,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,33.70479078,-116.73121897,Riverside County,,Operational,SCE Eastern,305512.0
Lake Hemet,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,33.66867554,-116.67507892,Riverside County,,Operational,SCE Eastern,307748.0
Lake Riverside,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,33.51518367,-116.78844359,Riverside County,Lake Riverside,Operational,SCE Eastern,310308.0
Tony Lappos,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,33.5581564,-116.63969616,Riverside County,Anza,Operational,SCE Eastern,306715.0
Palomino,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.26864675,-116.81485562,San Bernardino County,Big Bear City,Operational,SCE NOL,300124.0
Maple - Other,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.25062463,-116.82703659,San Bernardino County,Big Bear City,Operational,SCE NOL,306270.0
Maltby,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.26633575,-116.83102722,San Bernardino County,Big Bear City,Operational,SCE NOL,308265.0
Bear City,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.26537896,-116.84958853,San Bernardino County,Big Bear City,Operational,SCE NOL,304688.0
Bear Mt.,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.22430409,-116.85787703,San Bernardino County,,Operational,SCE NOL,310277.0
Moonridge,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.22675222,-116.86378497,San Bernardino County,Big Bear Lake,Operational,SCE NOL,308342.0
Division - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.2618429,-116.86660611,San Bernardino County,Big Bear Lake,Operational,SCE NOL,309325.0
Fawnskin,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.26140595,-116.88218676,San Bernardino County,"Big Bear, CA",Operational,SCE NOL,309149.0
Meadow,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.24704057,-116.88538487,San Bernardino County,Big Bear Lake,Operational,SCE NOL,303173.0
Summit - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.2361964,-116.88965795,San Bernardino County,Big Bear Lake,Operational,SCE NOL,302052.0
Pine Knot,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.24537425,-116.90034214,San Bernardino County,Big Bear Lake,Operational,SCE NOL,306749.0
Village,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,34.0,34.24017499,-116.9104295,San Bernardino County,Big Bear Lake,Operational,SCE NOL,300691.0
Unknown - 4159,SCE NOL,sce,SUBSTATION,substation,False,34.0,34.26117825,-116.83124774,San Bernardino County,Big Bear City,Operational,SCE NOL,308799.0
Portal,SCE,sce,SUBSTATION,substation,False,33.0,37.25698603,-119.15910502,Fresno County,,Operational,PGE Fresno,308838.0
Foil,SCE,sce,SUBSTATION,substation,False,33.0,33.92671807,-116.9287366,Riverside County,Banning,Operational,SCE Eastern,305958.0
Rivertex,SCE,sce,SUBSTATION,substation,False,33.0,34.60604522,-117.33507767,San Bernardino County,,Operational,SCE NOL,309165.0
Santa Ana 1,SCE,sce,SUBSTATION,substation,False,33.0,34.14563311,-117.05909351,San Bernardino County,,Operational,SCE Eastern,302313.0
Santa Ana 3,SCE,sce,SUBSTATION,substation,False,33.0,34.10723319,-117.09908918,San Bernardino County,,Operational,SCE Eastern,305574.0
Unknown - 2686,SCE,sce,SUBSTATION,substation,False,33.0,33.92127636,-116.87599602,Riverside County,Banning,Operational,SCE Eastern,304899.0
Palm Springs,SCE,sce,SUBSTATION,substation,False,33.0,33.82513556,-116.54608192,Riverside County,Palm Springs,Operational,SCE Eastern,300346.0
Wilde,SCE,sce,SUBSTATION,substation,False,33.0,34.78592991,-117.24796852,San Bernardino County,,Operational,SCE NOL,302310.0
Idyllwild,SCE,sce,SUBSTATION,substation,False,33.0,33.74644064,-116.71546613,Riverside County,Idyllwild-Pine Cove,Operational,SCE Eastern,300813.0
Kokanee,SCE,sce,SUBSTATION,substation,False,33.0,37.22136239,-119.23416949,Fresno County,,,PGE Fresno,
Skinwater,SCE,sce,SUBSTATION,substation,False,33.0,33.5842843,-117.07833641,Riverside County,,,SCE Eastern,
N.W.C.,SCE,sce,SUBSTATION,substation,False,33.0,35.65097282,-117.66820663,Kern County,,,SCE NOL,
Canadian,SCE,sce,SUBSTATION,substation,False,33.0,34.2630035,-117.16184381,San Bernardino County,,,SCE Eastern,
Valley Elect. Assoc.,SCE,sce,SUBSTATION,substation,False,25.0,36.4083667,-116.42166182,Nye County,,,SCE EOP,
Fontana P.H.,SCE,sce,SUBSTATION,substation,False,12.0,34.15559151,-117.39707961,San Bernardino County,,,SCE Eastern,
Ontario Ph.2,SCE,sce,SUBSTATION,substation,False,12.0,34.17328208,-117.67649664,Los Angeles County,,,SCE Metro,
Woodlake,SCE,sce,SUBSTATION,substation,False,12.0,36.41546018,-119.09970145,Tulare County,,,SCE Northern,
Lytle Creek P.H.,SCE,sce,SUBSTATION,substation,False,12.0,34.20389965,-117.44692367,San Bernardino County,,,SCE Eastern,
Ontario Ph.1,SCE,sce,SUBSTATION,substation,False,12.0,34.17329963,-117.67649084,Los Angeles County,,,SCE Metro,
Kawgen,SCE,sce,SUBSTATION,substation,False,,36.41544946,-119.00770586,Tulare County,,Operational,SCE Northern,308883.0
Burro Flats,SCE,sce,SUBSTATION ASSUMED,substation,False,,34.22980865,-118.71001064,Ventura County,,Operational,SCE Northern,
Getty,SCE,sce,SUBSTATION,substation,False,,34.32054416,-119.26311664,Ventura County,,Operational,SCE Northern,302927.0
Rocketdyne,SCE,sce,SUBSTATION,substation,False,,34.22832553,-118.70441603,Ventura County,,Operational,SCE Northern,301702.0
Three M,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.20973022,-119.03482464,Ventura County,Camarillo,Operational,SCE Northern,307127.0
Thrust,SCE,sce,SUBSTATION ASSUMED,substation,False,,34.22797294,-118.70593183,Ventura County,,Operational,SCE Northern,
Haiwee - SCE South,SCE,sce,SUBSTATION,substation,False,,36.10988657,-117.95644323,Inyo County,,Operational,SCE NOL,300467.0
Lone Pine,SCE,sce,SUBSTATION,substation,False,,36.60070565,-118.07248848,Inyo County,Lone Pine,Operational,SCE NOL,300486.0
Morgan,SCE,sce,SUBSTATION,substation,False,,37.35975529,-118.70188193,Inyo County,,Operational,SCE NOL,304421.0
Roberts,SCE,sce,SUBSTATION,substation,False,,37.40069501,-118.35052392,Inyo County,,Operational,SCE NOL,306686.0
Lebec - (SCE),SCE,sce,SUBSTATION,substation,False,,34.95490926,-118.84423786,Kern County,,Operational,SCE Northern,306358.0
Yorba Linda - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,33.91052115,-117.82006591,Orange County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,303588.0
Smithtool,SCE,sce,SUBSTATION,substation,False,,33.6878504,-117.84902712,Orange County,Irvine,Operational,SCE Metro,308628.0
Steelcase,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.71248628,-117.82877819,Orange County,Tustin,Operational,SCE Metro,
Crestmore,SCE,sce,SUBSTATION,substation,False,,34.02933197,-117.38771237,Riverside County,Jurupa Valley,Operational,SCE Eastern,306566.0
Edmonston,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.94123505,-118.82627266,Kern County,,Operational,SCE Northern,303926.0
Airchem,SCE,sce,SUBSTATION,substation,False,,33.90160916,-118.39161633,Los Angeles County,Manhattan Beach,Operational,SCE Metro,308336.0
Amco,SCE,sce,SUBSTATION,substation,False,,33.8614303,-118.32171564,Los Angeles County,Torrance,Operational,SCE Metro,307425.0
Appgen,SCE,sce,SUBSTATION,substation,False,,34.38185626,-118.50133056,Los Angeles County,Santa Clarita,Operational,SCE Northern,305791.0
Boost,SCE,sce,SUBSTATION,substation,False,,33.83038173,-118.14055591,Los Angeles County,Long Beach,Operational,SCE Metro,306752.0
Artesia,SCE,sce,SUBSTATION,substation,False,,33.8600744,-118.08429643,Los Angeles County,Artesia,Operational,SCE Metro,308249.0
Fuel,SCE,sce,SUBSTATION,substation,False,,33.76457244,-118.22647038,Los Angeles County,Long Beach,Operational,SCE Metro,308367.0
Galaxy,SCE,sce,SUBSTATION,substation,False,,33.89928344,-118.38287213,Los Angeles County,Manhattan Beach,Operational,SCE Metro,306536.0
Jet,SCE,sce,SUBSTATION,substation,False,,34.21350458,-118.16795567,Los Angeles County,Pasadena,Operational,SCE Metro,307594.0
Jose,SCE,sce,SUBSTATION,substation,False,,34.03709845,-118.02553252,Los Angeles County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,307564.0
Losulfur,SCE,sce,SUBSTATION,substation,False,,33.93180036,-118.40448723,Los Angeles County,Los Angeles,Operational,SCE Metro,309722.0
Main Oil,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.76399405,-118.22759189,Los Angeles County,Long Beach,Operational,SCE Metro,
Mobgen,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.85347599,-118.3355945,Los Angeles County,Torrance,Operational,SCE Metro,
Mobil Oil,SCE,sce,SUBSTATION,substation,False,,33.85706902,-118.33294417,Los Angeles County,Torrance,Operational,SCE Metro,308806.0
Navy-1,SCE,sce,SUBSTATION,substation,False,,33.76394719,-118.2191798,Los Angeles County,Long Beach,Operational,SCE Metro,301949.0
Owill - (SCE),SCE,sce,SUBSTATION ASSUMED,substation,False,,34.05001746,-118.23126281,Los Angeles County,Los Angeles,Operational,SCE Metro,
Pearblossom,SCE,sce,SUBSTATION,substation,False,,34.50906467,-117.91966996,Los Angeles County,,Operational,SCE Northern,300583.0
Pitchgen,SCE,sce,SUBSTATION,substation,False,,34.46358936,-118.59418136,Los Angeles County,"Santa Clarita, CA",Operational,SCE Northern,305070.0
Polaris,SCE,sce,SUBSTATION,substation,False,,33.9286993,-118.38970688,Los Angeles County,El Segundo,Operational,SCE Metro,305909.0
Reno,SCE,sce,SUBSTATION,substation,False,,34.03444261,-118.02417808,Los Angeles County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,301479.0
Repro,SCE,sce,SUBSTATION,substation,False,,33.90338106,-118.37944417,Los Angeles County,El Segundo,Operational,SCE Metro,300754.0
Rosecrans,SCE,sce,SUBSTATION,substation,False,,33.90314921,-118.3978325,Los Angeles County,El Segundo,Operational,SCE Metro,307557.0
Sanitreat,SCE,sce,SUBSTATION,substation,False,,33.80703334,-118.29895985,Los Angeles County,Los Angeles,Operational,SCE Metro,300601.0
Space,SCE,sce,SUBSTATION,substation,False,,33.8914045,-118.37499839,Los Angeles County,Redondo Beach,Operational,SCE Metro,307472.0
Rindge,SCE,sce,SUBSTATION,substation,False,,34.03955517,-118.69793875,Los Angeles County,Malibu,Operational,SCE Metro,303901.0
Tengen,SCE,sce,SUBSTATION,substation,False,,34.38417094,-118.4955185,Los Angeles County,Santa Clarita,Operational,SCE Northern,303248.0
Thums A,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.75931711,-118.18154068,Los Angeles County,Long Beach,Operational,,
Thums B,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.75275487,-118.15950914,Los Angeles County,Long Beach,Operational,,
Thums C,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.73976723,-118.1388798,Los Angeles County,Long Beach,Operational,,
Thums D,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.74132204,-118.16257112,Los Angeles County,Long Beach,Operational,,
Webco,SCE,sce,SUBSTATION ASSUMED,substation,False,,33.88361764,-118.16501429,Los Angeles County,Paramount,Operational,SCE Metro,
Needles,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.84351184,-114.61845637,San Bernardino County,Needles,Operational,SCE EOP,306847.0
Brockway Glass,SCE,sce,SUBSTATION ASSUMED,substation,False,,34.03557519,-117.73120788,Los Angeles County,Pomona,Operational,SCE Metro,
Acacia,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.13384641,-118.26151258,Los Angeles County,Glendale,Operational,SCE Metro,309741.0
Bel Aire,Other (SCE - Assumed),sce_assumed,SUBSTATION ASSUMED,substation,False,,34.18020988,-118.28132561,Los Angeles County,Glendale,Operational,SCE Metro,
Howard - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.14778324,-118.24739148,Los Angeles County,Glendale,Operational,SCE Metro,301166.0
Rossmoyne,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.15800724,-118.24968648,Los Angeles County,Glendale,Operational,SCE Metro,307193.0
Scholl,Other (SCE - Assumed),sce_assumed,SUBSTATION ASSUMED,substation,False,,34.15061882,-118.23105714,Los Angeles County,Glendale,Operational,SCE Metro,
Tropico,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.13429907,-118.25136302,Los Angeles County,Glendale,Operational,SCE Metro,304875.0
Unknown - 3308,SCE Northern,sce,SUBSTATION,substation,False,,35.04315041,-118.24919541,Kern County,,Operational,SCE Northern,300253.0
Unknown - 3314,SCE Northern,sce,SUBSTATION,substation,False,,34.83787549,-118.47520109,Kern County,,Operational,SCE Northern,300307.0
Unknown - 3323,SCE Northern,sce,SUBSTATION,substation,False,,34.67429722,-118.43955256,Los Angeles County,Lake Hughes,Operational,SCE Northern,300433.0
Unknown - 3329,SCE Northern,sce,SUBSTATION,substation,False,,34.27161097,-118.48519003,Los Angeles County,Los Angeles,Operational,SCE Northern,300537.0
Unknown - 3332,SCE Northern,sce,SUBSTATION,substation,False,,35.06319969,-118.25071794,Kern County,Mojave,Operational,SCE Northern,300621.0
Unknown - 3333,SCE Metro,sce,SUBSTATION,substation,False,,34.25749142,-117.58104452,San Bernardino County,,Operational,SCE Metro,300624.0
Unknown - 3352,SCE NOL,sce,SUBSTATION,substation,False,,34.96142153,-117.8959021,Kern County,,Operational,SCE NOL,301076.0
Olive - (SCE Northern),SCE Northern,sce,SUBSTATION,substation,False,,34.31271761,-118.47995366,Los Angeles County,Los Angeles,Operational,SCE Northern,301214.0
Unknown - 3360,SCE Eastern,sce,SUBSTATION,substation,False,,33.93288656,-116.58093417,Riverside County,,Operational,SCE Eastern,301301.0
Unknown - 3370,SCE Metro,sce,SUBSTATION,substation,False,,33.60770957,-117.88483919,Orange County,Newport Beach,Operational,SCE Metro,301548.0
Unknown - 3375,SCE Metro,sce,SUBSTATION,substation,False,,33.84708758,-118.30180709,Los Angeles County,Los Angeles,Operational,SCE Metro,301638.0
Unknown - 3379,SCE Northern,sce,SUBSTATION,substation,False,,34.94065168,-118.33936351,Kern County,,Operational,SCE Northern,301746.0
Unknown - 3381,SCE Northern,sce,SUBSTATION,substation,False,,34.83762565,-118.47634323,Kern County,,Operational,SCE Northern,301768.0
Unknown - 3389,SCE Eastern,sce,SUBSTATION,substation,False,,34.23614765,-117.5220467,San Bernardino County,Lytle Creek,Operational,SCE Eastern,301899.0
Unknown - 3391,SCE Eastern,sce,SUBSTATION,substation,False,,33.28706302,-116.34953819,San Diego County,,Operational,SCE Eastern,302046.0
Unknown - 3393,SCE NOL,sce,SUBSTATION,substation,False,,34.86045355,-116.85492692,San Bernardino County,,Operational,SCE NOL,302100.0
Towne,SCE Metro,sce,SUBSTATION,substation,False,,34.17940847,-118.31086789,Los Angeles County,Burbank,Operational,SCE Metro,302129.0
Unknown - 3405,SCE Metro,sce,SUBSTATION,substation,False,,34.25926839,-118.32129087,Los Angeles County,Los Angeles,Operational,SCE Metro,302260.0
Unknown - 3406,SCE NOL,sce,SUBSTATION,substation,False,,34.56623679,-117.31651617,San Bernardino County,Victorville,Operational,SCE NOL,302293.0
Unknown - 3412,SCE Northern,sce,SUBSTATION,substation,False,,34.82902106,-118.51141702,Kern County,,Operational,SCE Northern,302398.0
Unknown - 3597,SCE NOL,sce,SUBSTATION,substation,False,,37.33663103,-118.48190017,Inyo County,,Operational,SCE NOL,303092.0
Unknown - 3601,SCE Northern,sce,SUBSTATION,substation,False,,34.20667298,-118.36256758,Los Angeles County,Burbank,Operational,SCE Northern,303182.0
Unknown - 3605,SCE Northern,sce,SUBSTATION,substation,False,,34.27129759,-118.55616195,Los Angeles County,Los Angeles,Operational,SCE Northern,303265.0
Drews,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.06068041,-117.35356196,San Bernardino County,Colton,Operational,SCE Eastern,303585.0
Midpoint,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,33.56495444,-114.90661031,Riverside County,Blythe,Operational,SCE Eastern,304006.0
Alumax,Other (SCE - Assumed),sce_assumed,SUBSTATION ASSUMED,substation,False,,34.00352911,-117.3431764,Riverside County,Riverside,Operational,SCE Eastern,
Oxbow,SCE,sce,SUBSTATION,substation,False,,37.33530963,-118.48195979,Inyo County,,Operational,SCE NOL,306843.0
White Mt. Radio,SCE,sce,SUBSTATION,substation,False,,37.41693293,-118.40284487,Inyo County,,Operational,SCE NOL,308312.0
Bishop Creek 3,SCE,sce,SUBSTATION,substation,False,,37.30224712,-118.5317442,Inyo County,,Operational,SCE NOL,306363.0
Dwp,SCE,sce,SUBSTATION,substation,False,,37.3601865,-118.39851021,Inyo County,Bishop,Operational,SCE NOL,302909.0
Big Creek 2A,SCE,sce,SUBSTATION,substation,False,,37.20010183,-119.30685572,Fresno County,,Operational,PGE Fresno,304164.0
Big Creek 8,SCE,sce,SUBSTATION,substation,False,,37.2097076,-119.32884034,Fresno County,,Operational,PGE Fresno,306412.0
Mammoth,SCE,sce,SUBSTATION,substation,False,,37.22027822,-119.33800678,Madera County,,Operational,PGE Fresno,300011.0
Big Creek 4,SCE,sce,SUBSTATION,substation,False,,37.13886157,-119.4887262,Madera County,,Operational,PGE Fresno,307469.0
Division Creek,SCE,sce,SUBSTATION,substation,False,,36.94006531,-118.25693885,Inyo County,,Operational,SCE NOL,302030.0
Big Pine,SCE,sce,SUBSTATION,substation,False,,37.14206638,-118.32414812,Inyo County,,Operational,SCE NOL,300560.0
Big Creek 3,SCE,sce,SUBSTATION,substation,False,,37.14820605,-119.38852604,Fresno County,,Operational,PGE Fresno,307823.0
Coso 1-3,SCE,sce,SUBSTATION,substation,False,,36.03672659,-117.79794942,Inyo County,,Operational,SCE NOL,304783.0
Coso 7,SCE,sce,SUBSTATION,substation,False,,36.00617014,-117.81017308,Inyo County,,Operational,SCE NOL,305876.0
Kern River 1,SCE,sce,SUBSTATION,substation,False,,35.46016298,-118.77959579,Kern County,,Operational,PGE Kern,301716.0
Omar,SCE,sce,SUBSTATION,substation,False,,35.45137171,-118.98390974,Kern County,,Operational,PGE Kern,303340.0
Magnolia - 91502,Other (SCE - Assumed),sce_assumed,SUBSTATION ASSUMED,substation,False,,34.17779873,-118.31613376,Los Angeles County,Burbank,Operational,SCE Metro,
Glendale,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,,34.17160266,-118.30383745,Los Angeles County,Burbank,Operational,SCE Metro,302875.0
Icegen,SCE,sce,SUBSTATION,substation,False,,33.87574721,-118.24909597,Los Angeles County,Carson,Operational,SCE Metro,302865.0
Redondo 1,SCE,sce,SUBSTATION,substation,False,,33.85263428,-118.39381072,Los Angeles County,Redondo Beach,Operational,SCE Metro,308844.0
Unknown - 3612,SCE Eastern,sce,SUBSTATION,substation,False,,33.65925898,-114.98268414,Riverside County,,Operational,SCE Eastern,303341.0
Unknown - 3617,SCE Northern,sce,SUBSTATION,substation,False,,35.03007522,-118.2199471,Kern County,Mojave,Operational,SCE Northern,303430.0
Unknown - 3620,SCE Northern,sce,SUBSTATION,substation,False,,34.8473637,-118.43105692,Kern County,,Operational,SCE Northern,303463.0
SEGS 5,SCE,sce,SUBSTATION,substation,False,,35.01903865,-117.55549822,San Bernardino County,,Operational,SCE NOL,304685.0
