name,owner_raw,owner_std,type,category,matched_to_scrape,max_voltage_kv,latitude,longitude,county,city,status,cec_resolve_area,hifld_id
Unknown - 3293,SCE Northern,sce,SUBSTATION,substation,False,500.0,35.02294251,-118.2821811,Kern County,,Operational,SCE Northern,300111.0
Capacitor,SCE,sce,SUBSTATION,substation,False,500.0,33.6712108,-115.55897075,Riverside County,,Operational,SCE Eastern,303223.0
Unknown - 4185,SCE Northern,sce,SUBSTATION,substation,False,500.0,35.02130584,-118.29735508,Kern County,,Operational,SCE Northern,309264.0
Unknown - 4242,SCE Northern,sce,SUBSTATION,substation,False,500.0,34.19122725,-118.37955131,Los Angeles County,Los Angeles,Operational,SCE Northern,310442.0
Serrano,SCE,sce,SUBSTATION,substation,False,500.0,33.82885994,-117.78968273,Orange County,Orange,Operational,SCE Metro,301664.0
Antelope - (SCE),SCE,sce,SUBSTATION,substation,False,500.0,34.68750792,-118.30052909,Los Angeles County,Lancaster,Operational,SCE Northern,304120.0
Vincent,SCE,sce,SUBSTATION,substation,False,500.0,34.48596106,-118.11846856,Los Angeles County,Acton,Operational,SCE Northern,309672.0
Lugo,SCE,sce,SUBSTATION,substation,False,500.0,34.36662345,-117.36861843,San Bernardino County,,Operational,SCE Metro,307508.0
Alberhill,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,33.73452419,-117.41250985,,Karona,Proposed,SCE Eastern,
Rancho Vista,SCE,sce,SUBSTATION,substation,False,500.0,34.08849549,-117.5345205,San Bernardino County,Rancho Cucamonga,Operational,SCE Metro,309096.0
Windhub,SCE,sce,SUBSTATION,substation,False,500.0,35.0348446,-118.28067751,Kern County,,Operational,SCE Northern,301750.0
Whirlwind,SCE,sce,SUBSTATION,substation,False,500.0,34.85927301,-118.43520486,Kern County,,Operational,SCE Northern,306225.0
Colorado River,SCE,sce,SUBSTATION,substation,False,500.0,33.57897512,-114.81591613,Riverside County,,Operational,SCE Eastern,303761.0
Red Bluff - (SCE),SCE,sce,SUBSTATION,substation,False,500.0,33.69808958,-115.31317485,Riverside County,,Operational,SCE Eastern,303503.0
North of SONGS,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,33.44924518,-117.57441797,SAN DIEGO,SAN CLEMENTE,,SCE Metro,
Cielo Azul,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,33.64852482,-113.93914355,La Paz,Sunwest,,SCE Arizona,
Delaney SCE 500kV,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,33.48112493,-113.03398879,Maricopa County,TONOPAH,,SCE Arizona,
Eldorado SCE 500kV,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,35.79731475,-115.00898823,Clark County,BOULDER CITY,,SCE EOP,
Mohave SCE 500kV,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,35.1474648,-114.59498836,Clark County,LAUGHLIN,,SCE EOP,
Palo Verde SCE 500kV,SCE,sce,SUBSTATION ASSUMED,substation,False,500.0,33.38472001,-112.85904303,Maricopa County,TONOPAH,,SDGE Arizona,
East Transition Station,SCE,sce,SUBSTATION,substation,False,500.0,33.98657322,-117.71425025,San Bernardino County,,,SCE Metro,
Kinetic - (SCE),SCE,sce,SUBSTATION ASSUMED,substation,False,230.0,34.01496981,-118.20356575,Los Angeles County,Los Angeles,Operational,SCE Metro,
Camino - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,230.0,34.84484906,-114.96625879,San Bernardino County,,Operational,SCE EOP,305759.0
Gene,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,230.0,34.29115679,-114.17127466,San Bernardino County,,Operational,SCE Eastern,306492.0
Eastwood,SCE,sce,SUBSTATION,substation,False,230.0,37.14799489,-119.25660402,Fresno County,,Operational,PGE Fresno,301470.0
Arbwind,SCE,sce,SUBSTATION,substation,False,230.0,35.10812378,-118.31383786,Kern County,,Operational,SCE Northern,301467.0
Unknown - 2575,SCE,sce,SUBSTATION,substation,False,230.0,35.0990815,-118.33453463,Kern County,,Operational,SCE Northern,304730.0
Unknown - 3918,SCE Metro,sce,SUBSTATION,substation,False,230.0,34.12370125,-118.33704608,Los Angeles County,Los Angeles,Operational,SCE Metro,306768.0
Unknown - 2935,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,230.0,33.80963789,-115.45108174,Riverside County,,Operational,SCE Eastern,300795.0
Sylmar East,SCE,sce,SUBSTATION,substation,False,230.0,34.31189,-118.48040208,Los Angeles County,Los Angeles,Operational,SCE Northern,306489.0
Unknown - 3193,SCE,sce,SUBSTATION,substation,False,230.0,35.20708605,-118.24788964,Kern County,,Operational,SCE Northern,309958.0
Springville,SCE,sce,SUBSTATION,substation,False,230.0,36.10795255,-118.93804584,Tulare County,,Operational,SCE Northern,300168.0
Santa Clara,SCE,sce,SUBSTATION,substation,False,230.0,34.30226125,-119.18492599,Ventura County,,Operational,SCE Northern,306963.0
Ormond Beach,SCE,sce,SUBSTATION,substation,False,230.0,34.1307962,-119.16706366,Ventura County,Oxnard,Operational,SCE Northern,307758.0
El Segundo,SCE,sce,SUBSTATION,substation,False,230.0,33.90843881,-118.42306272,Los Angeles County,El Segundo,Operational,SCE Metro,309703.0
Lewis,SCE,sce,SUBSTATION,substation,False,230.0,33.80925851,-117.8990747,Orange County,Anaheim,Operational,SCE Metro,305848.0
Julian Hinds,SCE,sce,SUBSTATION,substation,False,230.0,33.70470126,-115.62659273,Riverside County,,Operational,SCE Eastern,309638.0
Mirage,SCE,sce,SUBSTATION,substation,False,230.0,33.81849739,-116.37009851,Riverside County,Thousand Palms,Operational,SCE Eastern,304250.0
Pastoria,SCE,sce,SUBSTATION,substation,False,230.0,34.93527285,-118.84311541,,Arvin,Operational,SCE Northern,304860.0
Arcogen,SCE,sce,SUBSTATION,substation,False,230.0,33.81748999,-118.24346507,Los Angeles County,Carson,Operational,SCE Metro,306365.0
Bailey,SCE,sce,SUBSTATION,substation,False,230.0,34.77650703,-118.77470327,Los Angeles County,,Operational,SCE Northern,303949.0
Eagle Rock - (SCE),SCE,sce,SUBSTATION,substation,False,230.0,34.15085125,-118.18430624,Los Angeles County,Glendale,Operational,SCE Metro,301558.0
Goodrich,SCE,sce,SUBSTATION,substation,False,230.0,34.15135145,-118.08790942,Los Angeles County,Pasadena,Operational,SCE Metro,303371.0
Harborgen,SCE,sce,SUBSTATION,substation,False,230.0,33.7789243,-118.22730532,Los Angeles County,Los Angeles,Operational,SCE Metro,304450.0
Hinson,SCE,sce,SUBSTATION,substation,False,230.0,33.81926415,-118.22252687,Los Angeles County,Long Beach,Operational,SCE Metro,300390.0
La Cienega,SCE,sce,SUBSTATION,substation,False,230.0,34.00073315,-118.37831478,Los Angeles County,Ladera Heights,Operational,SCE Metro,308786.0
Pardee - (SCE),SCE,sce,SUBSTATION,substation,False,230.0,34.43926556,-118.58282378,Los Angeles County,Santa Clarita,Operational,SCE Northern,308504.0
Warne,SCE,sce,SUBSTATION,substation,False,230.0,34.6850699,-118.78854143,Los Angeles County,,Operational,SCE Northern,308917.0
Pisgah,SCE,sce,SUBSTATION,substation,False,230.0,34.78157654,-116.38472017,San Bernardino County,,Operational,SCE NOL,306291.0
Vista - SCE,SCE,sce,SUBSTATION,substation,False,230.0,34.0413401,-117.31919396,San Bernardino County,Grand Terrace,Operational,SCE Eastern,304336.0
Huntington Beach,SCE,sce,SUBSTATION,substation,False,230.0,33.64596303,-117.97780972,Orange County,Huntington Beach,Operational,SCE Metro,303718.0
Big Creek 1,SCE,sce,SUBSTATION,substation,False,230.0,37.20395044,-119.24291235,Fresno County,Big Creek,Operational,PGE Fresno,307432.0
Chevmain,SCE,sce,SUBSTATION,substation,False,230.0,33.90248441,-118.40287465,Los Angeles County,El Segundo,Operational,SCE Metro,301108.0
Cool Water,SCE,sce,SUBSTATION,substation,False,230.0,34.863107,-116.85419496,San Bernardino County,,Operational,SCE NOL,307282.0
Rerc,SCE,sce,SUBSTATION,substation,False,230.0,33.96216493,-117.45288407,Riverside County,Riverside,Operational,SCE Eastern,307361.0
San Onofre,SCE,sce,SUBSTATION,substation,False,230.0,33.36968096,-117.55422612,San Diego County,,Operational,SCE Metro,308846.0
Mandalay,SCE,sce,SUBSTATION,substation,False,230.0,34.20734748,-119.24911042,Ventura County,Oxnard,Operational,SCE Northern,309305.0
Sandlot,SCE,sce,SUBSTATION,substation,False,230.0,34.99707498,-117.30298789,San Bernardino County,,Operational,SCE NOL,304560.0
Ivanpah,SCE,sce,SUBSTATION,substation,False,230.0,35.54440795,-115.46891493,San Bernardino County,,Operational,SCE EOP,310135.0
Alamitos,SCE,sce,SUBSTATION ASSUMED,substation,False,230.0,33.76482934,-118.09887037,Los Angeles County,Long Beach,Operational,SCE Metro,
Calcite,SCE,sce,SUBSTATION ASSUMED,substation,False,230.0,34.52098302,-116.917785,San Bernardino,Lucerne Valley,Operational,SCE NOL,
Lugo - Pisgah (Proposed),SCE,sce,SUBSTATION,substation,False,230.0,34.39830927,-116.635902,San Bernardino,Lucerne Valley,Proposed,SCE NOL,
Primm SEC 230kV,SCE,sce,SUBSTATION ASSUMED,substation,False,230.0,35.64108479,-115.34898818,Clark County,JEAN,,SCE EOP,
New Sub - Kramer - Lugo (Proposed),SCE,sce,SUBSTATION ASSUMED,substation,False,230.0,34.57652498,-117.41314167,SAN BERNARDINO,ADELANTO,,SCE NOL,
Eastwind,SCE,sce,SUBSTATION,substation,False,220.0,35.04467093,-118.27629981,Kern County,,Operational,SCE Northern,306892.0
Westwind - (SCE),SCE,sce,SUBSTATION,substation,False,220.0,35.04379469,-118.27637848,Kern County,,Operational,SCE Northern,309466.0
Winderness,SCE,sce,SUBSTATION,substation,False,220.0,35.03860146,-118.29288667,Kern County,,Operational,SCE Northern,304383.0
Highwind,SCE,sce,SUBSTATION,substation,False,220.0,35.09945022,-118.37811143,Kern County,,Operational,SCE Northern,308246.0
Unknown - 4238,SCE Eastern,sce,SUBSTATION,substation,False,161.0,34.13096426,-114.37234166,San Bernardino County,Big River,Operational,SCE Eastern,310357.0
Tanker,SCE,sce,SUBSTATION,substation,False,115.0,33.90876736,-117.25976581,Riverside County,March ARB,Operational,SCE Eastern,305880.0
Rocket Test,SCE,sce,SUBSTATION,substation,False,115.0,34.93048895,-117.69806605,Kern County,,Operational,SCE NOL,307682.0
Southbase,SCE,sce,SUBSTATION,substation,False,115.0,34.87995337,-117.89627113,Kern County,Edwards AFB,Operational,SCE NOL,301654.0
Devil Canyon,SCE,sce,SUBSTATION,substation,False,115.0,34.20602292,-117.33510731,San Bernardino County,San Bernardino,Operational,SCE Eastern,301962.0
Mcgen,SCE,sce,SUBSTATION,substation,False,115.0,35.7651795,-117.38640097,San Bernardino County,Searles Valley,Operational,SCE NOL,306276.0
Permanente - (SCE),SCE,sce,SUBSTATION,substation,False,115.0,34.35455407,-116.85428835,San Bernardino County,,Operational,SCE NOL,302055.0
Tiefort,SCE,sce,SUBSTATION,substation,False,115.0,35.22290052,-116.73316571,San Bernardino County,,Operational,SCE NOL,300852.0
Aventura P.T.,SCE,sce,SUBSTATION ASSUMED,substation,False,115.0,33.93260018,-116.50433854,Riverside County,Desert Hot Springs,Operational,SCE Eastern,
Transwind,SCE,sce,SUBSTATION,substation,False,115.0,33.91373159,-116.7196122,Riverside County,,Operational,SCE Eastern,300928.0
Hugo,SCE,sce,SUBSTATION,substation,False,115.0,33.90195998,-116.55578418,Riverside County,Palm Springs,Operational,SCE Eastern,307731.0
Leatherneck,SCE,sce,SUBSTATION,substation,False,115.0,34.24483167,-116.0977269,San Bernardino County,Twentynine Palms,Operational,SCE Eastern,308784.0
Arrowhead - (SCE Eastern),SCE Eastern,sce,SUBSTATION,substation,False,115.0,33.91206405,-116.75220158,Riverside County,,Operational,SCE Eastern,300962.0
Highgrove,SCE,sce,SUBSTATION,substation,False,115.0,34.02228677,-117.33278519,San Bernardino County,Grand Terrace,Operational,SCE Eastern,306994.0
Poole Ph,SCE,sce,SUBSTATION,substation,False,115.0,37.94437568,-119.21600329,Mono County,,Operational,PGE GBA,305996.0
Rush Creek,SCE,sce,SUBSTATION,substation,False,115.0,37.7665993,-119.12312103,Mono County,,Operational,SCE NOL,300006.0
Mammoth Pacific Il,SCE,sce,SUBSTATION,substation,False,115.0,37.64645275,-118.9100321,Mono County,,Operational,SCE NOL,300992.0
Mammoth Pacific I,SCE,sce,SUBSTATION,substation,False,115.0,37.64552423,-118.91463654,Mono County,,Operational,SCE NOL,304975.0
Bishop Creek 4,SCE,sce,SUBSTATION,substation,False,115.0,37.32303193,-118.50175536,Inyo County,,Operational,SCE NOL,308805.0
Coso 8-9,SCE,sce,SUBSTATION,substation,False,115.0,36.00144491,-117.79017382,Inyo County,,Operational,SCE NOL,303694.0
Coso 4-6,SCE,sce,SUBSTATION,substation,False,115.0,36.01858404,-117.79152051,Inyo County,,Operational,SCE NOL,305045.0
U.S. Borax,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,115.0,35.03251574,-117.7002983,Kern County,,Operational,SCE NOL,309495.0
Unknown - 3609,SCE Northern,sce,SUBSTATION,substation,False,115.0,35.35859355,-118.92552417,Kern County,East Niles,Operational,SCE Northern,303313.0
SEGS 6,SCE,sce,SUBSTATION,substation,False,115.0,35.02029175,-117.56623769,San Bernardino County,,Operational,SCE NOL,300866.0
SEGS 7,SCE,sce,SUBSTATION,substation,False,115.0,35.01550578,-117.5657222,San Bernardino County,,Operational,SCE NOL,302344.0
SEGS 4,SCE,sce,SUBSTATION,substation,False,115.0,35.01184781,-117.55565403,San Bernardino County,,Operational,SCE NOL,306641.0
SEGS 3,SCE,sce,SUBSTATION,substation,False,115.0,35.00735218,-117.55572878,San Bernardino County,,Operational,SCE NOL,308595.0
Black Mt.,SCE,sce,SUBSTATION,substation,False,115.0,34.62283668,-117.10162407,San Bernardino County,,Operational,SCE NOL,307337.0
Southcap,SCE,sce,SUBSTATION,substation,False,115.0,34.62129501,-117.10216852,San Bernardino County,,Operational,SCE NOL,310088.0
Pluess,SCE,sce,SUBSTATION,substation,False,115.0,34.38305043,-116.9411691,San Bernardino County,,Operational,SCE NOL,300252.0
Soport,SCE,sce,SUBSTATION,substation,False,115.0,34.56599503,-117.31248237,San Bernardino County,Victorville,Operational,SCE NOL,301453.0
Mojave Siphon,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,115.0,34.30746582,-117.32348167,San Bernardino County,,Operational,SCE Metro,308764.0
Crafton Hills,SCE,sce,SUBSTATION,substation,False,115.0,34.07420067,-117.07747969,San Bernardino County,Mentone,Operational,SCE Eastern,308499.0
Purewater,SCE,sce,SUBSTATION,substation,False,115.0,34.07806433,-117.18887588,San Bernardino County,Redlands,Operational,SCE Eastern,306467.0
Pan Aero,SCE,sce,SUBSTATION,substation,False,115.0,33.95138119,-116.66540755,Riverside County,Whitewater,Operational,SCE Eastern,304896.0
Seawind,SCE,sce,SUBSTATION,substation,False,115.0,33.94998674,-116.6668381,Riverside County,,Operational,SCE Eastern,302868.0
Unknown - 2470,SCE,sce,SUBSTATION,substation,False,115.0,33.91601484,-116.71834574,Riverside County,,Operational,SCE Eastern,308405.0
Renwind,SCE,sce,SUBSTATION,substation,False,115.0,33.91775341,-116.64279365,Riverside County,Palm Springs,Operational,SCE Eastern,301497.0
Tiffanywind,SCE,sce,SUBSTATION,substation,False,115.0,33.92065555,-116.58114348,Riverside County,,Operational,SCE Eastern,309062.0
Buckwind,SCE,sce,SUBSTATION,substation,False,115.0,33.92175895,-116.5796992,Riverside County,Palm Springs,Operational,SCE Eastern,303773.0
Altwind,SCE,sce,SUBSTATION,substation,False,115.0,33.90732564,-116.57982699,Riverside County,Palm Springs,Operational,SCE Eastern,304962.0
Mountwind,SCE,sce,SUBSTATION,substation,False,115.0,33.90720896,-116.57932145,Riverside County,Palm Springs,Operational,SCE Eastern,305779.0
Indigo,SCE,sce,SUBSTATION,substation,False,115.0,33.91062757,-116.5528796,Riverside County,Palm Springs,Operational,SCE Eastern,309947.0
Capwind,SCE,sce,SUBSTATION,substation,False,115.0,33.87760066,-116.46435198,Riverside County,Cathedral City,Operational,SCE Eastern,300743.0
MWD Eastside Res,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,115.0,33.68098286,-117.06981321,Riverside County,,Operational,SCE Eastern,309657.0
Mogen,SCE,sce,SUBSTATION,substation,False,115.0,35.03228376,-117.70157052,Kern County,,Operational,SCE NOL,308990.0
Stent,SCE,sce,SUBSTATION,substation,False,115.0,33.51782501,-117.1590572,Riverside County,Temecula,Operational,SCE Eastern,303434.0
Unknown - 3904,SCE NOL,sce,SUBSTATION,substation,False,115.0,34.9301081,-117.69773313,Kern County,,Operational,SCE NOL,306472.0
Unknown - 3942,SCE Eastern,sce,SUBSTATION,substation,False,115.0,34.14981881,-116.10706091,San Bernardino County,Twentynine Palms,Operational,SCE Eastern,307203.0
Moval,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,115.0,33.92320503,-117.17495254,Riverside County,Moreno Valley,Operational,SCE Eastern,309620.0
Dryden,SCE,sce,SUBSTATION,substation,False,115.0,33.70191147,-117.37521087,Riverside County,Lake Elsinore,Operational,SCE Eastern,307328.0
Cain Ranch P.T.,SCE,sce,SUBSTATION ASSUMED,substation,False,115.0,37.95234514,-119.1170469,Mono County,Lee Vining,Operational,SCE NOL,
AFG,SCE,sce,SUBSTATION ASSUMED,substation,False,115.0,34.47434574,-117.29398175,San Bernardino County,Victorville,Operational,SCE NOL,
Unknown - 4147,SCE Northern,sce,SUBSTATION,substation,False,115.0,35.35885543,-118.9253426,Kern County,East Niles,Operational,SCE Northern,308662.0
Unknown - 4157,SCE NOL,sce,SUBSTATION,substation,False,115.0,34.90826629,-117.91808183,Kern County,Edwards AFB,Operational,SCE NOL,308783.0
Unknown - 4201,SCE Eastern,sce,SUBSTATION,substation,False,115.0,33.51935563,-117.09497082,Riverside County,Temecula,Operational,SCE Eastern,309561.0
Control,SCE,sce,SUBSTATION,substation,False,115.0,37.33631483,-118.48087292,Inyo County,,Operational,SCE NOL,306901.0
Haiwee - SCE North,SCE,sce,SUBSTATION,substation,False,115.0,36.48893492,-117.87114315,Inyo County,,,SCE NOL,
Unknown - 3366,SCE Eastern,sce,SUBSTATION,substation,False,92.0,33.69958559,-116.24288896,Riverside County,Indio,Operational,SCE Eastern,301458.0
Unknown - 3639,SCE Eastern,sce,SUBSTATION,substation,False,92.0,33.17665388,-115.60574388,Imperial County,,Operational,SCE Eastern,303968.0
Unknown - 3656,SCE Eastern,sce,SUBSTATION,substation,False,92.0,33.19128688,-115.54501328,Imperial County,,Operational,SCE Eastern,304237.0
Mecca - (SCE Eastern),SCE Eastern,sce,SUBSTATION,substation,False,92.0,33.55579556,-116.06027624,Riverside County,Mecca,Operational,SCE Eastern,305517.0
Unknown - 4218,SCE Eastern,sce,SUBSTATION,substation,False,92.0,33.56942922,-116.11258372,Riverside County,,Operational,SCE Eastern,309886.0
Castaic - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,70.0,34.88050967,-118.90095758,Kern County,Lebec,Operational,SCE Northern,310488.0
Pacific Pipeline,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,70.0,34.92639256,-118.92528716,Kern County,,Operational,SCE Northern,306710.0
Grapevine,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,70.0,34.91833031,-118.92617837,Kern County,,Operational,SCE Northern,304813.0
Rose,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,70.0,34.99182444,-118.9427896,Kern County,,Operational,SCE Northern,300494.0
Lebec - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,70.0,34.86025762,-118.88052671,Kern County,Lebec,Operational,SCE Northern,310225.0
Dowling,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.85342243,-117.85701306,Orange County,Anaheim,Operational,SCE Metro,301351.0
Anaheim,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.83104499,-117.91138274,Orange County,Anaheim,Operational,SCE Metro,300515.0
Katella,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.80449278,-117.9007329,Orange County,Anaheim,Operational,SCE Metro,304005.0
Hannum,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.83755397,-117.96816327,Orange County,Anaheim,Operational,SCE Metro,301711.0
Southwest,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.80802913,-117.93319143,Orange County,Anaheim,Operational,SCE Metro,307184.0
Sharp,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.84837263,-117.91067897,Orange County,Anaheim,Operational,SCE Metro,301344.0
Vermont,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.8266789,-117.90247169,Orange County,Anaheim,Operational,SCE Metro,306997.0
Yorba,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.85820114,-117.80711264,Orange County,Anaheim,Operational,SCE Metro,307268.0
Basilone,SCE Metro,sce,SUBSTATION,substation,False,69.0,33.38743818,-117.58247398,San Diego County,,Operational,SCE Metro,305888.0
Clair,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.81698927,-117.9763544,Orange County,Anaheim,Operational,SCE Metro,301148.0
Fairmont - (Other),Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,69.0,33.85646722,-117.76831011,Orange County,Anaheim,Operational,SCE Metro,300275.0
Captive,SCE,sce,SUBSTATION,substation,False,66.0,35.778748,-119.3050582,Kern County,Delano,Operational,PGE Kern,305665.0
Protein,SCE,sce,SUBSTATION,substation,False,66.0,36.18543697,-119.33417252,Tulare County,Tulare,Operational,SCE Northern,303605.0
Elcans,SCE,sce,SUBSTATION,substation,False,66.0,36.34271319,-119.39205915,Tulare County,Visalia,Operational,SCE Northern,308726.0
Lourich,SCE,sce,SUBSTATION,substation,False,66.0,36.13139821,-119.32920912,Tulare County,Tulare,Operational,PGE Fresno,305963.0
Camgen,SCE,sce,SUBSTATION,substation,False,66.0,34.1618952,-119.04760993,Ventura County,,Operational,SCE Northern,309292.0
Charmin,SCE,sce,SUBSTATION ASSUMED,substation,False,66.0,34.21052851,-119.14012654,Ventura County,Oxnard,Operational,SCE Northern,
Etec-Gen,SCE,sce,SUBSTATION,substation,False,66.0,34.23179239,-118.71034338,Ventura County,,Operational,SCE Northern,301440.0
Oxnard,SCE,sce,SUBSTATION,substation,False,66.0,34.19716185,-119.17429598,Ventura County,Oxnard,Operational,SCE Northern,301689.0
Procgen,SCE,sce,SUBSTATION,substation,False,66.0,34.21146741,-119.14000988,Ventura County,Oxnard,Operational,SCE Northern,301150.0
Shore,SCE,sce,SUBSTATION ASSUMED,substation,False,66.0,34.23927125,-119.25887809,Ventura County,San Buenaventura (Ventura),Operational,SCE Northern,
Tayshell,SCE,sce,SUBSTATION,substation,False,66.0,34.31705727,-119.31045304,Ventura County,,Operational,SCE Northern,303292.0
Torrey,SCE,sce,SUBSTATION,substation,False,66.0,34.38783326,-118.79633397,Ventura County,,Operational,SCE Northern,304721.0
Claremont - (SCE),SCE,sce,SUBSTATION,substation,False,66.0,34.09929638,-117.70738745,Los Angeles County,Claremont,Operational,SCE Metro,301431.0
Stallion,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,35.10881164,-118.56700081,Kern County,Tehachapi,Operational,SCE Northern,303250.0
Ammonia,SCE,sce,SUBSTATION,substation,False,66.0,33.922498,-117.84724778,Orange County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,307200.0
Apollo,SCE,sce,SUBSTATION,substation,False,66.0,33.75251894,-118.03716036,Orange County,Huntington Beach,Operational,SCE Metro,300975.0
Burris Pit,SCE,sce,SUBSTATION,substation,False,66.0,33.81966995,-117.87141581,Orange County,Anaheim,Operational,SCE Metro,309594.0
Chip,SCE,sce,SUBSTATION,substation,False,66.0,33.66059753,-117.86061766,Orange County,Newport Beach,Operational,SCE Metro,310120.0
Coygen - SCE South,SCE,sce,SUBSTATION,substation,False,66.0,33.61303719,-117.8219149,Orange County,Newport Beach,Operational,SCE Metro,304415.0
Johnair,SCE,sce,SUBSTATION,substation,False,66.0,33.67560634,-117.86376802,Orange County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,303088.0
Lambert - (SCE),SCE,sce,SUBSTATION,substation,False,66.0,33.92281389,-117.84722428,Orange County,"Los Angeles--Long Beach--Anaheim, CA",Operational,SCE Metro,305086.0
Coyote Creek,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.92508013,-117.95511493,Orange County,La Habra,Operational,SCE Metro,300033.0
Norseal,SCE,sce,SUBSTATION,substation,False,66.0,33.75710994,-118.0890668,Orange County,Seal Beach,Operational,SCE Metro,305496.0
Norweld,SCE,sce,SUBSTATION,substation,False,66.0,33.92081251,-117.91983095,Orange County,Brea,Operational,SCE Metro,309278.0
Kiwi,SCE,sce,SUBSTATION,substation,False,66.0,33.68962626,-117.94502342,Orange County,Fountain Valley,Operational,SCE Metro,309678.0
Orcogen,SCE,sce,SUBSTATION,substation,False,66.0,33.6439924,-117.95554901,Orange County,Huntington Beach,Operational,SCE Metro,306580.0
Paper,SCE,sce,SUBSTATION,substation,False,66.0,33.86093241,-117.89272401,Orange County,Fullerton,Operational,SCE Metro,300919.0
Recovery ,SCE,sce,SUBSTATION,substation,False,66.0,33.67357758,-118.02122081,Orange County,Huntington Beach,Operational,SCE Metro,302237.0
Soco,SCE,sce,SUBSTATION ASSUMED,substation,False,66.0,33.67374115,-118.02151156,Orange County,Huntington Beach,Operational,SCE Metro,
Sunnyhills,SCE,sce,SUBSTATION,substation,False,66.0,33.88288955,-117.95736482,Orange County,Fullerton,Operational,SCE Metro,308531.0
Riverside,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,33.97811442,-117.37006542,Riverside County,Riverside,Operational,SCE Eastern,310521.0
Databank,SCE,sce,SUBSTATION,substation,False,66.0,33.85543349,-117.53928344,Riverside County,Corona,Operational,SCE Eastern,301792.0
Delgen,SCE,sce,SUBSTATION,substation,False,66.0,33.89242466,-117.58010599,Riverside County,Corona,Operational,SCE Metro,308240.0
Alamo,SCE,sce,SUBSTATION,substation,False,66.0,34.81550064,-118.68611545,Los Angeles County,,Operational,SCE Northern,309973.0
Borel,SCE,sce,SUBSTATION,substation,False,66.0,35.58810333,-118.5247543,Kern County,,Operational,PGE Kern,308790.0
Breeze,SCE,sce,SUBSTATION,substation,False,66.0,35.1238891,-118.37410903,Kern County,,Operational,SCE Northern,301406.0
Cal Cement,SCE,sce,SUBSTATION,substation,False,66.0,35.03026073,-118.31080978,Kern County,,Operational,SCE Northern,301041.0
Lakegen,SCE,sce,SUBSTATION,substation,False,66.0,35.64439849,-118.48184223,Kern County,Lake Isabella,Operational,PGE Kern,309651.0
Pandol,SCE,sce,SUBSTATION,substation,False,66.0,35.71894598,-119.23335764,Kern County,,Operational,PGE Kern,309927.0
Westpac,SCE,sce,SUBSTATION,substation,False,66.0,34.81940896,-118.75105433,Kern County,,Operational,SCE Northern,304254.0
Airway,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.16269794,-118.28418441,Los Angeles County,Glendale,Operational,SCE Metro,304129.0
Lincoln - 91504,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.19901011,-118.34406655,Los Angeles County,Burbank,Operational,SCE Metro,309148.0
Mcneil,Other (SCE - Assumed),sce_assumed,SUBSTATION,substation,False,66.0,34.17637647,-118.3140167,Los Angeles County,Burbank,Operational,SCE Metro,308793.0
