name,owner_raw,owner_std,type,category,matched_to_scrape,max_voltage_kv,latitude,longitude,county,city,status,cec_resolve_area,hifld_id
Al Bahr 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.84444628,-117.26600065,San Diego County,,,SDGE Imperial,
Roswell,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.71026711,-117.08459435,San Diego County,,,SDGE Imperial,
Balboa Stadium 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.71974958,-117.1513103,San Diego County,,,SDGE Imperial,
Brown Field,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.56836668,-116.99295935,San Diego County,,,SDGE Imperial,
Carlsbad 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.16200908,-117.35123659,San Diego County,,,SDGE Imperial,
Carlsbad 3,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.16202837,-117.35120427,San Diego County,,,SDGE Imperial,
Cardiff 2,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.02247251,-117.27966915,San Diego County,,,SDGE Imperial,
Plaza 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.67545776,-117.09745833,San Diego County,,,SDGE Imperial,
Hickory 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.75607601,-117.18924122,San Diego County,,,SDGE Imperial,
Broadway - SDG&E,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.14490044,-117.09041878,San Diego County,,,SDGE Imperial,
Bancroft - SDG&E,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.77330625,-116.99959218,San Diego County,,,SDGE Imperial,
Magnolia,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.83908869,-116.96787816,San Diego County,,,SDGE Imperial,
Eo1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.70996347,-117.06105798,San Diego County,,,SDGE Imperial,
Eo2,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.70996349,-117.06101243,San Diego County,,,SDGE Imperial,
Oceanside 4,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.20059815,-117.38283479,San Diego County,,,SDGE Imperial,
Eo3,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.7099637,-117.06096602,San Diego County,,,SDGE Imperial,
Oceanside 5,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.19493643,-117.38299748,San Diego County,,,SDGE Imperial,
Moore,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.01202928,-116.927476,San Diego County,,,SDGE Imperial,
Fallbrook 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.36948723,-117.25361288,San Diego County,,,SDGE Imperial,
Fallbrook 2,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.36943877,-117.25361133,San Diego County,,,SDGE Imperial,
Reidy Canyon,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.18239995,-117.09271029,San Diego County,,,SDGE Imperial,
Julian,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.07881547,-116.60380959,San Diego County,,,SDGE Imperial,
Dehesa Valley,SDG&E,sdge,SUBSTATION,substation,False,-99.0,32.79044903,-116.83651647,San Diego County,,,SDGE Imperial,
Pauma Valley,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.30072253,-116.9848595,San Diego County,,,SDGE Imperial,
Crestline,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.31210251,-116.85843581,San Diego County,,,SDGE Imperial,
Oaks 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.07009194,-116.59114171,San Diego County,,,SDGE Imperial,
Pine Hills,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.05602782,-116.62111881,San Diego County,,,SDGE Imperial,
Rainbow 1,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.40857951,-117.14772148,San Diego County,,,SDGE Imperial,
Salton,SDG&E,sdge,SUBSTATION,substation,False,-99.0,33.07421678,-116.58321933,San Diego County,,,SDGE Imperial,
Goal Line,SDG&E,sdge,SUBSTATION,substation,False,,33.11840352,-117.09846308,San Diego County,Escondido,Operational,SDGE Imperial,304166.0
Cristianitos,SDG&E,sdge,SUBSTATION,substation,False,,33.46333637,-117.57048747,Orange County,Rancho Mission Viejo,Operational,SDGE Imperial,306324.0
San Mateo - (SDG&E),SDG&E,sdge,SUBSTATION,substation,False,,33.40945562,-117.59059984,Orange County,San Clemente,Operational,SCE Metro,306687.0
Fuel Oil Terminal,SDG&E,sdge,SUBSTATION,substation,False,,32.65519664,-117.11534589,San Diego County,National City,Operational,SDGE Imperial,306080.0
General Dynamics,SDG&E,sdge,SUBSTATION,substation,False,,32.82811428,-117.13611411,San Diego County,San Diego,Operational,SDGE Imperial,310020.0
Kyocera,SDG&E,sdge,SUBSTATION,substation,False,,32.81978967,-117.14034087,San Diego County,San Diego,Operational,SDGE Imperial,304726.0
Plaster City - (SDGE Imperial),SDGE Imperial,sdge,SUBSTATION,substation,False,,32.79049849,-115.85380788,Imperial County,,Operational,SDGE Imperial,300689.0
Verde - (SDGE Imperial),SDGE Imperial,sdge,SUBSTATION,substation,False,,32.72293975,-115.337487,Imperial County,,Operational,SDGE Imperial,300922.0
Barret - (SDGE Imperial),SDGE Imperial,sdge,SUBSTATION,substation,False,,32.86630465,-114.49012962,Imperial County,,Operational,SDGE Imperial,303020.0
South Bay,SDG&E,sdge,SUBSTATION,substation,False,,32.61514376,-117.09491153,San Diego County,Chula Vista,Operational,SDGE Imperial,304955.0
Unknown - 3636,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.91226173,-115.56813913,Imperial County,,Operational,SDGE Imperial,303871.0
Red Mt.,SDG&E,sdge,SUBSTATION,substation,False,,33.3946649,-117.18928126,San Diego County,"Fallbrook, CA",Operational,SDGE Imperial,304982.0
Miramar Gt,SDG&E,sdge,SUBSTATION,substation,False,,32.87607501,-117.16588393,San Diego County,San Diego,Operational,SDGE Imperial,303864.0
North Island,SDG&E,sdge,SUBSTATION,substation,False,,32.70509688,-117.18923968,San Diego County,Coronado,Operational,SDGE Imperial,303970.0
Unknown - 3869,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.72910273,-115.5242733,Imperial County,Heber,Operational,SDGE Imperial,305731.0
Alamorio - (SDGE Imperial),SDGE Imperial,sdge,SUBSTATION,substation,False,,32.95317572,-115.42324696,Imperial County,,Operational,SDGE Imperial,306508.0
Unknown - 3911,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.73817503,-114.71416104,Imperial County,,Operational,SDGE Imperial,306588.0
Clark Helicopter,SDG&E,sdge,SUBSTATION,substation,False,,32.82938592,-116.96637944,San Diego County,El Cajon,Operational,SDGE Imperial,309761.0
Brawley,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.90330169,-115.51284194,Imperial County,,Operational,SDGE Imperial,308432.0
Mesquite - (SDGE Imperial),SDGE Imperial,sdge,SUBSTATION,substation,False,,32.84750846,-115.51019742,Imperial County,,Operational,SDGE Imperial,308467.0
Unknown - 4206,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.75250365,-115.57765305,Imperial County,,Operational,SDGE Imperial,309666.0
Unknown - 4243,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.7816771,-114.59043755,Imperial County,,Operational,SDGE Imperial,310453.0
Drop 4,SDGE Imperial,sdge,SUBSTATION,substation,False,,32.70606959,-115.2178832,Imperial County,,Proposed,SDGE Imperial,
Unknown - 3751,SDGE Imperial,sdge,TAP,line_structure,False,138.0,33.51412877,-117.66863562,Orange County,San Juan Capistrano,Operational,SDGE Imperial,305222.0
Carlton Hills Tap,SDGE Imperial,sdge,TAP,line_structure,False,138.0,32.86045571,-117.03389834,San Diego County,San Diego,Operational,SDGE Imperial,310875.0
Unknown - 3313,SDGE Imperial,sdge,NOT AVAILABLE,unknown,False,92.0,32.90546643,-115.51814682,Imperial County,,Operational,SDGE Imperial,300300.0
Unknown - 3689,SDGE Imperial,sdge,NOT AVAILABLE,unknown,False,92.0,32.78142132,-115.50945782,Imperial County,"El Centro, CA",Operational,SDGE Imperial,305031.0
Unknown - 4068,SDGE Imperial,sdge,TAP,line_structure,False,92.0,32.91295529,-115.53563603,Imperial County,,Operational,SDGE Imperial,308060.0
Unknown - 3534,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.68495383,-117.10124991,San Diego County,National City,Operational,SDGE Imperial,302696.0
Bernardo Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,33.0407102,-117.15244608,San Diego County,,Operational,SDGE Imperial,302706.0
Unknown - 3574,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.71413801,-116.47367419,San Diego County,,Operational,SDGE Imperial,302772.0
Granite Hills Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.79069022,-116.89316314,San Diego County,Granite Hills,Operational,SDGE Imperial,305207.0
Unknown - 3804,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.76965361,-116.69734202,San Diego County,,Operational,SDGE Imperial,305372.0
Unknown - 4429,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.74763801,-117.22922546,San Diego County,San Diego,Operational,SDGE Imperial,310966.0
Unknown - 4430,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.80667684,-117.21491768,San Diego County,San Diego,Operational,SDGE Imperial,310967.0
Unknown - 4437,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.69612868,-117.04968785,San Diego County,San Diego,Operational,SDGE Imperial,310978.0
Otay Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.58935225,-117.05813613,San Diego County,San Diego,Operational,SDGE Imperial,307962.0
Unknown - 4030,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.66778752,-116.69872579,San Diego County,,Operational,SDGE Imperial,307975.0
Unknown - 4056,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.79754291,-116.4987782,San Diego County,,Operational,SDGE Imperial,308035.0
Warren Canyon Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,33.0221422,-117.0324921,San Diego County,Poway,Operational,SDGE Imperial,308160.0
Unknown - 4113,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.65372248,-116.67962853,San Diego County,,Operational,SDGE Imperial,308169.0
Unknown - 4234,SDGE Imperial,sdge,RISER,line_structure,False,69.0,32.8938167,-117.21133294,San Diego County,San Diego,Operational,SDGE Imperial,310191.0
Jamacha Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.72778823,-116.92535714,San Diego County,Jamul,Operational,SDGE Imperial,310587.0
Dunhill Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.90066522,-117.23006307,San Diego County,San Diego,Operational,SDGE Imperial,310690.0
Unknown - 4363,SDGE Imperial,sdge,TAP,line_structure,False,69.0,33.22798856,-117.01988714,San Diego County,Valley Center,Operational,SDGE Imperial,310795.0
Border Tap,SDGE Imperial,sdge,TAP,line_structure,False,69.0,32.59832024,-116.93940015,San Diego County,Chula Vista,Operational,SDGE Imperial,310812.0
Unknown - 3289,SDGE Imperial,sdge,RISER,line_structure,False,66.0,33.61412475,-117.70006624,Orange County,Lake Forest,Operational,SDGE Imperial,300066.0
Unknown - 3621,SDGE Imperial,sdge,RISER,line_structure,False,66.0,33.57557571,-117.7406879,Orange County,Aliso Viejo,Operational,SDGE Imperial,303470.0
Unknown - 3452,SDGE Imperial,sdge,TAP,line_structure,False,,33.17495879,-117.2795278,San Diego County,Carlsbad,Operational,SDGE Imperial,302513.0
Unknown - 3647,SDGE Imperial,sdge,NOT AVAILABLE,unknown,False,,32.75288949,-114.59547569,Imperial County,,Operational,SDGE Imperial,304088.0
Unknown - 3925,SDGE Imperial,sdge,NOT AVAILABLE,unknown,False,,32.75286168,-114.61596763,Imperial County,,Operational,SDGE Imperial,306875.0
Unknown - 4428,SDGE Imperial,sdge,TAP,line_structure,False,,32.69397577,-115.33705768,Imperial County,,Operational,SDGE Imperial,310964.0
Crestwood,SDG&E,sdge,SUBSTATION,substation,True,500.0,32.69904008,-116.35375109,San Diego County,,Operational,SDGE Imperial,310100.0
Batiquitos,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.10113686,-117.2504075,San Diego County,Carlsbad,Operational,SDGE Imperial,307345.0
Sampson,SDG&E,sdge,SUBSTATION,substation,True,230.0,32.69438825,-117.14237712,San Diego County,San Diego,Operational,SDGE Imperial,304366.0
Pico - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,230.0,33.45686953,-117.58923059,Orange County,San Clemente,Operational,SCE Metro,309122.0
Palomar Airport,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.12287576,-117.28787417,San Diego County,Carlsbad,Operational,SDGE Imperial,303820.0
Capistrano,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.51258418,-117.66552195,Orange County,San Juan Capistrano,Operational,SDGE Imperial,309660.0
Escondido,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.12588403,-117.11669124,San Diego County,Escondido,Operational,SDGE Imperial,305776.0
Mission - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,230.0,32.7840155,-117.13743125,San Diego County,San Diego,Operational,SDGE Imperial,301309.0
Old Town,SDG&E,sdge,SUBSTATION,substation,True,230.0,32.76607024,-117.19237208,San Diego County,San Diego,Operational,SDGE Imperial,303720.0
San Luis Rey,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.2114699,-117.33453713,San Diego County,Oceanside,Operational,SDGE Imperial,304572.0
Artesian,SDG&E,sdge,SUBSTATION,substation,True,230.0,33.02116492,-117.13420586,San Diego County,San Diego,Operational,SDGE Imperial,306409.0
Laguna Niguel,SDG&E,sdge,SUBSTATION,substation,True,138.0,33.49494019,-117.70296394,Orange County,Laguna Niguel,Operational,SDGE Imperial,309211.0
Carlton Hills,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.85492221,-117.0120135,San Diego County,San Diego,Operational,SDGE Imperial,300055.0
Grant Hill,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.71264343,-117.13080202,San Diego County,San Diego,Operational,SDGE Imperial,308950.0
North City West,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.95874613,-117.22065418,San Diego County,San Diego,Operational,SDGE Imperial,308497.0
Margarita,SDG&E,sdge,SUBSTATION,substation,True,138.0,33.54997682,-117.62819848,Orange County,,Operational,SDGE Imperial,303293.0
Telegraph Canyon,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.63792324,-117.01608012,San Diego County,Chula Vista,Operational,SDGE Imperial,305639.0
Shadowridge,SDG&E,sdge,SUBSTATION,substation,True,138.0,33.1414813,-117.2387575,San Diego County,Vista,Operational,SDGE Imperial,307342.0
Trabuco,SDG&E,sdge,SUBSTATION,substation,True,138.0,33.562907,-117.67350781,Orange County,Laguna Niguel,Operational,SDGE Imperial,301858.0
Boulevard,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.6621752,-116.27218826,San Diego County,Boulevard,Operational,SDGE Imperial,301210.0
Chicarita,SDG&E,sdge,SUBSTATION,substation,True,138.0,32.95835632,-117.10879642,San Diego County,San Diego,Operational,SDGE Imperial,301188.0
Los Coches - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,138.0,32.85960893,-116.89919737,San Diego County,Lakeside,Operational,SDGE Imperial,301288.0
Santee - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,138.0,32.85443322,-116.96835714,San Diego County,Santee,Operational,SDGE Imperial,310267.0
Rancho Mission Viejo,SDG&E,sdge,SUBSTATION,substation,True,138.0,33.52621553,-117.59882313,Orange County,Rancho Mission Viejo,Operational,SDGE Imperial,306862.0
Ash,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.1366813,-117.0703242,San Diego County,Escondido,Operational,SDGE Imperial,304153.0
Bernardo,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.02151464,-117.0962881,San Diego County,San Diego,Operational,SDGE Imperial,307537.0
Border - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.562598,-116.94315277,San Diego County,San Diego,Operational,SDGE Imperial,303807.0
Cabrillo - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.70747823,-117.24504206,San Diego County,San Diego,Operational,SDGE Imperial,307355.0
Chollas,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.74376472,-117.04677426,San Diego County,Lemon Grove,Operational,SDGE Imperial,303602.0
Clairemont,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.82589652,-117.18398375,San Diego County,San Diego,Operational,SDGE Imperial,307132.0
Coronado,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.69884325,-117.1733231,San Diego County,Coronado,Operational,SDGE Imperial,307501.0
Descanso,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.86524656,-116.6337569,San Diego County,Descanso,Operational,SDGE Imperial,301129.0
Encinitas,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.05066745,-117.2853075,San Diego County,Encinitas,Operational,SDGE Imperial,309050.0
Esco,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.11580308,-117.08906328,San Diego County,Escondido,Operational,SDGE Imperial,300270.0
Felicita,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.09324959,-117.07367335,San Diego County,Escondido,Operational,SDGE Imperial,309861.0
Genesee,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.87960521,-117.21360809,San Diego County,San Diego,Operational,SDGE Imperial,301710.0
Glencliff,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.79833409,-116.498316,San Diego County,,Operational,SDGE Imperial,308984.0
Granite Hills,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.80440355,-116.92087424,San Diego,El Cajon,Operational,SDGE Imperial,301688.0
Jamacha,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.74415638,-116.95729646,San Diego County,Spring Valley,Operational,SDGE Imperial,306500.0
Kettner,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.73317625,-117.17375908,San Diego County,San Diego,Operational,SDGE Imperial,309602.0
La Jolla,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.84010914,-117.27527697,San Diego County,San Diego,Operational,SDGE Imperial,305898.0
Montgomery,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.63166193,-117.09966038,San Diego County,Chula Vista,Operational,SDGE Imperial,308575.0
Morro Hill,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.25220907,-117.30028804,San Diego County,Oceanside,Operational,SDGE Imperial,304856.0
Oceanside,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.19678481,-117.38181982,San Diego County,Oceanside,Operational,SDGE Imperial,308199.0
Pacific Beach,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.79919723,-117.24018807,San Diego County,San Diego,Operational,SDGE Imperial,300507.0
Paradise - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.70448422,-117.04998311,San Diego County,San Diego,Operational,SDGE Imperial,300636.0
Poway,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.97874798,-117.03127144,San Diego County,Poway,Operational,SDGE Imperial,306075.0
Rancho Carmel,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.9938202,-117.07789365,San Diego County,San Diego,Operational,SDGE Imperial,304359.0
Rancho Santa Fe,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.01431743,-117.19855751,San Diego County,Rancho Santa Fe,Operational,SDGE Imperial,308652.0
Rose Canyon,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.84454522,-117.23704087,San Diego County,San Diego,Operational,SDGE Imperial,308183.0
Santa Ysabel,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.11050461,-116.67103403,San Diego County,,Operational,SDGE Imperial,306675.0
Station B - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.71414636,-117.16948952,San Diego County,San Diego,Operational,SDGE Imperial,302259.0
Station F,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.75495525,-117.12594809,San Diego County,San Diego,Operational,SDGE Imperial,301382.0
Streamview,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.74565323,-117.07858613,San Diego County,San Diego,Operational,SDGE Imperial,308669.0
Sunnyside - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.65801525,-117.03030214,San Diego County,Bonita,Operational,SDGE Imperial,306258.0
Sweetwater,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.65832226,-117.09172313,San Diego County,National City,Operational,SDGE Imperial,307315.0
Torrey Pines,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.89868623,-117.23999706,San Diego County,San Diego,Operational,SDGE Imperial,308692.0
Urban,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.71324243,-117.15144643,San Diego County,San Diego,Operational,SDGE Imperial,308215.0
Wabash - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.73003924,-117.11095412,San Diego County,San Diego,Operational,SDGE Imperial,304119.0
Olivanhain,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.06849243,-117.14138251,San Diego County,,Operational,SDGE Imperial,302181.0
Barrett - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.66719217,-116.70013085,San Diego County,,Operational,SDGE Imperial,309405.0
Eastgate -  South,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.88484676,-117.20082653,San Diego County,San Diego,Operational,SDGE Imperial,300708.0
Garfield - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.79524624,-116.99677512,San Diego County,El Cajon,Operational,SDGE Imperial,301451.0
Pomerado,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.94141743,-117.03271866,San Diego County,Poway,Operational,SDGE Imperial,304841.0
Avocado,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.38464795,-117.23687972,San Diego County,Fallbrook,Operational,SDGE Imperial,305771.0
Cameron - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.65324709,-116.48814517,San Diego County,Campo,Operational,SDGE Imperial,310119.0
Cannon,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.13738521,-117.33270105,San Diego County,Carlsbad,Operational,SDGE Imperial,304802.0
Creelman,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.01814796,-116.8529298,San Diego County,Ramona,Operational,SDGE Imperial,308248.0
El Cajon,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.7954507,-116.97227348,San Diego County,El Cajon,Operational,SDGE Imperial,303670.0
Elliott,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.81592857,-117.08847978,San Diego County,San Diego,Operational,SDGE Imperial,302064.0
Imperial Beach,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.58336189,-117.09722703,San Diego County,San Diego,Operational,SDGE Imperial,306916.0
Kearny,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.83304308,-117.13399048,San Diego County,San Diego,Operational,SDGE Imperial,309291.0
Lilac,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.25323962,-117.08584085,San Diego County,,Operational,SDGE Imperial,306693.0
Melrose,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.20649519,-117.25289083,San Diego County,Vista,Operational,SDGE Imperial,304402.0
Mesa Heights,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.82960913,-117.15724086,San Diego County,San Diego,Operational,SDGE Imperial,302006.0
Monserate,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.32910905,-117.23524082,San Diego County,Fallbrook,Operational,SDGE Imperial,301345.0
Murray,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.79085077,-117.02303812,San Diego County,La Mesa,Operational,SDGE Imperial,300154.0
Otay,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.59534524,-117.05781612,San Diego County,Chula Vista,Operational,SDGE Imperial,306350.0
Pala,SDG&E,sdge,SUBSTATION,substation,True,69.0,33.35571915,-117.1122265,San Diego County,,Operational,SDGE Imperial,308927.0
Point Loma,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.74148412,-117.23338806,San Diego County,San Diego,Operational,SDGE Imperial,306335.0
San Ysidro,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.56216525,-117.02674915,San Diego County,San Diego,Operational,SDGE Imperial,307222.0
Scripps - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,32.91097579,-117.11258255,San Diego County,San Diego,Operational,SDGE Imperial,304405.0
Spring Valley,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.73897422,-117.00272912,San Diego County,Spring Valley,Operational,SDGE Imperial,310301.0
Valley Center - (SDG&E),SDG&E,sdge,SUBSTATION,substation,True,69.0,33.23069028,-117.01840743,San Diego County,Valley Center,Operational,SDGE Imperial,303972.0
Ocean Ranch,SDG&E,sdge,SUBSTATION ASSUMED,substation,True,69.0,33.21083519,-117.29374804,San Diego County,Oceanside,,SDGE Imperial,
SDGE Vine 69kV,SDG&E,sdge,SUBSTATION ASSUMED,substation,True,69.0,32.73875606,-117.17898593,San Diego County,SAN DIEGO,,SDGE Imperial,
Salt Creek - SDG&E,SDG&E,sdge,SUBSTATION,substation,True,69.0,32.61940535,-116.94945122,San Diego County,,,SDGE Imperial,
Mesa Rim,SDG&E,sdge,SUBSTATION,substation,True,,32.90491355,-117.17313784,San Diego County,San Diego,Operational,SDGE Imperial,301790.0
Proctor Valley,SDG&E,sdge,SUBSTATION,substation,True,,32.66511026,-116.98667012,San Diego County,"San Diego, CA",Operational,SDGE Imperial,307111.0
Friars,SDG&E,sdge,SUBSTATION,substation,True,,32.77902547,-117.1568366,San Diego County,San Diego,Operational,SDGE Imperial,309076.0
