name_norm,lat_basin,lon_basin,name_raw_basin,lat_util,lon_util,name_raw_util,dist_km
bayside,33.65698200893429,-117.90706601556457,Bayside,33.656856695237245,-117.90677421154508,Bayside,0.030390755017502016
beaumont,33.933820555536,-116.98375215063017,Beaumont,33.93362502624713,-116.98362109716552,Beaumont,0.024877502600084065
belding,33.83019433061495,-116.51483994647836,Belding,33.82977539561138,-116.51400567204634,Belding,0.09004672949596883
belmont,33.78133052713737,-118.14981965317544,Belmont,33.78118737176825,-118.14988916312744,Belmont,0.017165606210427026
belvedere,34.03653488712871,-118.1789907900642,Belvedere,34.03650001397044,-118.1790586944638,Belvedere,0.007361215238159443
beverly,34.073128901933806,-118.39733422662752,Beverly,34.07311437448774,-118.39745068695186,Beverly,0.0108475703661237
bicknell,34.033541139848765,-118.162613870883,Bicknell,34.03368102349242,-118.16247130242016,Bicknell,0.02036001338956882
big bend bia,34.260662460431554,-114.16812998328751,Big Bend Bia,34.25930951807461,-114.16752638762966,Big Bend Bia,0.16034142917871247
bliss,36.166926478318565,-119.20659430924142,Bliss,36.16629775969852,-119.20705393718964,Bliss,0.08117780703379257
bloomington,34.04922699757047,-117.40021701279152,Bloomington,34.04917000383533,-117.3985330021639,Bloomington,0.15527954415570672
bluff cove,33.7796621537618,-118.38734186389172,Bluff Cove,33.77994268591449,-118.38755229948076,Bluff Cove,0.03676027312039225
bolsa,33.73062983261632,-118.0332780620285,Bolsa,33.730408022185884,-118.03324151109152,Bolsa,0.024894728621513377
borrego,33.59766499926211,-117.74900999849508,Borrego,33.59768363722954,-117.74923154879204,Borrego,0.02062418264568024
bovine,33.85077401771619,-118.06401000438888,Bovine,33.85103372380987,-118.06390617540563,Bovine,0.03042815840957245
bowl,33.79314877308866,-118.17227887169297,Bowl,33.79293994423392,-118.17245999957564,Bowl,0.02862438507465021
boxwood,36.12653058647427,-118.82151392533852,Boxwood,36.12610225574932,-118.82140084606492,Boxwood,0.048699002129382926
bradbury,34.13379801703188,-117.98728037870876,Bradbury,34.1341163981833,-117.98732609469344,Bradbury,0.03565153739998106
brea,33.92015153408917,-117.84803161772898,Brea,33.91929821622321,-117.8490431144892,Brea,0.13309421348780875
brewster,33.920663640854535,-118.18800852306208,Brewster,33.92072341848696,-118.18848926237656,Brewster,0.04485342880495717
bridge,33.88055075823267,-118.3258829073435,Bridge,33.880624437876826,-118.3259924983696,Bridge,0.01301813095327726
bridgeport,38.218332272027325,-119.2300677760886,Bridgeport,38.21867916242766,-119.233936154576,Bridgeport,0.3401399113021299
brighton,33.90252379244319,-118.31186822989508,Brighton,33.902310831667656,-118.31210985553204,Brighton,0.03252736043794821
broadway,33.76697406330917,-118.15205069873862,Broadway,33.76684825454163,-118.15180342316602,Broadway,0.02679853190128772
brookhurst,33.73723538520991,-117.95712899609612,Brookhurst,33.73715948915509,-117.95580004349053,Brookhurst,0.12317636581678103
browning,35.70369930689444,-119.2045056506532,Browning,35.7045473762974,-119.20353075858472,Browning,0.1290022152044173
bryan,33.7345444850323,-117.80226386369144,Bryan,33.73483199858305,-117.80116599692272,Bryan,0.10643647141804422
bryman,34.68212804343408,-117.3389004855358,Bryman,34.68592987493426,-117.33817106269278,Bryman,0.4279732306403194
bullis,33.900116313641504,-118.20627636165436,Bullis,33.90027364027962,-118.20574187651508,Bullis,0.052339354678432544
bunker,33.82896388275175,-117.21232223126742,Bunker,33.8283648304304,-117.21173996305129,Bunker,0.08561455614067903
burnt mill,34.23438741025922,-117.20142413397105,Burnt Mill,34.23455600184966,-117.20177600149432,Burnt Mill,0.03738665712931343
cabazon,33.913988957639816,-116.78384926145314,Cabazon,33.91393513181455,-116.78448895599544,Cabazon,0.059332406707962755
cabrillo,33.671872899905466,-117.84759132903316,Cabrillo,33.67169434144606,-117.84750781986958,Cabrillo,0.02130570796223162
cady,34.83674776136687,-116.66266960733788,Cady,34.8390113539395,-116.66239286066762,Cady,0.25296409746433124
cajalco,33.85892500432705,-117.32634444549969,Cajalco,33.85904200100633,-117.32549900292356,Cajalco,0.07914264353909228
calden,33.95650730812637,-118.23228417761804,Calden,33.9564731732366,-118.23217062742631,Calden,0.011139551741135612
calectric,34.09303475651907,-117.3171676061716,Calectric,34.09320376455966,-117.3168459956363,Calectric,0.035074522546506615
camarillo,34.22072778474321,-119.00858333634984,Camarillo,34.21987406168505,-119.0087515903353,Camarillo,0.09618194860168587
camden,33.71318375796785,-117.88361902781404,Camden,33.71334293054773,-117.88328931162948,Camden,0.035260884109137844
cameron,33.81936745622315,-118.21698694215206,Cameron,33.8192358468031,-118.21711088356317,Cameron,0.018581165404464483
camp 10,37.20417857677246,-119.24036706798287,Camp 10,37.22160058174016,-119.2368371603174,Camp 10,1.9622961755270343
cantil,35.30818909781873,-117.95014475841673,Cantil,35.30816674233435,-117.94638875114074,Cantil,0.34083362493184677
canyon,33.87145556338792,-117.7469805516897,Canyon,33.871538676482594,-117.74807268223128,Canyon,0.10125250531855653
canyon lake,33.67305215409654,-117.2604927278897,Canyon Lake,33.67386312507346,-117.26000862116427,Canyon Lake,0.10069039177858999
capitan,34.47675037259001,-120.04222956704568,Capitan,34.48148358613582,-120.0441513428184,Capitan,0.5550057733713358
cardiff,34.102304995968986,-117.27786301427102,Cardiff,34.102652997705654,-117.27742000393738,Cardiff,0.05622422621332954
carmenita,33.90319501437861,-118.04706898279716,Carmenita,33.90324389054957,-118.04717314302962,Carmenita,0.011042869373971103
carodean,34.14908069594198,-116.1238941329524,Carodean,34.14784296135626,-116.12394915960354,Carodean,0.13772292857731386
carolina,33.91020869194232,-117.8795575023963,Carolina,33.910013996191246,-117.87969900019525,Carolina,0.025282232546034643
carpinteria,34.40939471644834,-119.51500321686228,Carpinteria,34.40994774778738,-119.51510197812551,Carpinteria,0.06215812561247542
carson,33.8639848269413,-118.21698209520208,Carson,33.8639252787574,-118.21707429703773,Carson,0.01078508927039385
casa diablo,37.64909165734999,-118.9167750055233,Casa Diablo,37.64672134828576,-118.91071947724666,Casa Diablo,0.5947312500359055
casitas,34.362374526024794,-119.30936956446342,Casitas,34.36295580710599,-119.31080331803668,Casitas,0.14661916636271655
cedarwood,33.75349534573729,-117.99378402260098,Cedarwood,33.753664475574155,-117.99335611469348,Cedarwood,0.04380326222283006
center,33.92883001219632,-118.10575462957712,Center,33.928868599739715,-118.10584791970048,Center,0.009617330805899502
channel island,34.1816739924947,-119.22219698854424,Channel Island,34.18173499797494,-119.22229699654076,Channel Island,0.01143003501557623
chase,33.84505855768209,-117.53779572194648,Chase,33.844774691488155,-117.53755711248616,Chase,0.038495612175574734
chatham,36.414502769689214,-119.29645567067097,Chatham,36.41506999948426,-119.29768400447853,Chatham,0.1267262364404638
chatsworth,34.23676110664712,-118.70289164872376,Chatsworth,34.23580401011754,-118.70207951986724,Chatsworth,0.12999922732441024
cherry,33.77861447186341,-118.18329315520086,Cherry,33.77884099741242,-118.18354200162445,Cherry,0.03410915073241091
chestnut,33.73324160463992,-117.84982501075176,Chestnut,33.73291743598918,-117.84905438111056,Chestnut,0.07986044559366663
chino,33.9983590444426,-117.67854336224448,Chino,33.99800099876217,-117.67945500552317,Chino,0.09299476200872324
chiquita,33.62960998875506,-117.6317710189346,Chiquita,33.629716996532885,-117.63206999531124,Chiquita,0.030129687581580866
cima,35.25221722065503,-115.51571284250429,Cima,35.25530700396468,-115.5170589961386,Cima,0.36466450676806833
citrus,34.11901470769405,-117.87199089442184,Citrus,34.11883200009951,-117.87186899926029,Citrus,0.023209046321659335
clark,33.79574877233803,-118.10714485927257,Clark,33.79608034211235,-118.10702342803262,Clark,0.038538596875188756
coffee,33.93261579282901,-116.50516472375033,Coffee,33.932236354588085,-116.50504522447508,Coffee,0.043608224750624994
colonia,34.2046277911011,-119.0963555682217,Colonia,34.203997997029866,-119.0967720048126,Colonia,0.07981736715555544
colorado,34.025613173755616,-118.47215613759792,Colorado,34.02580816414182,-118.4724782440838,Colorado,0.036759564738068046
columbine,35.83430549566919,-119.2100027260338,Columbine,35.83453147955805,-119.21259382724928,Columbine,0.23492798559146755
compton,33.897434101889495,-118.2247207745308,Compton,33.8968740620171,-118.22512802021888,Compton,0.07273789407239467
concho,33.75747652276095,-116.3350762690745,Concho,33.75688900153803,-116.33419299787862,Concho,0.10457370084335228
control,37.3363200113634,-118.48088546363286,Control,37.33542300124301,-118.48085000382235,Control,0.09979223064605064
converse flats,34.19572310285092,-116.9123755879308,Converse Flats,34.19366413798804,-116.91201653378045,Converse Flats,0.23131582719468052
cornuta,33.883699742803664,-118.12036475069957,Cornuta,33.88379282288618,-118.12056412504514,Cornuta,0.02111503998007359
corona,33.88440022839429,-117.5718877284675,Corona,33.88433415078666,-117.57129588764676,Corona,0.05512473219049721
cortez,34.09258019031261,-117.87958465541836,Cortez,34.092668773995285,-117.8790593448018,Cortez,0.04936546064887405
corum,34.94057401063733,-117.9530671217706,Corum,34.93630482935899,-117.95107436777867,Corum,0.5082781215677868
cottonwood,34.37255365210343,-116.86126417449384,Cottonwood,34.37348672287697,-116.86154669043889,Cottonwood,0.10694358495100313
crater,34.10697208619078,-118.71494386752364,Crater,34.108029995505106,-118.71436334833967,Crater,0.12920679955028283
crest,33.76694457472049,-118.37319390757165,Crest,33.76692923592485,-118.3727197248746,Crest,0.04386516775776606
crown,33.60815162488212,-117.8651632985031,Crown,33.608690174598145,-117.86390230589092,Crown,0.1312366905647648
cucamonga,34.08426137644503,-117.59275545116256,Cucamonga,34.08395434683573,-117.59268522261728,Cucamonga,0.03474735196436475
cudahy,33.96384262893612,-118.19426516437528,Cudahy,33.96365158152219,-118.19368514839572,Cudahy,0.05755537870208993
culver,34.014575918770824,-118.4026100151509,Culver,34.01459700392742,-118.40266499797504,Culver,0.00558378396135792
cummings,35.109663622213645,-118.4946673209988,Cummings,35.11090957384204,-118.49392933183512,Cummings,0.1539501906038112
cypress,33.809639900318224,-118.07260201471225,Cypress,33.80991268026793,-118.07236092354432,Cypress,0.037632058817701264
daggett,34.8624881603545,-116.89094960647832,Daggett,34.8631924881409,-116.89486358150022,Daggett,0.36559035386034644
dalton,34.11389987020276,-117.93362770997533,Dalton,34.113777954796774,-117.9332777228,Dalton,0.03495591068760988
declez,34.07789451717264,-117.48807816833568,Declez,34.07838299868792,-117.48664800366758,Declez,0.14247783354108137
deep springs,37.37438227055606,-117.97960419697826,Deep Springs,37.37486700132881,-117.977503003681,Deep Springs,0.19333666305118452
defrain,33.660464871900935,-114.62376002890218,Defrain,33.6599157219618,-114.62269680370996,Defrain,0.11580979025916782
del amo,33.84773537251443,-118.09686689050228,Del Amo,33.84822500287367,-118.09716799786231,Del Amo,0.061134510063917735
del rosa,34.149932003938034,-117.25170698497227,Del Rosa,34.15048200034294,-117.2517030051407,Del Rosa,0.061157906448898555
del sur,34.71797092211215,-118.28897656405348,Del Sur,34.71800399750987,-118.28801500342776,Del Sur,0.08796199397920267
delano,35.77551391641868,-119.2424861372337,Delano,35.775184395828234,-119.24264046324316,Delano,0.039196902466745585
desert outpost,33.80845523084865,-116.47260241848794,Desert Outpost,33.80841701514476,-116.47263928522204,Desert Outpost,0.005446054729327217
devers,33.93691611909812,-116.57732694133402,Devers,33.93401700227757,-116.57836100060614,Devers,0.33618610893465173
diamond bar,34.00294768404381,-117.81123692807404,Diamond Bar,34.00400717113695,-117.81169586594292,Diamond Bar,0.1251752455905181
dike,33.76219352570858,-118.22296765249524,Dike,33.76237900518144,-118.22216998226938,Dike,0.07656817956780455
ditmar,33.87232911117855,-118.37790752342556,Ditmar,33.87237600011136,-118.37840454778362,Ditmar,0.046182070291744926
downey,33.93731567918026,-118.12990574829674,Downey,33.93716290704601,-118.12975636922113,Downey,0.021874203608687904
downs,35.622024853187,-117.68830329152696,Downs,35.62041331900779,-117.6884528047109,Downs,0.17970330622285258
duarte,34.13866518804264,-117.96576947501929,Duarte,34.13856470583992,-117.96563295453346,Duarte,0.016813862894427968
dunes,33.61086405402572,-114.67995587849082,Dunes,33.611349995945176,-114.67926099516676,Dunes,0.08402710844957967
dunn siding,35.049452485816815,-116.4400478559238,Dunn Siding,35.04896210066004,-116.44277963649056,Dunn Siding,0.25458417083712387
eagle rock,34.15085612442867,-118.18431842576358,Eagle Rock,34.14996000085006,-118.18440999461907,Eagle Rock,0.10000003869811575
earlimart,35.8922570050641,-119.2507923014195,Earlimart,35.893572999556234,-119.25176100227374,Earlimart,0.17037468792277372
east barstow,34.88999449285983,-117.001863844516,East Barstow,34.88981280113665,-117.00156920661708,East Barstow,0.033620592756703455
eaton,34.16225828799414,-118.0857224862174,Eaton,34.16215700293834,-118.0856959980606,Eaton,0.011523060105292719
edinger,33.726904258728986,-117.86853823441318,Edinger,33.72704165914478,-117.86833970365298,Edinger,0.02388553186593359
edwards,34.98447778199193,-117.8910944544627,Edwards,34.97733316152458,-117.89157335300752,Edwards,0.7956427506540091
eisenhower,33.80795835340744,-116.49393889869204,Eisenhower,33.807706998789484,-116.49345499860358,Eisenhower,0.05272618842424993
el casco,33.96655918123347,-117.07721985344756,El Casco,33.967165609123306,-117.07742912743562,El Casco,0.0701391584613428
el nido,33.895658598875904,-118.373322105196,El Nido,33.89601600350098,-118.37257599658405,El Nido,0.07950883419496899
el sobrante,33.858808235373026,-117.44070176793628,El Sobrante,33.85855174333349,-117.44061908499997,El Sobrante,0.029524820650864914
elizabeth lake,34.49113967934675,-118.61639720835846,Elizabeth Lake,34.49098850700194,-118.61504490755289,Elizabeth Lake,0.1250710592875411
ellis,33.68533899119745,-117.94309799149669,Ellis,33.68544544480769,-117.9434316308098,Ellis,0.03306158560907213
elsinore,33.67438333660014,-117.32618055901024,Elsinore,33.67450557123915,-117.32588146539794,Elsinore,0.030834411746168036
ely,33.851088010810315,-118.02792001881822,Ely,33.850669276650706,-118.02764770461924,Ely,0.052918043623300035
eric,33.87990599404825,-118.090470989726,Eric,33.8798500049219,-118.09062992806278,Eric,0.015938575915587228
estero,34.145969461551374,-119.0956666380964,Estero,34.145483384192424,-119.09457121669094,Estero,0.11438314815783471
estrella,33.68750554978607,-117.82855557279368,Estrella,33.687249709892,-117.82790152451156,Estrella,0.066867583803319
etiwanda,34.08917006316914,-117.52704644758376,Etiwanda,34.0874063550556,-117.52566069325276,Etiwanda,0.23397906645778377
euclid,34.08192597523232,-117.63231941720557,Euclid,34.08207658430842,-117.63291206560012,Euclid,0.05709182650251348
fairfax,34.0899499814444,-118.36087381791496,Fairfax,34.08962425490188,-118.36102317404686,Fairfax,0.03874264822030652
fairview,33.69357400076392,-117.8676169803764,Fairview,33.69420600217397,-117.8676489323096,Fairview,0.07033749450862362
falcon ridge,34.15378201465499,-117.4349598431248,Falcon Ridge,34.154530066281474,-117.43225566011652,Falcon Ridge,0.26236577561460456
farrell,33.846158346381735,-116.50508055091905,Farrell,33.84688300284005,-116.5047269975424,Farrell,0.0869420615741863
felton,33.91580072652684,-118.36205867418369,Felton,33.916039936169824,-118.36172744918088,Felton,0.04051746664871931
fernwood,33.92829701888313,-118.21548401949616,Fernwood,33.92844212484132,-118.21523574692952,Fernwood,0.028018479173321096
fillmore,34.408844482838724,-118.92077781271271,Fillmore,34.408935811473874,-118.92041982248664,Fillmore,0.034375824878918264
firehouse,34.041813015091805,-117.62341400347871,Firehouse,34.04225255129872,-117.62248279227188,Firehouse,0.09874460648852551
floraday,33.935506473499046,-118.09420716926245,Floraday,33.93548799543143,-118.09417900279584,Floraday,0.003312673363358864
fogarty,33.700261580853336,-117.36039928091805,Fogarty,33.70081870853662,-117.37384841874932,Fogarty,1.245700872949118
forest home,34.08755227234807,-116.92058464555652,Forest Home,34.087574182727614,-116.92060648551028,Forest Home,0.003159229319626343
francis,34.042058244325474,-117.72302118855244,Francis,34.04176760572311,-117.7227327721905,Francis,0.04184047994458148
frazier park,34.81499978493493,-119.00989923632844,Frazier Park,34.81547512233127,-119.01032023127377,Frazier Park,0.06535100155094259
fremont,33.89465808999046,-118.26450670511828,Fremont,33.894644489493515,-118.26469982761756,Fremont,0.017889041209204034
fruitland,33.99599590338499,-118.2267039685973,Fruitland,33.99612653954061,-118.22661150774924,Fruitland,0.01684231042943488
fullerton,33.86814401600681,-117.92131198494994,Fullerton,33.86801014671579,-117.92098061980474,Fullerton,0.034023293847573424
gale,34.85901389453238,-116.86642500010706,Gale,34.85901038194339,-116.866424742626,Gale,0.00039128798196687845
gallatin,33.96155127708615,-118.11135056347226,Gallatin,33.96137148906237,-118.11147605505278,Gallatin,0.023100006287963083
ganesha,34.057532460269066,-117.77563618978984,Ganesha,34.05738506938873,-117.77655335681654,Ganesha,0.08606644878647017
garfield,34.12496382666213,-118.14985241515129,Garfield,34.126135002802286,-118.14927799541836,Garfield,0.14055337069445337
garnet,33.90148334327056,-116.54353333522502,Garnet,33.90145418385204,-116.5439873868186,Garnet,0.04203038349802727
gavilan,33.78454091326357,-117.24421023452686,Gavilan,33.78453137951131,-117.244404040654,Gavilan,0.017942509408683954
gaviota,34.476027775362134,-120.1993555565836,Gaviota,34.47616945495448,-120.19895765529488,Gaviota,0.03973050210241743
genamic,34.09135900559924,-117.56660900172952,Genamic,34.090687084227305,-117.56578692312048,Genamic,0.10636251919086738
gilbert,33.87756273746006,-117.97177031378698,Gilbert,33.87688000357716,-117.97285199579584,Gilbert,0.12543940059327238
gisler,33.68734601940051,-117.912815980022,Gisler,33.6874929740019,-117.91268546781532,Gisler,0.02031819482146373
glen avon,34.00502922614702,-117.45744347371412,Glen Avon,34.00596154761225,-117.45752658281909,Glen Avon,0.10395209170192637
glennville,35.72224989563012,-118.69507267220776,Glennville,35.7241343503674,-118.69554791102324,Glennville,0.21388851416176258
goldhill,34.30376559549168,-116.82015771530848,Goldhill,34.304594715563255,-116.82219835404692,Goldhill,0.20888586516935367
goldtown,35.05410894215437,-118.1861562851625,Goldtown,35.05456290386635,-118.18626607582308,Goldtown,0.05145800845905147
goleta,34.4687733858032,-119.88437130541196,Goleta,34.47458731297879,-119.88528727978417,Goleta,0.6519093859286952
gonzales,34.22619444887825,-119.17579722547008,Gonzales,34.2261977486632,-119.17572336799584,Gonzales,0.006800257266691817
gorman,34.7905444367663,-118.82710553803528,Gorman,34.78871455256242,-118.8223213307326,Gorman,0.4819482218915762
goshen,36.32655001085197,-119.43915832379244,Goshen,36.32601238794229,-119.43817686985088,Goshen,0.10632168101409335
gould,34.22148365007317,-118.18696015129149,Gould,34.22045478918629,-118.18497073763636,Gould,0.21574585912315447
graham,33.95866685455863,-118.23691512787798,Graham,33.95932330825726,-118.23688369438952,Graham,0.07305186913443518
great lakes,34.837382469169654,-118.1554672509092,Great Lakes,34.83671927635196,-118.1569995374843,Great Lakes,0.1580986541764564
greenhorn,35.73837172200016,-118.55640213021135,Greenhorn,35.738119403560795,-118.55660120008169,Greenhorn,0.03331655234423953
greening,33.8810913997248,-118.04746271350756,Greening,33.88151199685372,-118.04771599985176,Greening,0.052287433157261275
hamilton,33.65452399017425,-117.95262999780238,Hamilton,33.65499499810547,-117.95302900495923,Hamilton,0.06408523956032094
hanford,36.31291153866741,-119.65439706669665,Hanford,36.323595092106814,-119.64909814786026,Hanford,1.2793089250479153
harper lake,35.026650033559505,-117.34821398250754,Harper Lake,35.02803309199995,-117.34041708659684,Harper Lake,0.7264131628949849
harvard,34.9574859150051,-116.6531954048529,Harvard,34.95693116147875,-116.65323533398993,Harvard,0.06179301360061604
haskell,34.438706593789874,-118.51524886124572,Haskell,34.43778474777862,-118.51439019798472,Haskell,0.12925929627841892
hathaway,33.79104782857861,-118.14218623485942,Hathaway,33.7909243823104,-118.14183061471968,Hathaway,0.03561474373591492
havasu,34.354615994669736,-114.26129912244272,Havasu,34.35454456774613,-114.26128224722392,Havasu,0.008091975602836006
haveda,33.824710191687835,-118.34444598387086,Haveda,33.82465115637044,-118.34438234661516,Haveda,0.008811814647160732
havilah,35.4836877472074,-118.5275715664036,Havilah,35.483344632977264,-118.52830260774395,Havilah,0.07639979649615213
hedda,33.8668021331468,-118.11763043784852,Hedda,33.86681562580689,-118.11757574761532,Hedda,0.005267672925198639
helendale,34.74052045323334,-117.32393067083488,Helendale,34.739570732100724,-117.32440346481268,Helendale,0.11409896298723193
hemet,33.74682731282687,-116.97566016520072,Hemet,33.746928919438126,-116.97559724729147,Hemet,0.012707829771714283
hesperia,34.41278889299464,-117.289822222892,Hesperia,34.41277900052249,-117.28962499575006,Hesperia,0.01812592459349683
hi desert,34.13644281606473,-116.18067856774792,Hi Desert,34.13681460960203,-116.18062191095066,Hi Desert,0.04166911281877694
highgrove,34.02229167276715,-117.33279722495992,Highgrove,34.022271000977824,-117.3328150006805,Highgrove,0.0028226442586177136
highland,34.10791100496467,-117.18679699550027,Highland,34.107628999650004,-117.18755599934724,Highland,0.07659288136366292
hinkley,34.907251599660455,-117.15402008868688,Hinkley,34.90638578245534,-117.15542788776906,Hinkley,0.16046549627584974
hinson,33.819268982610296,-118.22253903742477,Hinson,33.81926899922188,-118.22253900322433,Hinson,3.659781029176592e-06
holgate,35.01412270375938,-117.704034895897,Holgate,35.01556648872467,-117.70476753610514,Holgate,0.17385414158454615
holiday,33.84555141871459,-116.54590429391352,Holiday,33.84538927117918,-116.5460117849207,Holiday,0.020582179410616495
homart,34.074559987887426,-117.29171602075796,Homart,34.07492245983708,-117.29134532065184,Homart,0.05282260601777163
howard,33.92261915237017,-118.30716923390013,Howard,33.9224910017214,-118.30727100252447,Howard,0.01706538230581165
hoyt,34.05215852072799,-118.048872751829,Hoyt,34.05246100173005,-118.04787199850246,Hoyt,0.0981408390983524
huston,34.24286194871865,-117.28548225446524,Huston,34.24252188350991,-117.28568051548407,Huston,0.041976024057064826
imperial,33.911844998957804,-118.1482849943889,Imperial,33.911807190213,-118.14781404953489,Imperial,0.04366183397786275
indian wells,33.72946522255128,-116.34665135140988,Indian Wells,33.72944374862638,-116.34321099441657,Indian Wells,0.31816405411996174
industry,34.05052838423726,-117.99077611484682,Industry,34.05123311734519,-117.99146038669224,Industry,0.10057319618192119
inglewood,33.96564840547798,-118.3581034902834,Inglewood,33.96658424764422,-118.3570986216146,Inglewood,0.13934309132557576
inyokern,35.652518826535186,-117.7958008875476,Inyokern,35.653169348521565,-117.79437767306143,Inyokern,0.14754022720572432
inyokern town,35.64848234029615,-117.81659454290404,Inyokern Town,35.64795863969852,-117.81573401572578,Inyokern Town,0.09714426246516068
irvine,33.683038921397305,-117.7421916742602,Irvine,33.68339167134497,-117.7425321542773,Irvine,0.05030906640720825
isabella,35.63265859109544,-118.47825601355224,Isabella,35.63310199968664,-118.47698199585776,Isabella,0.1252524800016527
isla vista,34.433021573240666,-119.87133245159065,Isla Vista,34.431962660186834,-119.87110826955949,Isla Vista,0.11952737037688961
ivanpah,35.54441313738721,-115.4689267654668,Ivanpah,35.54446791495526,-115.46883209031964,Ivanpah,0.010510593927919407
ivar,34.08815540029707,-118.07596940045669,Ivar,34.08816132300995,-118.07593935933645,Ivar,0.0028437656460410274
ivyglen,33.760263984393895,-117.47733295798588,Ivyglen,33.76023995734442,-117.4767247025759,Ivyglen,0.05629308797281825
jefferson,33.85775075743802,-117.5883042324793,Jefferson,33.85819000126701,-117.58883199997248,Jefferson,0.06899599350527248
jersey,33.87950480407864,-118.24818910089591,Jersey,33.87967909325,-118.24798204815698,Jersey,0.027220155788642134
johanna,33.713461114633006,-117.85266387737433,Johanna,33.713483846607005,-117.85207412796372,Johanna,0.054607149472912876
joshua tree,34.13598889529775,-116.31566370220835,Joshua Tree,34.13599167886379,-116.3152410700874,Joshua Tree,0.0388989948156127
junction,36.3053722075752,-116.41459568073908,Junction,36.3074809098986,-116.41003174596273,Junction,0.4714137928715642
june lake,37.766985236287816,-119.12333824341516,June Lake,37.76752607365519,-119.12426591711588,June Lake,0.10132043557744295
kernville,35.77251218944386,-118.43236440840998,Kernville,35.7720581025832,-118.43173950101318,Kernville,0.07568288488935229
kimball,33.97018662058697,-117.6185980008174,Kimball,33.969727853610216,-117.61814932196484,Kimball,0.06568297403394566
