bus_i,kV,Type,Import,Lat,Lon,nearest_our_sub,nearest_utility,nearest_our_lat,nearest_our_lon,dist_km,matched
1462,66,Substation,' ',34.32054899,-119.263129,Pierpont,sce,34.27390083589774,-119.24822507834864,5.3646777871502405,False
1463,66,Substation,' ',34.22619445,-119.1757972,Gonzales,sce,34.2261977486632,-119.17572336799584,0.006797912266587087,True
1464,66,Substation,' ',34.17385279,-119.1567444,Levy,sce,34.17355800376603,-119.15651000407496,0.03923554168211375,True
1465,66,Substation,' ',34.19608611,-118.9310028,Newbury,sce,34.19537848083874,-118.93117342358124,0.08023434380546852,True
1466,66,Substation,' ',34.18618553,-118.7847011,Oak Park,sce,34.18538100573582,-118.78487940026751,0.09094994872379142,True
1467,66,Substation,' ',34.44562298,-119.242407,Ojai,sce,34.4456612532938,-119.24196837511916,0.0404457088888,True
1468,66,Substation,' ',34.19716666,-119.1743083,Levy,sce,34.17355800376603,-119.15651000407496,3.0938190982026925,False
1469,66,Substation,' ',34.16172599,-118.834785,Potrero,sce,34.16193136185872,-118.83239843472316,0.22076923229680803,True
1470,66,Substation,' ',34.21147223,-119.1400222,Gonzales,sce,34.2261977486632,-119.17572336799584,3.6683185016403934,False
1471,66,Substation,' ',34.22833038,-118.7044283,Chatsworth,sce,34.23580401011754,-118.70207951986724,0.8586242170855897,True
1472,66,Substation,' ',34.27843334,-118.7794583,Royal,sce,34.278596208813866,-118.78059293222798,0.10581295539269982,True
1473,66,Substation,' ',34.25607778,-119.2418917,San Miguel,sce,34.25591599576859,-119.24186300527784,0.01818186224967145,True
1474,66,Substation,' ',34.27956389,-118.7170861,Santa Susana,sce,34.2805606995611,-118.71705922310277,0.1108676713459753,True
1475,66,Substation,' ',34.30061258,-119.1666234,Saticoy,sce,34.30084292118649,-119.16720835318044,0.059524412224461185,True
1476,66,Substation,' ',34.20973505,-119.034837,Camarillo,sce,34.21987406168505,-119.0087515903353,2.6503265373854723,False
1477,66,Substation,' ',34.23927607,-119.2588905,San Miguel,sce,34.25591599576859,-119.24186300527784,2.4234298550024533,False
1478,66,Substation,' ',34.26427223,-119.0107556,Somis,sce,34.26477110560397,-119.0098096206216,0.10312339254551789,True
1479,66,Substation,' ',34.22797779,-118.7059441,Chatsworth,sce,34.23580401011754,-118.70207951986724,0.9399651636739574,True
1480,66,Substation,' ',34.38783812,-118.7963463,Fillmore,sce,34.408935811473874,-118.92041982248664,11.622982910934734,False
1481,66,Substation,' ',34.20776661,-119.2467388,Channel Island,sce,34.18173499797494,-119.22229699654076,3.6649748255285717,False
1482,66,Substation,' ',34.35644199,-119.055903,Wakefield,sce,34.35645499933594,-119.05588600318704,0.002127657541311435,True
1483,66,Substation,' ',34.13080101,-119.167076,Levy,sce,34.17355800376603,-119.15651000407496,4.852758601345643,False
1484,66,Substation,' ',38.92500648,-121.9894822,DUNNIGAN,pge,38.92506225480307,-121.99011725790068,0.05528539037203761,True
1485,66,Substation,' ',38.80928378,-121.7450948,KNIGHTS LANDING,pge,38.80894434056115,-121.74638901920422,0.11832215340267013,True
1486,66,Substation,' ',38.67068601,-121.969347,ZAMORA,pge,38.77465430165772,-121.85821418077823,15.053251322993415,False
1487,115,Substation,' ',38.52282675,-121.9950809,PUTAH CREEK,pge,38.52334998723117,-121.9952137072624,0.05931735816429125,True
1488,66,Substation,' ',39.22586945,-121.4227731,BROWNS VALLEY,pge,39.22604998760262,-121.42343570527576,0.0605030209230645,True
1489,66,Substation,' ',39.48525926,-121.2203187,CHALLENGE,pge,39.48563129002225,-121.22014874811364,0.043863684263908236,True
1490,66,Substation,' ',39.33987652,-121.1949272,DOBBINS,pge,39.340076339250025,-121.19541552842642,0.04751083251769066,True
1491,66,Substation,' ',39.16343792,-121.5610556,EAST MARYSVILLE,pge,39.16342235495069,-121.56120836057298,0.013283448374442421,True
1492,66,Substation,' ',39.24756794,-121.6371358,LIVE OAK,pge,39.27647099774993,-121.66045789355064,3.7895371941967197,False
1493,66,Substation,' ',39.05146481,-121.5463491,PLUMAS,pge,39.0262294520019,-121.54346448414113,2.817081925871771,False
1494,66,Substation,' ',39.14002976,-121.5834743,MARYSVILLE,pge,39.14000454607997,-121.5836129617673,0.01228292260646811,True
1495,66,Substation,' ',39.02624606,-121.543052,PLUMAS,pge,39.0262294520019,-121.54346448414113,0.03567929101857296,True
1496,66,Substation,' ',39.01314723,-121.4186163,WHEATLAND,pge,39.013259823908015,-121.41884454220936,0.023358459281846617,True
1497,500,Substation,' ',39.23718795,-122.2765024,MAXWELL,pge,39.27720532980578,-122.15302787153044,11.524788967188726,False
1498,230,Substation,' ',40.71501315,-122.4212465,STILLWATER,pge,40.67760281495655,-122.34983936540058,7.317425242275752,False
1499,115,Substation,' ',40.51010552,-122.4247382,GIRVAN,pge,40.51345782429336,-122.37892882123532,3.8905515723103075,False
1500,66,Substation,' ',39.07795141,-120.4062356,SUMMIT,pge,39.31945516117808,-120.37918428385689,26.954974691122462,False
1501,66,Substation,' ',39.36196528,-123.1278407,MENDOCINO,pge,39.25063932695956,-123.19762575124754,13.758190781919286,False
1502,115,Substation,' ',38.1865924,-120.1119474,SPRING GAP,pge,38.186423435629614,-120.111394105077,0.05187923271373111,True
1503,230,Substation,' ',37.75610406,-122.3864726,SF A (POTRERO),pge,37.75597723579284,-122.38631343999468,0.019865977726164833,True
1504,66,Substation,' ',38.01284457,-121.7863208,CONTRA COSTA,pge,37.99867901702416,-121.78318387764637,1.5989365002598002,True
1505,115,Substation,' ',38.01603226,-121.8607018,PITTSBURG,pge,38.03070653596985,-121.8692592247712,1.795645077244425,True
1506,66,Substation,' ',34.92760556,-119.6213417,CUYAMA,pge,34.927616278599906,-119.62029680803812,0.09526613768670072,True
1507,115,Substation,' ',34.64795679,-120.1848073,BUELLTON,pge,34.62516166893696,-120.18655523536748,2.5397413818753556,False
1508,500,Substation,' ',34.55164736,-117.4377996,Roadway,sce,34.57597041904508,-117.4122559950478,3.5757141669389525,False
1509,66,Substation,' ',34.09930127,-117.7073995,San Antonio,sce,34.09336562452708,-117.69790411356152,1.0954823878323,True
1510,66,Substation,' ',33.89465809,-118.2645067,Fremont,sce,33.894644489493515,-118.26469982761756,0.017889512021675772,True
1511,115,Substation,' ',37.96718047,-120.3864075,TAR FLAT,pge,37.98475497824085,-120.37980694800358,2.0380384575761363,False
1512,230,Substation,' ',33.12288056,-117.2878861,PALOMAR AIRPORT,sdge,33.131263270165704,-117.27774083466684,1.3271675212527705,True
1513,66,Substation,' ',37.48333489,-120.8464336,LIVINGSTON,pge,37.36355711461608,-120.76057836344424,15.325418058540318,False
1514,115,Substation,' ',33.49095832,-117.0638806,Pechanga,sce,33.49214943279386,-117.05640121088769,0.7061181384705683,True
1515,66,Substation,' ',40.59278468,-122.3696561,OREGON TRAIL,pge,40.61899130155303,-122.3221442755599,4.9577445755938925,False
1516,115,Substation,' ',33.54998165,-117.6282105,MARGARITA,sdge,33.57146030691496,-117.62718222915268,2.390217416739884,False
1517,230,Substation,' ',32.63792799,-117.016092,TELEGRAPH CANYON,sdge,32.62823397878233,-116.99928208857708,1.9078120667013114,True
1518,66,Substation,' ',32.94142222,-117.0327306,POMERADO,sdge,32.93866507905452,-117.03289416045068,0.3069597987636616,True
1519,66,Substation,' ',33.11840833,-117.098475,ESCO,sdge,33.120609601909536,-117.08670241957644,1.1233640288596576,True
1520,66,Substation,' ',32.90195058,-117.2270561,TORREY PINES,sdge,32.90838006172779,-117.2314708130261,0.8252140636575445,True
1521,66,Substation,' ',32.74614754,-117.1925255,VINE,sdge,32.739010077220925,-117.18090754192951,1.3455724289881414,True
1522,66,Substation,' ',32.67954522,-117.2473513,CABRILLO,sdge,32.715978473390244,-117.23990304016904,4.110708339030194,False
1523,115,Substation,' ',32.82670278,-115.7889389,BOULEVARD EAST,sdge,32.658400194287246,-116.26859395520212,48.607694917378915,False
1524,66,Substation,' ',32.76360286,-115.565348,BOULEVARD EAST,sdge,32.658400194287246,-116.26859395520212,66.82750628249562,False
1525,115,Substation,' ',33.79775322,-116.2871277,Concho,sce,33.75688900153803,-116.33419299787862,6.290457650426732,False
1526,66,Substation,' ',33.72019357,-116.3631391,Palm Village,sce,33.720183718386934,-116.362285741825,0.07893242337712454,True
1527,115,Substation,' ',33.71418472,-116.2867908,Indian Wells,sce,33.72944374862638,-116.34321099441657,5.4869821013090165,False
1528,115,Substation,' ',32.73663553,-114.7145675,Verdant,sce,33.41784425716497,-114.72418516485564,75.75225484493448,False
1529,115,Substation,' ',33.32771631,-115.9448921,BORREGO,sdge,33.242891548049656,-116.34638794455222,38.49374308766435,False
1530,66,Substation,' ',34.0636675,-117.3223511,Colton,sce,34.05928099568391,-117.31516299984052,0.822407503515674,True
1531,66,Substation,' ',34.06007672,-117.3066786,Colton,sce,34.05928099568391,-117.31516299984052,0.7865748995564449,True
1532,230,Substation,' ',39.02399377,-121.7233826,BARRY,pge,39.069242120060025,-121.68996821514853,5.800127953197827,False
1533,115,Substation,' ',37.41117121,-121.9276788,RIVER OAKS,pge,37.41128179639234,-121.92707411842656,0.054803817247486786,True
1534,115,Substation,' ',37.4207031,-121.9598699,NORTECH,pge,37.42095169352169,-121.9604588755621,0.05890171062634265,True
1535,115,Substation,' ',37.43005674,-121.9514711,NORTECH,pge,37.42095169352169,-121.9604588755621,1.2864395571651879,True
1536,66,Substation,' ',37.67389353,-121.835631,VINEYARD,pge,37.66981508616917,-121.85487819350168,1.753664638992047,True
1537,66,Substation,' ',37.70408449,-121.9007603,RADUM,pge,37.67228311817145,-121.85958601044506,5.062723348268069,False
1538,66,Substation,' ',37.72019332,-121.5952918,LAMMERS,pge,37.71280029392499,-121.47875326631689,10.283692645019684,False
1539,66,Substation,' ',37.74483101,-121.857924,NORTH DUBLIN,pge,37.74483921993783,-121.85769752164674,0.019934432410915748,True
1540,115,Substation,' ',40.5258508,-122.4280528,GIRVAN,pge,40.51345782429336,-122.37892882123532,4.3750673683355155,False
1541,66,Substation,' ',33.23069511,-117.0184193,VALLEY CENTER,sdge,33.227784132577035,-116.99902954019036,1.832313896172979,True
1542,66,Substation,' ',32.69904488,-116.3537629,CRESTWOOD,sdge,32.727783372487686,-116.35940865297788,3.2389343418172936,False
1543,115,Substation,' ',34.02229167,-117.3327972,Colton,sce,34.05928099568391,-117.31516299984052,4.422333054527906,False
1544,66,Substation,' ',32.79698055,-116.7922,ALPINE,sdge,32.83888956328325,-116.7726717306921,5.004639759657329,False
1545,230,Substation,' ',38.12465193,-121.8301478,PITTSBURG,pge,38.03070653596985,-121.8692592247712,10.992904800166826,False
1546,66,Substation,' ',33.05860864,-117.1192854,OLIVENHAIN,sdge,33.08058418373013,-117.12129876052612,2.4507604246894963,False
1547,500,Substation,' ',33.73452905,-117.4125219,Fogarty,sce,33.70081870853662,-117.37384841874932,5.181210511549936,False
1548,115,Substation,' ',37.41801671,-120.8309528,LIVINGSTON,pge,37.36355711461608,-120.76057836344424,8.679011457583226,False
1549,115,Substation,' ',37.43627042,-121.1323489,CROWS LANDING,pge,37.37774567278726,-121.08632626856836,7.6729383309980355,False
1550,115,Substation,' ',37.53726161,-120.8092201,CRESSEY,pge,37.42859913669553,-120.6384473846346,19.314522276119817,False
1551,66,Substation,' ',37.738605,-121.7711633,CAYETANO,pge,37.73836825979488,-121.77069648385788,0.04876478085797672,True
1552,66,Substation,' ',37.50071672,-120.913575,LIVINGSTON,pge,37.36355711461608,-120.76057836344424,20.374086639891942,False
1553,66,Substation,' ',35.14258236,-117.9687131,Cal City 'B',sce,35.1431029846686,-117.96986176529046,0.11941467041849414,True
1554,66,Substation,' ',33.96078597,-117.4277577,Rubidoux,sce,33.99901674325448,-117.41596904208612,4.387838928156862,False
1555,66,Substation,' ',34.00353401,-117.3431884,West Riverside,sce,34.00574163622427,-117.39244956440842,4.5475115272783455,False
1556,66,Substation,' ',34.2734985,-119.2475484,Pierpont,sce,34.27390083589774,-119.24822507834864,0.07659982735355782,True
1557,66,Substation,' ',32.69488244,-117.1432682,SAMPSON,sdge,32.69878935180088,-117.12035389454664,2.187773500202603,False
1558,66,Substation,' ',40.36041129,-120.8677626,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,21.246831917859346,False
1559,66,Substation,' ',40.41450968,-120.7380555,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,33.771378262030595,False
1560,66,Substation,' ',40.42373732,-120.6545605,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,40.55099995610301,False
1561,66,Substation,' ',40.41232276,-120.6606949,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,39.55633826247749,False
1562,66,Substation,' ',40.40822706,-120.6473551,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,40.41892550066293,False
1563,66,Substation,' ',40.41007909,-120.6421892,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,40.90175875109743,False
1564,66,Substation,' ',40.41009979,-120.6416013,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,40.948672339073205,False
1565,66,Substation,' ',40.38191421,-120.57454,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,42.89141866923073,False
1566,66,Substation,' ',40.3520719,-120.3224458,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,57.60488785274042,False
1567,66,Substation,' ',40.36833693,-120.2647837,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,62.7508536478147,False
1568,66,Substation,' ',40.35133837,-120.2488718,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,63.06064218828629,False
1569,66,Substation,' ',40.30038982,-120.1942201,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,65.0399342577843,False
1570,66,Substation,' ',41.44399812,-120.8801201,MC ARTHUR,pge,41.0514109866347,-121.40819070502693,62.08637850249029,False
1571,66,Substation,' ',41.13280847,-121.1375887,MC ARTHUR,pge,41.0514109866347,-121.40819070502693,24.41662437415639,False
1572,66,Substation,' ',41.09133715,-121.1788459,MC ARTHUR,pge,41.0514109866347,-121.40819070502693,19.731659869740245,False
1573,66,Substation,' ',40.29760752,-121.0180107,HAMILTON BRANCH,pge,40.26931804937077,-121.08804585596388,6.722193271881302,False
1574,66,Substation,' ',40.79375288,-124.1832703,EUREKA A,pge,40.79388382264845,-124.18290357012602,0.03413324629111922,True
1575,66,Substation,' ',40.79343242,-124.1803135,EUREKA E,pge,40.793699357832445,-124.17955004886942,0.07079215850117887,True
1576,66,Substation,' ',40.27530051,-120.187432,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,64.66668541532945,False
1577,66,Substation,' ',40.1445318,-120.1703093,CRESCENT MILLS,pge,40.093925518711536,-120.91070330230104,63.207486285774294,False
1578,66,Substation,' ',39.65452133,-121.6355082,CLARK ROAD,pge,39.65482672818301,-121.63548123647666,0.0340370922472637,True
1579,115,Substation,' ',39.71972703,-121.8393363,DAYTON ROAD,pge,39.72016631724905,-121.83969083882324,0.057493293311189866,True
1580,66,Substation,' ',39.76192786,-122.1975464,ORLAND B,pge,39.72519125045083,-122.17865785695024,4.39257278869248,False
1581,66,Substation,' ',39.40558966,-123.3270796,WILLITS,pge,39.40550748378168,-123.32695422926648,0.014125178001203224,True
1582,115,Substation,' ',39.58040165,-121.1196964,CHALLENGE,pge,39.48563129002225,-121.22014874811364,13.611158659119255,False
1583,66,Substation,' ',39.33576922,-120.1837725,SUMMIT,pge,39.31945516117808,-120.37918428385689,16.905589295649982,False
1584,230,Substation,' ',38.98438032,-120.3273764,ECHO SUMMIT,pge,38.82437656201053,-120.0284989889445,31.391021282779004,False
1585,230,Substation,' ',38.89702284,-120.378397,EL DORADO PH,pge,38.79358310217803,-120.61933508570162,23.82616732183278,False
1586,230,Substation,' ',38.83404102,-120.5318797,EL DORADO PH,pge,38.79358310217803,-120.61933508570162,8.812125458208566,False
1587,115,Substation,' ',38.0718328,-120.5393568,FROGTOWN,pge,38.05723780621027,-120.5341629491827,1.6853844386382186,True
1588,230,Substation,' ',37.9465677,-120.5300395,PEORIA,pge,37.90339247520717,-120.49708389009176,5.603923943230832,False
1589,66,Substation,' ',38.03021814,-121.8740447,PITTSBURG,pge,38.03070653596985,-121.8692592247712,0.42264606419215694,True
1590,66,Substation,' ',38.03040028,-121.8694191,PITTSBURG,pge,38.03070653596985,-121.8692592247712,0.03682068663673028,True
1591,115,Substation,' ',38.01494901,-122.1162354,FAIRVIEW,pge,38.01590927413491,-122.11629244561098,0.10689338337606155,True
1592,115,Substation,' ',38.01608705,-122.1162873,FAIRVIEW,pge,38.01590927413491,-122.11629244561098,0.019772913228170288,True
1593,115,Substation,' ',37.87667314,-120.6055921,PEORIA,pge,37.90339247520717,-120.49708389009176,9.974780845508484,False
1594,115,Substation,' ',38.0141512,-121.7753221,CONTRA COSTA,pge,37.99867901702416,-121.78318387764637,1.8531954902179701,True
1595,230,Substation,' ',38.01528973,-121.7623028,CONTRA COSTA,pge,37.99867901702416,-121.78318387764637,2.599715572874923,False
1596,115,Substation,' ',38.01445584,-121.790861,CONTRA COSTA,pge,37.99867901702416,-121.78318387764637,1.87883206089592,True
1597,115,Substation,' ',37.94324554,-122.384154,RICHMOND R,pge,37.92625133438892,-122.36966637516512,2.277105881889069,False
1598,115,Substation,' ',37.94430499,-122.389169,RICHMOND R,pge,37.92625133438892,-122.36966637516512,2.6373017939210954,False
1599,115,Substation,' ',37.94096481,-122.3887883,RICHMOND R,pge,37.92625133438892,-122.36966637516512,2.3428918478306513,False
1600,115,Substation,' ',37.95041,-122.395126,RICHMOND R,pge,37.92625133438892,-122.36966637516512,3.4930432690950943,False
1601,115,Substation,' ',37.94563541,-122.3809747,RICHMOND R,pge,37.92625133438892,-122.36966637516512,2.3726205378240808,False
1602,115,Substation,' ',37.94438087,-119.216016,Lee Vining,sce,37.95210000114013,-119.11645555543384,8.772011964282813,False
1603,230,Substation,' ',37.94623587,-121.7597976,LONE TREE,pge,37.94630532263428,-121.75910439326935,0.06127381565636502,True
1604,66,Substation,' ',37.9261806,-122.3695771,RICHMOND R,pge,37.92625133438892,-122.36966637516512,0.011098569611920071,True
1605,115,Substation,' ',37.88360418,-122.1934706,SOBRANTE,pge,37.90535027631521,-122.20813319872327,2.739050046869638,False
1606,230,Substation,' ',37.54586828,-118.5899655,Sherwin,sce,37.56199618416868,-118.67541707394592,7.743350354964515,False
1607,230,Substation,' ',37.79142631,-121.7277739,CAYETANO,pge,37.73836825979488,-121.77069648385788,7.003082895453833,False
1608,115,Substation,' ',37.83757075,-122.2636119,OAKLAND D,pge,37.837475094130205,-122.26158519172704,0.17829613035047984,True
1609,115,Substation,' ',37.79786601,-122.282006,OAKLAND C,pge,37.79750313857218,-122.28100831632332,0.09650096137827772,True
1610,115,Substation,' ',37.79743896,-122.2807377,OAKLAND C,pge,37.79750313857218,-122.28100831632332,0.024825321300558045,True
1611,115,Substation,' ',37.80528987,-122.2312677,OAKLAND X,pge,37.80525464784044,-122.23148010243337,0.019067181549642133,True
1612,115,Substation,' ',37.810314,-122.271413,OAKLAND L,pge,37.810340376987845,-122.27159254723468,0.01604341116307408,True
1613,66,Substation,' ',37.79421735,-121.5595702,HERDLYN,pge,37.81698475446724,-121.58716994811228,3.505506927854301,False
1614,66,Substation,' ',37.74908911,-121.6494936,VASCO,pge,37.71097214981069,-121.71567702519704,7.200132105097904,False
1615,230,Substation,' ',37.80058871,-121.6209518,HERDLYN,pge,37.81698475446724,-121.58716994811228,3.483031976538091,False
1616,230,Substation,' ',37.74738601,-121.598344,HERDLYN,pge,37.81698475446724,-121.58716994811228,7.801081477426564,False
1617,115,Substation,' ',37.78868624,-122.2898292,OAKLAND C,pge,37.79750313857218,-122.28100831632332,1.249772641738984,True
1618,115,Substation,' ',37.77932065,-122.2926961,OAKLAND C,pge,37.79750313857218,-122.28100831632332,2.2677164424712095,False
1619,66,Substation,' ',37.76124999,-121.690746,VASCO,pge,37.71097214981069,-121.71567702519704,6.005141297553013,False
1620,115,Substation,' ',37.64645793,-118.9100447,Casa Diablo,sce,37.64672134828576,-118.91071947724666,0.06623790009295842,True
1621,115,Substation,' ',37.64552942,-118.9146492,Casa Diablo,sce,37.64672134828576,-118.91071947724666,0.37050476875585336,True
1622,66,Substation,' ',37.74310007,-121.6587199,VASCO,pge,37.71097214981069,-121.71567702519704,6.152656981549387,False
1623,115,Substation,' ',37.68223895,-121.705288,LAS POSITAS,pge,37.70094251288631,-121.73350621738382,3.2388614030437766,False
1624,66,Substation,' ',37.7265308,-121.5872593,LAMMERS,pge,37.71280029392499,-121.47875326631689,9.665181381170695,False
1625,115,Substation,' ',37.69858612,-121.6106741,VASCO,pge,37.71097214981069,-121.71567702519704,9.339672132156052,False
1626,115,Substation,' ',37.36244493,-120.6278648,ATWATER,pge,37.3600903184248,-120.61458852452108,1.2022201373530563,True
1627,66,Substation,' ',37.41693813,-118.4028574,Mt. Tom,sce,37.35012841125564,-118.46543749176112,9.26071457435699,False
1628,66,Substation,' ',37.34207284,-118.4409309,Mt. Tom,sce,37.35012841125564,-118.46543749176112,2.3442245343132555,False
1629,115,Substation,' ',37.32303711,-118.5017679,Mt. Tom,sce,37.35012841125564,-118.46543749176112,4.40355604507754,False
1630,66,Substation,' ',37.36019169,-118.3985227,Mt. Tom,sce,37.35012841125564,-118.46543749176112,6.019367386118727,False
1631,66,Substation,' ',37.27387104,-118.5736305,Mt. Tom,sce,37.35012841125564,-118.46543749176112,12.784973133121358,False
1632,230,Substation,' ',37.20010694,-119.3068684,Big Creek 2,sce,37.19903708987874,-119.30576224985498,0.15411203735030815,True
1633,230,Substation,' ',37.20395556,-119.242925,Pitman,sce,37.20519869817524,-119.23958635760312,0.32640139929665934,True
1634,230,Substation,' ',36.92739551,-119.0208088,HAAS,pge,36.92739381730309,-119.02017254615168,0.05655624668654306,True
1635,230,Substation,' ',37.20971272,-119.328853,Big Creek 2,sce,37.19903708987874,-119.30576224985498,2.3645933475729097,False
1636,230,Substation,' ',37.22028333,-119.3380194,Big Creek 2,sce,37.19903708987874,-119.30576224985498,3.7069865524988215,False
1637,66,Substation,' ',37.08690864,-121.0168727,SANTA NELLA,pge,37.08567509415812,-121.01318384348406,0.35479978192911266,True
1638,115,Substation,' ',36.94007047,-118.2569513,Mt. Tom,sce,37.35012841125564,-118.46543749176112,49.1985762685701,False
1639,115,Substation,' ',37.14207156,-118.3241606,Mt. Tom,sce,37.35012841125564,-118.46543749176112,26.298347473802817,False
1640,230,Substation,' ',37.01341111,-120.9452333,WRIGHT,pge,37.01392488612878,-120.94478091254076,0.06983637935609842,True
1641,66,Substation,' ',37.06232233,-121.18011,SANTA NELLA,pge,37.08567509415812,-121.01318384348406,15.03523914248169,False
1642,230,Substation,' ',37.06666669,-121.0754528,SANTA NELLA,pge,37.08567509415812,-121.01318384348406,5.914749754789491,False
1643,115,Substation,' ',37.0922461,-119.5526664,KERCKHOFF,pge,37.09207364074768,-119.55301276394894,0.036215154455610965,True
1644,230,Substation,' ',37.14821116,-119.3885387,Big Creek 2,sce,37.19903708987874,-119.30576224985498,9.259001605088859,False
1645,115,Substation,' ',37.07187751,-119.558037,KERCKHOFF,pge,37.09207364074768,-119.55301276394894,2.289507020382584,False
1646,230,Substation,' ',36.83274727,-119.3268009,TIVY VALLEY,pge,36.770688020428544,-119.39266766293925,9.056005552705313,False
1647,230,Substation,' ',36.78002058,-120.729744,HAMMONDS,pge,36.71999629266149,-120.60261292866964,13.14700052251428,False
1648,66,Substation,' ',36.80022812,-121.7690706,DOLAN ROAD,pge,36.80013119439448,-121.76897719428231,0.013613330577291161,True
1649,66,Substation,' ',36.62404337,-121.6880604,RESERVATION ROAD,pge,36.62420269765867,-121.68862755200468,0.053624498124368744,True
1650,66,Substation,' ',36.71951798,-119.764185,CALIFORNIA AVE,pge,36.71976722854816,-119.76422834299458,0.02798312143152654,True
1651,115,Substation,' ',36.68886004,-119.7237178,MALAGA,pge,36.6933448884706,-119.7259384506958,0.5365619030975002,True
1652,115,Substation,' ',36.69045427,-119.7404181,MALAGA,pge,36.6933448884706,-119.7259384506958,1.3304553043268121,True
1653,115,Substation,' ',36.53941711,-119.5806772,KINGSBURG,pge,36.4886216034969,-119.5824905378176,5.650526949739719,False
1654,66,Substation,' ',36.13620329,-120.3442291,COALINGA NO 1,pge,36.13620074047216,-120.34415486251105,0.006672771310548347,True
1655,66,Substation,' ',36.23719531,-120.3147162,COALINGA NO 2,pge,36.237727890424445,-120.31459024852086,0.06028798515430973,True
1656,230,Substation,' ',36.03673169,-117.7979617,Coso,sce,36.082697937378725,-117.9508794515932,14.66535283448964,False
1657,115,Substation,' ',36.00145001,-117.7901861,Coso,sce,36.082697937378725,-117.9508794515932,17.040101291488064,False
1658,115,Substation,' ',36.00617523,-117.8101854,Coso,sce,36.082697937378725,-117.9508794515932,15.245059013084573,False
1659,115,Substation,' ',36.01858914,-117.7915328,Coso,sce,36.082697937378725,-117.9508794515932,16.001037480111844,False
1660,66,Substation,' ',36.22587778,-121.1283444,KING CITY,pge,36.21705442156273,-121.12682030175492,0.9905929460783289,True
1661,66,Substation,' ',36.05657777,-119.5499472,CORCORAN,pge,36.1097291421788,-119.55733517121652,5.947335723383654,False
1662,66,Substation,' ',35.46016796,-118.7796082,CAL WATER,pge,35.42222837471225,-118.90059842079376,11.744554872038693,False
1663,66,Substation,' ',35.77620279,-118.4362468,Kernville,sce,35.7720581025832,-118.43173950101318,0.6146105905656886,True
1664,115,Substation,' ',35.55923489,-118.9576432,POSO MOUNTAIN,pge,35.559202917522015,-118.95782903329666,0.017182071465806574,True
1665,66,Substation,' ',35.45137667,-118.9839222,KERN OIL,pge,35.44071661874439,-119.02040105128609,3.510648083865643,False
1666,115,Substation,' ',35.51575889,-119.040603,KERN OIL,pge,35.44071661874439,-119.02040105128609,8.54247996674026,False
1667,115,Substation,' ',35.41707406,-119.00734,KERN OIL,pge,35.44071661874439,-119.02040105128609,2.8830074208320466,False
1668,115,Substation,' ',35.44042076,-119.0133061,KERN OIL,pge,35.44071661874439,-119.02040105128609,0.6435903435071337,True
1669,115,Substation,' ',35.2769642,-119.4741216,ELK HILLS,pge,35.226241139395945,-119.37663775129045,10.49613391217598,False
1670,115,Substation,' ',35.27225248,-119.474105,ELK HILLS,pge,35.226241139395945,-119.37663775129045,10.223073177054262,False
1671,115,Substation,' ',35.28134076,-119.4699213,ELK HILLS,pge,35.226241139395945,-119.37663775129045,10.453918638450991,False
1672,115,Substation,' ',35.28117768,-119.4728705,ELK HILLS,pge,35.226241139395945,-119.37663775129045,10.661661119278772,False
1673,115,Substation,' ',35.2786367,-119.4641802,ELK HILLS,pge,35.226241139395945,-119.37663775129045,9.855610212870765,False
1674,115,Substation,' ',35.42487718,-119.6876388,TEMBLOR,pge,35.383198949735814,-119.6964252470037,4.702329565611579,False
1675,66,Substation,' ',35.3634818,-119.6755007,TEMBLOR,pge,35.383198949735814,-119.6964252470037,2.899335203047537,False
1676,66,Substation,' ',35.29631924,-119.6270095,MCKITTRICK,pge,35.29701832939979,-119.6266169615922,0.08550943333114668,True
1677,66,Substation,' ',35.4405646,-118.7967529,CAL WATER,pge,35.42222837471225,-118.90059842079376,9.627074139020417,False
1678,66,Substation,' ',35.62202485,-117.6883033,Downs,sce,35.62041331900779,-117.6884528047109,0.1797028952546708,True
1679,230,Substation,' ',35.02957907,-119.0044792,TEJON,pge,35.01982434064145,-118.95468562709183,4.662041910039731,False
1680,66,Substation,' ',35.05874577,-118.2699171,Goldtown,sce,35.05456290386635,-118.18626607582308,7.628312937608115,False
1681,66,Substation,' ',35.0446759,-118.2763121,Southwind,sce,35.03149211101637,-118.3500052736917,6.86754737558732,False
1682,66,Substation,' ',35.04604202,-118.2808834,Southwind,sce,35.03149211101637,-118.3500052736917,6.497662475506421,False
