bus_i,kV,Type,Import,Lat,Lon,nearest_our_sub,nearest_utility,nearest_our_lat,nearest_our_lon,dist_km,matched
675,66,Substation,' ',33.8196748,-117.8714279,Orange,sce,33.79007400165633,-117.86143500097876,3.4185069337662166,False
676,66,Substation,' ',33.6718729,-117.8475913,Cabrillo,sce,33.67169434144606,-117.84750781986958,0.021304743394448895,True
677,66,Substation,' ',33.71318376,-117.883619,Camden,sce,33.71334293054773,-117.88328931162948,0.035258545623102946,True
678,66,Substation,' ',33.87145556,-117.7469806,Canyon,sce,33.871538676482594,-117.74807268223128,0.10124809812528153,True
679,66,Substation,' ',33.91020869,-117.8795575,Carolina,sce,33.910013996191246,-117.87969900019525,0.02528216181848634,True
680,66,Substation,' ',33.7332416,-117.849825,Chestnut,sce,33.73291743598918,-117.84905438111056,0.07985932550803633,True
681,66,Substation,' ',33.66060237,-117.8606297,Cabrillo,sce,33.67169434144606,-117.84750781986958,1.7308671584248134,True
682,66,Substation,' ',33.61304202,-117.821927,Crown,sce,33.608690174598145,-117.86390230589092,3.9171253164152193,False
683,66,Substation,' ',33.60815162,-117.8651633,Crown,sce,33.608690174598145,-117.86390230589092,0.13123706163223073,True
684,66,Substation,' ',33.8096399,-118.072602,Cypress,sce,33.80991268026793,-118.07236092354432,0.03763128279534591,True
685,66,Substation,' ',33.85108801,-118.02792,Ely,sce,33.850669276650706,-118.02764770461924,0.05291713854766212,True
686,66,Substation,' ',33.68750555,-117.8285556,Estrella,sce,33.687249709892,-117.82790152451156,0.06686987196550732,True
687,66,Substation,' ',33.693574,-117.867617,Fairview,sce,33.69420600217397,-117.8676489323096,0.07033750310184315,True
688,66,Substation,' ',33.86814402,-117.921312,Fullerton,sce,33.86801014671579,-117.92098061980474,0.03402473760190784,True
689,66,Substation,' ',33.87756274,-117.9717703,Gilbert,sce,33.87688000357716,-117.97285199579584,0.12544058474395614,True
690,66,Substation,' ',33.68734602,-117.912816,Gisler,sce,33.6874929740019,-117.91268546781532,0.020319239803501716,True
691,66,Substation,' ',33.65452399,-117.95263,Hamilton,sce,33.65499499810547,-117.95302900495923,0.06408513817473215,True
692,66,Substation,' ',33.68303892,-117.7421917,Irvine,sce,33.68339167134497,-117.7425321542773,0.05030769620157817,True
693,66,Substation,' ',33.67561118,-117.8637801,Cabrillo,sce,33.67169434144606,-117.84750781986958,1.5675163674649581,True
694,66,Substation,' ',33.925175,-117.933787,La Habra,sce,33.92503519317997,-117.93335597279064,0.042699613881239426,True
695,66,Substation,' ',33.84628388,-117.9798243,La Palma,sce,33.846268089605886,-117.98016977176611,0.03195303244905894,True
696,66,Substation,' ',33.76679901,-117.85212,La Veta,sce,33.76643799668279,-117.85248599558908,0.05249788576135533,True
697,66,Substation,' ',33.63536199,-117.935652,Lafayette,sce,33.63545033562937,-117.9354793630941,0.018760129375485442,True
698,66,Substation,' ',33.92281875,-117.8472364,Brea,sce,33.91929821622321,-117.8490431144892,0.4254834738176096,True
699,66,Substation,' ',33.77821908,-117.8991005,Lampson,sce,33.77796996263328,-117.8983985000712,0.07054808215795906,True
700,66,Substation,' ',33.6502112,-117.6885669,Limestone,sce,33.650239003663366,-117.68815000157966,0.038712865210569915,True
701,66,Substation,' ',33.6387063,-117.8660485,Macarthur,sce,33.63852216201871,-117.86595640340192,0.022179368424650084,True
702,66,Substation,' ',33.81770272,-118.0271859,Marion,sce,33.81745999970494,-118.02681000307484,0.04398102133690353,True
703,66,Substation,' ',33.78825004,-117.802686,Modena,sce,33.788301250200355,-117.80339029717427,0.0653354748063832,True
704,66,Substation,' ',33.55188499,-117.778884,Morro,sce,33.552258717456944,-117.77853550630896,0.0526295380945799,True
705,66,Substation,' ',33.60912633,-117.6975574,Moulton,sce,33.60972830580406,-117.69800984712953,0.07896890111989034,True
706,66,Substation,' ',33.92508498,-117.9551271,Parkwood,sce,33.915624736779364,-117.96398012374236,1.3318593135399306,True
707,66,Substation,' ',33.91052601,-117.820078,Brea,sce,33.91929821622321,-117.8490431144892,2.8452397375826717,False
708,66,Substation,' ',33.5638,-117.714833,Niguel,sce,33.5631365000432,-117.71476690636771,0.07403155372829671,True
709,66,Substation,' ',33.75711477,-118.0890789,Stadium,sce,33.771905998735384,-118.1000940007785,1.9343898314631451,True
710,66,Substation,' ',33.92081737,-117.9198431,La Habra,sce,33.92503519317997,-117.93335597279064,1.3321025677248644,True
711,66,Substation,' ',33.71637428,-117.987525,Oceanview,sce,33.71625509877289,-117.98768317374038,0.019739646626397527,True
712,66,Substation,' ',33.79049001,-117.861454,Orange,sce,33.79007400165633,-117.86143500097876,0.04629132486940654,True
713,66,Substation,' ',33.68963109,-117.9450355,Ellis,sce,33.68544544480769,-117.9434316308098,0.4885067916994081,True
714,66,Substation,' ',33.64399723,-117.9555611,Hamilton,sce,33.65499499810547,-117.95302900495923,1.2451539530699365,True
715,66,Substation,' ',33.86093727,-117.8927361,Placentia,sce,33.87119299998787,-117.87861599522375,1.732088733860213,True
716,66,Substation,' ',33.91547973,-117.9637095,Parkwood,sce,33.915624736779364,-117.96398012374236,0.02972528987166634,True
717,66,Substation,' ',33.87159716,-117.8786331,Placentia,sce,33.87119299998787,-117.87861599522375,0.044968280107080046,True
718,66,Substation,' ',33.67358241,-118.0212329,Slater,sce,33.69235866914367,-118.0169822483806,2.1245466608631305,False
719,66,Substation,' ',33.77220888,-118.0120858,Shawnee,sce,33.77335503678712,-118.01125537351678,0.14877602310057214,True
720,66,Substation,' ',33.69228199,-118.017185,Slater,sce,33.69235866914367,-118.0169822483806,0.02060491358892596,True
721,66,Substation,' ',33.67374598,-118.0215237,Slater,sce,33.69235866914367,-118.0169822483806,2.1118642793603537,False
722,66,Substation,' ',33.74480503,-117.9019307,Sullivan,sce,33.74482369756105,-117.90196420134929,0.003728749763172005,True
723,66,Substation,' ',33.8828944,-117.9573769,Basta,sce,33.8691828612384,-117.96020381310754,1.5468283575156356,True
724,66,Substation,' ',33.71452999,-117.920428,Talbert,sce,33.7140820008966,-117.9197889959811,0.07729623829682516,True
725,66,Substation,' ',33.74497923,-117.9999129,Team,sce,33.745052055991295,-117.99988488347098,0.008502115706245289,True
726,66,Substation,' ',33.76616302,-117.979563,Trask,sce,33.76640699726132,-117.97981700324527,0.03587853868943221,True
727,66,Substation,' ',33.76550798,-117.928479,Vera,sce,33.76554057259821,-117.9282905316424,0.01779468537602774,True
728,66,Substation,' ',33.75604993,-117.8593889,Washington,sce,33.75680600416409,-117.8592219959398,0.0854758472331041,True
729,66,Substation,' ',33.66558697,-117.997429,Wave,sce,33.665189014042795,-117.99721384787416,0.04852414249614503,True
730,66,Substation,' ',33.88892101,-117.788148,Yorba Linda,sce,33.88733323649356,-117.78769347091476,0.18146906469340895,True
731,115,Substation,' ',33.51258901,-117.665534,SAN JUAN CAPISTRANO,sdge,33.51109710702923,-117.65620343526052,0.8808108295002722,True
732,115,Substation,' ',33.4633412,-117.5704995,PICO,sdge,33.472892946910534,-117.5978376945472,2.7492790912371983,False
733,115,Substation,' ',33.49494501,-117.702976,LAGUNA NIGUEL,sdge,33.49650770279464,-117.69302896834556,0.9385975681202265,True
734,115,Substation,' ',33.56291183,-117.6735199,TRABUCO,sdge,33.57169985785648,-117.67862046657189,1.0854570867629765,True
735,66,Substation,' ',39.24295872,-120.0264639,SUMMIT,pge,39.31945516117808,-120.37918428385689,31.527801657431734,False
736,66,Substation,' ',39.28069605,-120.1126328,SUMMIT,pge,39.31945516117808,-120.37918428385689,23.337358150884498,False
737,66,Substation,' ',39.20552959,-120.2011536,SUMMIT,pge,39.31945516117808,-120.37918428385689,19.88468026749608,False
738,66,Substation,' ',39.16617697,-120.1444681,SUMMIT,pge,39.31945516117808,-120.37918428385689,26.439735113703787,False
739,66,Substation,' ',39.33097146,-120.1819888,SUMMIT,pge,39.31945516117808,-120.37918428385689,17.01025326739211,False
740,66,Substation,' ',39.32958792,-120.1696808,SUMMIT,pge,39.31945516117808,-120.37918428385689,18.05603583978802,False
741,66,Substation,' ',38.7636276,-121.2640323,ROCKLIN,pge,38.7878362079499,-121.2316984669296,3.886223540477543,False
742,66,Substation,' ',38.90349314,-121.0698265,AUBURN,pge,38.90362002905324,-121.07000550995504,0.02095281709427394,True
743,115,Substation,' ',38.94679968,-121.0916716,BELL,pge,38.946685494069264,-121.0914507213159,0.02293641850377982,True
744,66,Substation,' ',39.21470787,-120.8092925,BONNIE NOOK,pge,39.21451033170248,-120.80959918082056,0.034359133829560344,True
745,115,Substation,' ',39.11994562,-120.9434986,SHADY GLEN,pge,39.115253699631616,-120.95381821842112,1.0318877853593735,True
746,66,Substation,' ',39.30962787,-120.5483422,TAMARACK,pge,39.31400206641118,-120.49620864570748,4.511479852516498,False
747,66,Substation,' ',38.79881552,-121.2213126,DEL MAR,pge,38.798905518358,-121.22132249121611,0.010044003809604888,True
748,66,Substation,' ',39.01930167,-120.8302452,FORESTHILL,pge,39.01998695236322,-120.8293416806212,0.10908306333652475,True
749,66,Substation,' ',38.95692848,-121.0422303,HALSEY,pge,38.95682089677347,-121.04286722342916,0.05635733800413559,True
750,115,Substation,' ',38.74431607,-121.1616425,HORSESHOE,pge,38.74422432366909,-121.16136710564363,0.025971438829635957,True
751,66,Substation,' ',38.9005233,-121.294094,LINCOLN,pge,38.900472292516405,-121.29424750207652,0.014443668084397114,True
752,66,Substation,' ',38.84450412,-121.1665604,PENRYN,pge,38.84486110184167,-121.16643199707649,0.04122278553491177,True
753,66,Substation,' ',38.82209041,-121.3065408,PLEASANT GROVE,pge,38.82203193935343,-121.30628841171048,0.02281097939742457,True
754,66,Substation,' ',38.78796355,-121.231692,ROCKLIN,pge,38.7878362079499,-121.2316984669296,0.014170879331196503,True
755,66,Substation,' ',39.11534451,-120.9529453,SHADY GLEN,pge,39.115253699631616,-120.95381821842112,0.07598383525071219,True
756,66,Substation,' ',39.31387986,-120.4969207,TAMARACK,pge,39.31400206641118,-120.49620864570748,0.0627470881085138,True
757,66,Substation,' ',38.78014499,-121.2461844,ROCKLIN,pge,38.7878362079499,-121.2316984669296,1.5191990165154434,True
758,66,Substation,' ',39.03596259,-120.9879836,WEIMAR,pge,39.03618697846676,-120.98785201726103,0.02741725560617413,True
759,66,Substation,' ',38.701391,-121.193734,HORSESHOE,pge,38.74422432366909,-121.16136710564363,5.5289261743709,False
760,66,Substation,' ',38.7374284,-121.3041565,ROCKLIN,pge,38.7878362079499,-121.2316984669296,8.419351681800798,False
761,66,Substation,' ',38.81036761,-121.3240488,PLEASANT GROVE,pge,38.82203193935343,-121.30628841171048,2.012450911763509,False
762,66,Substation,' ',39.8196694,-120.3751007,EAST QUINCY,pge,39.93825707055911,-120.91057480535616,47.55714659493108,False
763,66,Substation,' ',39.79888809,-120.1596983,SUMMIT,pge,39.31945516117808,-120.37918428385689,56.533586886139595,False
764,66,Substation,' ',39.80388056,-120.4646374,EAST QUINCY,pge,39.93825707055911,-120.91057480535616,40.884832279486695,False
765,66,Substation,' ',40.1715573,-121.0853365,BIG MEADOWS,pge,40.17150258367834,-121.08392810254136,0.11982032128960036,True
766,66,Substation,' ',40.30242579,-121.2270207,CHESTER,pge,40.30286123740071,-121.22690255646653,0.049445196200448197,True
767,66,Substation,' ',40.02241742,-121.0654455,GRAYS FLAT,pge,40.0221483161838,-121.063733200033,0.14884532916997034,True
768,66,Substation,' ',39.9351719,-120.914496,EAST QUINCY,pge,39.93825707055911,-120.91057480535616,0.4790149151210687,True
769,66,Substation,' ',40.02697206,-120.9631234,GRAYS FLAT,pge,40.0221483161838,-121.063733200033,8.58365966910527,False
770,115,Substation,' ',33.70934723,-116.2323083,Indian Wells,sce,33.72944374862638,-116.34321099441657,10.497785118536719,False
771,115,Substation,' ',33.80949125,-116.3886831,Tamarisk,sce,33.79191236586689,-116.44988631108914,5.983489978646928,False
772,115,Substation,' ',33.67175626,-116.2650291,Indian Wells,sce,33.72944374862638,-116.34321099441657,9.667230609169861,False
773,66,Substation,' ',33.69937449,-116.3863461,Silver Spur,sce,33.69940144429198,-116.38453151272898,0.1678937449380271,True
774,115,Substation,' ',33.58697132,-116.0883118,Indian Wells,sce,33.72944374862638,-116.34321099441657,28.41751225382131,False
775,115,Substation,' ',33.52323635,-115.9216318,Indian Wells,sce,33.72944374862638,-116.34321099441657,45.26966099915712,False
776,115,Substation,' ',33.43715191,-116.0598176,BORREGO,sdge,33.242891548049656,-116.34638794455222,34.28212746470813,False
777,115,Substation,' ',33.88785169,-116.3553041,Tamarisk,sce,33.79191236586689,-116.44988631108914,13.78816075373273,False
778,115,Substation,' ',33.63872707,-116.1362241,Indian Wells,sce,33.72944374862638,-116.34321099441657,21.645787317871296,False
779,115,Substation,' ',33.71886668,-116.1986917,Concho,sce,33.75688900153803,-116.33419299787862,13.223658838262095,False
780,230,Substation,' ',33.70470622,-115.6266044,Eagle Mountain,sce,33.81142800223903,-115.45355200188276,19.918896336465018,False
781,66,Substation,' ',33.97811931,-117.3700775,West Riverside,sce,34.00574163622427,-117.39244956440842,3.699734293165128,False
782,115,Substation,' ',33.90206112,-117.2187445,Alessandro,sce,33.902360203824635,-117.2181852584964,0.061399392272493934,True
783,66,Substation,' ',34.01134168,-117.5063472,Bain,sce,34.01006276038666,-117.50628314451394,0.14233188394219692,True
784,115,Substation,' ',33.82896388,-117.2123222,Bunker,sce,33.8283648304304,-117.21173996305129,0.08561250370366742,True
785,115,Substation,' ',33.858925,-117.3263444,Cajalco,sce,33.85904200100633,-117.32549900292356,0.07913857846110504,True
786,66,Substation,' ',33.84505856,-117.5377957,Chase,sce,33.844774691488155,-117.53755711248616,0.038494663330896274,True
787,115,Substation,' ',33.75747652,-116.3350763,Concho,sce,33.75688900153803,-116.33419299787862,0.10457574150405304,True
788,66,Substation,' ',33.88440023,-117.5718877,Corona,sce,33.88433415078666,-117.57129588764676,0.05512215160192441,True
789,115,Substation,' ',34.02933687,-117.3877244,Bloomington,sce,34.04917000383533,-117.3985330021639,2.4197962346810487,False
790,66,Substation,' ',33.85543836,-117.5392955,Chase,sce,33.844774691488155,-117.53755711248616,1.1965637080635003,True
791,66,Substation,' ',33.89242954,-117.5801181,Corona,sce,33.88433415078666,-117.57129588764676,1.2138575072824804,True
792,115,Substation,' ',33.80795835,-116.4939389,Eisenhower,sce,33.807706998789484,-116.49345499860358,0.052726090054014636,True
793,115,Substation,' ',33.67438334,-117.3261806,Elsinore,sce,33.67450557123915,-117.32588146539794,0.030837649828273826,True
794,115,Substation,' ',33.84615835,-116.5050806,Farrell,sce,33.84688300284005,-116.5047269975424,0.08694339104109007,True
795,66,Substation,' ',33.92672299,-116.9287486,Beaumont,sce,33.93362502624713,-116.98362109716552,5.120405820560521,False
796,115,Substation,' ',33.90148334,-116.5435333,Garnet,sce,33.90145418385204,-116.5439873868186,0.042033596733164494,True
797,66,Substation,' ',34.00502923,-117.4574435,Glen Avon,sce,34.00596154761225,-117.45752658281909,0.103951485896473,True
798,115,Substation,' ',33.76026398,-117.477333,Ivyglen,sce,33.76023995734442,-117.4767247025759,0.056296944374317474,True
799,66,Substation,' ',33.85775076,-117.5883042,Jefferson,sce,33.85819000126701,-117.58883199997248,0.06899791020443974,True
800,66,Substation,' ',33.86116105,-115.4886971,Eagle Mountain,sce,33.81142800223903,-115.45355200188276,6.4123773784406,False
801,115,Substation,' ',33.92601393,-116.9874583,Maraschino,sce,33.92552894082836,-116.98765654041124,0.0569457206750057,True
802,115,Substation,' ',33.94716607,-117.2433136,Maxwell,sce,33.94767925464396,-117.242774990919,0.07566091436008271,True
803,115,Substation,' ',33.73638889,-116.9200361,Mayberry,sce,33.73586677854356,-116.92033833583632,0.06443287390812041,True
804,115,Substation,' ',33.503775,-117.1404167,Moraga,sce,33.50381663134424,-117.13992278145687,0.04602940335001259,True
805,115,Substation,' ',33.94704447,-117.1725056,Moreno,sce,33.9478008651392,-117.17189130228648,0.1014141918161941,True
806,115,Substation,' ',33.7723639,-116.9883194,Nelson,sce,33.77221271736493,-116.98815952158284,0.022382647067648944,True
807,115,Substation,' ',33.54372221,-117.0435584,Pauba,sce,33.54190303848778,-117.04398293604586,0.2060735503629371,True
808,66,Substation,' ',33.95892401,-117.52272,Pedley,sce,33.95853053680608,-117.52288257084442,0.046250103454959314,True
809,115,Substation,' ',33.74781668,-116.3920917,Santa Rosa,sce,33.74892700398827,-116.39217399990532,0.12369665616144974,True
810,115,Substation,' ',33.63091389,-117.2920056,Skylark,sce,33.63157278371007,-117.29169251069688,0.07879140843874265,True
811,115,Substation,' ',33.55781389,-117.2032139,Stadler,sce,33.55765478275708,-117.20339744878916,0.024541309230385135,True
812,115,Substation,' ',33.73355277,-117.0073389,Stetson,sce,33.73329500445457,-117.00759399721343,0.037121330928826766,True
813,115,Substation,' ',33.791975,-116.4499445,Tamarisk,sce,33.79191236586689,-116.44988631108914,0.00879887916882534,True
814,115,Substation,' ',33.90877226,-117.2597778,Alessandro,sce,33.902360203824635,-117.2181852584964,3.9041130063403346,False
815,115,Substation,' ',33.81365833,-116.5320444,Thornhill,sce,33.81351258763198,-116.53266202407576,0.05931688260214005,True
816,115,Substation,' ',33.73999442,-117.1561138,Valley,sce,33.74010469194348,-117.15614491519052,0.012594700810958658,True
817,66,Substation,' ',34.01056535,-117.0513646,Yucaipa,sce,34.011475002600925,-117.05063600106736,0.12141307463522581,True
818,66,Substation,' ',38.63011999,-121.156246,CLARKSVILLE,pge,38.6556481194856,-121.05997890956418,8.829451264230077,False
819,66,Substation,' ',38.60551183,-121.2119995,CLARKSVILLE,pge,38.6556481194856,-121.05997890956418,14.333696278358284,False
820,66,Substation,' ',38.57360799,-121.297968,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,21.568823712591037,False
821,66,Substation,' ',38.22554469,-121.4739245,NEW HOPE,pge,38.226101912543534,-121.47310289510555,0.09481498579082619,True
822,66,Substation,' ',38.53924448,-121.4454023,DEEPWATER,pge,38.55140495900723,-121.55981764661082,10.041845336673443,False
823,66,Substation,' ',38.49108101,-121.479797,DEEPWATER,pge,38.55140495900723,-121.55981764661082,9.667266080883692,False
824,66,Substation,' ',38.67826602,-121.387198,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,16.91011110983763,False
825,66,Substation,' ',38.51711557,-121.5156782,DEEPWATER,pge,38.55140495900723,-121.55981764661082,5.410872625958541,False
826,66,Substation,' ',38.5204268,-121.380017,DEEPWATER,pge,38.55140495900723,-121.55981764661082,16.013677798496143,False
827,66,Substation,' ',38.5179733,-121.3780685,DEEPWATER,pge,38.55140495900723,-121.55981764661082,16.23976321571167,False
828,66,Substation,' ',38.69352934,-121.2390442,HORSESHOE,pge,38.74422432366909,-121.16136710564363,8.785816896738611,False
829,66,Substation,' ',38.58291901,-121.18649,CLARKSVILLE,pge,38.6556481194856,-121.05997890956418,13.645634095914076,False
830,66,Substation,' ',38.624824,-121.447074,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,9.393411176219658,False
831,66,Substation,' ',38.60232501,-121.434024,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,9.772667595388597,False
832,66,Substation,' ',38.594444,-121.365199,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,15.659814508398025,False
833,66,Substation,' ',38.5102617,-121.398444,DEEPWATER,pge,38.55140495900723,-121.55981764661082,14.763763040827142,False
834,66,Substation,' ',38.57744199,-121.364083,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,15.805922719128574,False
835,66,Substation,' ',38.68817202,-121.308101,ROCKLIN,pge,38.7878362079499,-121.2316984669296,12.91227871327826,False
836,66,Substation,' ',38.59154329,-121.341395,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,17.72078836286265,False
837,66,Substation,' ',38.67975895,-121.2314119,HORSESHOE,pge,38.74422432366909,-121.16136710564363,9.397815341375225,False
838,66,Substation,' ',38.60133847,-121.4102429,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,11.808442660581026,False
839,66,Substation,' ',38.64698997,-121.4109118,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,13.309007532408586,False
840,66,Substation,' ',38.43537527,-121.4360252,DEEPWATER,pge,38.55140495900723,-121.55981764661082,16.808658734515287,False
841,66,Substation,' ',38.723503,-121.382919,PLEASANT GROVE,pge,38.82203193935343,-121.30628841171048,12.812670462239513,False
842,66,Substation,' ',38.67233617,-121.1501439,CLARKSVILLE,pge,38.6556481194856,-121.05997890956418,8.045366773402753,False
843,66,Substation,' ',38.42279888,-121.3699284,DEEPWATER,pge,38.55140495900723,-121.55981764661082,21.85538893262803,False
844,66,Substation,' ',38.60480134,-121.3859924,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,13.946217220731985,False
845,115,Substation,' ',38.51175859,-121.4715277,DEEPWATER,pge,38.55140495900723,-121.55981764661082,8.85516875210943,False
846,66,Substation,' ',38.55422102,-121.423867,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,11.259473937354782,False
847,66,Substation,' ',38.64185799,-121.475853,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,8.383073694425915,False
848,66,Substation,' ',38.61783999,-121.266584,HORSESHOE,pge,38.74422432366909,-121.16136710564363,16.760344795784015,False
849,66,Substation,' ',38.33526975,-121.1689614,COLONY,pge,38.19050048956095,-121.18105263498548,16.13218442965536,False
850,66,Substation,' ',38.35419211,-121.2424311,COLONY,pge,38.19050048956095,-121.18105263498548,18.97394151588334,False
851,66,Substation,' ',38.604954,-121.306598,HORSESHOE,pge,38.74422432366909,-121.16136710564363,19.96928273611634,False
852,66,Substation,' ',38.61621199,-121.380501,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,14.623013346828834,False
853,66,Substation,' ',38.60873702,-121.378409,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,14.657610984200348,False
854,66,Substation,' ',38.534974,-121.39904,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,14.085653978828253,False
855,66,Substation,' ',38.63943371,-121.3288841,ROCKLIN,pge,38.7878362079499,-121.2316984669296,18.531163479087166,False
856,66,Substation,' ',38.70364063,-121.3265439,ROCKLIN,pge,38.7878362079499,-121.2316984669296,12.462209016225243,False
857,66,Substation,' ',38.71018302,-121.462789,CATLETT,pge,38.80879690086217,-121.5164995196137,11.913349032771595,False
858,66,Substation,' ',38.650085,-121.307877,HORSESHOE,pge,38.74422432366909,-121.16136710564363,16.46926160619152,False
859,66,Substation,' ',38.44275499,-121.188405,IONE,pge,38.37370944252769,-120.9571666049228,21.56163205436778,False
860,66,Substation,' ',38.40192239,-121.256965,COLONY,pge,38.19050048956095,-121.18105263498548,24.4246098927031,False
861,66,Substation,' ',38.5861647,-121.2815662,HORSESHOE,pge,38.74422432366909,-121.16136710564363,20.440261929546427,False
862,66,Substation,' ',38.60902208,-121.4443619,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,9.03395951324714,False
863,66,Substation,' ',38.693465,-121.346564,ROCKLIN,pge,38.7878362079499,-121.2316984669296,14.469415884247697,False
864,115,Substation,' ',38.55375189,-121.4306192,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,10.730432678942313,False
865,66,Substation,' ',38.60679914,-121.3640415,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,15.866488381359742,False
866,66,Substation,' ',38.61845199,-121.364095,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,16.069351439686915,False
867,66,Substation,' ',38.62760401,-121.398989,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,13.398253637410493,False
868,66,Substation,' ',38.608322,-121.456265,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,8.013073821490703,False
869,66,Substation,' ',38.59117153,-121.2722866,HORSESHOE,pge,38.74422432366909,-121.16136710564363,19.554316899347253,False
870,66,Substation,' ',38.478179,-121.371486,DEEPWATER,pge,38.55140495900723,-121.55981764661082,18.297185051629565,False
871,66,Substation,' ',38.40862902,-121.376029,NEW HOPE,pge,38.226101912543534,-121.47310289510555,21.9921364539339,False
872,66,Substation,' ',38.69300512,-121.2072862,HORSESHOE,pge,38.74422432366909,-121.16136710564363,6.950353585285409,False
873,66,Substation,' ',38.71419362,-121.5761911,CATLETT,pge,38.80879690086217,-121.5164995196137,11.723668763351657,False
874,66,Substation,' ',38.71405793,-121.4200798,CATLETT,pge,38.80879690086217,-121.5164995196137,13.448672635304344,False
875,66,Substation,' ',38.61265619,-121.3997156,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,12.908200350033038,False
876,66,Substation,' ',38.63144972,-121.3631699,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,16.495829588336512,False
877,66,Substation,' ',38.35017428,-121.4084589,NEW HOPE,pge,38.226101912543534,-121.47310289510555,14.905277970054788,False
878,66,Substation,' ',38.60566001,-121.447086,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,8.719881513584495,False
879,66,Substation,' ',38.59330343,-121.4321974,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,9.836455528009678,False
880,66,Substation,' ',38.55524523,-121.4171834,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,11.768432585494095,False
881,66,Substation,' ',38.69601408,-121.1593285,HORSESHOE,pge,38.74422432366909,-121.16136710564363,5.363651181788948,False
882,66,Substation,' ',38.69350783,-121.3473313,ROCKLIN,pge,38.7878362079499,-121.2316984669296,14.511870691717272,False
883,66,Substation,' ',38.56339,-121.34405,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,17.731214314072634,False
884,66,Substation,' ',38.37950219,-121.4534339,NEW HOPE,pge,38.226101912543534,-121.47310289510555,17.143462832298763,False
885,66,Substation,' ',38.4630378,-121.4472652,DEEPWATER,pge,38.55140495900723,-121.55981764661082,13.873128502594994,False
886,66,Substation,' ',38.43017262,-121.4579264,DEEPWATER,pge,38.55140495900723,-121.55981764661082,16.135726086135172,False
887,66,Substation,' ',38.50327002,-121.517396,DEEPWATER,pge,38.55140495900723,-121.55981764661082,6.5011899409218294,False
888,66,Substation,' ',38.61272302,-121.422175,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,11.004353854142195,False
889,66,Substation,' ',38.52432614,-121.4562977,DEEPWATER,pge,38.55140495900723,-121.55981764661082,9.493910955627038,False
890,66,Substation,' ',38.525576,-121.428628,DEEPWATER,pge,38.55140495900723,-121.55981764661082,11.766195269411021,False
891,66,Substation,' ',38.52289999,-121.513505,DEEPWATER,pge,38.55140495900723,-121.55981764661082,5.12565532582312,False
892,66,Substation,' ',38.5245276,-121.4767157,DEEPWATER,pge,38.55140495900723,-121.55981764661082,7.8213974515293385,False
893,66,Substation,' ',38.25459168,-121.3018379,COLONY,pge,38.19050048956095,-121.18105263498548,12.732615413415338,False
894,66,Substation,' ',38.67721299,-121.364168,ROCKLIN,pge,38.7878362079499,-121.2316984669296,16.832671226077085,False
895,66,Substation,' ',38.50348601,-121.539389,DEEPWATER,pge,38.55140495900723,-121.55981764661082,5.616868382863485,False
896,66,Substation,' ',38.55499099,-121.345313,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,17.801586582688365,False
897,66,Substation,' ',38.54377998,-121.332252,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,19.205066579985818,False
898,66,Substation,' ',38.43394431,-121.297585,DEEPWATER,pge,38.55140495900723,-121.55981764661082,26.29541783743536,False
899,66,Substation,' ',38.67909104,-121.2633096,HORSESHOE,pge,38.74422432366909,-121.16136710564363,11.43196138880383,False
900,66,Substation,' ',38.657677,-121.383646,WEST SACRAMENTO,pge,38.58949498136971,-121.54527027674682,15.95683397192315,False
