utility,substation_name,util_lat,util_lon,basin_lat,basin_lon,dist_to_basin_km,sub_type,substation_voltage,voltage_kv,sys_name,division,subst_id,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub,lat,lon,coord_source,nearest_cats_id,nearest_cats_kv,nearest_cats_lat,nearest_cats_lon,cats_dist_km,cats_matched
pge,HENRIETTA,36.24184869376041,-119.90482761916222,36.24191955475813,-119.90327197289793,0.1397355798248611,,,12.0,,Fresno,25268.0,5.047,5.314,10.361,,,,2.0,,,,,,,,,,,No,36.24184869376041,-119.90482761916222,utility,7708,66,36.24192858,-119.9033148,0.13596291792022736,True
pge,WATSONVILLE,36.90322145782284,-121.75635320535145,36.90275189090223,-121.75590924656431,0.0654566499931425,,,4.16,,Central Coast,8333.0,0.283,0.46,0.743,,,,2.0,,,,,,,,,,,No,36.90322145782284,-121.75635320535145,utility,1909,66,36.90275189,-121.7559092,0.06545922708276242,True
pge,GUERNSEY,36.22643077790519,-119.65578907910825,36.226313369169056,-119.65522471160294,0.0522798778589895,,,12.0,,Fresno,25266.0,12.261,15.921,28.182,,,,2.0,,,,,,,,,,,No,36.22643077790519,-119.65578907910825,utility,319,66,36.22631337,-119.6552247,0.052280862590973885,True
pge,MAPLE,37.79719717055544,-122.2057538023828,,,,,,4.16,,East Bay,1352.0,0.424,0.492,0.916,,,,1.0,,,,,,,,,,,No,37.79719717055544,-122.2057538023828,utility,1611,115,37.80528987,-122.2312677,2.4155188946651225,False
pge,EDES,37.738958386689234,-122.19406786917396,37.7386895431528,-122.19379906549648,0.0381098376830412,,,12.0,,East Bay,1368.0,0.6970000000000001,2.244,2.9410000000000003,,,,2.0,,,,,,,,,,,No,37.738958386689234,-122.19406786917396,utility,8,115,37.73868954,-122.1937991,0.0381082309637869,True
pge,MESA,35.0078834935596,-120.45376497641756,35.00886455676995,-120.45319888309312,0.1206592541798872,,,12.0,,Los Padres,18282.0,9.419,22.338,31.757,,,,1.0,,,,,,,,,,,No,35.0078834935596,-120.45376497641756,utility,8618,115,35.00881883,-120.4532025,0.1159366372173769,True
pge,WESTLEY,37.57919043551431,-121.20566160950838,37.5795778931092,-121.20596017237388,0.0504816978505124,,,12.0,,Yosemite,16267.0,1.354,3.169,4.523,,,,2.0,,,,,,,,,,,No,37.57919043551431,-121.20566160950838,utility,1965,66,37.57957789,-121.2059602,0.05048267166389206,True
pge,ANTELOPE,35.657909182784095,-119.99680487400924,35.657901199099186,-119.9964344714247,0.0334766150588208,,,12.0,,Kern,25202.0,3.0,3.0,6.0,,,,1.0,,,,,,,,,,,No,35.657909182784095,-119.99680487400924,utility,224,66,35.6579012,-119.9964345,0.033474031611603734,True
pge,SF A (POTRERO),37.75597723579284,-122.38631343999468,,,,,,12.0,,San Francisco,2203.0,0.6920000000000001,1.352,2.044,,,,3.0,,,,,,,,,,,No,37.75597723579284,-122.38631343999468,utility,1503,230,37.75610406,-122.3864726,0.019865977726164833,True
pge,GUALALA,38.78608834746834,-123.52264215716971,38.78617977578909,-123.52209765733848,0.0482772485961378,,,12.0,,Humboldt,4284.0,1.11,1.226,2.336,,,,2.0,,,,,,,,,,,No,38.78608834746834,-123.52264215716971,utility,594,66,38.78617978,-123.5220977,0.048273732430133394,True
pge,PANAMA,35.29554130507497,-119.02181642397912,35.295556072797815,-119.0216521139904,0.0150021512649221,,,21.0,,Kern,25342.0,29.778,31.151,60.929,,,,1.0,,,,,,,,,,,No,35.29554130507497,-119.02181642397912,utility,259,66,35.29555607,-119.0216521,0.015003379295880479,True
pge,JESSUP,40.46170457696071,-122.32775472405966,40.46179282157093,-122.32775872178756,0.0098181800305749,,,12.0,,North Valley,10344.0,13.828,23.673,37.501,,,,1.0,,,,,,,,,,,No,40.46170457696071,-122.32775472405966,utility,1278,66,40.44973412,-122.3050459,2.3373868442143304,False
pge,KONOCTI,38.932601383485405,-122.74098053352844,38.93233036162131,-122.74100628988566,0.0302184920417965,,,12.0,,Humboldt,4331.0,9.29,22.626,31.916,,,,3.0,,,,,,,,,,,No,38.932601383485405,-122.74098053352844,utility,329,66,38.93233036,-122.7410063,0.030218736343420503,True
pge,RED BLUFF,40.1824640348198,-122.244707344526,40.18238661661079,-122.24461774556656,0.0114910158820286,,,12.0,,North Valley,10354.0,4.065,19.325,23.39,,,,3.0,,,,,,,,,,,No,40.1824640348198,-122.244707344526,utility,1401,66,40.18238662,-122.2446177,0.011493298119161532,True
pge,ALPINE,38.46682532572175,-120.0381940068952,,,,,,12.0,,Stockton,16356.0,0.055,0.055,0.11,,,,1.0,,,,,,,,,,,Yes,38.46682532572175,-120.0381940068952,utility,32,115,38.4984199,-120.2184202,16.07600225756715,False
pge,BORONDA,36.690641286171,-121.67942490459326,36.69028668467311,-121.67925781517144,0.0421506750014038,,,12.0,,Central Coast,18246.0,0.282,1.182,1.464,,,,1.0,,,,,,,,,,,No,36.690641286171,-121.67942490459326,utility,8337,66,36.6903365,-121.6792844,0.036132104035737266,True
