utility,substation_name,node,dist_km
pge,ALHAMBRA,69,0.026718243290769685
sce,Broadway,381,0.026798439272258993
pge,GILL,2321,0.02687284997483076
pge,CAL WATER,2201,0.026926418648541076
pge,SCHINDLER,8231,0.026990709102147965
sce,Alder,990,0.027085539519188004
sce,Jersey,441,0.02722042061405344
pge,BORDEN,566,0.027279603644014
sce,Naomi,2068,0.027372644411750958
pge,WEIMAR,758,0.02741725560628793
pge,HARDING,1148,0.02745739974062772
pge,MERCED,7914,0.027520459291829693
pge,SAUSALITO,584,0.027547645336066497
sce,Timoteo,8136,0.027576009473053418
pge,SAN LUIS OBISPO,8842,0.027591388288086573
pge,MEADOW LANE,92,0.027706237743025355
pge,MC MULLIN,136,0.027731161645192435
sce,Newhall,474,0.027800659406270262
pge,REDBUD,331,0.027944218192725467
pge,LAURELES,643,0.02795846910674725
pge,CALIFORNIA AVE,1650,0.027983121431322065
sce,Laguna Bell,7868,0.028002910902196913
sce,Fernwood,418,0.02801693710876032
sce,Alon,355,0.02828245402368588
pge,LAS POSITAS,7960,0.02830290322858297
pge,GANSO,245,0.028308764738429325
sce,Bowl,374,0.028622576958961997
pge,PACIFIC GROVE,2181,0.0286482939569045
pge,HARTER,1390,0.02869409328372611
pge,WEBER,8829,0.028707988566210745
pge,CHEROKEE,1141,0.02871009276161212
pge,SCHINDLER,8230,0.028814976043596563
pge,PLACER,8867,0.028852513172515692
pge,ARCATA,160,0.02891019448364979
pge,EL PECO,571,0.028911503034875774
pge,MERCED,7913,0.028911623345540063
pge,COTATI,1336,0.02898286446457943
pge,FORT SEWARD,166,0.02903897120550765
pge,CHOLAME,1178,0.029090264680324256
pge,WEST SACRAMENTO,8662,0.029123316552874028
pge,NEWBURG,173,0.02941468423137609
sce,El Sobrante,2225,0.029526083374451197
sce,Parkwood,716,0.029725289871314065
pge,GEYSERVILLE,1338,0.029833064336724762
pge,KING CITY,1972,0.02998004989889747
sce,Laguna Bell,7869,0.030048844827967332
pge,MORGAN HILL,1255,0.030171996692353206
pge,KONOCTI,329,0.030218736343385712
pge,PAUL SWEET,8053,0.030252423752057098
sce,Timoteo,8135,0.03029309099590297
pge,ERTA,1270,0.030304335969980223
sce,Ellis,7627,0.030309537833631203
pge,NOVATO,582,0.03036307794539254
pge,KERN OIL,283,0.030377502355642818
pge,BAYWOOD,1173,0.03037939002057192
sce,Bayside,669,0.03038952912327001
pge,CAROLANDS,1195,0.03040581395200562
sce,Bovine,373,0.030427789687262664
pge,EL NIDO,8435,0.030540236346047446
pge,CAYUCOS,1177,0.030581417135517288
pge,LIVERMORE,15,0.03058382242455479
pge,BAHIA,1326,0.030658184622343054
pge,RADUM,17,0.03066107568441952
