utility,substation_name,node,dist_km
pge,RESERVATION ROAD,1649,0.05362449812313428
sce,Windsor Hills,8144,0.053627479663711744
pge,DOS PALOS,611,0.05363829471094144
sce,Twentynine Palms,2017,0.05390019266796607
pge,MALAGA,135,0.05403197106362739
sce,South Gate,2074,0.054067136254073785
pge,BOLINAS,579,0.054168500389403976
pge,AVENA,1136,0.054237896163266706
pge,VICTOR,1169,0.05440609335830435
pge,STONE CORRAL,1415,0.05446133842518556
pge,FIGARDEN,7844,0.05446588204714755
pge,CEDAR CREEK,8847,0.054492426355929366
pge,RIVER OAKS,1533,0.05480381724824319
pge,MAPLE CREEK,8382,0.05485871907106126
pge,PRUNEDALE,652,0.054862594037659064
sce,Pico,488,0.05495869912467512
pge,CROWS LANDING,1380,0.054992043451049966
pge,FORT BRAGG A,593,0.05499286791461728
sce,Corona,788,0.05512215160165345
sce,Alhambra,354,0.05525185916118784
pge,DUNNIGAN,1484,0.05528539037319613
pge,GONZALES,638,0.055469514704567534
pge,CEDAR CREEK,8846,0.055702151508978906
pge,BURNS,1267,0.05582538167015425
pge,CASTRO VALLEY,4,0.055954980098198465
pge,LAKEVIEW,249,0.05601722211369021
pge,EIGHT MILE,1905,0.05612812397830205
pge,COPPERMINE,125,0.05614756462596307
sce,Cardiff,1000,0.05622296445889935
sce,Ivyglen,798,0.05629694437389599
sce,Yukon,563,0.05640492041508046
pge,HAAS,1634,0.05655624668692201
sce,Johanna,8074,0.056594297549348936
pge,SF P (HUNTERS POINT),1798,0.056664930276659274
sce,Basta,2219,0.05670396244939087
pge,FRENCH GULCH,1282,0.056853408067464216
pge,WOODACRE,587,0.05692267054141391
sce,Repetto,507,0.05693625793395022
sce,Maraschino,801,0.05694572067459672
pge,NEWMAN,1383,0.05708865990924564
pge,FRUITVALE,244,0.05725775105704992
pge,DAYTON ROAD,1579,0.05749329331008626
sce,Cudahy,404,0.0575584758505764
pge,MILLBRAE,1202,0.05805388567881614
pge,FORT ROSS,1337,0.05809367373495783
sce,Topaz,541,0.058431265698482136
pge,RACETRACK,1452,0.05855943456722619
pge,NORTECH,1534,0.05890171062553012
pge,PERRY,1184,0.05908244356841976
sce,Thornhill,815,0.05931688260146856
pge,PUTAH CREEK,1487,0.059317358164827375
sce,Marine,462,0.05934662899039682
pge,GRANT,10,0.059512863283437516
pge,TIVY VALLEY,146,0.05952311815416996
sce,Saticoy,1475,0.05952441222509254
pge,TULUCAY,8659,0.05954645850223439
pge,JOLON,641,0.05959308457428568
sce,Del Amo,8116,0.05968154849262782
pge,WHEELER RIDGE,8244,0.059757214759742404
sce,Ramona,500,0.05983332347860362
sce,Padua,8209,0.060069166009035606
pge,BUELLTON,1212,0.06007975923929703
pge,TEMBLOR,7635,0.060287620298517426
pge,COALINGA NO 2,1655,0.06028798515363662
pge,WHEELER RIDGE,8245,0.060324010866048834
pge,DIXON LANDING,8654,0.06035688539270007
pge,BROWNS VALLEY,1488,0.06050302092331228
pge,COLUSA JUNCTION,1956,0.06057385206682551
pge,PEACHTON,51,0.060966143746556435
sce,Del Rosa,1004,0.061158352627324206
pge,FAMOSO,8446,0.06118848290021367
pge,LONE TREE,1603,0.06127381565566821
pge,FIGARDEN,7845,0.06134718936333839
sce,Alessandro,782,0.06139939227321779
pge,CARNERAS,231,0.06151033736700601
pge,PIT NO 1,8554,0.061608961013072325
pge,DIXON LANDING,8653,0.0617309585380608
sce,Harvard,2274,0.061793594089822844
pge,CALISTOGA,658,0.0621249095132569
sce,Carpinteria,1220,0.06215796040120319
pge,LOCKEFORD,8675,0.06223771414749221
pge,WHITMORE,1288,0.06225379016386501
sce,Eagle Mountain,8223,0.0622746407097458
sce,Merced,465,0.062276961795568256
sce,Stadium,8114,0.06253449964144682
pge,LOCKEFORD,8673,0.06254103561827587
pge,CORTINA,7809,0.06263868115860671
sce,Del Amo,8115,0.06269186907926812
pge,TAMARACK,756,0.06274708810876602
pge,HALF MOON BAY,1199,0.06309729223047868
pge,SALINAS,7696,0.06353494519686369
pge,PIT NO 1,8553,0.06360032871692944
pge,GLENN,7848,0.0636215981102346
sce,Randall,1028,0.06371274633811375
pge,OTTER,651,0.06385643964586875
pge,SALINAS,7695,0.06404496101643775
sce,Hamilton,691,0.06408513817485041
pge,MAPLE CREEK,8383,0.06412348084730152
pge,LOCKHEED NO 1,1809,0.06422694871941963
sce,Mayberry,803,0.06443287390881956
sce,Padua,8210,0.06463888561116744
pge,FAMOSO,8445,0.06464348138173083
pge,CARUTHERS,123,0.06479011302469449
sce,Lark Ellen,450,0.0649135556847602
pge,EAST STOCKTON,1144,0.06498276542471947
pge,CORTINA,7810,0.06515331203133541
pge,GLENN,7849,0.0651681921477305
pge,NORTH TOWER,1332,0.06517768004795184
sce,Modena,703,0.06533547480488563
sce,Frazier Park,293,0.06535339581251987
sce,Lighthipe,7981,0.06538184169078395
pge,WATSONVILLE,1909,0.06545922708228837
pge,LOW GAP,1409,0.06550287234946381
pge,MONTE RIO,1341,0.06554492258446597
sce,Kimball,2315,0.06568287586183849
pge,HUMBOLDT BAY PP,170,0.06569984675214717
pge,MOLINO,1340,0.06686541325270803
pge,RENFRO,1926,0.06686595369601626
sce,Estrella,686,0.0668698719651711
sce,Eagle Mountain,8224,0.06704579093759915
pge,CAPAY,152,0.06712110451287269
pge,LOCKEFORD,8674,0.06730024107217009
sce,West Barstow,2013,0.06755735199574338
pge,SUISUN,1333,0.06785079805570386
sce,Lighthipe,7982,0.06801878665233957
pge,BANCROFT,2153,0.06868213297843083
pge,BIG LAGOON,161,0.06870042269797762
pge,BERKELEY T,2136,0.06889603444833117
sce,Jefferson,799,0.06899791020356093
pge,SYCAMORE CREEK,52,0.0693085958951796
sce,Stadium,8113,0.06939549267488145
pge,LODI,1789,0.06965579623247704
pge,WRIGHT,1640,0.06983637935560434
sce,Fairview,687,0.0703375031018619
sce,Lampson,699,0.07054808215782102
pge,EUREKA E,1575,0.07079215850131804
sce,Colton,7673,0.0709700825273015
sce,Lennox,453,0.0716956775493582
pge,SAN JUSTO,987,0.0717923519026757
sce,Colton,7674,0.07194362814605122
sce,Anita,359,0.07217718835708799
pge,FULTON,8015,0.07236614394418849
sce,Compton,2087,0.07273649949284525
sce,Graham,2073,0.0730522736400988
pge,SMARTVILLE,664,0.07322611844478875
sce,Niguel,708,0.07403155372862973
sce,El Nido,8551,0.07405200562751313
pge,PEORIA,1451,0.07451840164404418
pge,COUNTRY CLUB,1143,0.07459855168723017
pge,RICE,67,0.07460473312511172
sce,Northwind,1929,0.07463441293754128
pge,FULTON,8013,0.07499014626837482
sce,Maxwell,802,0.07566091436018188
pge,SHADY GLEN,755,0.07598383525017995
pge,SAN RAMON,7789,0.07625946545832973
pge,MORMON,1158,0.07634632598934596
sce,Havilah,298,0.0763973160871666
pge,FULTON,8014,0.07649052098354951
pge,BEAR VALLEY,588,0.07655394322526048
sce,Dike,409,0.07657228017296293
sce,Highland,1014,0.07659273262341602
sce,Pierpont,1556,0.07659982735465069
pge,SAN PABLO,8524,0.07660624959784454
sce,North Oaks,477,0.07672987961448252
pge,SAN PABLO,8525,0.07677070763731125
pge,PHILO,598,0.07683216039084712
sce,Talbert,724,0.07729623829712017
pge,SAN RAMON,7788,0.07760274906555736
sce,Malibu,461,0.07782519880199008
pge,CORRAL,57,0.07786903988512588
sce,Piute,491,0.07794613987256661
pge,WOODLAND,1885,0.07819334233307132
sce,Woodville,1445,0.07830425836190413
pge,SF H (MARTIN),7956,0.07873287220553092
sce,Skylark,810,0.07879140843893119
pge,COLONY,1142,0.07892318500918014
sce,Palm Village,1526,0.07893242337657494
sce,Moulton,705,0.07896890111992996
sce,Shandin,1034,0.07898071910210497
sce,Cajalco,785,0.07913857846095804
sce,Porterville,1435,0.07969328922695487
sce,Colonia,1458,0.07981585759316136
sce,Chestnut,680,0.07985932550915317
pge,TRACY,1149,0.07996718825287236
sce,Tulare,1440,0.07997785638234597
sce,Newbury,1465,0.080234343805478
sce,El Nido,8552,0.0805689957216099
pge,SF H (MARTIN),7957,0.08076693458188265
sce,Bliss,1416,0.08117838970219123
pge,PEABODY,7893,0.0811785115352987
sce,Whipple,8664,0.08153372677587623
pge,PEABODY,7892,0.08209605690380771
pge,INDIAN FLAT,589,0.08216935766351056
pge,WEST POINT,1958,0.0822647864877179
sce,Laurel,1426,0.0822819289165976
sce,Searles,8719,0.08244392110057756
sce,Stoddard,1036,0.08292817222673603
sce,Oasis,478,0.08317919607622946
sce,Dunes,2269,0.08402892170725776
sce,Ravendale,502,0.08447619880954108
pge,AMES,1242,0.08447716467375657
sce,Roadway,1030,0.08495790330341477
sce,Terra Bella,1437,0.0849681152011466
sce,Searles,8720,0.08521554692273718
sce,Washington,728,0.08547584723269085
pge,MCKITTRICK,1676,0.08550943333105843
sce,Bunker,784,0.08561250370425845
pge,DEVILS DEN,237,0.08569496735452574
sce,Ganesha,425,0.08606551971492124
pge,SARANAP,2146,0.08615073329444815
pge,MARICOPA,251,0.0862465913471517
sce,Farrell,794,0.08694339104125781
sce,Del Sur,407,0.08796528638027723
sce,Puente,496,0.08829489490896288
sce,Tennessee,1038,0.08901753865002335
pge,FELLOWS,242,0.08902212275741489
sce,Strathmore,1436,0.08970520490504255
sce,Belding,2234,0.09004302011336235
sce,Whipple,8663,0.09014601226834036
sce,Oak Park,1466,0.09094994872423438
sce,Tahiti,7675,0.09097358689498314
sce,Live Oak,457,0.09124819932578072
sce,Thousand Oaks,1453,0.0912556380034066
sce,Lucerne,2009,0.09140366537256424
sce,Olive Lake,2268,0.09182320274931
pge,HARTLEY,328,0.09199138771364575
pge,WELLFIELD,279,0.09199731895101285
pge,MC CALL,8573,0.09223622732000408
sce,Chino,7786,0.09256597250562133
pge,FRUITLAND,167,0.09294599416017237
pge,EAST GRAND,1197,0.09298011969843072
pge,HERDLYN,89,0.09300583851248048
sce,Chino,7785,0.09314567487444055
pge,STAGG,7755,0.09457129638411604
pge,NEW HOPE,821,0.09481498579241944
sce,Latigo,451,0.09511997215195975
pge,CUYAMA,1506,0.09526613768643813
sce,Rector,7625,0.09544923548387818
pge,LOCKHEED NO 2,1810,0.09574525365501364
sce,Little Rock,456,0.09579019748937809
sce,Tahiti,7676,0.09580596898591287
sce,Camarillo,1454,0.0961819656709341
sce,Chino,7787,0.09628231863590447
pge,LAKEVILLE,7679,0.09643336307298656
pge,DIVIDE,7880,0.09648759038983375
pge,OAKLAND C,1609,0.09650096137895793
sce,San Bernardino,8315,0.09656489465434095
sce,Inyokern Town,2279,0.0971411397619293
sce,Hoyt,2053,0.09814503598532602
sce,San Bernardino,8317,0.09830814255178559
sce,Firehouse,1006,0.09874405784540392
pge,LAKEVILLE,7680,0.09916261311443655
pge,STAGG,7754,0.09928544867286215
pge,MC CALL,8574,0.09941157947798206
pge,LAKEVILLE,7681,0.09950178850593494
pge,TERMINOUS,1167,0.09988898553863987
pge,CONTRA COSTA,7839,0.10007085255913696
sce,Rector,7626,0.10032776425477855
sce,Industry,369,0.10057442068530972
sce,Canyon,678,0.10124809812594236
pge,CONTRA COSTA,7840,0.10125041785690413
sce,June Lake,2361,0.10132326188431981
sce,Moreno,805,0.10141419181581926
pge,RISING RIVER,1286,0.101922345344664
sce,Universal,548,0.1019703816493544
sce,Somis,1478,0.10312339254535298
sce,San Bernardino,8316,0.1032398678318844
sce,North Intake,2265,0.10328709399770825
sce,Viejo,7732,0.10331005499943557
sce,Wimbledon,1041,0.1033524162622808
pge,CONTRA COSTA,7841,0.10338349989737125
sce,Walker Basin,310,0.10369949744253268
sce,Glen Avon,797,0.10395148589641666
sce,White Mt.,2311,0.10434192790558675
sce,Concho,787,0.10457574150420819
pge,WATERSHED,1209,0.10482921614732871
sce,Smiley,2018,0.10569328891885445
sce,Royal,1472,0.10581295539323876
sce,Oro Grande,1952,0.1058448786430953
sce,Redman,503,0.1059221395974861
sce,Goshen,1424,0.10631986514069489
sce,Genamic,1010,0.10636274957519976
sce,Bryan,674,0.10643950798538143
sce,San Dimas,514,0.10644893634362682
pge,DIVIDE,7881,0.10704782482182891
sce,Soquel,1035,0.10730643504618945
sce,Viejo,7731,0.10789128913958053
pge,KETTLEMAN HILLS,323,0.10871324589616614
sce,Sun City,1876,0.10874686321193555
pge,FORESTHILL,748,0.10908306333729764
pge,MADISON,1486,0.10934597872879182
pge,LAMMERS,34,0.10935999248051738
sce,Narod,1021,0.10986511312236392
pge,POINT ARENA,599,0.11026966404796563
sce,Solemint,526,0.11037686998794455
sce,Octol,1432,0.11073259263875733
sce,Santa Susana,1474,0.11086767134619778
pge,TRIMBLE,1262,0.11115119094351104
pge,ANNAPOLIS,1335,0.11200281053809315
pge,VOLTA,1745,0.11266058858049609
sce,Apple Valley,992,0.11279959796471366
sce,Helendale,2276,0.11409762122906053
sce,Estero,1459,0.11437997687764657
sce,Second Avenue,2266,0.11477730803034077
sce,Pepper,1023,0.11491587181192825
sce,Lemon Cove,1427,0.11509181984310486
sce,Defrain,2267,0.11580740590967442
pge,MESA,8618,0.11593663721837998
pge,WINTERS,1334,0.1160866140321812
pge,TUPMAN,275,0.11687707165634043
pge,KNIGHTS LANDING,1485,0.11832215340256867
pge,MORAGA,8848,0.11840968930038097
sce,Shuttle,523,0.11871592946690368
sce,Oak Grove,1431,0.11897513328757416
sce,Cal City 'B',1553,0.11941467041937355
sce,Isla Vista,1224,0.1195277791843733
pge,BIG MEADOWS,765,0.11982032129055316
pge,ORO LOMA,8765,0.12030546469506109
sce,Yucaipa,817,0.12141307463495597
sce,Venice Hill,1441,0.12151231273643176
pge,ORO LOMA,8766,0.1216267366201655
sce,Brookhurst,673,0.12317676244551998
pge,MORAGA,8849,0.12358812435126024
sce,Narrows,469,0.1236916772849262
sce,Santa Rosa,809,0.12369665616147396
pge,PIERCY,1813,0.12399137546051157
sce,Elizabeth Lake,415,0.1250703099577344
sce,Diamond Bar,408,0.12517654343286733
sce,Isabella,299,0.12525140204686036
sce,Gilbert,689,0.1254405847445125
sce,North Muroc,2263,0.12605834600577256
pge,MESA,8617,0.12624718749326957
sce,Chatham,1419,0.1267239429460377
sce,Haskell,8009,0.1278688396668504
pge,CALAVERAS CEMENT,55,0.12819856805658414
sce,Browning,287,0.1290050033164112
sce,Crater,401,0.12920765079986027
sce,Chatsworth,1457,0.12999696032411148
sce,Crown,683,0.1312370616331581
sce,Seabright,520,0.13148426658744722
sce,Brea,672,0.1330950365069352
sce,Anaverde,358,0.13330372806069946
sce,Arrowhead,8098,0.13348897107421376
sce,Rancho,1993,0.13366837451919417
sce,Haskell,8010,0.1336793717871633
sce,Southwind,2205,0.13461651772180908
sce,Yermo,2273,0.1346257641895805
sce,San Fernando,342,0.13579130249017685
pge,HENRIETTA,7708,0.13596291792046172
sce,Arrowhead,8099,0.13691530853639683
sce,Amargo,2262,0.13798893330450285
pge,HENRIETTA,7707,0.13802116355905208
sce,Inglewood,439,0.13934331175965753
sce,Garfield,426,0.140552502159375
sce,Phelan,1025,0.14101435788912592
sce,Bain,783,0.1423318839418532
sce,Declez,1003,0.14248040973805376
sce,Saugus,7950,0.14472024328453711
sce,Saugus,7951,0.14607894633704133
pge,DEL MONTE,8745,0.1464132642310206
sce,Inyokern,8496,0.14714448636976726
pge,DEL MONTE,8744,0.14783014915195256
sce,Shawnee,719,0.14877602310017116
sce,Inyokern,8497,0.1487822216719757
pge,GRAYS FLAT,767,0.14884532917025267
sdge,STATION F,1117,0.1490298720100588
pge,BAKERSFIELD,228,0.15054895416915157
sce,Inyokern,8498,0.15299271215313462
sce,La Fresa,7709,0.15346756544821655
sce,La Fresa,7710,0.153715354901575
sce,Cummings,290,0.15394957923403962
sce,Bloomington,997,0.15527837766067037
sce,Mentone,1020,0.1557042461564606
sce,Lockheed,1237,0.15576484603851398
sce,Moorpark,8629,0.1580060813882095
sce,Great Lakes,296,0.1580947341536434
pge,IGNACIO,8511,0.1591072793905477
pge,IGNACIO,8513,0.15966369441763043
sce,Villa Park,7866,0.15990177478702694
sce,Villa Park,7867,0.1603541279108697
sce,Hinkley,2014,0.16046469359883797
sce,Tortilla,1039,0.1617794198621092
sce,Victor,7659,0.1619772083240271
sce,Savage,1033,0.16245996970117713
pge,IGNACIO,8512,0.16318021180187506
sce,Moorpark,8628,0.16365935013967908
sce,Victor,7661,0.16609792425814432
sce,Silver Spur,773,0.16789374493952905
sce,Tenaja,2285,0.16791421211213525
sce,Quinn,306,0.16895182092318506
sce,Earlimart,1422,0.17037428201748642
sce,Victor,7660,0.17166383162631668
pge,VACA DIXON,8706,0.1736218147409282
sce,Weldon,311,0.17658562525360735
sce,Holgate,8440,0.1773120707213556
sce,Holgate,8439,0.17772142087170087
pge,VACA DIXON,8705,0.17810387472713982
pge,OAKLAND D,1608,0.17829613034865444
pge,VACA DIXON,8704,0.17932024904867697
sce,Downs,1678,0.1797028952540624
pge,KERN POWER,8356,0.1803186216617591
sce,Playa,1839,0.18066775015629102
pge,KERN POWER,8355,0.18078742408909035
sce,Yorba Linda,730,0.18146906469302576
pge,SAN MATEO,8648,0.18270332154894867
pge,SAN MATEO,8646,0.18479263869130375
sce,Deep Springs,208,0.1933369367171144
pge,SAN MATEO,8647,0.19380574096707773
sce,Arroyo,364,0.19490063913139374
sce,Iron Mt. (Sce),1831,0.1968654392057449
sce,Wilsona,562,0.20228714495112934
sce,Peyton,1024,0.2026666159684316
pge,MAGUNDEN,8158,0.2053095454017811
sce,Pauba,807,0.206073550362872
sce,Goldhill,2398,0.20888690567914395
sce,Barre,668,0.21123922053303276
pge,MAGUNDEN,8157,0.21236918950106418
pge,MAGUNDEN,8159,0.21281488386832367
sce,Wheatland,1444,0.21356517733233507
sce,Glennville,294,0.21388753491062518
sce,Ordway,2015,0.2148988574790973
sce,Gould,7949,0.21609230544757682
sce,Gould,7947,0.217584756809837
sce,Gould,7948,0.21894359828714205
sce,Potrero,1469,0.22076923229579493
sce,Sherwin,630,0.22844770681942753
sce,Etiwanda,7830,0.23086031303041113
sce,Converse Flats,2272,0.23131567190914584
sce,Layfair,452,0.23137284877151457
sce,Etiwanda,7831,0.2343365088204881
sce,Columbine,1420,0.23493026748563328
pge,ELECTRA,7778,0.23710239074463862
pge,ELECTRA,7779,0.23743893491411264
sce,Kramer,7905,0.24122389775239356
sce,Kramer,7906,0.24270681316793322
pge,GATES,8268,0.243752826322061
pge,STANISLAUS,1890,0.2441690265921841
pge,NEWARK 12KV,8336,0.24609441708245405
sce,Kramer,7904,0.2463568724777981
pge,GATES,8270,0.24648579340301288
pge,NEWARK 12KV,8335,0.247343625580399
pge,GATES,8271,0.24768759639503263
pge,GATES,8269,0.25227661840816706
sce,Cady,2275,0.2529641818282958
sce,Olinda,479,0.2607106959348755
pge,COTTONWOOD,8409,0.26335894591111586
pge,COTTONWOOD,8407,0.2668326073821552
pge,COTTONWOOD,8408,0.26738077068280014
pge,PANOCHE,8462,0.26940355290742585
pge,KEARNEY,133,0.2746137302955948
pge,PANOCHE,8461,0.27517648303310255
sce,Trophy,546,0.2804516143624458
sce,Three Rivers,1438,0.3011599527442403
sdge,POMERADO,1518,0.30695979876355206
sce,Rio Hondo,8805,0.30990111775626417
sce,Zanja,1042,0.3114500498891351
sce,Rio Hondo,8806,0.31216944251043066
pge,EL DORADO PH,8852,0.3129106394014666
sce,Rio Hondo,8807,0.3154548902800046
pge,EL DORADO PH,8853,0.3193838796016732
sce,Loraine,301,0.3204003610739445
sce,Monolith,302,0.3339518403853496
sdge,CHICARITA,1058,0.34002997020935605
sdge,RANCHO CARMEL,1104,0.34856509177255773
sce,Cima,7919,0.36190981101713865
sce,Cima,7920,0.3644138437192145
sdge,STATION B,1116,0.36552556652235046
sce,Daggett,2010,0.3655909396511614
sce,Ortega,1225,0.36793239059443683
sce,Whitewater,2231,0.3750741941818643
sdge,MESA HEIGHTS,1086,0.3833303417839818
sdge,IMPERIAL BEACH,1077,0.40228381603218805
sce,Vestal,8866,0.40454224388182336
sce,Vestal,8865,0.40803157670778223
sdge,MESA RIM,1087,0.4211966941680595
sce,Bryman,2277,0.42797381393540534
pge,MIDWAY,7928,0.45107339094391763
sdge,PACIFIC BEACH,1097,0.4544424030471968
sdge,SPRING VALLEY,1115,0.458349095868432
pge,MIDWAY,7927,0.4588892207722787
pge,MIDWAY,7929,0.46012349948159936
sce,Gorman,428,0.4819452250783644
sce,Corum,289,0.5082773461745899
sdge,CLAIREMONT,1060,0.5135002628913207
sdge,POINT LOMA,1101,0.5324326437080243
sce,Mesa,8124,0.5328721305907372
sce,Mesa,8123,0.5343162681735406
sce,Mesa,8125,0.5348914007132601
sdge,KETTNER,1081,0.5459328520302545
pge,RAWSON,1399,0.5492157653604919
sdge,ESCO,1067,0.5778482807298114
sdge,SANTEE,1112,0.5913441709465596
sce,Casa Diablo,628,0.5947309446937711
sce,Blythe (Walc),8185,0.6186966930199537
sce,Blythe (Walc),8186,0.6202568706961494
sce,Goleta,7699,0.6513963302922692
sce,Goleta,7700,0.6558536641312998
sdge,PROCTOR VALLEY,1103,0.6638753956937126
sdge,MURRAY,1092,0.677542976922176
sdge,BORDER,1050,0.7052778710345993
sce,Pechanga,1514,0.7061181384702618
sdge,GARFIELD,2246,0.7152094173228054
sce,Harper Lake,7911,0.7247906500371187
sce,Harper Lake,7912,0.729065535024036
sdge,SWEETWATER,1121,0.7384094949522358
sdge,URBAN,1123,0.7560228965384805
sdge,GRANT HILL,2040,0.7581552368282101
sdge,OLD TOWN,8809,0.7617822027693737
sdge,OLD TOWN,8810,0.7648491464919971
sdge,OLD TOWN,8808,0.7652496251472323
sce,Edwards,8311,0.7963130375843473
sce,Edwards,8312,0.7970860577764978
sdge,ROSE CANYON,1107,0.8055735153023617
sdge,BARRETT,2037,0.8438415979427063
sdge,SAN JUAN CAPISTRANO,731,0.8808108294986519
sdge,PARADISE,1099,0.9087591375231673
sdge,ELLIOTT,8640,0.9158318387652327
sdge,ELLIOTT,8641,0.9214957909393917
sdge,LAGUNA NIGUEL,733,0.9385975681199862
sdge,EASTGATE,2039,1.0022007299091578
sdge,GENESEE,1073,1.0227664640597496
sdge,LA JOLLA,1082,1.037760049649602
sdge,CABRILLO,1054,1.060481081890124
sdge,SCRIPPS,1114,1.0652585726685555
sdge,TRABUCO,734,1.0854570867632483
sdge,MISSION,8201,1.0919126345756733
sdge,MISSION,8200,1.0984265112364024
sdge,MISSION,8199,1.0986071211164394
sdge,SUNNYSIDE,1120,1.1573348451591314
sdge,CHOLLAS WEST,1059,1.1668534812221885
sdge,CARLTON HILLS,1057,1.1896608690990496
sdge,MONTGOMERY,1090,1.2079129633818366
sdge,WABASH CANYON,1124,1.2549023453852755
sdge,BATIQUITOS,1048,1.2686841461856553
sce,Hanford,1973,1.2793098947368162
sdge,OCEANSIDE,1094,1.283802134187235
sdge,PALOMAR AIRPORT,1512,1.32716752125226
sdge,TORREY PINES,1122,1.3401907248061147
sdge,SAN YSIDRO,1110,1.3637697102477888
sdge,BERNARDO,1049,1.402459990830056
sdge,OTAY,1095,1.4877819027382926
sdge,STREAMVIEW,1118,1.4985115195244723
sdge,MELROSE,1085,1.5469545759168897
sdge,CANNON,1056,1.6618948721295583
sdge,LOS COCHES,8555,1.7475409283866605
sdge,LOS COCHES,8556,1.7516213605441024
sdge,PALA,1098,1.831774101360158
sdge,VALLEY CENTER,1541,1.8323138961741454
sdge,CAMERON,1055,1.8430062296110292
sdge,TELEGRAPH CANYON,1517,1.9078120667027378
sdge,NORTH CITY WEST,8331,1.912511748267036
sdge,NORTH CITY WEST,8332,1.91511368272088
sdge,NORTH CITY WEST,8330,1.916897591541202
sdge,RANCHO SANTA FE,1105,1.9181916181578402
sdge,PICO,7801,1.9466493584048057
sdge,PICO,7800,1.9488939309043185
sdge,PICO,7802,1.9519674521857222
sdge,SAN LUIS REY,8589,1.953910446031224
sdge,SAN LUIS REY,8590,1.9559608817664438
sdge,ARTESIAN RANCH,2038,2.072026734378806
sdge,ENCINITAS,1066,2.08560304817722
sdge,SAMPSON,1108,2.11909855348735
sdge,MONSERATE,1089,2.150674871297184
sdge,ASH,1045,2.166390640928996
sdge,MORRO HILL,1091,2.2421534776185736
pge,KERCKHOFF,1645,2.2895070203822336
sdge,OLIVENHAIN,1877,2.3048713394599494
sdge,GRANITE,1075,2.3203121991602345
pge,DAVIS,1776,2.3725820186323605
sdge,MARGARITA,1516,2.390217416739663
sdge,CREELMAN,1061,2.427998790081014
sdge,ESCONDIDO,8839,2.449098181529146
sdge,ESCONDIDO,8838,2.4500309000558964
pge,PITTSBURG,8111,2.5040238350601958
pge,PITTSBURG,8112,2.5065940991344844
sdge,GLENCLIFF,1074,2.5964048357759992
sdge,SHADOWRIDGE,8791,2.7648363983369166
sdge,SHADOWRIDGE,8790,2.7681696929284554
sdge,DESCANSO,1063,2.89259210415553
sdge,LILAC,1084,2.944022589681872
sdge,CRESTWOOD,1542,3.2389343418175285
sdge,AVOCADO,1046,3.5193558572909165
sdge,POWAY,1102,3.9850741775186824
sdge,FELICITA,1069,4.336258091921148
pge,BONITA,565,4.883621512813138
sdge,JAMACHA,1078,9.401125019580471
sdge,SANTA YSABEL,1111,9.69231071127361
pge,IONE,28,11.378525462357619
