bus_i,kV,Type,Import,Lat,Lon,nearest_cec_name,nearest_cec_owner,nearest_cec_type,nearest_cec_lat,nearest_cec_lon,dist_km,matched
361,115,Substation,' ',35.49595252,-119.0094663,Live Oak - 93308,pge,SUBSTATION,35.49594755,-119.0094539,0.0012512312853457726,True
362,66,Substation,' ',34.14413076,-118.025731,Arcadia,sce,SUBSTATION,34.14412588,-118.02571887,0.0012411991693443076,True
363,230,Substation,' ',33.81749482,-118.2434772,Arcogen,sce,SUBSTATION,33.81748999,-118.24346507,0.0012426527839935735,True
364,66,Substation,' ',34.19972227,-118.1706118,Arroyo,sce,SUBSTATION,34.1997174,-118.17059964,0.0012425347777849012,True
365,66,Substation,' ',33.81920229,-118.1643641,Astro,sce,SUBSTATION,33.81919745,-118.16435193,0.001246445601900813,True
366,66,Substation,' ',33.78133053,-118.1498197,Belmont - (SCE),sce,SUBSTATION,33.7813257,-118.1498075,0.001248917518821646,True
367,66,Substation,' ',34.13604586,-117.9109461,Azusa,sce,SUBSTATION,34.13604098,-117.91093392,0.0012454357079351036,True
368,66,Substation,' ',33.99961503,-118.1712114,Bandini,sce,SUBSTATION,33.99961017,-118.17119922,0.0012460959311079458,True
369,66,Substation,' ',34.05052838,-117.9907761,Industry,sce,SUBSTATION,34.05052351,-117.99076397,0.0012418249705410261,True
370,66,Substation,' ',34.00810574,-118.2275295,Beejay,sce,SUBSTATION,34.00810089,-118.22751727,0.0012496688839450758,True
371,66,Substation,' ',34.0731289,-118.3973342,Beverly,sce,SUBSTATION,34.07312405,-118.39732201,0.001245567608566934,True
372,66,Substation,' ',33.83038656,-118.1405681,Boost,sce,SUBSTATION,33.83038173,-118.14055591,0.0012475003608246231,True
373,66,Substation,' ',33.85077402,-118.06401,Bovine,sce,SUBSTATION,33.85076917,-118.06399786,0.001244054642434581,True
374,66,Substation,' ',33.79314877,-118.1722789,Bowl,sce,SUBSTATION,33.79314394,-118.17226672,0.001247108772826244,True
375,66,Substation,' ',34.13379802,-117.9872804,Bradbury,sce,SUBSTATION,34.13379314,-117.98726823,0.0012446341656965816,True
376,66,Substation,' ',33.93731568,-118.1299057,Downey,sce,SUBSTATION,33.93731083,-118.12989359,0.0012405371326476625,True
377,66,Substation,' ',34.1271721,-117.9398895,Brew,sce,SUBSTATION,34.12716721,-117.93987737,0.001241887103949908,True
378,66,Substation,' ',33.88055076,-118.3258829,Bridge,sce,SUBSTATION,33.88054593,-118.32587072,0.0012460706042657624,True
379,66,Substation,' ',33.86007925,-118.0843086,Artesia,sce,SUBSTATION,33.8600744,-118.08429643,0.0012464413902634702,True
380,66,Substation,' ',33.90252379,-118.3118682,Brighton - (SCE),sce,SUBSTATION,33.90251896,-118.31185604,0.001244144040672355,True
381,66,Substation,' ',33.76697406,-118.1520507,Broadway - SCE,sce,SUBSTATION,33.76696923,-118.15203855,0.0012449169092785815,True
382,66,Substation,' ',33.90011631,-118.2062764,Bullis,sce,SUBSTATION,33.90011147,-118.20626419,0.001248815574219102,True
383,66,Substation,' ',33.95650731,-118.2322842,Calden,sce,SUBSTATION,33.95650246,-118.232272,0.0012477906651879472,True
384,66,Substation,' ',33.77486919,-118.229778,Carbogen,sce,SUBSTATION,33.77486437,-118.22976582,0.0012468472453814451,True
385,66,Substation,' ',33.90319501,-118.047069,Carmenita,sce,SUBSTATION,33.90319016,-118.04705684,0.001245097704644751,True
386,66,Substation,' ',33.86398483,-118.2169821,Carson,sce,SUBSTATION,33.86397999,-118.21696993,0.0012459143310338738,True
387,66,Substation,' ',33.81660822,-118.1716782,Certified,sce,SUBSTATION,33.81660339,-118.17166605,0.0012443297042351485,True
388,66,Substation,' ',33.75941402,-118.2378628,Dock,sce,SUBSTATION,33.7594092,-118.23785068,0.0012420245965746198,True
389,66,Substation,' ',33.77861447,-118.1832932,Cherry - (SCE),sce,SUBSTATION,33.77860964,-118.183281,0.0012489497993198053,True
390,66,Substation,' ',33.91260297,-118.4141553,Chevgen,sce,SUBSTATION,33.91259813,-118.41414312,0.0012461691568997643,True
391,66,Substation,' ',34.11901471,-117.8719909,Citrus,sce,SUBSTATION,34.11900982,-117.87197876,0.0012428116645289756,True
392,66,Substation,' ',33.79574877,-118.1071449,Clark - (SCE),sce,SUBSTATION,33.79574394,-118.10713272,0.001247077921054582,True
393,66,Substation,' ',33.78410009,-118.1085203,College - (SCE),sce,SUBSTATION,33.78409525,-118.10850813,0.0012468616309044345,True
394,66,Substation,' ',34.02561317,-118.4721561,Colorado,sce,SUBSTATION,34.02560833,-118.47214391,0.0012456541546337955,True
395,66,Substation,' ',33.7568199,-118.2203333,Commodore,sce,SUBSTATION,33.75681507,-118.22032117,0.001243369125367529,True
396,66,Substation,' ',34.00414636,-118.2065258,Ybarra,sce_assumed,SUBSTATION,34.00414151,-118.20651359,0.0012480534412609213,True
397,66,Substation,' ',33.86341862,-118.1653359,Corners,sce,SUBSTATION,33.86341378,-118.16532373,0.001245921053507724,True
398,66,Substation,' ',33.88369974,-118.1203648,Cornuta,sce,SUBSTATION,33.8836949,-118.1203526,0.0012481783683068678,True
399,66,Substation,' ',34.09258019,-117.8795847,Cortez - (SCE),sce,SUBSTATION,34.09257531,-117.87957253,0.0012451255366052448,True
400,66,Substation,' ',33.92406834,-118.3187593,Cosmic,sce,SUBSTATION,33.92406351,-118.31874712,0.0012455528913725526,True
401,66,Substation,' ',34.10697209,-118.7149439,Crater,sce,SUBSTATION,34.10696725,-118.7149316,0.0012538214472862087,True
402,66,Substation,' ',33.76694457,-118.3731939,Crest,sce,SUBSTATION,33.76693976,-118.37318172,0.001246463731853007,True
403,66,Substation,' ',34.05755342,-117.9891722,Cryco,sce,SUBSTATION,34.05754855,-117.98916008,0.0012409126884229539,True
404,66,Substation,' ',33.96384263,-118.1942652,Cudahy,sce,SUBSTATION,33.96383778,-118.19425299,0.0012485348843102207,True
405,66,Substation,' ',34.01457592,-118.40261,Culver,sce,SUBSTATION,34.01457108,-118.4025978,0.0012466172163662272,True
406,66,Substation,' ',34.11389987,-117.9336277,Dalton,sce,SUBSTATION,34.11389499,-117.93361557,0.001241558284347987,True
407,66,Substation,' ',34.71797092,-118.2889766,Del Sur,sce,SUBSTATION,34.717966,-118.28896431,0.0012494268260704233,True
408,66,Substation,' ',34.00294768,-117.8112369,Diamond Bar,sce,SUBSTATION,34.00294281,-117.81122482,0.0012382424624128505,True
409,66,Substation,' ',33.76219353,-118.2229677,Dike,sce,SUBSTATION,33.7621887,-118.22295549,0.001249979597837555,True
410,66,Substation,' ',33.87232911,-118.3779075,Ditmar,sce,SUBSTATION,33.87232428,-118.37789533,0.0012453353270391145,True
411,66,Substation,' ',33.86247615,-118.2230313,Domhill,sce,SUBSTATION,33.86247132,-118.22301915,0.001243786437103623,True
412,66,Substation,' ',33.92228339,-118.3826717,Douglas - (SCE),sce,SUBSTATION,33.92227856,-118.3826595,0.0012472394103642448,True
413,66,Substation,' ',33.89897697,-118.1442684,Dougoil,sce,SUBSTATION,33.89897212,-118.14425619,0.0012493087618729412,True
414,66,Substation,' ',34.16225829,-118.0857225,Eaton,sce,SUBSTATION,34.16225341,-118.08571032,0.0012451226494941345,True
415,66,Substation,' ',34.49113968,-118.6163972,Elizabeth Lake,sce,SUBSTATION,34.4911348,-118.61638492,0.0012494274445330599,True
416,66,Substation,' ',33.87990599,-118.090471,Eric,sce,SUBSTATION,33.87990115,-118.09045884,0.0012448928278166846,True
417,66,Substation,' ',33.91580073,-118.3620587,Felton - SCE,sce,SUBSTATION,33.91579589,-118.36204648,0.0012494611927238034,True
418,66,Substation,' ',33.92829702,-118.215484,Fernwood,sce,SUBSTATION,33.92829217,-118.21547185,0.001243968313647155,True
419,66,Substation,' ',33.82143255,-118.2332985,Polypro,sce,SUBSTATION,33.82142772,-118.23328633,0.0012459394388027196,True
420,66,Substation,' ',34.51456388,-118.6082972,MWD Foothill,sce,SUBSTATION,34.514559,-118.60828494,0.0012474923447360058,True
421,66,Substation,' ',33.9959959,-118.226704,Fruitland - (SCE),sce,SUBSTATION,33.99599105,-118.22669179,0.001248150836445636,True
422,66,Substation,' ',33.89928827,-118.3828843,Galaxy,sce,SUBSTATION,33.89928344,-118.38287213,0.0012450150440323506,True
423,66,Substation,' ',33.96155128,-118.1113506,Gallatin,sce,SUBSTATION,33.96154642,-118.11133841,0.0012473802324836352,True
424,66,Substation,' ',34.0582889,-117.7552801,Pomona,sce,SUBSTATION,34.05828402,-117.75526798,0.0012413896188870524,True
425,66,Substation,' ',34.05753246,-117.7756362,Ganesha,sce,SUBSTATION,34.05752758,-117.77562408,0.0012413985812362277,True
426,66,Substation,' ',34.12496383,-118.1498524,Garfield - (SCE),sce,SUBSTATION,34.12495896,-118.14984024,0.0012434265031493193,True
427,66,Substation,' ',33.8073843,-118.2331894,Gatx,sce,SUBSTATION,33.80737947,-118.23317722,0.0012469398295921043,True
428,66,Substation,' ',34.79054444,-118.8271055,Gorman,sce,SUBSTATION,34.79053954,-118.82709319,0.0012492101418202558,True
429,66,Substation,' ',34.08150219,-118.0418247,Ductile,sce,SUBSTATION,34.08149732,-118.0418125,0.001247261703305576,True
430,66,Substation,' ',33.8810914,-118.0474627,Greening,sce,SUBSTATION,33.88108655,-118.04745057,0.0012428641954602103,True
431,66,Substation,' ',33.79104783,-118.1421862,Hathaway,sce,SUBSTATION,33.791043,-118.14217409,0.0012412986262390164,True
432,66,Substation,' ',34.61192881,-118.1138639,Helijet,sce,SUBSTATION,34.61192389,-118.11385172,0.0012416755400611993,True
433,66,Substation,' ',34.02427906,-118.0250218,Hillgen - SCE North,sce,SUBSTATION ASSUMED,34.02427419,-118.02500963,0.0012454548583624469,True
434,66,Substation,' ',33.92261915,-118.3071692,Howard - (SCE),sce,SUBSTATION,33.92261431,-118.30715705,0.0012435540195015432,True
435,66,Substation,' ',33.91171863,-118.3918007,Hughesair,sce,SUBSTATION,33.9117138,-118.39178854,0.0012440348559918139,True
436,66,Substation,' ',33.81046975,-118.3404907,Hughtron,sce,SUBSTATION,33.81046493,-118.34047851,0.0012472588521818824,True
437,66,Substation,' ',33.911845,-118.148285,Imperial,sce,SUBSTATION,33.91184015,-118.14827283,0.0012458268632252129,True
438,66,Substation,' ',34.03341675,-117.9677135,Unknown - 618,sce,RISER,34.03341188,-117.96770139,0.0012403695860986898,True
439,66,Substation,' ',33.96564841,-118.3581035,Inglewood,sce,SUBSTATION,33.96564356,-118.35809129,0.00124851332344995,True
440,66,Substation,' ',33.80134174,-118.1594037,Injection,sce,SUBSTATION,33.80133691,-118.1593915,0.0012486796193907081,True
441,66,Substation,' ',33.8795048,-118.2481891,Jersey,sce,SUBSTATION,33.87949997,-118.24817693,0.0012452500992945563,True
442,66,Substation,' ',34.21350946,-118.1679679,Jet,sce,SUBSTATION,34.21350458,-118.16795567,0.0012486491707668931,True
443,66,Substation,' ',34.03710332,-118.0255447,Jose,sce,SUBSTATION,34.03709845,-118.02553252,0.0012461320408445617,True
444,230,Substation,' ',34.01497467,-118.2035779,Kinetic - (SCE),sce,SUBSTATION ASSUMED,34.01496981,-118.20356575,0.0012434221220614557,True
445,66,Substation,' ',34.20527032,-118.2104934,La Canada,sce,SUBSTATION,34.20526544,-118.21048123,0.0012437809896053734,True
446,66,Substation,' ',33.88863032,-118.0144049,La Mirada,sce,SUBSTATION,33.88862547,-118.01439277,0.0012427750499483076,True
447,66,Substation,' ',33.83024406,-118.124653,Lakewood - (SCE),sce,SUBSTATION,33.83023922,-118.12464081,0.0012479811718435826,True
448,66,Substation,' ',34.70049983,-118.1456041,Lancaster,sce,SUBSTATION,34.7004949,-118.14559192,0.001241097634650284,True
449,66,Substation,' ',34.6906835,-118.2284922,Lanpri,sce_assumed,SUBSTATION,34.69067858,-118.22847994,0.0012472944606580132,True
450,66,Substation,' ',34.08708686,-117.9264289,Lark Ellen,sce,SUBSTATION,34.08708199,-117.92641678,0.0012405625324116115,True
451,66,Substation,' ',34.04483575,-118.7761002,Latigo,sce,SUBSTATION,34.04483092,-118.77608789,0.0012549281550350835,True
452,66,Substation,' ',34.0899808,-117.7697035,Layfair,sce,SUBSTATION,34.08997591,-117.76969139,0.0012406728180612183,True
453,66,Substation,' ',33.94225454,-118.3473626,Lennox,sce,SUBSTATION,33.9422497,-118.34735042,0.0012458163286024344,True
454,66,Substation,' ',33.9976075,-118.217888,Owill - (Other),sce_assumed,SUBSTATION,33.99760265,-118.21787579,0.0012481315797599605,True
455,66,Substation,' ',34.11185469,-117.9318568,Liquid,sce,SUBSTATION,34.11184981,-117.93184466,0.0012424106907199224,True
456,66,Substation,' ',34.61620142,-117.9689511,Little Rock,sce,SUBSTATION,34.61619648,-117.96893893,0.001241784752431064,True
457,66,Substation,' ',34.12116598,-117.731895,Live Oak - (SCE),sce,SUBSTATION,34.12116109,-117.73188289,0.0012403034385952256,True
458,66,Substation,' ',33.93180519,-118.4044994,Losulfur,sce,SUBSTATION,33.93180036,-118.40448723,0.0012446284571944106,True
459,66,Substation,' ',33.84235695,-118.1205988,Lucas,sce,SUBSTATION,33.84235211,-118.12058663,0.0012461709799216141,True
460,66,Substation,' ',34.17219306,-118.347163,Macneil,sce,SUBSTATION,34.17218819,-118.34715077,0.0012486629072753033,True
461,66,Substation,' ',34.1475568,-118.7614645,Malibu,sce,SUBSTATION,34.14755196,-118.76145218,0.001254992977548126,True
462,66,Substation,' ',34.00698276,-118.4656902,Marine,sce,SUBSTATION,34.00697792,-118.46567801,0.0012458765247779034,True
463,66,Substation,' ',33.747174,-118.38898,Marymount,sce,SUBSTATION,33.74716918,-118.38896779,0.0012496808778622863,True
464,66,Substation,' ',33.96958134,-118.1013564,Rivera,sce,SUBSTATION,33.96957649,-118.10134427,0.0012418168262023832,True
465,66,Substation,' ',34.04972528,-117.9072064,Merced - (SCE),sce,SUBSTATION,34.04972041,-117.90719427,0.0012418344964082826,True
466,66,Substation,' ',33.85348082,-118.3356067,Mobgen,sce,SUBSTATION ASSUMED,33.85347599,-118.3355945,0.0012480592436390808,True
467,66,Substation,' ',33.85707385,-118.3329564,Mobil Oil,sce,SUBSTATION,33.85706902,-118.33294417,0.0012505175849378933,True
468,66,Substation,' ',33.95442599,-118.043106,Murphy - (SCE),sce,SUBSTATION,33.95442114,-118.04309384,0.00124448950457222,True
469,66,Substation,' ',34.00500608,-118.0668355,Narrows - (SCE),sce,SUBSTATION,34.00500122,-118.06682336,0.0012427103963311501,True
470,66,Substation,' ',33.76395201,-118.219192,Navy-1,sce,SUBSTATION,33.76394719,-118.2191798,0.00124864633821504,True
471,66,Substation,' ',34.77510559,-118.5014361,Neenach,sce,SUBSTATION,34.77510067,-118.50142385,0.0012454454964526344,True
472,66,Substation,' ',33.82735334,-118.2684007,Neptune,sce,SUBSTATION,33.8273485,-118.26838854,0.001245515846898391,True
473,66,Substation,' ',34.04557089,-118.1291485,Newmark,sce,SUBSTATION,34.04556603,-118.12913637,0.001241399313302446,True
474,66,Substation,' ',34.37921299,-118.55917,Newhall - (SCE),sce,SUBSTATION,34.37920812,-118.55915775,0.0012478233583223131,True
475,66,Substation,' ',34.00676088,-117.8552914,Nogales,sce,SUBSTATION,34.006756,-117.85527924,0.0012453173611013245,True
476,66,Substation,' ',33.85951472,-118.2763265,Nola,sce,SUBSTATION,33.85950989,-118.27631434,0.0012446544489779488,True
477,66,Substation,' ',34.41563081,-118.4527486,North Oaks,sce,SUBSTATION,34.41562593,-118.45273631,0.0012511710426564861,True
478,66,Substation,' ',34.64671235,-118.094864,Oasis - (SCE),sce,SUBSTATION,34.64670742,-118.09485176,0.0012466737795959115,True
479,66,Substation,' ',33.94627279,-117.9223101,Olinda - (SCE),sce,SUBSTATION,33.94626792,-117.92229797,0.0012430601150292776,True
480,66,Substation,' ',34.80844445,-118.7192917,Oso,sce,SUBSTATION,34.80843954,-118.71927933,0.0012544055579885225,True
481,66,Substation,' ',34.05002232,-118.231275,Owill - (SCE),sce,SUBSTATION ASSUMED,34.05001746,-118.23126281,0.0012463253330878893,True
482,66,Substation,' ',34.03454683,-117.9767578,Package,sce,SUBSTATION,34.03454196,-117.97674566,0.0012428438459353918,True
483,66,Substation,' ',33.8460286,-118.2338731,Pacline,sce,SUBSTATION,33.84602377,-118.23386091,0.0012473143760768377,True
484,66,Substation,' ',34.5660542,-118.0591861,Palmdale,sce,SUBSTATION,34.56604928,-118.05917393,0.001241406168814042,True
485,66,Substation,' ',33.79329009,-118.349233,Palogen,sce,SUBSTATION,33.79328527,-118.34922086,0.0012432923589906781,True
486,66,Substation,' ',33.96420598,-118.082148,Passons,sce,SUBSTATION,33.96420113,-118.08213585,0.0012435422512852205,True
487,230,Substation,' ',34.50906959,-117.9196821,Pearblossom,sce,SUBSTATION,34.50906467,-117.91966996,0.0012396239000584163,True
488,66,Substation,' ',33.76508981,-118.2066567,Pico - (SCE),sce,SUBSTATION,33.76508498,-118.20664459,0.0012416044274207556,True
489,66,Substation,' ',33.91557578,-118.0811489,Pioneer - (SCE),sce,SUBSTATION,33.91557093,-118.08113677,0.0012424562996936719,True
490,66,Substation,' ',34.46359424,-118.5941936,Pitchgen,sce,SUBSTATION,34.46358936,-118.59418136,0.0012464597583935332,True
491,66,Substation,' ',34.69065568,-117.9693728,Piute,sce,SUBSTATION,34.69065073,-117.96936056,0.0012471204379077077,True
492,66,Substation,' ',33.92870414,-118.3897191,Polaris,sce,SUBSTATION,33.9286993,-118.38970688,0.0012493070740861136,True
493,66,Substation,' ',33.76483111,-118.2078277,Tidelands,sce,SUBSTATION,33.76482628,-118.20781555,0.0012449422461061584,True
494,66,Substation,' ',33.93499107,-118.0677468,Powerine,sce,SUBSTATION,33.93498621,-118.06773466,0.0012435404601669345,True
495,66,Substation,' ',33.95856507,-118.0656099,Procal,sce,SUBSTATION,33.95856022,-118.06559775,0.00124360920696252,True
496,66,Substation,' ',34.00901094,-117.9304235,Puente,sce,SUBSTATION,34.00900607,-117.93041139,0.0012406583170006345,True
497,66,Substation,' ',33.99797748,-118.2060903,Leonis,sce_assumed,SUBSTATION,33.99797263,-118.20607807,0.0012497901598732216,True
498,66,Substation,' ',34.6595412,-118.2282903,Quartz Hill - (SCE),sce,SUBSTATION,34.65953628,-118.22827808,0.0012443862915930606,True
499,66,Substation,' ',33.99710378,-117.887703,Railroad,sce,SUBSTATION,33.99709891,-117.8876909,0.0012399697379442257,True
500,66,Substation,' ',34.06991918,-118.1300281,Ramona - SCE,sce,SUBSTATION,34.06991432,-118.13001595,0.0012427689709389401,True
501,66,Substation,' ',33.98271475,-118.205316,Randolph - SCE,sce,SUBSTATION,33.9827099,-118.20530381,0.001246646659814643,True
502,66,Substation,' ',34.12177523,-118.0810745,Ravendale,sce,SUBSTATION,34.12177036,-118.08106229,0.0012476093565993657,True
503,66,Substation,' ',34.76318367,-117.969417,Redman,sce,SUBSTATION,34.76317873,-117.96940477,0.001244929297013379,True
504,66,Substation,' ',33.83959608,-118.2442872,Refinery,sce,SUBSTATION,33.83959125,-118.244275,0.001248224524985068,True
505,66,Substation,' ',33.99456583,-118.1527794,Refuse,sce,SUBSTATION,33.99456097,-118.15276725,0.0012436645160087945,True
506,66,Substation,' ',34.03444747,-118.0241902,Reno,sce,SUBSTATION,34.03444261,-118.02417808,0.001240701741537545,True
507,66,Substation,' ',34.04794252,-118.1621853,Repetto,sce,SUBSTATION,34.04793766,-118.16217314,0.0012438600864893377,True
508,66,Substation,' ',33.90338589,-118.3794564,Repro,sce,SUBSTATION,33.90338106,-118.37944417,0.0012499642392047466,True
509,66,Substation,' ',33.86303482,-118.1619319,Revital,sce,SUBSTATION,33.86302998,-118.16191974,0.0012450929252772688,True
510,66,Substation,' ',34.61032551,-118.0732689,Rockair,sce,SUBSTATION,34.61032058,-118.07325666,0.0012471149348610676,True
511,66,Substation,' ',33.8083703,-118.3550087,Rolling Hills,sce,SUBSTATION,33.80836548,-118.3549965,0.001248118146983572,True
512,66,Substation,' ',34.09221847,-118.0826588,Rosemead,sce,SUBSTATION,34.0922136,-118.08264665,0.0012429876746832577,True
513,66,Substation,' ',34.05121845,-118.0813473,Rush,sce,SUBSTATION,34.05121358,-118.08133509,0.0012484535776374657,True
514,66,Substation,' ',34.11718102,-117.807819,San Dimas,sce,SUBSTATION,34.11717613,-117.80780687,0.0012420057243021153,True
515,66,Substation,' ',34.09869881,-118.1001833,San Gabriel,sce,SUBSTATION,34.09869394,-118.10017112,0.0012453975191461552,True
516,66,Substation,' ',33.80703817,-118.298972,Sanitreat,sce,SUBSTATION,33.80703334,-118.29895985,0.0012444429784861787,True
517,66,Substation,' ',33.948067,-118.058548,Santa Fe Springs,sce,SUBSTATION,33.94806215,-118.05853586,0.0012429026640289349,True
518,66,Substation,' ',34.01725703,-118.4881591,Santa Monica,sce,SUBSTATION,34.01725219,-118.48814686,0.001249911564562673,True
519,66,Substation,' ',34.04746172,-118.4521968,Sawtelle,sce,SUBSTATION,34.04745687,-118.4521846,0.0012467047751788284,True
520,66,Substation,' ',33.77253096,-118.203535,Seabright,sce,SUBSTATION,33.77252613,-118.20352287,0.0012431837381176398,True
521,66,Substation,' ',33.91903805,-118.3966925,Sepulveda,sce,SUBSTATION,33.91903321,-118.3966803,0.001247757314345389,True
522,66,Substation,' ',33.80757585,-118.2439987,Shellwatt,sce,SUBSTATION,33.80757102,-118.24398655,0.0012444366171364483,True
523,66,Substation,' ',34.64275724,-118.165005,Shuttle,sce,SUBSTATION,34.64275231,-118.16499281,0.0012426152113921415,True
524,66,Substation,' ',33.81143827,-118.1682108,Signal Hill,sce,SUBSTATION,33.81143343,-118.16819865,0.0012448712172006041,True
525,66,Substation,' ',34.05950958,-117.7738664,Simpson,sce,SUBSTATION,34.0595047,-117.77385425,0.001243861338955519,True
526,66,Substation,' ',34.45187222,-118.4225889,Solemint,sce,SUBSTATION,34.45186733,-118.42257664,0.0012487366091121872,True
527,66,Substation,' ',33.87420269,-118.1429767,Somerset,sce,SUBSTATION,33.87419785,-118.14296457,0.001242463583030845,True
528,66,Substation,' ',34.02223836,-117.8370753,Sopipe,sce,SUBSTATION,34.02223349,-117.83706322,0.0012380149656313815,True
529,66,Substation,' ',34.12748897,-117.7954723,San Dimas Power,sce,SUBSTATION,34.12748407,-117.79546015,0.0012440252989977102,True
530,66,Substation,' ',33.89140933,-118.3750106,Space,sce,SUBSTATION,33.8914045,-118.37499839,0.0012484406472197049,True
531,66,Substation,' ',33.98084795,-118.111255,Sponge,sce,SUBSTATION,33.9808431,-118.11124284,0.0012441755402255222,True
532,66,Substation,' ',33.79018782,-118.1987019,State Street,sce,SUBSTATION,33.79018299,-118.19868972,0.0012471439053185242,True
533,66,Substation,' ',33.94007948,-118.1405091,Stewart,sce,SUBSTATION,33.94007463,-118.14049699,0.0012405044743690817,True
534,66,Substation,' ',33.84618126,-118.1771048,Oldfield,sce,SUBSTATION,33.84617643,-118.17709264,0.0012448125791123302,True
535,66,Substation,' ',34.14300113,-118.359135,Universal Studios A,sce,SUBSTATION,34.14299628,-118.35912282,0.0012439027706786653,True
536,66,Substation,' ',33.85318463,-118.1670673,Sunnyside - (SCE),sce,SUBSTATION,33.85317979,-118.16705517,0.001242712085531473,True
537,66,Substation,' ',34.03956,-118.697951,Rindge,sce,SUBSTATION,34.03955517,-118.69793875,0.0012499974772772159,True
538,66,Substation,' ',33.93233405,-117.9920328,Telegraph,sce,SUBSTATION,33.93232919,-117.99202066,0.0012435719373874673,True
539,66,Substation,' ',34.38417581,-118.4955308,Tengen,sce,SUBSTATION,34.38417094,-118.4955185,0.0012518985813187273,True
540,66,Substation,' ',33.91601025,-118.4096022,Thermal - (SCE),sce,SUBSTATION,33.91600542,-118.40958997,0.0012498132921742267,True
541,66,Substation,' ',33.82781208,-118.3765776,Topaz - SCE,sce,SUBSTATION,33.82780726,-118.37656545,0.0012437174778557366,True
542,66,Substation,' ',33.82984666,-118.344309,Torrance,sce,SUBSTATION,33.82984183,-118.34429679,0.001249174447653889,True
543,66,Substation,' ',34.64068536,-118.0658871,Tortoise,sce,SUBSTATION,34.64068043,-118.06587488,0.0012451038214164826,True
544,66,Substation,' ',33.87280461,-118.1603338,Toyota,sce,SUBSTATION,33.87279977,-118.16032168,0.001241648059711022,True
545,66,Substation,' ',33.92131535,-118.3855839,Trisonic,sce,SUBSTATION,33.92131052,-118.3855717,0.0012472509569769318,True
546,66,Substation,' ',34.041376,-117.8181737,Trophy,sce,SUBSTATION,34.04137112,-117.81816156,0.0012432477076879127,True
547,66,Substation,' ',33.8591492,-118.185589,Linden - (SCE),sce,SUBSTATION,33.85914436,-118.18557682,0.0012468045830536561,True
548,66,Substation,' ',34.14297885,-118.3573966,Universal Studios (Studio Master),sce,SUBSTATION,34.14297399,-118.35738435,0.0012501915277910018,True
549,66,Substation,' ',34.00677528,-118.1278159,Vail,sce,SUBSTATION,34.00677042,-118.12780378,0.0012410295595848535,True
550,66,Substation,' ',34.14776836,-118.6317992,Valdez,sce,SUBSTATION,34.14776352,-118.63178694,0.001250004677753527,True
551,66,Substation,' ',33.99033882,-118.4209425,Venice,sce,SUBSTATION,33.99033398,-118.42093029,0.0012477384095644314,True
552,66,Substation,' ',33.9984558,-118.2201768,Vernon - 90058,sce_assumed,SUBSTATION,33.99845095,-118.22016458,0.0012489528757584363,True
553,66,Substation,' ',33.85885406,-118.3742046,Victoria,sce,SUBSTATION,33.85884923,-118.37419245,0.001243829361449596,True
554,66,Substation,' ',33.81251186,-118.2320643,Air Products - (SCE),sce,SUBSTATION,33.81250703,-118.23205217,0.0012427116532346925,True
555,66,Substation,' ',34.0451314,-118.1864239,Wabash - (SCE),sce,SUBSTATION,34.04512655,-118.18641176,0.001241750740503484,True
556,66,Substation,' ',33.79195901,-118.323487,Walteria,sce,SUBSTATION,33.79195419,-118.32347481,0.0012474788354863587,True
557,230,Substation,' ',34.68507479,-118.7885538,Warne,sce,SUBSTATION,34.6850699,-118.78854143,0.0012549603609505276,True
558,66,Substation,' ',33.80809399,-118.2617246,Watson,sce,SUBSTATION,33.80808916,-118.26171248,0.0012419307118087368,True
559,66,Substation,' ',33.81138697,-118.175932,Westex,sce,SUBSTATION,33.81138214,-118.1759198,0.0012485601565934061,True
560,66,Substation,' ',33.90929415,-118.4203523,Westhill,sce,SUBSTATION,33.90928932,-118.42034007,0.001249893601920315,True
561,66,Substation,' ',33.93890622,-118.0610011,Nietos,sce,SUBSTATION,33.93890137,-118.06098896,0.001243011245514048,True
562,66,Substation,' ',34.5793131,-117.7197077,Wilsona,sce,SUBSTATION,34.57930816,-117.71969554,0.0012414073671476158,True
563,66,Substation,' ',33.91887059,-118.3345922,Yukon,sce,SUBSTATION,33.91886575,-118.33457997,0.0012502573323576066,True
564,66,Substation,' ',36.92801165,-120.1032155,Glass,pge_assumed,SUBSTATION,36.92800662,-120.10320276,0.0012630279448695365,True
565,66,Substation,' ',36.92391824,-120.2015797,Bonita,pge,SUBSTATION,36.92391321,-120.20156688,0.0012694625801717891,True
566,66,Substation,' ',36.92214301,-119.984616,Borden,pge,SUBSTATION,36.92213797,-119.98460325,0.0012643956719178158,True
567,115,Substation,' ',36.86081121,-120.3387028,Sjve Madera,pge_assumed,SUBSTATION,36.8608062,-120.33868996,0.001270930234003149,True
568,66,Substation,' ',36.92353502,-119.812659,Cassidy,pge,SUBSTATION,36.92352996,-119.81264627,0.0012637722212799141,True
569,115,Substation,' ',37.22747611,-119.6907452,Coarsegold,pge,SUBSTATION,37.22747102,-119.69073249,0.001259631606794528,True
570,115,Substation,' ',37.05491545,-120.3167429,Dairyland,pge,SUBSTATION,37.05491042,-120.31673009,0.0012669062025989948,True
571,66,Substation,' ',36.88073634,-120.1644258,El Peco,pge,SUBSTATION,36.88073131,-120.16441305,0.001264454922389909,True
