name,owner_raw,owner_std,type,hifld_id,max_voltage_kv,latitude,longitude,county,city,zip_code,source,path,cec_id,status,proposed,urban_rural,imagery_verified,cpuc_substation_name,cpuc_caiso_study_area,cpuc_caiso_local_area,cpuc_owner,cpuc_voltages,cec_resolve_area,nearest_cats_id,nearest_cats_kv,nearest_cats_lat,nearest_cats_lon,cats_dist_km,cats_matched
Santa Barbara,SCE,sce,SUBSTATION,310316.0,66.0,34.42330996,-119.68558628,Santa Barbara County,Santa Barbara,93103.0,CEC,SB,{5D38FE63-CDA8-4651-83EB-28F182368080},Operational,NO,URBAN,UNK,,,,,,SCE Northern,1226,66,34.42331477,-119.6855987,0.001258504686582635,True
Vegas,SCE,sce,SUBSTATION,310186.0,66.0,34.44918128,-119.81585696,Santa Barbara County,Eastern Goleta Valley,93111.0,CEC,,{B19114FA-B511-4B04-BA73-30993259319C},Operational,NO,URBAN,UNK,,,,,,SCE Northern,1227,66,34.44918609,-119.8158694,0.001259845672846648,True
Advanced Micro Devices,Other (PGE - Assumed),pge_assumed,SUBSTATION ASSUMED,,,37.38563605,-122.00950288,Santa Clara County,Sunnyvale,94085.0,CEC,,{369D1776-87A4-4478-AF38-5A76251E0DC2},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1228,115,37.38564099,-122.009516,0.0012827399832450626,True
Britton,PG&E,pge,SUBSTATION,306909.0,115.0,37.37455725,-122.01635278,Santa Clara County,Sunnyvale,94086.0,CEC,,{92F4A83C-4355-4C3E-B0DA-8EAAC50F78CD},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1229,115,37.37456219,-122.0163659,0.0012828947439438405,True
Coyote Pumping,PG&E,pge,SUBSTATION,302234.0,230.0,37.15817063,-121.63747981,Santa Clara County,Morgan Hill,95037.0,CEC,,{761B3BC2-76F7-42FC-96ED-573E6537C7FD},Operational,NO,URBAN,UNK,Coyote,PGE GBA,PGE_GBA,PG&E,230,PGE GBA,1230,115,37.15817557,-121.6374928,0.0012755034757870082,True
Brokaw,SVP,svp,SUBSTATION,308740.0,,37.35618719,-121.9398061,Santa Clara County,Santa Clara,95050.0,CEC,,{282DCEF0-B131-4DA9-BE5A-1DF48B9398D5},Operational,NO,URBAN,UNK,,,,,,PGE GBA,7897,115,37.35615633,-121.9398365,0.004358293676903976,True
Permanente - (Other),Other (PGE - Assumed),pge_assumed,SUBSTATION ASSUMED,,,37.31791153,-122.09330837,Santa Clara County,,95014.0,CEC,,{AF29EAF1-13B4-4902-B235-90FB838249E8},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1233,66,37.31791646,-122.0933215,0.0012840096893030094,True
Signetics,PG&E,pge,SUBSTATION,303084.0,115.0,37.38492928,-122.01296515,Santa Clara County,Sunnyvale,94085.0,CEC,,{DAF69833-237A-4901-95B4-22A5600BF760},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1234,115,37.38493422,-122.0129783,0.0012851456145945314,True
Westinghouse,Other (PGE - Assumed),pge_assumed,SUBSTATION,303229.0,,37.37999507,-122.02213971,Santa Clara County,Sunnyvale,94086.0,CEC,,{35A3EDE5-E3E6-45BC-99E0-9B20F1CB752A},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1235,66,37.38000001,-122.0221528,0.0012804238469432318,True
Wpcp,Other (PGE - Assumed),pge_assumed,SUBSTATION,301085.0,,37.43273106,-121.94194287,Santa Clara County,San Jose,95134.0,CEC,,{4E72C272-E6D7-4782-8474-F55D14D807AF},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1236,115,37.43273601,-121.941956,0.0012833560885931966,True
Lockheed,SCE,sce,SUBSTATION,301491.0,,34.45775905,-118.58046829,Los Angeles County,Santa Clarita,91355.0,CEC,,{F8EE0179-DA3B-4705-B9EC-84F1E7730BFB},Operational,NO,URBAN,UNK,,,,,,SCE Northern,1237,66,34.45776393,-118.5804806,0.0012523113763191643,True
Moffet Field,WAPA,wapa,SUBSTATION,309113.0,115.0,37.4186756,-122.03931467,Santa Clara County,"San Jose, CA",94043.0,CEC,,{4DAEAE0E-4F2E-40C6-AF7F-E504F5875EDA},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1238,115,37.41868054,-122.0393278,0.0012830762851017488,True
Kifer,SVP,svp,SUBSTATION,301982.0,115.0,37.37650869,-121.9508887,Santa Clara County,Santa Clara,95054.0,CEC,,{96656F8D-D739-4F6C-BD06-198455284A8D},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1239,66,37.37651363,-121.9509018,0.0012812706601489175,True
Uranium,SVP,svp,SUBSTATION,308438.0,60.0,37.37099255,-121.97626965,Santa Clara County,Santa Clara,95051.0,CEC,,{0096A5FA-FDE8-4EC6-81C7-D2174333EE45},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1240,66,37.37099749,-121.9762828,0.0012853408186746704,True
Almaden,PG&E,pge,SUBSTATION,304708.0,60.0,37.25995628,-121.88988531,Santa Clara County,San Jose,95118.0,CEC,,{E8408567-7AE3-4C6D-A4CA-A9D36A93B261},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1241,66,37.25996122,-121.8898984,0.0012820941098297795,True
Ames,PG&E,pge,SUBSTATION,301906.0,115.0,37.41762533,-122.06640351,Santa Clara County,Mountain View,94043.0,CEC,,{0C88477C-92FB-4BC3-ACC3-85395C3B3648},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1242,115,37.41763027,-122.0664166,0.0012798994029794245,True
Calero,Other (PGE - Assumed),pge_assumed,SUBSTATION,310095.0,,37.20242633,-121.83294198,Santa Clara County,San Jose,95120.0,CEC,,{4E298C44-BB62-4E75-9AC5-00C675210018},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1243,115,37.20243127,-121.832955,0.0012772932548710102,True
Gish,PG&E,pge,SUBSTATION,300614.0,115.0,37.35410059,-121.91263016,Santa Clara County,San Jose,95110.0,CEC,,{562CA1DB-B27E-41A9-82AF-39AAF67017A1},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1231,115,37.34735123,-121.9219112,1.111873476476268,True
Lsi Jennings,Other (PGE - Assumed),pge_assumed,SUBSTATION,303560.0,,37.33426279,-121.85473845,Santa Clara County,San Jose,95122.0,CEC,,{B790CF67-A095-470E-88C6-935D907AC4BD},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1246,115,37.33426773,-121.8547515,0.0012778666788564666,True
Lawrence,PG&E,pge,SUBSTATION,304425.0,115.0,37.39720119,-122.01031639,Santa Clara County,Sunnyvale,94089.0,CEC,,{49424AE4-5629-463D-B0FB-7A3A5ED9579F},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1228,115,37.38564099,-122.009516,1.2873789750664528,True
Los Altos,PG&E,pge,SUBSTATION,302246.0,60.0,37.39383951,-122.11471187,Santa Clara County,Los Altos,94022.0,CEC,,{D046FD09-5DC5-4078-BA9E-C78DF3D82D36},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1248,66,37.39384445,-122.114725,0.001283423728985923,True
Loyola,PG&E,pge,SUBSTATION,305018.0,60.0,37.36105344,-122.09969526,Santa Clara County,Loyola,94024.0,CEC,,{6D8F8B22-75B2-4542-B4FA-4071C52FC8B4},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1249,66,37.36105838,-122.0997084,0.0012846809964919043,True
Mabury,PG&E,pge,SUBSTATION,306245.0,115.0,37.36081022,-121.86414452,Santa Clara County,San Jose,95133.0,CEC,,{EC18AFA7-B3BE-4B1F-A006-57043E08C1BE},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1250,115,37.36081517,-121.8641576,0.0012803703530768968,True
Markham,PG&E,pge,SUBSTATION ASSUMED,,115.0,37.3362673,-121.87816304,Santa Clara County,San Jose,95112.0,CEC,,{78D215F1-DEBC-4015-AAF2-7632F202B686},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1251,115,37.33627225,-121.8781761,0.0012791152707433385,True
Mc Kee,PG&E,pge,SUBSTATION,307263.0,115.0,37.36624846,-121.84333939,Santa Clara County,San Jose,95127.0,CEC,,{B32F6EF5-E449-4868-907D-F54C9F2CACEA},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1252,115,37.36625341,-121.8433525,0.0012826889457490415,True
Milpitas,PG&E,pge,SUBSTATION,305556.0,115.0,37.41537753,-121.88835951,Santa Clara County,Milpitas,95035.0,CEC,,{93A1F599-D7D2-4371-BA32-52D0FCB7CB71},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1253,115,37.41538249,-121.8883726,0.0012808867361929844,True
Montague - (PG&E),PG&E,pge,SUBSTATION,305562.0,115.0,37.40332775,-121.90597735,Santa Clara County,San Jose,95131.0,CEC,,{FC69BB44-C9D0-4C22-9B76-2A305223012A},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1254,115,37.4033327,-121.9059904,0.0012773869394622182,True
Monta Vista (Upper),PG&E,pge,SUBSTATION,305804.0,230.0,37.32640273,-122.07541299,Santa Clara County,Cupertino,95014.0,CEC,,{9C7BD7DD-09B0-47A2-B0E9-EEF57588356D},Operational,NO,URBAN,UNK,,,,,,PGE GBA,8721,230,37.32640152,-122.0753827,0.00268166629757331,True
Senter,PG&E,pge,SUBSTATION ASSUMED,,115.0,37.30049053,-121.8447369,Santa Clara County,San Jose,95111.0,CEC,,{CD9814B2-3E96-4D5F-B449-85EBF36A0928},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1260,115,37.304004,-121.867716,2.0697077595167284,False
Stelling,PG&E,pge,SUBSTATION,307515.0,115.0,37.33599008,-122.0431639,Santa Clara County,Cupertino,95014.0,CEC,,{332320F7-9127-441B-916C-B08346CB2C03},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1259,115,37.33599502,-122.043177,0.0012818353784142696,True
Wolfe,PG&E,pge,SUBSTATION,310121.0,115.0,37.3344314,-122.0205933,Santa Clara County,Cupertino,95014.0,CEC,,{1B82DFE1-84C9-4F0F-AA33-6A5240C979D0},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1264,115,37.33443633,-122.0206064,0.0012813809934634247,True
Lone Star,Other (PGE - Assumed),pge_assumed,SUBSTATION,301775.0,60.0,37.01727633,-122.19966883,Santa Cruz County,Davenport,95017.0,CEC,,{D535C44E-EDBE-45DB-856F-FDE75909CE21},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1265,66,37.01728123,-122.1996819,0.0012819564067339418,True
Big Basin,PG&E,pge,SUBSTATION,310388.0,60.0,37.13088311,-122.17213158,Santa Cruz County,,95017.0,CEC,,{9CBC58CD-C66C-47F9-90CC-E5349A8FE586},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1266,66,37.13088801,-122.1721447,0.0012843967121647219,True
Burns,PG&E,pge,SUBSTATION,300717.0,60.0,37.09532709,-122.14427417,Santa Cruz County,Bonny Doon,95060.0,CEC,,{6EE6E8A3-8CE7-431C-B689-F9A849F05AC6},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1267,66,37.095332,-122.1442873,0.0012861663280585246,True
Camp Evers,PG&E,pge,SUBSTATION,310175.0,115.0,37.04188344,-122.02512354,Santa Cruz County,Scotts Valley,95066.0,CEC,,{E8310B14-2C52-4F6A-AD75-2AB49E7424CF},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1268,115,37.04188835,-122.0251366,0.001281286288219343,True
Crusher,PG&E,pge,SUBSTATION,303484.0,60.0,37.02569254,-122.15478776,Santa Cruz County,,95060.0,CEC,,{1785D0D5-4072-4A7A-AE4C-93D0B661FED1},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1269,66,37.02569744,-122.1548009,0.0012874676437812473,True
Erta,PG&E,pge,SUBSTATION,300680.0,60.0,36.93037681,-121.76422718,Santa Cruz County,,95076.0,CEC,,{652FF749-FBAA-4FF9-B8D3-8CC294A94C59},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1270,66,36.93038173,-121.7642402,0.0012800830977303022,True
Point Moretti,PG&E,pge,SUBSTATION,306055.0,60.0,37.03106358,-122.18816022,Santa Cruz County,,95017.0,CEC,,{724DD22E-5A2D-41D8-B644-C26532F10387},Operational,NO,RURAL,UNK,,,,,,PGE GBA,1271,66,37.03106848,-122.1881733,0.0012825693364344867,True
Rob Roy,PG&E,pge,SUBSTATION,301563.0,115.0,36.97922218,-121.8672366,Santa Cruz County,Aptos,95003.0,CEC,,{38D62AFA-168A-4AB0-911D-2D7639FD881A},Operational,NO,URBAN,UNK,,,,,,PGE GBA,1272,115,36.9792271,-121.8672496,0.001277806579900938,True
Signal,WAPA,wapa,SUBSTATION,307669.0,,40.42878227,-122.27861499,Shasta County,,96007.0,CEC,,{C4E914DB-DC03-40D8-AD21-669448A78EAF},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1285,115,40.4343679,-122.267923,1.0975964031062082,True
Simpson Paper (Shasta),Other (PGE - Assumed),pge_assumed,SUBSTATION,300122.0,,40.43272159,-122.26901611,Shasta County,,96007.0,CEC,,{429A3A6E-5A44-4CF4-8FA7-C002734D9C1E},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1285,115,40.4343679,-122.267923,0.20511202233038558,True
Ultra Power - 96013,Other (PGE - Assumed),pge_assumed,SUBSTATION,308268.0,60.0,40.9097185,-121.64085347,Shasta County,,96013.0,CEC,,{A29DEA7F-DF05-463A-99B5-C66662F74383},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1273,66,40.90972376,-121.640867,0.001278607239175006,True
College View,Other (PGE - Assumed),pge_assumed,SUBSTATION,303040.0,115.0,40.61848092,-122.32369995,Shasta County,Redding,96003.0,CEC,,{6D7BDD66-4F4C-421D-BAF6-14526AF5161F},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1274,115,40.61848609,-122.3237135,0.0012800265466940885,True
East Redding,Other (PGE - Assumed),pge_assumed,SUBSTATION,304518.0,115.0,40.57001126,-122.31417994,Shasta County,Redding,96003.0,CEC,,{6352D87B-E3D6-4B6A-9945-3088C4B52C46},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1275,115,40.57001643,-122.3141935,0.0012815224673982414,True
Eureka Way,Other (PGE - Assumed),pge_assumed,SUBSTATION,310168.0,115.0,40.58389825,-122.43775362,Shasta County,Redding,96001.0,CEC,H13,{E0BBEB9E-80B5-4A72-B102-CE73754F6688},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1276,115,40.58390341,-122.4377672,0.001282321735457879,True
Sulphur Creek,Other (PGE - Assumed),pge_assumed,SUBSTATION,306812.0,,40.60184184,-122.38269434,Shasta County,Redding,96003.0,CEC,,{63301FAA-E4B3-4F5B-BF19-4B8616B886F8},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1277,115,40.60184701,-122.3827079,0.0012810354286727807,True
Anderson,PG&E,pge,SUBSTATION,303126.0,60.0,40.44972895,-122.30503235,Shasta County,Anderson,96007.0,CEC,,{31425D7C-6FD4-4407-B699-4675E4E107CF},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1278,66,40.44973412,-122.3050459,0.0012826039930476224,True
Antler,PG&E,pge,SUBSTATION,300482.0,,40.89453194,-122.38070833,Shasta County,Lakehead,96051.0,CEC,25,{E87C6D2A-1B80-4CA3-B095-51C57F700111},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1279,66,40.89453713,-122.380722,0.0012858030956821051,True
Benton,PG&E,pge,SUBSTATION,301267.0,115.0,40.56241358,-122.39534077,Shasta County,Redding,96001.0,CEC,,{C450410D-6D79-4909-A48B-C6B945D4B3C5},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1280,115,40.56241874,-122.3953543,0.0012788749254466652,True
Burney,PG&E,pge,SUBSTATION,303108.0,,40.88792673,-121.67117381,Shasta County,Burney,96013.0,CEC,,{A7051D2F-920A-4401-97DE-A6699C4D2A7B},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1273,66,40.90972376,-121.640867,3.5160866675078375,False
Cascade,PG&E,pge,SUBSTATION,304988.0,115.0,40.65219256,-122.33418755,Shasta County,,96003.0,CEC,25,{C59BBAB8-ABF1-4CA6-A239-A1D700E33AB4},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,8763,66,40.65224465,-122.3341835,0.005802211845228441,True
Deschutes,PG&E,pge,SUBSTATION,307510.0,60.0,40.55534765,-122.23979123,Shasta County,Palo Cedro,96073.0,CEC,,{2E7B339D-B4BA-4ED3-B4B4-FC9ACCE2F258},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1281,66,40.55535283,-122.2398048,0.0012830007061159657,True
French Gulch,PG&E,pge,SUBSTATION,306145.0,60.0,40.6868943,-122.64112433,Shasta County,French Gulch,96033.0,CEC,,{1C0B99EC-86C3-4640-B410-065E5431B605},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1282,66,40.68689945,-122.641138,0.001287034833608852,True
Girvan,PG&E,pge,SUBSTATION,301818.0,,40.51332221,-122.37876091,Shasta County,Redding,96001.0,CEC,,{AE878DEA-1C63-41FE-8827-AAF66528660A},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1283,66,40.51332737,-122.3787745,0.0012841594786102294,True
Mc Arthur,PG&E,pge,SUBSTATION,309119.0,69.0,41.05123372,-121.40824747,Shasta County,,96028.0,CEC,,{AD4EB62C-1277-4C66-921A-9E15B08C1007},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1284,66,41.051239,-121.408261,0.001277461299496707,True
Panorama,PG&E,pge,SUBSTATION,308474.0,115.0,40.43436274,-122.26790944,Shasta County,"Redding, CA",96007.0,CEC,,{5BDCE4BE-AD1E-4B4E-B812-D9A66416F8C7},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1285,115,40.4343679,-122.267923,0.0012830973719092636,True
Rising River,PG&E,pge,SUBSTATION,302834.0,60.0,40.92900085,-121.54437329,Shasta County,Cassel,96016.0,CEC,,{379E5AE2-5276-46D3-A4BF-9408A7C7EB4B},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1286,66,40.92900611,-121.5443868,0.0012768185616111552,True
Stillwater - (PG&E),PG&E,pge,SUBSTATION,300712.0,60.0,40.67775832,-122.3497616,Shasta County,Shasta Lake,96019.0,CEC,,{0C266135-4840-48F8-9E56-C37AAFA088B7},Operational,NO,URBAN,UNK,,,,,,PGE NGBA,1287,66,40.67776349,-122.3497752,0.0012828873816094944,True
Whitmore,PG&E,pge,SUBSTATION,303330.0,60.0,40.62902865,-121.91580456,Shasta County,Whitmore,96096.0,CEC,,{CBB367CB-23E2-462D-B90C-E97CEE714CF1},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1288,66,40.62903386,-121.9158181,0.0012811164255685963,True
Castella,PCORP,pacificorp,SUBSTATION,301310.0,,41.14610581,-122.31962644,Shasta County,Castella,96017.0,CEC,,{6D70F826-4334-49B3-B076-B4DBD64D207A},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1289,66,41.14611102,-122.3196401,0.001282145857706854,True
Crag View,PCORP,pacificorp,SUBSTATION,205362.0,115.0,41.18483909,-122.28593006,Shasta County,Castella,96025.0,CEC,25,{A83530ED-435F-482D-9B8D-7A42B1A06E80},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,8104,66,41.18487088,-122.2859514,0.0039603750888393624,True
Dog Creek,PCORP,pacificorp,SUBSTATION,301995.0,115.0,40.94012782,-122.43099432,Shasta County,,96051.0,CEC,25,{CC2F0599-9908-4127-A842-0EB0123FBC72},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,8771,66,40.94012133,-122.4309918,0.0007520573588632492,True
Nutglade,PCORP,pacificorp,SUBSTATION,308694.0,,41.17823279,-122.29072156,Shasta County,Castella,96025.0,CEC,,{977809A2-529C-483D-9E5F-B7ADA8D08AFD},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1290,66,41.17823801,-122.2907352,0.0012806565157017543,True
Shotgun Creek,PCORP,pacificorp,SUBSTATION,302839.0,,41.05394562,-122.38184296,Shasta County,,96017.0,CEC,25,{993B4D2E-99E2-4F15-82B2-13F4E608DA5B},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1291,66,41.05395082,-122.3818566,0.001281580515157299,True
Slate Creek,Other (PGE - Assumed),pge_assumed,SUBSTATION,305877.0,,40.97714998,-122.45636648,Shasta County,,96051.0,CEC,,{8575BB0E-3268-46FA-BE8D-755A5CEAC817},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1292,66,40.97715517,-122.4563801,0.0012807713332487682,True
California,Other (PGE - Assumed),pge_assumed,SUBSTATION,309299.0,,39.52122583,-120.00866689,Sierra County,Verdi,89439.0,CEC,,{1E7C0A5C-3AF7-436B-A069-4DE87E8A730E},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1293,115,39.52123111,-120.0086799,0.001260947825344317,True
Sierraville,Other (PGE - Assumed),pge_assumed,SUBSTATION,307385.0,60.0,39.59350399,-120.38112715,Sierra County,,96126.0,CEC,,{6BDDE53A-0486-4B25-946A-B5A92B96776A},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1294,66,39.59350924,-120.3811403,0.0012690075518798562,True
Loyalton,Other (PGE - Assumed),pge_assumed,SUBSTATION,309393.0,60.0,39.6680613,-120.2429719,Sierra County,,96118.0,CEC,,{C4A4C0A0-5B2D-42C3-9F3B-593A4860153A},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,2331,66,39.67078544,-120.2479684,0.5240657467306773,True
Sierra Brooks,Other (PGE - Assumed),pge_assumed,SUBSTATION,310073.0,60.0,39.64613235,-120.21790488,Sierra County,Sierra Brooks,96118.0,CEC,,{5DBBA28B-9674-4C7D-AEB4-A65430FDB09A},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1295,66,39.64613762,-120.217918,0.001266994415882397,True
Stampede Dam,Other (PGE - Assumed),pge_assumed,SUBSTATION,304052.0,60.0,39.47039266,-120.1046891,Sierra County,,,CEC,,{EF8403CA-3281-45F8-9527-A48C659E4D27},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1296,66,39.47039793,-120.1047022,0.0012679990909544871,True
Alleghany,PG&E,pge,SUBSTATION,309313.0,60.0,39.46547635,-120.84478776,Sierra County,Alleghany,95910.0,CEC,,{B29E3269-B261-4DAB-BE38-2D21C6BF12B2},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1297,66,39.46548156,-120.8448009,0.0012680537371464722,True
Pike City,PG&E,pge,SUBSTATION,307452.0,60.0,39.43810092,-120.99608554,Sierra County,Pike,95960.0,CEC,,{2A753511-809C-4F5F-BBD5-93B6AB2C6BE4},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1297,66,39.46548156,-120.8448009,13.341372702406746,False
International Paper,PCORP,pacificorp,SUBSTATION,205367.0,69.0,41.43205167,-122.3832077,Siskiyou County,,96094.0,CEC,,{D97F6D0E-315C-41A8-BFA5-5BFF6DBEBF35},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1298,66,41.4320569,-122.3832214,0.0012816661925909398,True
Lake Siskiyou,Other (PGE - Assumed),pge_assumed,SUBSTATION,205364.0,69.0,41.28039745,-122.32837541,Siskiyou County,,96067.0,CEC,,{636498BD-7B67-4E47-A5D9-138835BD0043},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1299,66,41.28040267,-122.3283891,0.001282792449256614,True
Ager,PCORP,pacificorp,SUBSTATION,203325.0,115.0,41.86750995,-122.46410877,Siskiyou County,,96044.0,CEC,,{F92BE8EE-FDDD-4ACB-9346-ED3920B145EE},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,8001,66,41.86754757,-122.4641555,0.0056984116175761,True
Big Springs,PCORP,pacificorp,SUBSTATION,201765.0,69.0,41.61675678,-122.39929259,Siskiyou County,,96064.0,CEC,,{BD9A6208-17D7-46F0-9569-A1A58F10A2A3},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1300,66,41.61676202,-122.3993063,0.0012800120407310018,True
Dorris,PCORP,pacificorp,SUBSTATION,203344.0,69.0,41.96683591,-121.91356247,Siskiyou County,Dorris,96023.0,CEC,,{DF6DD230-63C1-4BD2-A338-BFB74B94CFA6},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1724,66,41.97986964,-122.3359387,34.947250445756715,False
Fort Jones,PCORP,pacificorp,SUBSTATION,203317.0,69.0,41.60541423,-122.85013651,Siskiyou County,Fort Jones,96032.0,CEC,,{910B7FBB-135A-4931-8ADD-F5506930C7BA},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1301,66,41.60541943,-122.8501503,0.0012841078304584959,True
Greenhorn - (PCORP),PCORP,pacificorp,SUBSTATION,203319.0,69.0,41.71129852,-122.64899091,Siskiyou County,Yreka,96097.0,CEC,,{8F3E6F5C-9341-4822-8846-79240090AAC5},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1302,66,41.71130374,-122.6490047,0.001283430559453992,True
Hamburg,PCORP,pacificorp,SUBSTATION,203313.0,69.0,41.78021098,-123.0712081,Siskiyou County,,96085.0,CEC,,{4C4E52C1-161C-43F2-A3BC-DBDF186725C4},Operational,NO,RURAL,NO,,,,,,PGE NGBA,1303,66,41.78021618,-123.071222,0.0012894765119027464,True
Happy Camp,PCORP,pacificorp,SUBSTATION,203309.0,69.0,41.80353658,-123.37253706,Siskiyou County,Happy Camp,96039.0,CEC,,{E130C7CB-0AD9-42FE-8B1F-0F9F9D4BF0D7},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1304,66,41.80354175,-123.372551,0.0012905764958445682,True
Hart,PCORP,pacificorp,SUBSTATION,203328.0,115.0,41.71161992,-122.36015744,Siskiyou County,,96064.0,CEC,25,{87654846-FA6E-4C0F-B375-D65F8D20F540},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1305,115,41.71162517,-122.3601712,0.0012827196719745787,True
Hornbrook,PCORP,pacificorp,SUBSTATION,203338.0,,41.8979855,-122.53994865,Siskiyou County,,96044.0,CEC,,{CE5B7EF0-1AC5-49F5-BEE2-41CC25D097E3},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1306,66,41.89799074,-122.5399625,0.0012858956491153945,True
Little Shasta,PCORP,pacificorp,SUBSTATION,203336.0,69.0,41.70173588,-122.36964615,Siskiyou County,,96064.0,CEC,25,{EDA75AB6-358E-46C7-8AAE-2C002EE16F87},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1307,66,41.70174113,-122.3696599,0.0012821368326108638,True
Macdoel,PCORP,pacificorp,SUBSTATION,203343.0,69.0,41.83177135,-122.00472359,Siskiyou County,,96023.0,CEC,,{16A16071-65B5-4CD1-84DB-D0742AE8D682},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1724,66,41.97986964,-122.3359387,31.976519092637453,False
Mccloud,PCORP,pacificorp,SUBSTATION,205355.0,69.0,41.26632347,-122.12598338,Siskiyou County,McCloud,96057.0,CEC,,{86409F88-0F6A-4237-961E-319004A6BD67},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1308,66,41.2663287,-122.125997,0.001278303006207821,True
Montague - (PCORP),PCORP,pacificorp,SUBSTATION,203326.0,,41.72703587,-122.53640784,Siskiyou County,Montague,96064.0,CEC,,{218FDCEE-A3F0-4F3D-8A0A-64A6482E7C82},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1309,66,41.72704111,-122.5364216,0.001281969964983077,True
Mott,PCORP,pacificorp,SUBSTATION,205357.0,69.0,41.26270765,-122.27041589,Siskiyou County,Dunsmuir,96067.0,CEC,,{0FE4B5AD-E2AB-4947-B9F2-EA9674F3E11B},Operational,NO,RURAL,UNK,,,,,,PGE NGBA,1310,66,41.26271288,-122.2704296,0.0012850628263032988,True
