loads_name,sub_id,loads_lat,loads_lon,loads_norm,attrs_name,attrs_lat,attrs_lon,attrs_norm,loads_in_basin,attrs_in_basin,names_agree,loads_attrs_dist_km
INDUSTRIAL ACRES,18230,36.664142645204045,-121.62883846892647,industrial acres,INDUSTRIAL ACRES,36.664142645204045,-121.62883846892647,industrial acres,True,True,True,0.0
LAS PULGAS,2412,37.46317528473907,-122.22801351794423,las pulgas,LAS PULGAS,37.46317528473907,-122.22801351794423,las pulgas,True,True,True,0.0
MARYSVILLE,15201,39.14000454607997,-121.5836129617673,marysville,MARYSVILLE,39.14000454607997,-121.5836129617673,marysville,True,True,True,0.0
MEADOW LANE,1430,37.96346551773498,-122.05211023752588,meadow lane,MEADOW LANE,37.96346551773498,-122.05211023752588,meadow lane,True,True,True,0.0
ANNAPOLIS,4286,38.679837362204594,-123.3107420981408,annapolis,ANNAPOLIS,38.679837362204594,-123.3107420981408,annapolis,True,True,True,0.0
SHAFTER,25365,35.513906883314405,-119.31779636005952,shafter,SHAFTER,35.513906883314405,-119.31779636005952,shafter,True,True,True,0.0
GRASS VALLEY,15203,39.20922183386184,-121.06131819310708,grass valley,GRASS VALLEY,39.20922183386184,-121.06131819310708,grass valley,True,True,True,0.0
CALISTOGA,4271,38.59257954214048,-122.57827051121993,calistoga,CALISTOGA,38.59257954214048,-122.57827051121993,calistoga,True,True,True,0.0
RINCON,4332,38.49018866904616,-122.66602642884762,rincon,RINCON,38.49018866904616,-122.66602642884762,rincon,True,True,True,0.0
BUELLTON,18304,34.62516166893696,-120.18655523536748,buellton,BUELLTON,34.62516166893696,-120.18655523536748,buellton,True,True,True,0.0
EAST MARYSVILLE,15233,39.16342235495069,-121.56120836057298,east marysville,EAST MARYSVILLE,39.16342235495069,-121.56120836057298,east marysville,True,True,True,0.0
RESERVE OIL,25418,36.27603890498239,-119.65340386371432,reserve oil,RESERVE OIL,36.27603890498239,-119.65340386371432,reserve oil,True,True,True,0.0
BELLEVUE,4318,38.37873966235465,-122.7127531517697,bellevue,BELLEVUE,38.37873966235465,-122.7127531517697,bellevue,True,True,True,0.0
COLUMBUS,25395,35.39851810200948,-118.93981268255826,columbus,COLUMBUS,35.39851810200948,-118.93981268255826,columbus,True,True,True,0.0
FIREBAUGH,25347,36.85079413120268,-120.4658435279364,firebaugh,FIREBAUGH,36.85079413120268,-120.4658435279364,firebaugh,True,True,True,0.0
BOGUE,15378,39.096194366463855,-121.6233825471538,bogue,BOGUE,39.096194366463855,-121.6233825471538,bogue,True,True,True,0.0
VALLEJO B,4245,38.10678437817224,-122.24125992296035,vallejo b,VALLEJO B,38.10678437817224,-122.24125992296035,vallejo b,True,True,True,0.0
MAPLE CREEK,19210,40.76836583499929,-123.87400272507614,maple creek,MAPLE CREEK,40.76836583499929,-123.87400272507614,maple creek,True,True,True,0.0
PIT NO 1,10372,40.990515571941216,-121.49747687310516,pit no 1,PIT NO 1,40.990515571941216,-121.49747687310516,pit no 1,False,False,True,0.0
WILLOW CREEK,19217,40.94802778714024,-123.64012366855172,willow creek,WILLOW CREEK,40.94802778714024,-123.64012366855172,willow creek,True,True,True,0.0
BERKELEY T,1266,37.86457393824122,-122.25905444052576,berkeley t,BERKELEY T,37.86457393824122,-122.25905444052576,berkeley t,False,False,True,0.0
DOS PALOS,25404,36.97511066443014,-120.63479080838368,dos palos,DOS PALOS,36.97511066443014,-120.63479080838368,dos palos,True,True,True,0.0
OAKLAND X,1254,37.80525464784044,-122.23148010243337,oakland x,OAKLAND X,37.80525464784044,-122.23148010243337,oakland x,True,True,True,0.0
BARTON,25357,36.764127437715366,-119.73480480396712,barton,BARTON,36.764127437715366,-119.73480480396712,barton,True,True,True,0.0
SOQUEL,8330,36.986659979326745,-121.95052120875124,soquel,SOQUEL,36.986659979326745,-121.95052120875124,soquel,True,True,True,0.0
HICKS,8343,37.233642133115225,-121.9012169860993,hicks,HICKS,37.233642133115225,-121.9012169860993,hicks,True,True,True,0.0
HIGHLANDS,4336,38.93697153956946,-122.60907443594864,highlands,HIGHLANDS,38.93697153956946,-122.60907443594864,highlands,True,True,True,0.0
SAN ARDO,18219,36.073430288905165,-120.93646564476516,san ardo,SAN ARDO,36.073430288905165,-120.93646564476516,san ardo,True,True,True,0.0
WOODSIDE,2425,37.437220837862704,-122.24226770027914,woodside,WOODSIDE,37.437220837862704,-122.24226770027914,woodside,True,True,True,0.0
NORTH TOWER,4204,38.066339734584254,-122.19598269824904,north tower,NORTH TOWER,38.066339734584254,-122.19598269824904,north tower,True,True,True,0.0
TRES VIAS,10325,39.48664776643268,-121.68751739757202,tres vias,TRES VIAS,39.48664776643268,-121.68751739757202,tres vias,True,True,True,0.0
TRINIDAD,19223,41.06502580500504,-124.12827879249215,trinidad,TRINIDAD,41.06502580500504,-124.12827879249215,trinidad,True,True,True,0.0
OILFIELDS,18239,35.956083731993004,-120.85149439691293,oilfields,OILFIELDS,35.956083731993004,-120.85149439691293,oilfields,False,False,True,0.0
SAN JUSTO,18318,36.85649197045642,-121.51264396321426,san justo,SAN JUSTO,36.85649197045642,-121.51264396321426,san justo,True,True,True,0.0
ROCKLIN,15206,38.7878362079499,-121.2316984669296,rocklin,ROCKLIN,38.7878362079499,-121.2316984669296,rocklin,True,True,True,0.0
OROSI,25284,36.54494016402164,-119.2512498016316,orosi,OROSI,36.54494016402164,-119.2512498016316,orosi,True,True,True,0.0
SMARTVILLE,15379,39.20859431679137,-121.30260526619712,smartville,SMARTVILLE,39.20859431679137,-121.30260526619712,smartville,False,False,True,0.0
CURTIS,16335,37.97431175393948,-120.31978089327473,curtis,CURTIS,37.97431175393948,-120.31978089327473,curtis,True,True,True,0.0
NOVATO,4221,38.10854640016638,-122.56790709808408,novato,NOVATO,38.10854640016638,-122.56790709808408,novato,True,True,True,0.0
COLUSA JUNCTION,6207,39.19056773290833,-121.99053805724722,colusa junction,COLUSA JUNCTION,39.19056773290833,-121.99053805724722,colusa junction,True,True,True,0.0
CATLETT,15376,38.80879690086217,-121.5164995196137,catlett,CATLETT,38.80879690086217,-121.5164995196137,catlett,True,True,True,0.0
GRAYS FLAT,10253,40.0221483161838,-121.063733200033,grays flat,GRAYS FLAT,40.0221483161838,-121.063733200033,grays flat,True,True,True,0.0
BALCH NO 1,25250,36.90832240674941,-119.08622824128604,balch no 1,BALCH NO 1,36.90832240674941,-119.08622824128604,balch no 1,False,False,True,0.0
OAKLAND I,1208,37.74773573727129,-122.17432143246587,oakland i,OAKLAND I,37.74773573727129,-122.17432143246587,oakland i,True,True,True,0.0
DIVIDE,18257,34.8291272881148,-120.44860259638226,divide,DIVIDE,34.8291272881148,-120.44860259638226,divide,True,True,True,0.0
MIRA VISTA,1233,37.938513118125606,-122.3247799791383,mira vista,MIRA VISTA,37.938513118125606,-122.3247799791383,mira vista,True,True,True,0.0
FAIRMOUNT,1265,37.90189965591967,-122.29689529328267,fairmount,FAIRMOUNT,37.90189965591967,-122.29689529328267,fairmount,False,False,True,0.0
PARKWAY,4205,38.13810009221848,-122.20945720439109,parkway,PARKWAY,38.13810009221848,-122.20945720439109,parkway,True,True,True,0.0
WALDO,1335,37.909212124547615,-122.3064730075285,waldo,WALDO,37.909212124547615,-122.3064730075285,waldo,True,True,True,0.0
LAMMERS,16277,37.71280029392499,-121.47875326631689,lammers,LAMMERS,37.71280029392499,-121.47875326631689,lammers,True,True,True,0.0
CRESCENT MILLS,10313,40.093925518711536,-120.91070330230104,crescent mills,CRESCENT MILLS,40.093925518711536,-120.91070330230104,crescent mills,False,False,True,0.0
SAN RAFAEL,4201,37.97034817117299,-122.5268270651713,san rafael,SAN RAFAEL,37.97034817117299,-122.5268270651713,san rafael,True,True,True,0.0
NORCO,25469,35.28554247160178,-119.30890079948529,norco,NORCO,35.28554247160178,-119.30890079948529,norco,True,True,True,0.0
VALLEY VIEW,1434,37.96628771253263,-122.27912095478516,valley view,VALLEY VIEW,37.96628771253263,-122.27912095478516,valley view,True,True,True,0.0
KETTLEMAN HILLS,25273,36.043228470347096,-120.11027046537308,kettleman hills,KETTLEMAN HILLS,36.043228470347096,-120.11027046537308,kettleman hills,True,True,True,0.0
LUCERNE,4335,39.11048704064002,-122.81284365571706,lucerne,LUCERNE,39.11048704064002,-122.81284365571706,lucerne,True,True,True,0.0
OAKLAND J,1209,37.76329902345095,-122.21419146834046,oakland j,OAKLAND J,37.76329902345095,-122.21419146834046,oakland j,True,True,True,0.0
SALMON CREEK,4316,38.343512395969725,-123.04470594130596,salmon creek,SALMON CREEK,38.343512395969725,-123.04470594130596,salmon creek,True,True,True,0.0
MORMON,16321,37.96829976020206,-121.18544225637552,mormon,MORMON,37.96829976020206,-121.18544225637552,mormon,True,True,True,0.0
MILLBRAE,2269,37.6054239917948,-122.39200798842708,millbrae,MILLBRAE,37.6054239917948,-122.39200798842708,millbrae,True,True,True,0.0
EAST QUINCY,10255,39.93825707055911,-120.91057480535616,east quincy,EAST QUINCY,39.93825707055911,-120.91057480535616,east quincy,True,True,True,0.0
HARRIS,19243,40.781372534153576,-124.1319638474449,harris,HARRIS,40.781372534153576,-124.1319638474449,harris,True,True,True,0.0
SANTA ROSA A,4215,38.43690591996298,-122.71335000873452,santa rosa a,SANTA ROSA A,38.43690591996298,-122.71335000873452,santa rosa a,True,True,True,0.0
STELLING,8348,37.33589708085293,-122.04301499076,stelling,STELLING,37.33589708085293,-122.04301499076,stelling,True,True,True,0.0
HAYWARD O,1224,37.68617570872579,-122.10256842334825,hayward o,HAYWARD O,37.68617570872579,-122.10256842334825,hayward o,True,True,True,0.0
BIG MEADOWS,10281,40.17150258367834,-121.08392810254136,big meadows,BIG MEADOWS,40.17150258367834,-121.08392810254136,big meadows,True,True,True,0.0
WHISMAN,8363,37.40496417559913,-122.0690328952126,whisman,WHISMAN,37.40496417559913,-122.0690328952126,whisman,True,True,True,0.0
SF H (MARTIN),2210,37.70424294017619,-122.40919513249818,sf h martin,SF H (MARTIN),37.70424294017619,-122.40919513249818,sf h martin,False,False,True,0.0
HORSESHOE,15257,38.74422432366909,-121.16136710564363,horseshoe,HORSESHOE,38.74422432366909,-121.16136710564363,horseshoe,True,True,True,0.0
FORT ROSS,4285,38.539950114554514,-123.22321445936709,fort ross,FORT ROSS,38.539950114554514,-123.22321445936709,fort ross,True,True,True,0.0
YOSEMITE,2249,37.72932287844001,-122.39705250965748,yosemite,YOSEMITE,37.72932287844001,-122.39705250965748,yosemite,False,False,True,0.0
WEST SACRAMENTO,6313,38.58949498136971,-121.54527027674682,west sacramento,WEST SACRAMENTO,38.58949498136971,-121.54527027674682,west sacramento,True,True,True,0.0
TIVY VALLEY,25294,36.770688020428544,-119.39266766293925,tivy valley,TIVY VALLEY,36.770688020428544,-119.39266766293925,tivy valley,True,True,True,0.0
SHEPHERD,25206,36.87266718173742,-119.69451127750511,shepherd,SHEPHERD,36.87266718173742,-119.69451127750511,shepherd,False,False,True,0.0
CORONA,4349,38.26512802531959,-122.6571608149265,corona,CORONA,38.26512802531959,-122.6571608149265,corona,True,True,True,0.0
PACIFIC GROVE,18244,36.61716803226243,-121.9191911959669,pacific grove,PACIFIC GROVE,36.61716803226243,-121.9191911959669,pacific grove,True,True,True,0.0
GILL,1355,37.98700838558783,-122.04030298525278,gill,GILL,37.98700838558783,-122.04030298525278,gill,True,True,True,0.0
CAROLANDS,2406,37.552816739650304,-122.3759674032582,carolands,CAROLANDS,37.552816739650304,-122.3759674032582,carolands,True,True,True,0.0
CAMP EVERS,8362,37.04175134982072,-122.02549688702273,camp evers,CAMP EVERS,37.04175134982072,-122.02549688702273,camp evers,True,True,True,0.0
GLENN,10260,39.77771129658629,-122.14217762044808,glenn,GLENN,39.77771129658629,-122.14217762044808,glenn,True,True,True,0.0
SF P (HUNTERS POINT),2233,37.737055022315424,-122.37748705304148,sf p hunters point,SF P (HUNTERS POINT),37.737055022315424,-122.37748705304148,sf p hunters point,False,False,True,0.0
SILVER,2267,37.7292092119054,-122.41440058169415,silver,SILVER,37.7292092119054,-122.41440058169415,silver,False,False,True,0.0
MONTICELLO,4305,38.50914491487987,-122.21449434653393,monticello,MONTICELLO,38.50914491487987,-122.21449434653393,monticello,True,True,True,0.0
RANCHERS COTTON,25480,36.70069654914869,-119.7539900369112,ranchers cotton,RANCHERS COTTON,36.70069654914869,-119.7539900369112,ranchers cotton,True,True,True,0.0
LAYTONVILLE,4268,39.68493707127593,-123.47704802021951,laytonville,LAYTONVILLE,39.68493707127593,-123.47704802021951,laytonville,True,True,True,0.0
RUSSELL,1331,37.85452448999599,-122.27989615948655,russell,RUSSELL,37.85452448999599,-122.27989615948655,russell,False,False,True,0.0
HOOPA,19240,41.0562197839853,-123.6821751759544,hoopa,HOOPA,41.0562197839853,-123.6821751759544,hoopa,True,True,True,0.0
MADERA,25276,36.92328166223725,-120.05507066657292,madera,MADERA,36.92328166223725,-120.05507066657292,madera,False,False,True,0.0
HOLLISTER,18249,36.86291061228925,-121.4059655595244,hollister,HOLLISTER,36.86291061228925,-121.4059655595244,hollister,True,True,True,0.0
PENNGROVE,4347,38.31542240187963,-122.68088467235825,penngrove,PENNGROVE,38.31542240187963,-122.68088467235825,penngrove,True,True,True,0.0
ARVIN,25380,35.14989859396815,-118.87875605697371,arvin,ARVIN,35.14989859396815,-118.87875605697371,arvin,True,True,True,0.0
FORT BRAGG A,4276,39.4353215496146,-123.79944585942631,fort bragg a,FORT BRAGG A,39.4353215496146,-123.79944585942631,fort bragg a,False,False,True,0.0
COTTLE,16371,37.772814224827606,-120.826244610004,cottle,COTTLE,37.772814224827606,-120.826244610004,cottle,True,True,True,0.0
OCEAN,2258,37.72329584444796,-122.45488992150584,ocean,OCEAN,37.72329584444796,-122.45488992150584,ocean,False,False,True,0.0
6TH AVENUE,2253,37.78165946851242,-122.4647973814628,6th avenue,6TH AVENUE,37.78165946851242,-122.4647973814628,6th avenue,False,False,True,0.0
VIEJO,18285,36.578607210500685,-121.90842396908974,viejo,VIEJO,36.578607210500685,-121.90842396908974,viejo,True,True,True,0.0
SAN BRUNO,2270,37.62096289057508,-122.42531311330475,san bruno,SAN BRUNO,37.62096289057508,-122.42531311330475,san bruno,True,True,True,0.0
OCEANO,18260,35.10171002130732,-120.58099919103158,oceano,OCEANO,35.10171002130732,-120.58099919103158,oceano,True,True,True,0.0
CUYAMA,25314,34.927616278599906,-119.62029680803812,cuyama,CUYAMA,34.927616278599906,-119.62029680803812,cuyama,True,True,True,0.0
HALF MOON BAY,2410,37.46904870806549,-122.4294538339823,half moon bay,HALF MOON BAY,37.46904870806549,-122.4294538339823,half moon bay,False,False,True,0.0
PALO SECO,1318,37.81955732296677,-122.20690655429549,palo seco,PALO SECO,37.81955732296677,-122.20690655429549,palo seco,True,True,True,0.0
LOYOLA,8216,37.36101855697285,-122.09928092012728,loyola,LOYOLA,37.36101855697285,-122.09928092012728,loyola,True,True,True,0.0
MENDOCINO,4295,39.25063932695956,-123.19762575124754,mendocino,MENDOCINO,39.25063932695956,-123.19762575124754,mendocino,True,True,True,0.0
EMERALD LAKE,2408,37.46149299207372,-122.2772794279851,emerald lake,EMERALD LAKE,37.46149299207372,-122.2772794279851,emerald lake,True,True,True,0.0
BURNS,18358,37.09517776069064,-122.14368831593914,burns,BURNS,37.09517776069064,-122.14368831593914,burns,True,True,True,0.0
MOLINO,4257,38.425711114587386,-122.83287143283748,molino,MOLINO,38.425711114587386,-122.83287143283748,molino,True,True,True,0.0
MAXWELL,6288,39.27720532980578,-122.15302787153044,maxwell,MAXWELL,39.27720532980578,-122.15302787153044,maxwell,True,True,True,0.0
LOCKHEED NO 2,8300,37.41633412032817,-122.03185703639838,lockheed no 2,LOCKHEED NO 2,37.41633412032817,-122.03185703639838,lockheed no 2,False,False,True,0.0
WARD,1298,37.7223556609754,-122.16118821037313,ward,WARD,37.7223556609754,-122.16118821037313,ward,True,True,True,0.0
ASHLAN AVE,25205,36.79285389656522,-119.82738205997627,ashlan ave,ASHLAN AVE,36.79285389656522,-119.82738205997627,ashlan ave,True,True,True,0.0
NEWARK 21KV,1223,37.50289932556285,-121.98163324660962,newark 21kv,NEWARK 21KV,37.50289932556285,-121.98163324660962,newark 21kv,False,False,True,0.0
DALY CITY,2264,37.69202059210078,-122.45565658797352,daly city,DALY CITY,37.69202059210078,-122.45565658797352,daly city,True,True,True,0.0
SF E,2207,37.75998246201988,-122.42031135616251,sf e,SF E,37.75998246201988,-122.42031135616251,sf e,False,False,True,0.0
LAWNDALE,2244,37.66284710325899,-122.44306917304786,lawndale,LAWNDALE,37.66284710325899,-122.44306917304786,lawndale,True,True,True,0.0
BERESFORD,2404,37.56455256555905,-122.31946336534357,beresford,BERESFORD,37.56455256555905,-122.31946336534357,beresford,True,True,True,0.0
BIOLA,25221,36.79252636020794,-120.11415824294244,biola,BIOLA,36.79252636020794,-120.11415824294244,biola,True,True,True,0.0
MC ARTHUR,10349,41.0514109866347,-121.40819070502693,mc arthur,MC ARTHUR,41.0514109866347,-121.40819070502693,mc arthur,True,True,True,0.0
CHOLAME,18256,35.68629650117082,-120.33615099258384,cholame,CHOLAME,35.68629650117082,-120.33615099258384,cholame,False,False,True,0.0
CABRILLO,18310,34.643231832675774,-120.4373602032375,cabrillo,CABRILLO,34.643231832675774,-120.4373602032375,cabrillo,True,True,True,0.0
PARSONS,1366,37.702249031979264,-122.08272925560476,parsons,PARSONS,37.702249031979264,-122.08272925560476,parsons,True,True,True,0.0
BROWNS VALLEY,15292,39.22604998760262,-121.42343570527576,browns valley,BROWNS VALLEY,39.22604998760262,-121.42343570527576,browns valley,True,True,True,0.0
PETALUMA C,4263,38.23949974182017,-122.63676111116996,petaluma c,PETALUMA C,38.23949974182017,-122.63676111116996,petaluma c,False,False,True,0.0
ANITA,10284,39.81086776157862,-121.91991335854588,anita,ANITA,39.81086776157862,-121.91991335854588,anita,False,False,True,0.0
PARLIER,25229,36.60756183371276,-119.52147471307352,parlier,PARLIER,36.60756183371276,-119.52147471307352,parlier,True,True,True,0.0
HARTLEY,4321,39.07670414389441,-122.93340708386404,hartley,HARTLEY,39.07670414389441,-122.93340708386404,hartley,True,True,True,0.0
SPENCE,18220,36.61397731072983,-121.56666763878204,spence,SPENCE,36.61397731072983,-121.56666763878204,spence,True,True,True,0.0
SULLIVAN,2285,37.68724547633245,-122.4717637101012,sullivan,SULLIVAN,37.68724547633245,-122.4717637101012,sullivan,False,False,True,0.0
JUDAH,2240,37.76070385654141,-122.493499260624,judah,JUDAH,37.76070385654141,-122.493499260624,judah,False,False,True,0.0
BLUE LAKE,19218,40.88014012907379,-123.98025783924872,blue lake,BLUE LAKE,40.88014012907379,-123.98025783924872,blue lake,True,True,True,0.0
GRANT,1438,37.67180204255067,-122.15958413255876,grant,GRANT,37.67180204255067,-122.15958413255876,grant,True,True,True,0.0
RICHMOND R,1347,37.92625133438892,-122.36966637516512,richmond r,RICHMOND R,37.92625133438892,-122.36966637516512,richmond r,True,True,True,0.0
MC KEE,8353,37.36629769546083,-121.84378234897032,mc kee,MC KEE,37.36629769546083,-121.84378234897032,mc kee,True,True,True,0.0
CAYUCOS,18255,35.44897550448366,-120.87040792910972,cayucos,CAYUCOS,35.44897550448366,-120.87040792910972,cayucos,True,True,True,0.0
WAHTOKE,25453,36.61521376920539,-119.45225124272176,wahtoke,WAHTOKE,36.61521376920539,-119.45225124272176,wahtoke,True,True,True,0.0
VASCO,1375,37.71097214981069,-121.71567702519704,vasco,VASCO,37.71097214981069,-121.71567702519704,vasco,True,True,True,0.0
EEL RIVER,19238,40.60254042515516,-124.20988251695042,eel river,EEL RIVER,40.60254042515516,-124.20988251695042,eel river,True,True,True,0.0
WILLOW PASS,1391,38.02501979007568,-121.96117701573776,willow pass,WILLOW PASS,38.02501979007568,-121.96117701573776,willow pass,True,True,True,0.0
BRENTWOOD,1459,37.91951019657826,-121.6770008771395,brentwood,BRENTWOOD,37.91951019657826,-121.6770008771395,brentwood,True,True,True,0.0
SARATOGA,8337,37.28110735135594,-122.015662147593,saratoga,SARATOGA,37.28110735135594,-122.015662147593,saratoga,True,True,True,0.0
WILLIAMS,6205,39.15751081265503,-122.14773879689832,williams,WILLIAMS,39.15751081265503,-122.14773879689832,williams,True,True,True,0.0
OROVILLE,10252,39.50420642182479,-121.56020606130058,oroville,OROVILLE,39.50420642182479,-121.56020606130058,oroville,True,True,True,0.0
ARCATA,19202,40.86730949748007,-124.08825985825644,arcata,ARCATA,40.86730949748007,-124.08825985825644,arcata,True,True,True,0.0
MERCED FALLS,25281,37.52304085412926,-120.33024521668725,merced falls,MERCED FALLS,37.52304085412926,-120.33024521668725,merced falls,True,True,True,0.0
REDWOOD CITY,2416,37.49079641984113,-122.21284294525265,redwood city,REDWOOD CITY,37.49079641984113,-122.21284294525265,redwood city,True,True,True,0.0
METTLER,16370,38.07824965745363,-121.28692033613773,mettler,METTLER,38.07824965745363,-121.28692033613773,mettler,True,True,True,0.0
COTTONWOOD,10293,40.39732263215315,-122.26727834579738,cottonwood,COTTONWOOD,40.39732263215315,-122.26727834579738,cottonwood,True,True,True,0.0
EL DORADO PH,15276,38.79358310217803,-120.61933508570162,el dorado ph,EL DORADO PH,38.79358310217803,-120.61933508570162,el dorado ph,False,False,True,0.0
RIVER OAKS,8234,37.41128179639234,-121.92707411842656,river oaks,RIVER OAKS,37.41128179639234,-121.92707411842656,river oaks,True,True,True,0.0
BEACH (Q),2234,37.80767668920345,-122.41439367858108,beach q,BEACH (Q),37.80767668920345,-122.41439367858108,beach q,False,False,True,0.0
PHILO,4260,39.06446920578099,-123.43729611086648,philo,PHILO,39.06446920578099,-123.43729611086648,philo,True,True,True,0.0
NOTRE DAME,10204,39.73006455906166,-121.79624495707743,notre dame,NOTRE DAME,39.73006455906166,-121.79624495707743,notre dame,True,True,True,0.0
DOBBINS,15374,39.340076339250025,-121.19541552842642,dobbins,DOBBINS,39.340076339250025,-121.19541552842642,dobbins,True,True,True,0.0
POINT ARENA,4338,38.912156018548,-123.67866119514616,point arena,POINT ARENA,38.912156018548,-123.67866119514616,point arena,True,True,True,0.0
LINCOLN,15370,38.900472292516405,-121.29424750207652,lincoln,LINCOLN,38.900472292516405,-121.29424750207652,lincoln,True,True,True,0.0
GIRVAN,10340,40.51345782429336,-122.37892882123532,girvan,GIRVAN,40.51345782429336,-122.37892882123532,girvan,True,True,True,0.0
DIAMOND SPRINGS,15226,38.69335810297077,-120.82605011972905,diamond springs,DIAMOND SPRINGS,38.69335810297077,-120.82605011972905,diamond springs,True,True,True,0.0
WESTLAKE,2260,37.69887646243163,-122.48018281387162,westlake,WESTLAKE,37.69887646243163,-122.48018281387162,westlake,False,False,True,0.0
LOS OSITOS,18208,36.293861081093134,-121.19982427087686,los ositos,LOS OSITOS,36.293861081093134,-121.19982427087686,los ositos,True,True,True,0.0
WESTPARK,25370,35.37405023329696,-119.04033986202364,westpark,WESTPARK,35.37405023329696,-119.04033986202364,westpark,False,False,True,0.0
CARNERAS,25232,35.5408527000329,-119.80462245906078,carneras,CARNERAS,35.5408527000329,-119.80462245906078,carneras,True,True,True,0.0
SUMMIT,15259,39.31945516117808,-120.37918428385689,summit,SUMMIT,39.31945516117808,-120.37918428385689,summit,True,True,True,0.0
TYLER,10357,40.13845382134672,-122.20839746763076,tyler,TYLER,40.13845382134672,-122.20839746763076,tyler,True,True,True,0.0
BIG RIVER,4308,39.31134527209194,-123.78666920979292,big river,BIG RIVER,39.31134527209194,-123.78666920979292,big river,True,True,True,0.0
KERMAN,25271,36.69166461699721,-120.06003825090616,kerman,KERMAN,36.69166461699721,-120.06003825090616,kerman,True,True,True,0.0
NORIEGA,2251,37.752473274537806,-122.50475444624009,noriega,NORIEGA,37.752473274537806,-122.50475444624009,noriega,False,False,True,0.0
GREENBRAE,4309,37.93806581399283,-122.51415076392202,greenbrae,GREENBRAE,37.93806581399283,-122.51415076392202,greenbrae,True,True,True,0.0
ECHO SUMMIT,15803,38.82437656201053,-120.0284989889445,echo summit,ECHO SUMMIT,38.82437656201053,-120.0284989889445,echo summit,False,False,True,0.0
WATERSHED,2424,37.48720723663254,-122.31003681213176,watershed,WATERSHED,37.48720723663254,-122.31003681213176,watershed,True,True,True,0.0
HAAS,25993,36.92739381730309,-119.02017254615168,haas,HAAS,36.92739381730309,-119.02017254615168,haas,True,True,True,0.0
CLAYTON,1202,37.94428985556829,-121.96926364911442,clayton,CLAYTON,37.94428985556829,-121.96926364911442,clayton,True,True,True,0.0
SOLANO,1314,37.89093964397114,-122.29229298057712,solano,SOLANO,37.89093964397114,-122.29229298057712,solano,True,True,True,0.0
DIXON,6206,38.44526066389723,-121.82592500657064,dixon,DIXON,38.44526066389723,-121.82592500657064,dixon,True,True,True,0.0
ARBUCKLE,6208,39.01767623855932,-122.0610830521299,arbuckle,ARBUCKLE,39.01767623855932,-122.0610830521299,arbuckle,True,True,True,0.0
NORD,10307,39.76022573614664,-121.90699546602146,nord,NORD,39.76022573614664,-121.90699546602146,nord,True,True,True,0.0
FAIRHAVEN,19245,40.80053988251958,-124.1961850487832,fairhaven,FAIRHAVEN,40.80053988251958,-124.1961850487832,fairhaven,True,True,True,0.0
OLD RIVER,25282,35.20832874558806,-119.10078114322462,old river,OLD RIVER,35.20832874558806,-119.10078114322462,old river,True,True,True,0.0
HARTER,15285,39.1430758668314,-121.64781496424256,harter,HARTER,39.1430758668314,-121.64781496424256,harter,True,True,True,0.0
SNEATH LANE,2272,37.62198851913939,-122.44686234566812,sneath lane,SNEATH LANE,37.62198851913939,-122.44686234566812,sneath lane,True,True,True,0.0
NEWARK 12KV,1222,37.50151207995332,-121.98896346778255,newark 12kv,NEWARK 12KV,37.50151207995332,-121.98896346778255,newark 12kv,False,False,True,0.0
CALPELLA,4341,39.19727795800626,-123.1925392202005,calpella,CALPELLA,39.19727795800626,-123.1925392202005,calpella,True,True,True,0.0
INDIAN FLAT,25269,37.66553336561797,-119.84124163589712,indian flat,INDIAN FLAT,37.66553336561797,-119.84124163589712,indian flat,True,True,True,0.0
RESERVATION ROAD,18273,36.62420269765867,-121.68862755200468,reservation road,RESERVATION ROAD,36.62420269765867,-121.68862755200468,reservation road,True,True,True,0.0
RADUM,1315,37.67228311817145,-121.85958601044506,radum,RADUM,37.67228311817145,-121.85958601044506,radum,True,True,True,0.0
RAWSON,10353,40.14506917599813,-122.2122547593741,rawson,RAWSON,40.14506917599813,-122.2122547593741,rawson,False,False,True,0.0
ORTIGA,25431,36.983443336036615,-120.8198332500453,ortiga,ORTIGA,36.983443336036615,-120.8198332500453,ortiga,True,True,True,0.0
COALINGA NO 1,25216,36.13620074047216,-120.34415486251105,coalinga no 1,COALINGA NO 1,36.13620074047216,-120.34415486251105,coalinga no 1,False,False,True,0.0
ORO FINO,10303,39.87163789301229,-121.611036786173,oro fino,ORO FINO,39.87163789301229,-121.611036786173,oro fino,True,True,True,0.0
BUENA VISTA,18226,36.65393162469321,-121.62925836204246,buena vista,BUENA VISTA,36.65393162469321,-121.62925836204246,buena vista,True,True,True,0.0
CLARK ROAD,10309,39.65482672818301,-121.63548123647666,clark road,CLARK ROAD,39.65482672818301,-121.63548123647666,clark road,True,True,True,0.0
VIRGINIA,1378,37.924728371508415,-122.35950190637028,virginia,VIRGINIA,37.924728371508415,-122.35950190637028,virginia,True,True,True,0.0
COUNTRY CLUB,16312,37.97960932789654,-121.31570780413264,country club,COUNTRY CLUB,37.97960932789654,-121.31570780413264,country club,True,True,True,0.0
WEEDPATCH,25297,35.223900483374415,-118.88000875571748,weedpatch,WEEDPATCH,35.223900483374415,-118.88000875571748,weedpatch,True,True,True,0.0
WHITMORE,10360,40.6295221042704,-121.91545710136442,whitmore,WHITMORE,40.6295221042704,-121.91545710136442,whitmore,True,True,True,0.0
