loads_name,sub_id,loads_lat,loads_lon,loads_norm,attrs_name,attrs_lat,attrs_lon,attrs_norm,loads_in_basin,attrs_in_basin,names_agree,loads_attrs_dist_km
SHADY GLEN,15243,39.115253699631616,-120.95381821842112,shady glen,SHADY GLEN,39.115253699631616,-120.95381821842112,shady glen,True,True,True,0.0
DIXON LANDING,1472,37.45705888772975,-121.92097272747756,dixon landing,DIXON LANDING,37.45705888772975,-121.92097272747756,dixon landing,True,True,True,0.0
DINUBA,25409,36.520228463825966,-119.3938871560341,dinuba,DINUBA,36.520228463825966,-119.3938871560341,dinuba,False,False,True,0.0
WOODWARD,25529,36.896288880187065,-119.75080744529772,woodward,WOODWARD,36.896288880187065,-119.75080744529772,woodward,True,True,True,0.0
CHICO B,10249,39.7253212399454,-121.846804015902,chico b,CHICO B,39.7253212399454,-121.846804015902,chico b,True,True,True,0.0
DOLAN ROAD,18238,36.80013119439448,-121.76897719428231,dolan road,DOLAN ROAD,36.80013119439448,-121.76897719428231,dolan road,True,True,True,0.0
TUDOR,15371,38.9816906487069,-121.63537871499491,tudor,TUDOR,38.9816906487069,-121.63537871499491,tudor,True,True,True,0.0
FORESTHILL,15218,39.01998695236322,-120.8293416806212,foresthill,FORESTHILL,39.01998695236322,-120.8293416806212,foresthill,True,True,True,0.0
HUMBOLDT BAY PP,19234,40.74070324565622,-124.20905652543362,humboldt bay pp,HUMBOLDT BAY PP,40.74070324565622,-124.20905652543362,humboldt bay pp,False,False,True,0.0
WINDSOR,4350,38.56592444445207,-122.83240176689247,windsor,WINDSOR,38.56592444445207,-122.83240176689247,windsor,False,False,True,0.0
BEAR VALLEY,25219,37.58580609306456,-120.12582981367848,bear valley,BEAR VALLEY,37.58580609306456,-120.12582981367848,bear valley,True,True,True,0.0
MENDOTA,25231,36.72025412492721,-120.45868266031763,mendota,MENDOTA,36.72025412492721,-120.45868266031763,mendota,True,True,True,0.0
BLACKWELL,25468,35.61426839081551,-119.8538757564631,blackwell,BLACKWELL,35.61426839081551,-119.8538757564631,blackwell,True,True,True,0.0
FRANKLIN,1392,38.012370285670094,-122.26448472267798,franklin,FRANKLIN,38.012370285670094,-122.26448472267798,franklin,True,True,True,0.0
MANCHESTER,25392,36.78815334896068,-119.78793761047945,manchester,MANCHESTER,36.78815334896068,-119.78793761047945,manchester,True,True,True,0.0
BRUNSWICK,15248,39.231239532701935,-121.03491018822432,brunswick,BRUNSWICK,39.231239532701935,-121.03491018822432,brunswick,True,True,True,0.0
GARBERVILLE,19222,40.10337464980182,-123.7925248171206,garberville,GARBERVILLE,40.10337464980182,-123.7925248171206,garberville,True,True,True,0.0
EL PECO,25398,36.88099449637093,-120.16446451789515,el peco,EL PECO,36.88099449637093,-120.16446451789515,el peco,True,True,True,0.0
TRIMBLE,8380,37.38283159012757,-121.92643970315228,trimble,TRIMBLE,37.38283159012757,-121.92643970315228,trimble,True,True,True,0.0
ROSSMOOR,1416,37.86479574223729,-122.0809458485731,rossmoor,ROSSMOOR,37.86479574223729,-122.0809458485731,rossmoor,True,True,True,0.0
KIRKER,1445,38.02096833726849,-121.90608941215515,kirker,KIRKER,38.02096833726849,-121.90608941215515,kirker,True,True,True,0.0
COLUMBIA HILL,15247,39.3315648176399,-121.10125373763962,columbia hill,COLUMBIA HILL,39.3315648176399,-121.10125373763962,columbia hill,True,True,True,0.0
BANGOR,10319,39.38796688540241,-121.40298390629762,bangor,BANGOR,39.38796688540241,-121.40298390629762,bangor,True,True,True,0.0
PINECREST,16316,38.187947321566135,-119.99379985135106,pinecrest,PINECREST,38.187947321566135,-119.99379985135106,pinecrest,False,False,True,0.0
PUTAH CREEK,6368,38.52334998723117,-121.9952137072624,putah creek,PUTAH CREEK,38.52334998723117,-121.9952137072624,putah creek,True,True,True,0.0
MONARCH,16230,37.969157660213625,-121.28024699494452,monarch,MONARCH,37.969157660213625,-121.28024699494452,monarch,True,True,True,0.0
LONE TREE,1323,37.94630532263428,-121.75910439326935,lone tree,LONE TREE,37.94630532263428,-121.75910439326935,lone tree,True,True,True,0.0
BIG LAGOON,19236,41.162116737480105,-124.1022126767118,big lagoon,BIG LAGOON,41.162116737480105,-124.1022126767118,big lagoon,True,True,True,0.0
COLUSA,6202,39.213661583558526,-122.00306856656788,colusa,COLUSA,39.213661583558526,-122.00306856656788,colusa,True,True,True,0.0
HATTON,18229,36.55698934837941,-121.89760148903191,hatton,HATTON,36.55698934837941,-121.89760148903191,hatton,True,True,True,0.0
CASTRO,2248,37.74941830614643,-122.43417816629568,castro,CASTRO,37.74941830614643,-122.43417816629568,castro,False,False,True,0.0
HAMILTON BRANCH,10236,40.26931804937077,-121.08804585596388,hamilton branch,HAMILTON BRANCH,40.26931804937077,-121.08804585596388,hamilton branch,True,True,True,0.0
LOS COCHES,18215,36.36678536359205,-121.27993696622347,los coches,LOS COCHES,36.36678536359205,-121.27993696622347,los coches,True,True,True,0.0
PLACER,15246,38.90151853238145,-121.08791088443655,placer,PLACER,38.90151853238145,-121.08791088443655,placer,True,True,True,0.0
CHICO A,10205,39.71896295197578,-121.82083893681968,chico a,CHICO A,39.71896295197578,-121.82083893681968,chico a,True,True,True,0.0
JARVIS,1350,37.59533398503197,-122.01754403270029,jarvis,JARVIS,37.59533398503197,-122.01754403270029,jarvis,False,False,True,0.0
SALINAS,18201,36.68286418701568,-121.651172576963,salinas,SALINAS,36.68286418701568,-121.651172576963,salinas,True,True,True,0.0
MC FARLAND,25318,35.68826942087962,-119.276810556332,mc farland,MC FARLAND,35.68826942087962,-119.276810556332,mc farland,True,True,True,0.0
BAHIA,4325,38.08114613944989,-122.13740639333582,bahia,BAHIA,38.08114613944989,-122.13740639333582,bahia,True,True,True,0.0
TAFT,25208,35.13623071502375,-119.48227773692136,taft,TAFT,35.13623071502375,-119.48227773692136,taft,False,False,True,0.0
KANAKA,10322,39.57508683288682,-121.30575066528326,kanaka,KANAKA,39.57508683288682,-121.30575066528326,kanaka,False,False,True,0.0
PUEBLO,4329,38.34543841547816,-122.299196392614,pueblo,PUEBLO,38.34543841547816,-122.299196392614,pueblo,True,True,True,0.0
LAWRENCE,8342,37.39719513054225,-122.0100946003828,lawrence,LAWRENCE,37.39719513054225,-122.0100946003828,lawrence,True,True,True,0.0
GANSNER,10302,39.93961216668611,-120.94857323506642,gansner,GANSNER,39.93961216668611,-120.94857323506642,gansner,True,True,True,0.0
LAS POSITAS,1440,37.70094251288631,-121.73350621738382,las positas,LAS POSITAS,37.70094251288631,-121.73350621738382,las positas,True,True,True,0.0
DAIRYLAND,25242,37.055238199109,-120.31690423390413,dairyland,DAIRYLAND,37.055238199109,-120.31690423390413,dairyland,True,True,True,0.0
ELK,4298,39.129493032948936,-123.71168466277476,elk,ELK,39.129493032948936,-123.71168466277476,elk,True,True,True,0.0
EDENVALE,8295,37.24486514436606,-121.79536211168684,edenvale,EDENVALE,37.24486514436606,-121.79536211168684,edenvale,True,True,True,0.0
ANTLER,10327,40.894973011426686,-122.38051411817683,antler,ANTLER,40.894973011426686,-122.38051411817683,antler,True,True,True,0.0
BABEL,1385,37.96340949870682,-122.00737229942786,babel,BABEL,37.96340949870682,-122.00737229942786,babel,False,False,True,0.0
7TH STANDARD,25458,35.43969344317223,-119.13116637687604,7th standard,7TH STANDARD,35.43969344317223,-119.13116637687604,7th standard,False,False,True,0.0
WEIMAR,15249,39.03618697846676,-120.98785201726103,weimar,WEIMAR,39.03618697846676,-120.98785201726103,weimar,True,True,True,0.0
LIVINGSTON,25226,37.36355711461608,-120.76057836344424,livingston,LIVINGSTON,37.36355711461608,-120.76057836344424,livingston,True,True,True,0.0
RANDOLPH,2259,37.7145484958375,-122.46933508414892,randolph,RANDOLPH,37.7145484958375,-122.46933508414892,randolph,False,False,True,0.0
DAVIS,6204,38.54537389882344,-121.7337412213476,davis,DAVIS,38.54537389882344,-121.7337412213476,davis,False,False,True,0.0
FORT SEWARD,19232,40.213926195853496,-123.5966650918544,fort seward,FORT SEWARD,40.213926195853496,-123.5966650918544,fort seward,True,True,True,0.0
CASSIDY,25427,36.923692299083626,-119.81261089872176,cassidy,CASSIDY,36.923692299083626,-119.81261089872176,cassidy,True,True,True,0.0
EAST NICOLAUS,15215,38.90941478613143,-121.54229853496466,east nicolaus,EAST NICOLAUS,38.90941478613143,-121.54229853496466,east nicolaus,True,True,True,0.0
PALMER,18303,34.82519468144487,-120.29920094235554,palmer,PALMER,34.82519468144487,-120.29920094235554,palmer,True,True,True,0.0
SHINGLE SPRINGS,15365,38.6594107880625,-120.94678677552162,shingle springs,SHINGLE SPRINGS,38.6594107880625,-120.94678677552162,shingle springs,True,True,True,0.0
WHITNEY,1324,38.02255800796905,-121.88567049158526,whitney,WHITNEY,38.02255800796905,-121.88567049158526,whitney,False,False,True,0.0
SF N,2228,37.76138387988553,-122.4664254717227,sf n,SF N,37.76138387988553,-122.4664254717227,sf n,False,False,True,0.0
MIDDLETOWN,4314,38.75298395846147,-122.60794041011712,middletown,MIDDLETOWN,38.75298395846147,-122.60794041011712,middletown,True,True,True,0.0
MOSHER,16372,38.02182537980966,-121.28076435779292,mosher,MOSHER,38.02182537980966,-121.28076435779292,mosher,True,True,True,0.0
WOOD,1338,37.8264060148404,-122.21614490767148,wood,WOOD,37.8264060148404,-122.21614490767148,wood,False,False,True,0.0
MORGAN HILL,8324,37.12649792772826,-121.6591293431273,morgan hill,MORGAN HILL,37.12649792772826,-121.6591293431273,morgan hill,True,True,True,0.0
SOTO,1326,37.66853088274776,-122.08545486907524,soto,SOTO,37.66853088274776,-122.08545486907524,soto,True,True,True,0.0
ROSEDALE,25476,35.377501694340864,-119.07758922783194,rosedale,ROSEDALE,35.377501694340864,-119.07758922783194,rosedale,True,True,True,0.0
MALAGA,25425,36.6933448884706,-119.7259384506958,malaga,MALAGA,36.6933448884706,-119.7259384506958,malaga,True,True,True,0.0
MIDDLE RIVER,16209,37.93681260482009,-121.52887983580312,middle river,MIDDLE RIVER,37.93681260482009,-121.52887983580312,middle river,True,True,True,0.0
LOS GATOS,8202,37.22645888521239,-121.97717996165842,los gatos,LOS GATOS,37.22645888521239,-121.97717996165842,los gatos,True,True,True,0.0
FAIRWAY,18206,34.91060882113302,-120.44608849948852,fairway,FAIRWAY,34.91060882113302,-120.44608849948852,fairway,True,True,True,0.0
ALLEGHANY,15210,39.465472208842606,-120.84426368187933,alleghany,ALLEGHANY,39.465472208842606,-120.84426368187933,alleghany,True,True,True,0.0
FORT ORD,18240,36.64329014858041,-121.7923827803921,fort ord,FORT ORD,36.64329014858041,-121.7923827803921,fort ord,True,True,True,0.0
GUSTINE,16311,37.253059038898215,-121.01309879419414,gustine,GUSTINE,37.253059038898215,-121.01309879419414,gustine,True,True,True,0.0
BULLARD,25396,36.82406405231952,-119.76842651281234,bullard,BULLARD,36.82406405231952,-119.76842651281234,bullard,True,True,True,0.0
DUNLAP,25406,36.70967604208161,-119.0292556541925,dunlap,DUNLAP,36.70967604208161,-119.0292556541925,dunlap,True,True,True,0.0
ORLAND B,10270,39.72519125045083,-122.17865785695024,orland b,ORLAND B,39.72519125045083,-122.17865785695024,orland b,True,True,True,0.0
MONTAGUE,8389,37.4030689299594,-121.90562357845783,montague,MONTAGUE,37.4030689299594,-121.90562357845783,montague,True,True,True,0.0
SOBRANTE,1467,37.90535027631521,-122.20813319872327,sobrante,SOBRANTE,37.90535027631521,-122.20813319872327,sobrante,True,True,True,0.0
MERCED,25280,37.273105730126126,-120.48710262742296,merced,MERCED,37.273105730126126,-120.48710262742296,merced,True,True,True,0.0
RACETRACK,16376,37.97990732524795,-120.41350998469224,racetrack,RACETRACK,37.97990732524795,-120.41350998469224,racetrack,True,True,True,0.0
SAN JOSE A,8225,37.328168501922605,-121.90253619243413,san jose a,SAN JOSE A,37.328168501922605,-121.90253619243413,san jose a,False,False,True,0.0
OAKLAND L,1211,37.810340376987845,-122.27159254723468,oakland l,OAKLAND L,37.810340376987845,-122.27159254723468,oakland l,True,True,True,0.0
PLYMOUTH,2268,37.71258459729903,-122.45577702187045,plymouth,PLYMOUTH,37.71258459729903,-122.45577702187045,plymouth,False,False,True,0.0
COPPERMINE,25241,36.89631750001298,-119.664718786115,coppermine,COPPERMINE,36.89631750001298,-119.664718786115,coppermine,True,True,True,0.0
BUTTE,10308,39.712000513701405,-121.81334760711448,butte,BUTTE,39.712000513701405,-121.81334760711448,butte,True,True,True,0.0
TEMPLETON,18305,35.55507511442895,-120.68041422031772,templeton,TEMPLETON,35.55507511442895,-120.68041422031772,templeton,True,True,True,0.0
PAUL SWEET,8325,36.99259833764791,-121.9820620699066,paul sweet,PAUL SWEET,36.99259833764791,-121.9820620699066,paul sweet,True,True,True,0.0
ORO LOMA,25537,36.88604386572732,-120.65597132911496,oro loma,ORO LOMA,36.88604386572732,-120.65597132911496,oro loma,True,True,True,0.0
LOCKHEED NO 1,8299,37.4097706587578,-122.03110865958986,lockheed no 1,LOCKHEED NO 1,37.4097706587578,-122.03110865958986,lockheed no 1,False,False,True,0.0
MARICOPA,25421,35.10762692812825,-119.39725152751392,maricopa,MARICOPA,35.10762692812825,-119.39725152751392,maricopa,True,True,True,0.0
ROUGH AND READY ISLA,16308,37.94947516937854,-121.3463583310698,rough and ready isla,ROUGH AND READY ISLA,37.94947516937854,-121.3463583310698,rough and ready isla,False,False,True,0.0
GLENWOOD,2409,37.457303934642994,-122.18733079776786,glenwood,GLENWOOD,37.457303934642994,-122.18733079776786,glenwood,True,True,True,0.0
RESEARCH,1469,37.7823591848183,-121.96730288036213,research,RESEARCH,37.7823591848183,-121.96730288036213,research,False,False,True,0.0
PACIFICA,2281,37.59472221036465,-122.48920894376208,pacifica,PACIFICA,37.59472221036465,-122.48920894376208,pacifica,True,True,True,0.0
SAN JOSE B,8226,37.34102949703376,-121.901895980367,san jose b,SAN JOSE B,37.34102949703376,-121.901895980367,san jose b,False,False,True,0.0
CRESTA PH,10225,39.82649357391756,-121.4096899580418,cresta ph,CRESTA PH,39.82649357391756,-121.4096899580418,cresta ph,False,False,True,0.0
GERBER,10339,40.06428224737149,-122.15622506854064,gerber,GERBER,40.06428224737149,-122.15622506854064,gerber,True,True,True,0.0
AMES,8390,37.41803546385238,-122.06722574863358,ames,AMES,37.41803546385238,-122.06722574863358,ames,True,True,True,0.0
RIDGE,1284,37.88486073895271,-122.25488061856642,ridge,RIDGE,37.88486073895271,-122.25488061856642,ridge,True,True,True,0.0
HAMMONDS,25340,36.71999629266149,-120.60261292866964,hammonds,HAMMONDS,36.71999629266149,-120.60261292866964,hammonds,True,True,True,0.0
SUISUN,6213,38.24454829820952,-122.04148241778712,suisun,SUISUN,38.24454829820952,-122.04148241778712,suisun,True,True,True,0.0
BASALT,4246,38.26311376964152,-122.26904909242027,basalt,BASALT,38.26311376964152,-122.26904909242027,basalt,True,True,True,0.0
CONTRA COSTA,1365,37.99867901702416,-121.78318387764637,contra costa,CONTRA COSTA,37.99867901702416,-121.78318387764637,contra costa,True,True,True,0.0
CASTRO VALLEY,1409,37.6917841084946,-122.06126559376074,castro valley,CASTRO VALLEY,37.6917841084946,-122.06126559376074,castro valley,True,True,True,0.0
VASONA,8377,37.25372623401983,-121.96618795298204,vasona,VASONA,37.25372623401983,-121.96618795298204,vasona,True,True,True,0.0
COPUS,25387,35.09340403050877,-119.27870217911948,copus,COPUS,35.09340403050877,-119.27870217911948,copus,True,True,True,0.0
DEL MAR,15258,38.798905518358,-121.22132249121611,del mar,DEL MAR,38.798905518358,-121.22132249121611,del mar,True,True,True,0.0
SALT SPRINGS,16369,38.49873757346975,-120.21883454678164,salt springs,SALT SPRINGS,38.49873757346975,-120.21883454678164,salt springs,True,True,True,0.0
JOLON,18298,36.01345405632114,-121.1673499639731,jolon,JOLON,36.01345405632114,-121.1673499639731,jolon,True,True,True,0.0
OTTER,18294,36.38026746652593,-121.89862348687925,otter,OTTER,36.38026746652593,-121.89862348687925,otter,True,True,True,0.0
AUBURN,15216,38.90362002905324,-121.07000550995504,auburn,AUBURN,38.90362002905324,-121.07000550995504,auburn,True,True,True,0.0
WHEELER RIDGE,25348,35.08904963931724,-118.9765211969902,wheeler ridge,WHEELER RIDGE,35.08904963931724,-118.9765211969902,wheeler ridge,True,True,True,0.0
RALSTON,2414,37.511320391790726,-122.33975670219075,ralston,RALSTON,37.511320391790726,-122.33975670219075,ralston,True,True,True,0.0
21ST AVENUE,2255,37.75449989411368,-122.47806162171672,21st avenue,21ST AVENUE,37.75449989411368,-122.47806162171672,21st avenue,False,False,True,0.0
TARAVAL,2250,37.74199971120542,-122.49319808254324,taraval,TARAVAL,37.74199971120542,-122.49319808254324,taraval,False,False,True,0.0
LIVERMORE,1214,37.680003612395765,-121.78085098109068,livermore,LIVERMORE,37.680003612395765,-121.78085098109068,livermore,True,True,True,0.0
KING CITY,18203,36.21705442156273,-121.12682030175492,king city,KING CITY,36.21705442156273,-121.12682030175492,king city,True,True,True,0.0
SANTA MARIA,18267,34.95030148149897,-120.44405177080088,santa maria,SANTA MARIA,34.95030148149897,-120.44405177080088,santa maria,True,True,True,0.0
EL CERRITO G,1250,37.91642199870226,-122.30263855024612,el cerrito g,EL CERRITO G,37.91642199870226,-122.30263855024612,el cerrito g,False,False,True,0.0
FOOTHILL,18295,35.28648919476478,-120.7062571845936,foothill,FOOTHILL,35.28648919476478,-120.7062571845936,foothill,True,True,True,0.0
RICE,6283,39.402405951136096,-122.0140123123825,rice,RICE,39.402405951136096,-122.0140123123825,rice,True,True,True,0.0
ACTON,2247,37.70866425535986,-122.45185131815214,acton,ACTON,37.70866425535986,-122.45185131815214,acton,False,False,True,0.0
PURISIMA,18297,34.7008255827051,-120.43565969291836,purisima,PURISIMA,34.7008255827051,-120.43565969291836,purisima,True,True,True,0.0
MIWUK,16366,38.05297067526115,-120.2170845064534,miwuk,MIWUK,38.05297067526115,-120.2170845064534,miwuk,False,False,True,0.0
RISING RIVER,10355,40.92860888434032,-121.54329343192305,rising river,RISING RIVER,40.92860888434032,-121.54329343192305,rising river,True,True,True,0.0
PLEASANT GROVE,15244,38.82203193935343,-121.30628841171048,pleasant grove,PLEASANT GROVE,38.82203193935343,-121.30628841171048,pleasant grove,True,True,True,0.0
TASSAJARA,1466,37.80025073342344,-121.90788099393204,tassajara,TASSAJARA,37.80025073342344,-121.90788099393204,tassajara,True,True,True,0.0
HURON,25316,36.18607144784237,-120.10386221168731,huron,HURON,36.18607144784237,-120.10386221168731,huron,True,True,True,0.0
POINT MORETTI,8293,37.03115942213585,-122.1886952521402,point moretti,POINT MORETTI,37.03115942213585,-122.1886952521402,point moretti,True,True,True,0.0
BAY MEADOWS,2401,37.55164336687077,-122.29243887652298,bay meadows,BAY MEADOWS,37.55164336687077,-122.29243887652298,bay meadows,True,True,True,0.0
MENLO,2413,37.43306229991303,-122.20225008841324,menlo,MENLO,37.43306229991303,-122.20225008841324,menlo,True,True,True,0.0
WOODACRE,4302,38.01250684697549,-122.65399200051384,woodacre,WOODACRE,38.01250684697549,-122.65399200051384,woodacre,True,True,True,0.0
HONCUT,10321,39.3207327968909,-121.59528383517107,honcut,HONCUT,39.3207327968909,-121.59528383517107,honcut,True,True,True,0.0
CONCORD NO 1,1296,37.97581268089191,-122.02429744721525,concord no 1,CONCORD NO 1,37.97581268089191,-122.02429744721525,concord no 1,False,False,True,0.0
SERRAMONTE,2286,37.65081882661072,-122.45407076888073,serramonte,SERRAMONTE,37.65081882661072,-122.45407076888073,serramonte,True,True,True,0.0
MONROE,4330,38.45325388171991,-122.74428924814126,monroe,MONROE,38.45325388171991,-122.74428924814126,monroe,True,True,True,0.0
CHESTER,10318,40.30286123740071,-121.22690255646653,chester,CHESTER,40.30286123740071,-121.22690255646653,chester,True,True,True,0.0
MONTE RIO,4281,38.47143665695768,-123.01148395746652,monte rio,MONTE RIO,38.47143665695768,-123.01148395746652,monte rio,True,True,True,0.0
DUNBAR,4307,38.38374078362537,-122.52780897971554,dunbar,DUNBAR,38.38374078362537,-122.52780897971554,dunbar,True,True,True,0.0
BIG BEND,10375,39.67704842121007,-121.4915529611423,big bend,BIG BEND,39.67704842121007,-121.4915529611423,big bend,True,True,True,0.0
CEDAR CREEK,10332,40.79097149681122,-121.9383470502897,cedar creek,CEDAR CREEK,40.79097149681122,-121.9383470502897,cedar creek,True,True,True,0.0
VALLEJO C,4255,38.09844361859794,-122.25279173182363,vallejo c,VALLEJO C,38.09844361859794,-122.25279173182363,vallejo c,True,True,True,0.0
BIG BASIN,8284,37.13125948685303,-122.17227801178812,big basin,BIG BASIN,37.13125948685303,-122.17227801178812,big basin,True,True,True,0.0
EVERGREEN,8201,37.30352178997496,-121.83997139739384,evergreen,EVERGREEN,37.30352178997496,-121.83997139739384,evergreen,True,True,True,0.0
SPRING GAP,16283,38.186423435629614,-120.111394105077,spring gap,SPRING GAP,38.186423435629614,-120.111394105077,spring gap,True,True,True,0.0
LEMOORE,25360,36.30978580363061,-119.79816461547026,lemoore,LEMOORE,36.30978580363061,-119.79816461547026,lemoore,True,True,True,0.0
BELMONT,2403,37.52392507929761,-122.2655656379043,belmont,BELMONT,37.52392507929761,-122.2655656379043,belmont,True,True,True,0.0
8TH AVENUE,1267,37.80064538752543,-122.24202081133105,8th avenue,8TH AVENUE,37.80064538752543,-122.24202081133105,8th avenue,False,False,True,0.0
CAMDEN,25230,36.44568692380856,-119.79886678890834,camden,CAMDEN,36.44568692380856,-119.79886678890834,camden,True,True,True,0.0
MC MULLIN,25441,36.593617549943424,-119.9886805783096,mc mullin,MC MULLIN,36.593617549943424,-119.9886805783096,mc mullin,True,True,True,0.0
STONE CORRAL,25292,36.4725997946069,-119.18808580526532,stone corral,STONE CORRAL,36.4725997946069,-119.18808580526532,stone corral,True,True,True,0.0
EUREKA E,19233,40.793699357832445,-124.17955004886942,eureka e,EUREKA E,40.793699357832445,-124.17955004886942,eureka e,False,False,True,0.0
BRITTON,8361,37.37491569242551,-122.01651663969916,britton,BRITTON,37.37491569242551,-122.01651663969916,britton,True,True,True,0.0
LAURELES,18237,36.477771837963815,-121.7269203955055,laureles,LAURELES,36.477771837963815,-121.7269203955055,laureles,True,True,True,0.0
TULUCAY,4230,38.24734918540386,-122.2680448123168,tulucay,TULUCAY,38.24734918540386,-122.2680448123168,tulucay,True,True,True,0.0
OAKLAND C,1201,37.79750313857218,-122.28100831632332,oakland c,OAKLAND C,37.79750313857218,-122.28100831632332,oakland c,True,True,True,0.0
STAFFORD,4320,38.12001877968342,-122.61391256045738,stafford,STAFFORD,38.12001877968342,-122.61391256045738,stafford,True,True,True,0.0
LOS ALTOS,8224,37.39360169214869,-122.1150733503216,los altos,LOS ALTOS,37.39360169214869,-122.1150733503216,los altos,True,True,True,0.0
BORDEN,25512,36.92213595117919,-119.98430925285751,borden,BORDEN,36.92213595117919,-119.98430925285751,borden,True,True,True,0.0
AVENAL,25500,35.978183285259895,-120.1169296096175,avenal,AVENAL,35.978183285259895,-120.1169296096175,avenal,False,False,True,0.0
OAK,1260,37.90115636063787,-122.28687516138622,oak,OAK,37.90115636063787,-122.28687516138622,oak,True,True,True,0.0
CORRAL,16299,38.10147374789754,-120.92528602571213,corral,CORRAL,38.10147374789754,-120.92528602571213,corral,True,True,True,0.0
ALPAUGH,25400,35.963432505647624,-119.45629715975916,alpaugh,ALPAUGH,35.963432505647624,-119.45629715975916,alpaugh,True,True,True,0.0
BEN LOMOND,8304,37.09229030534265,-122.09644564945188,ben lomond,BEN LOMOND,37.09229030534265,-122.09644564945188,ben lomond,False,False,True,0.0
MABURY,8219,37.36110148781495,-121.86446124822062,mabury,MABURY,37.36110148781495,-121.86446124822062,mabury,True,True,True,0.0
COLONY,16223,38.19050048956095,-121.18105263498548,colony,COLONY,38.19050048956095,-121.18105263498548,colony,True,True,True,0.0
SAN JOAQUIN #2,25252,37.20342953647724,-119.49674358337344,san joaquin 2,SAN JOAQUIN #2,37.20342953647724,-119.49674358337344,san joaquin 2,True,True,True,0.0
DUNNIGAN,6381,38.92506225480307,-121.99011725790068,dunnigan,DUNNIGAN,38.92506225480307,-121.99011725790068,dunnigan,True,True,True,0.0
GOLDTREE,18258,35.32026204712884,-120.69304755782936,goldtree,GOLDTREE,35.32026204712884,-120.69304755782936,goldtree,True,True,True,0.0
BOLINAS,4226,37.940980126696346,-122.706692230778,bolinas,BOLINAS,37.940980126696346,-122.706692230778,bolinas,True,True,True,0.0
LOW GAP,19241,40.43382494194464,-123.472854441197,low gap,LOW GAP,40.43382494194464,-123.472854441197,low gap,True,True,True,0.0
LLAGAS,8318,37.00719420510908,-121.5569929127207,llagas,LLAGAS,37.00719420510908,-121.5569929127207,llagas,True,True,True,0.0
ELK CREEK,10278,39.59327331009217,-122.54352006687898,elk creek,ELK CREEK,39.59327331009217,-122.54352006687898,elk creek,True,True,True,0.0
APPLE HILL,15366,38.73938813175536,-120.67736539967991,apple hill,APPLE HILL,38.73938813175536,-120.67736539967991,apple hill,True,True,True,0.0
FMC,8387,37.34728445797068,-121.9223066818288,fmc,FMC,37.34728445797068,-121.9223066818288,fmc,True,True,True,0.0
DAIRYVILLE,10334,40.1280600543476,-122.09824574117305,dairyville,DAIRYVILLE,40.1280600543476,-122.09824574117305,dairyville,True,True,True,0.0
CARUTHERS,25237,36.53207399155622,-119.88218484607894,caruthers,CARUTHERS,36.53207399155622,-119.88218484607894,caruthers,True,True,True,0.0
FLORENCE,1269,37.83612012296221,-122.2202658186114,florence,FLORENCE,37.83612012296221,-122.2202658186114,florence,True,True,True,0.0
CHICO C,10265,39.74305713932799,-121.83856008023211,chico c,CHICO C,39.74305713932799,-121.83856008023211,chico c,False,False,True,0.0
MANTECA,16261,37.8015045271901,-121.22348162992516,manteca,MANTECA,37.8015045271901,-121.22348162992516,manteca,True,True,True,0.0
SAUSALITO,4249,37.8633472927428,-122.4989921967848,sausalito,SAUSALITO,37.8633472927428,-122.4989921967848,sausalito,True,True,True,0.0
SOLEDAD,18205,36.42977626821583,-121.3324241495369,soledad,SOLEDAD,36.42977626821583,-121.3324241495369,soledad,True,True,True,0.0
ESTUDILLO,1348,37.72712154609791,-122.1388744667424,estudillo,ESTUDILLO,37.72712154609791,-122.1388744667424,estudillo,False,False,True,0.0
SAN BENITO,18274,36.86860625244168,-121.54942913233612,san benito,SAN BENITO,36.86860625244168,-121.54942913233612,san benito,False,False,True,0.0
PINE GROVE,16375,38.41280369646983,-120.66072875769709,pine grove,PINE GROVE,38.41280369646983,-120.66072875769709,pine grove,True,True,True,0.0
CLOVIS,25408,36.82632258904477,-119.68092161392016,clovis,CLOVIS,36.82632258904477,-119.68092161392016,clovis,True,True,True,0.0
CARLOTTA,19229,40.541262800218725,-124.06428630276322,carlotta,CARLOTTA,40.541262800218725,-124.06428630276322,carlotta,True,True,True,0.0
CALAVERAS CEMENT,16221,38.17053149409406,-120.66845206163632,calaveras cement,CALAVERAS CEMENT,38.17053149409406,-120.66845206163632,calaveras cement,False,False,True,0.0
18TH STREET,2239,37.76111429249559,-122.4388699445812,18th street,18TH STREET,37.76111429249559,-122.4388699445812,18th street,False,False,True,0.0
LAKEWOOD,1353,37.9088184998879,-122.0574732475179,lakewood,LAKEWOOD,37.9088184998879,-122.0574732475179,lakewood,True,True,True,0.0
PETALUMA A,4212,38.23437308284748,-122.63657806577606,petaluma a,PETALUMA A,38.23437308284748,-122.63657806577606,petaluma a,False,False,True,0.0
SF X (MISSION),2201,37.77752693688508,-122.41435930467767,sf x mission,SF X (MISSION),37.77752693688508,-122.41435930467767,sf x mission,False,False,True,0.0
TEJON,25293,35.01982434064145,-118.95468562709183,tejon,TEJON,35.01982434064145,-118.95468562709183,tejon,True,True,True,0.0
