OBJECTID,Name,Sub_Type,longitude,latitude
439,HAZELWOOD,Trans and Distrib,-123.1255193068867,44.62299325683415
440,HELPER CITY,Transmission,-110.8533219714085,39.68920332639672
441,HELPER MARTIN,Trans and Distrib,-110.87074097850405,39.70267985972202
442,HENLEY,Distribution,-121.7037585202342,42.126592616610495
443,HENRY,Distribution,-111.4979069177523,42.819828224940494
444,HERMISTON,Distribution,-119.26980200489974,45.84622677719975
445,HERRIMAN,Distribution,-112.04198626871226,40.50847956566167
446,HEWARD,Transmission,-106.23103072363816,42.348931602920885
447,HICKORY,Transmission,-113.019946659334,38.49202806052715
448,HIGH PLAIN,Transmission,-106.04673285581823,41.67101252899351
449,HIGH TOP,Transmission,-119.97792103633144,46.53044794627408
450,HIGHLAND,Trans and Distrib,-111.79196069725432,40.43095887121342
451,HIGHWAY PMNT,Distribution,-109.6567660138596,38.631800650353256
452,HILLTOP,Trans and Distrib,-107.97770747462226,44.024727838799066
453,HILLVIEW,Distribution,-123.31267408231314,44.54609942872003
454,HINKLE,Distribution,-119.31050301033656,45.79205426829465
455,HOGGARD,Distribution,-112.029563907721,40.60890069900411
456,HOLBROOK,Distribution,-112.65627987096194,42.167797435572346
457,HOLDEN,Distribution,-112.34865530714146,39.117847603033134
458,HOLLADAY_OR,Distribution,-122.66016690964835,45.53329900477152
459,HOLLADAY_UT,Distribution,-111.8354531698258,40.66543783584832
460,HOLLYWOOD,Distribution,-122.61562082643631,45.53753617423105
461,HOLT,Transmission,-113.6031818379836,37.63393530201351
462,HOMA HILLS (FUTURE),Transmission,-106.36338206206965,43.04501630570798
463,HOMESTEAD KNOLL,Transmission,-112.7347647017651,40.908369933524106
464,HONEYVILLE,Transmission,-112.06993102014648,41.637053450745874
465,HOOD RIVER,Distribution,-121.52178665928112,45.69925253760384
466,HOOPES,Distribution,-112.28196228917044,43.6126332251577
467,HOPLAND,Distribution,-120.39837713675428,46.5877022703824
469,HORNET,Distribution,-121.6993465426326,42.18111167560692
470,HORSESHOE,Trans and Distrib,-112.65244750973788,40.748453935564
471,HORSLEY,Distribution,-111.55213273712124,42.70662347051453
472,HOUSTON LAKE,Transmission,-120.88564141647268,44.2976617247381
473,HOWE JUNCTION,Distribution,-113.17002104056722,43.60769169587838
474,HPP MEDICINE,Distribution,-106.2214657005464,41.898995371628565
475,HUMBUG CREEK,Distribution,-123.14999677152998,42.2541925226117
476,HUNTER,Distribution,-112.01498552087754,40.6813079602322
477,HUNTER PLANT,Transmission,-111.0288458087955,39.17516073759114
478,HUNTERS CIRCLE,Distribution,-121.28207444258084,44.12096297096156
479,HUNTINGTON CTY,Distribution,-110.96910007826251,39.335931696966654
480,HUNTINGTON CYN,Trans and Distrib,-111.0843901780334,39.38299368685486
481,HUNTSVILLE (FUTURE),Transmission,-111.7584693223528,41.29323844411489
482,HURRICANE,Transmission,-117.28501237618768,45.437396205989
483,IDAHO FALLS,Distribution,-112.0631527839668,43.46759434035876
484,ILLAHEE FLATS,Distribution,-122.581193179735,43.29937057059625
485,IMRIE(GOODNOE HILL),Transmission,-120.53620068401156,45.78387013168148
486,INDEPENDENCE,Distribution,-123.20090643487475,44.8515731045236
487,INDIAN CREEK,Distribution,-111.2631338424017,42.10893170837257
488,INTL PAPER,Distribution,-122.38323142889548,41.43204170983571
490,IRON MOUNTAIN,Distribution,-113.39006743788222,37.61159293917469
491,IRONTON,Distribution,-111.6165456745943,40.19488817738857
492,IRONTON NO1,Transmission,-111.63554427928544,40.19606832497603
493,ISTHMUS,Transmission,-124.19030325581902,43.34134329014549
494,IVINS,Distribution,-113.67281355067618,37.16696809206033
495,JACKALOPE,Distribution,-105.38630363649555,42.75233346905893
496,JACKSONVILLE,Distribution,-122.9392567049628,42.32824667922191
497,JEFFCO,Distribution,-112.28293398244024,43.64124664551971
498,JEFFERSON,Transmission,-112.22095275300023,43.71471925022118
499,JEFFERSON_OR,Distribution,-123.00953437102332,44.73224245777804
500,JEROME PRAIRIE,Distribution,-123.43108599388464,42.38992989407856
501,JERUSALEM,Transmission,-111.59736390521336,39.55067551836548
502,JIM BRIDGER,Trans and Distrib,-108.78941102317516,41.73403776877174
503,JOHNSON PASS,Distribution,-112.57167469685554,40.34700309972954
504,JORDAN,Trans and Distrib,-111.92444889851087,40.76875042644528
505,JORDAN PARK,Distribution,-111.92293189462598,40.622221519446185
506,JORDAN POINT,Distribution,-124.24001449111633,43.43580322248391
507,JORDANELLE,Distribution,-111.42732340588022,40.58846935344903
508,JOSEPH,Distribution,-117.23151522076984,45.34889429912559
509,JUAB,Distribution,-111.86779352706552,39.54987439968933
510,JUDGE,Distribution,-111.50386787477132,40.62747507759656
511,JUMBERS POINT,Distribution,-111.90625653088892,40.30622155206987
512,JUNCTION,Distribution,-112.227278905725,38.23789861828675
513,JUNCTION CITY,Distribution,-123.2212777569482,44.21476114570121
514,KAIBAB,Distribution,-112.44953191033086,37.82543078834946
515,KAMAS,Distribution,-111.28322965207582,40.63952076916911
516,KAYWEST SR,Transmission,-111.95289433674849,41.03792916997594
517,KEARNS,Distribution,-112.00248487889576,40.65220099354933
518,KEMMERER,Distribution,-110.54827024095223,41.7910188809748
519,KENNEDY,Distribution,-122.62075071066351,45.561527199668994
520,KENSINGTON,Distribution,-111.8761232956747,40.735803048041554
521,KENWOOD,Distribution,-121.58668582247812,45.65385393203278
522,KETCHUM METERING STA (FUTURE),Transmission,-110.86389887120932,39.72642719756288
523,KETTLE,Distribution,-112.40212471899004,43.55439272727855
524,KILLINGSWORTH,Distribution,-122.59891913397662,45.56316939384318
525,KIMBERLY P-MNT,Distribution,-112.4075294876942,38.54414829087786
526,KLAMATH FALLS,Transmission,-121.78324879670728,42.1985060928284
527,KNAPPASV,Distribution,-123.62316964201874,46.160632519719385
528,KNOTT,Trans and Distrib,-122.66471552190296,45.541403950091095
529,KYUNE,Distribution,-110.95105461483394,39.82178908045529
530,LABARGE,Trans and Distrib,-110.19808994168736,42.24196044466235
532,LAKE PARK,Distribution,-112.028938178125,40.71631826206115
533,LAKE SIDE 2,Transmission,-111.7567276614934,40.332160461513055
534,LAKEPORT,Distribution,-121.8012103269456,42.249648535391216
535,LAMPO,Transmission,-112.431109998001,41.64621641438265
536,LANCASTER,Distribution,-123.23182561152096,44.2643813054946
537,LANDER,Distribution,-108.7257869745065,42.83111837502909
538,LARAMIE,Trans and Distrib,-105.58892910881188,41.3361180637784
539,LASSEN,Distribution,-122.3207152886364,41.30506548695453
540,LATHAM,Distribution,-107.74087328671747,41.6656136454984
541,LATIGO SY,Transmission,-105.94931509884934,42.88223200175841
542,LAVA,Distribution,-112.02246748557272,42.61862261100032
543,LAYTON,Distribution,-111.9585411789638,41.0738477415107
544,LE GRANDE,Transmission,-111.7760216097921,40.72105243367077
545,LEANING JUNIPER,Transmission,-120.2143582245762,45.67469964680386
546,LEBANON,Distribution,-122.91074391014686,44.53423248917608
547,LEE CREEK,Distribution,-112.05834587642356,40.78466219617695
548,LEMOLO #2 HYDRO,Transmission,-122.4028046238901,43.28057192189031
549,LEMOLO 1,Trans and Distrib,-122.24879564506864,43.35577040252383
550,LEWIS AND CLARK,Transmission,-123.84101669492192,46.144295655624205
551,LEWISTON,Distribution,-111.89538236957743,41.97317066680708
552,LIFTON,Transmission,-111.31541575510651,42.1220505848337
553,LILA CANYON METERING,Transmission,-110.4088770305681,39.3517053454936
554,LIMA SY,Transmission,-110.36643852077674,41.72189745264164
555,LIMBER (FUTURE),Transmission,-112.48996888922758,40.482087075362095
556,LINCH,Distribution,-106.2686001409091,43.6030621504697
557,LINCOLN_OR,Distribution,-122.67449240187472,45.50622210544884
558,LINCOLN_UT,Distribution,-111.9769800326216,41.20790905936874
559,LINDON,Distribution,-111.7222252749605,40.33785625887169
560,LISBON,Distribution,-109.31045030647292,38.14618001671316
561,LITESPEED,Distribution,-119.86390214341742,45.80750295824232
563,LITTLE SNAKE,Transmission,-108.17601896116146,40.94383983664193
564,LITTLEMOUNTAIN,Distribution,-109.34707387410648,41.06431292728122
565,LOAFER,Distribution,-111.63955942970354,40.04908805121865
566,LOCKHART,Distribution,-124.2143490323576,43.35511403426671
567,LOGAN CANYON,Distribution,-111.78246724024628,41.74311011639975
568,LONE PEAK,Transmission,-111.8328136167888,40.4418164142257
569,LONE PINE,Transmission,-122.82171834302127,42.3463791211521
570,LONE TREE,Distribution,-113.06461566441624,37.65587252399352
571,LONG HOLLOW SY,Transmission,-110.83211463850412,41.31220765467123
572,LOST CREEK SY,Transmission,-122.67851481247692,42.6737407106579
573,LOVELL,Distribution,-108.38964887026842,44.83654772811771
574,LOWER BEAVER,Distribution,-112.52018913795516,38.25986855246402
576,LUND,Distribution,-111.88778195213058,42.641857586591655
577,LYNNDYL,Distribution,-112.37754667806924,39.51609206223201
578,LYONS,Distribution,-122.6188908162414,44.774506870003904
579,M89 METERING STA (FUTURE),Transmission,-112.4280596004688,41.66254786495508
581,MADRAS,Distribution,-121.14043668006828,44.62190829343804
582,MAESER,Distribution,-109.58587590338782,40.46318084049922
583,MAGNA,Distribution,-112.08099024159304,40.71957512659079
584,MAHONEY DOME,Trans and Distrib,-107.34151692438414,42.17953099862849
585,MALAD,Trans and Distrib,-112.31192926059862,42.1567024053859
586,MALIN,Transmission,-121.31654886186406,42.00682462163867
587,MALLORY,Distribution,-122.6656811461547,45.56307907240163
588,MANILA,Distribution,-111.7533865628471,40.4032473145268
589,MANSFACE,Trans and Distrib,-109.49082900886285,41.53390293868786
590,MANTUA,Distribution,-111.99271032735726,41.50184288768677
591,MAPLETON,Distribution,-111.59063789259272,40.14445077474468
592,MARENGO 1,Transmission,-117.77704469604184,46.374668071381286
593,MARENGO 2,Transmission,-117.83178989525692,46.36544474370279
594,MARQUART SY,Transmission,-111.9989859390675,41.20920510892764
595,MARRIOTT,Distribution,-112.00915519417218,41.24266486625
596,MARYS RIVER,Distribution,-123.26486118034896,44.55048337279551
597,MARYSVALE,Distribution,-112.2268219282484,38.44724687634598
598,MATHINGTON,Transmission,-110.72824746019056,39.58268341599776
599,MATHINGTON SOLAR (FUTURE),Transmission,-110.72006505032226,39.565859332227326
600,MATHIS,Distribution,-110.76631857397126,39.56074933383384
601,MAYFLOWER,Distribution,-111.4330079908122,40.60255660914313
602,MCCAMMON,Distribution,-112.1883211134364,42.653632426115806
603,MCCLELLAND,Trans and Distrib,-111.86140710726669,40.751135344850375
605,MCCORNICK,Distribution,-112.40931298758792,39.21416323587068
606,MCCRACKEN METERING,Transmission,-109.37352770962993,37.28140462029431
607,MCDONNEL DOUGLAS SY,Transmission,-111.95392097277768,40.7975467948152
608,MCFADDEN,Transmission,-110.99060875552055,39.33436388438759
609,MCKAY_OR,Distribution,-118.81508745366273,45.63350476494055
610,MCKAY_UT,Distribution,-111.94941379531552,41.18828388396152
611,MEADOWBROOK,Distribution,-111.92480716910408,40.673248074419405
612,MEDCO,Distribution,-122.88805451961876,42.346879444609804
613,MEDFORD,Distribution,-122.86946195523268,42.3336866378419
614,MEDICAL,Distribution,-111.8384658111666,40.77459537810201
615,MENAN,Distribution,-111.98403760173552,43.721045578314005
616,MERCER,Transmission,-112.01727355146576,40.26021660616884
617,MERIDIAN,Transmission,-122.7547828877214,42.363241687793256
618,MERLIN,Distribution,-123.4130559868688,42.51089425670519
619,MERRILL_ID,Distribution,-112.28215212295292,43.554639627673644
620,MERRILL_OR,Distribution,-121.60184612089463,42.02635695560084
621,MERWIN,Distribution,-122.55627462701588,45.95687270040146
623,MIDDLETON,Trans and Distrib,-113.5636384878602,37.14208439502236
624,MIDLAND,Distribution,-112.05722502957896,41.190153214004056
625,MIDVALE,Distribution,-111.9127861610087,40.612772218469786
626,MIDVALLEY,Transmission,-111.92850697851809,40.70721546706495
627,MIDWAY,Transmission,-111.48921384439107,40.5030646260588
628,MIDWEST,Trans and Distrib,-106.33166666636632,43.45009834473353
629,MILE HI,Trans and Distrib,-120.36584229874715,42.189124763568245
630,MILFORD,Distribution,-113.01610084673683,38.38668192650201
631,MILFORD TVPMNT,Distribution,-112.78675319056217,38.4970527011046
632,MILL CREEK,Distribution,-118.30475498272553,46.071110448618704
633,MILL HOLLOW,Distribution,-111.30604352305116,39.95768542214504
634,MILL IRON,Distribution,-108.65041317841556,43.93995753475152
635,MILLER,Distribution,-112.18326590436212,43.68440741807748
637,MILLS,Distribution,-112.00590032301334,39.46344911210803
638,MINAM,Distribution,-117.72224334493497,45.622888742248165
639,MINERAL PRODUCTS,Transmission,-112.24890974757348,38.37988241574802
640,MINERS,Trans and Distrib,-106.55177284386852,41.85743839748725
641,MINERSVILLE,Distribution,-112.92392064786176,38.21974759670069
642,MOAB,Transmission,-109.60745075234628,38.60844233915635
643,MOAB CITY,Distribution,-109.54534512420577,38.577052503053366
644,MODOC,Distribution,-121.8973328722766,42.50101881985085
645,MOLEN (FUTURE),Transmission,-111.11708079558896,38.99042989676448
646,MONA,Transmission,-111.90415326848328,39.82382250638969
647,MONELL METER STATION,Transmission,-108.52341054033975,41.57550098707284
648,MONPAC,Transmission,-123.20782522056552,44.86440786003453
650,MONTPELIER,Distribution,-111.32002063154232,42.31859514582875
651,MONUMENT,Transmission,-110.0331431675946,41.69463928927582
652,MOODY,Distribution,-111.5989930574733,43.82586482442378
653,MOON LAKE,Distribution,-109.4588195550412,40.05971111283806
654,MOORE,Distribution,-111.15903551498911,38.97485747203174
655,MORGAN,Trans and Distrib,-111.68914127436226,41.04448064557536
656,MORONI,Distribution,-111.5907937664642,39.522585813351846
658,MORTON COURT,Distribution,-111.88439184140232,40.7533818346479
659,MOSIDA,Transmission,-112.0985131756821,40.07824919744642
660,MOTT SW STA,Transmission,-122.2704692350465,41.26265577119646
661,MOUNDS SY,Transmission,-110.47518151909392,39.44199746386496
662,MOUNTAIN GREEN,Distribution,-111.77070859141784,41.13137160760521
663,MOUNTAIN VIEW,Transmission,-112.04635836201356,40.65266907293815
664,MT DELL,Distribution,-111.71176202731444,40.75250253203578
665,MUDDY BAY,Distribution,-105.03372285014532,42.54343197463111
666,MUDDY CREEK SW STA,Transmission,-110.7205582460745,41.31650100596063
667,MUDLAKE,Trans and Distrib,-112.47501220654662,43.83825353020159
668,MURDER CREEK,Distribution,-123.06030384238656,44.66472378892766
669,MURPHY DOME,Distribution,-107.82877784889492,43.68226614161747
670,MUSTANG,Transmission,-107.93052515854652,42.20502975142519
671,MYRTLE CREEK,Distribution,-123.29175959659813,43.02719376847547
672,MYRTLE POINT,Distribution,-124.12357348597313,43.061439253259294
673,MYTON,Transmission,-110.07772371736748,40.16029821207685
674,N SALT LAKE,Distribution,-111.9192700093883,40.84149466325512
675,NACHES PLANT,Distribution,-120.65367186185124,46.69736854487702
676,NAHNE JENSEN,Trans and Distrib,-108.1118002205882,44.444471617804105
677,NAPLES,Distribution,-109.46572954712362,40.40103642833589
678,NATIONAL SW STA,Transmission,-110.8992815411437,39.65334964158052
679,NAUGHTON,Trans and Distrib,-110.5998913322728,41.75931629772544
680,NAUGHTON CO,Trans and Distrib,-110.59989704376136,41.75957712593505
681,NEBO,Transmission,-111.8300763270489,39.80786498812069
682,NEW HARMONY,Distribution,-113.22167637656474,37.484895693591405
683,NEWDALE,Distribution,-111.5982033404222,43.88209064304402
685,NEWGATE,Distribution,-111.98673250177382,41.19122823758656
686,NEWTON,Distribution,-112.00160001139146,41.84480307420871
687,NIBLEY,Distribution,-111.80581176133131,41.670537284255765
688,NICKEL MOUNTAIN,Transmission,-123.41020445388266,42.931191303089335
689,NOB HILL,Distribution,-120.5309146097059,46.582116837293256
690,NORTH BENCH,Distribution,-111.87522067476544,40.785903515694905
692,NORTH FIELDS,Distribution,-112.3342672247977,39.403965444541896
693,NORTH LOGAN,Distribution,-111.7815553047058,41.76608809620944
694,NORTH MEADOWS,Distribution,-112.40494574608748,38.89726688668655
695,NORTH OGDEN,Distribution,-111.96942269837578,41.29740029134465
696,NORTH PARK,Distribution,-120.49524841080662,46.61000043479806
697,NORTHARMS PMNT,Distribution,-111.13401497563746,39.812965208680296
699,NORTHEAST,Distribution,-111.86007776324124,40.76630329744819
700,NORTHRIDGE,Distribution,-111.66994530890489,40.32398860151967
701,NORTONVILLE (FUTURE),Transmission,-111.84429241435512,39.76237920059341
702,NUGGET,Distribution,-110.82729144001324,41.83318907170866
704,OAK KNOLL,Distribution,-122.6483448065232,42.17604979762406
705,OAK SPRINGS,Distribution,-110.9855542812682,39.65901324105042
706,OAKLAND_OR,Distribution,-123.315326465089,43.41224073512653
707,OAKLAND_UT,Distribution,-111.88075940473632,40.71615329494118
708,OAKLEY,Distribution,-111.28080424752106,40.709271728076224
709,OBRIEN,Distribution,-123.68147493387508,42.0967033022574
710,OCEAN LAKE (FUTURE),Transmission,-108.48900778326004,43.08455928095553
711,OCHOCO,Transmission,-120.89734446407664,44.30668001730903
712,OCKEY,Distribution,-111.72216199134368,39.71414984044706
713,OLD FIELD,Transmission,-112.35324764758748,39.00450867593244
714,OLYMPUS,Distribution,-111.80046689678193,40.685658096754864
715,ONEIDA,Distribution,-111.74901679528408,42.26726144237929
717,ONION,Transmission,-111.89929513810428,40.89054057569596
718,OPAL,Distribution,-110.34777877139057,41.78033849488947
719,OPHIR,Distribution,-112.29523537988862,40.35574611983909
720,OQUIRRH,Trans and Distrib,-112.02829981192792,40.56414094752382
721,ORANGE,Distribution,-111.94442904380396,40.76790933141444
722,ORANGEVILLE,Distribution,-111.03965760187344,39.22843704197001
723,ORCHARD_WA,Distribution,-120.57715545004142,46.59599329530248
724,OREGON BASIN,Trans and Distrib,-108.9185726084244,44.40940109767477
725,OREM,Distribution,-111.69047216259165,40.28273113999951
726,OREMET,Distribution,-123.10131551399472,44.60969390636687
727,ORIN,Distribution,-105.1670184643658,42.65149010774672
728,OSGOOD,Distribution,-112.12264899754813,43.59705328931644
729,OUTLOOK,Transmission,-120.0798471484538,46.37534150582576
730,OVERPASS,Distribution,-121.30296008518874,44.07602628820187
731,OVID,Transmission,-111.3598183836559,42.30840094307416
732,PACIFIC,Distribution,-120.49687242560142,46.59214904690814
733,PAGEANT,Distribution,-111.07921643176584,39.2981611482769
734,PAINTED ROCK,Distribution,-111.92543828949007,39.348144920021
735,PAINTER,Trans and Distrib,-110.86314048559872,41.31187791910136
736,PALLETTE,Distribution,-116.79943935195978,45.28979908554029
737,PANGUITCH,Distribution,-112.43679327049436,37.8255112961326
738,PARADISE,Distribution,-109.8374942668963,42.681554712928445
739,PARCO,Distribution,-107.11408363826702,41.78875794639669
740,PARIETTE,Distribution,-110.05716467434912,40.06178161766791
741,PARK CITY,Distribution,-111.5032089470357,40.6601936304896
742,PARK STREET,Distribution,-123.32086597120428,42.42730366909371
743,PARKROSE,Distribution,-122.5572851616419,45.5579777875352
744,PARKSIDE,Distribution,-111.96513197716789,40.36992228671588
745,PARKWAY,Distribution,-111.9341221299668,40.70724279165695
746,PARLEYS,Distribution,-111.81420847149715,40.71269773742794
747,PAROWAN VALLEY,Distribution,-112.90920396807525,37.88320084854063
749,PARRISH,Trans and Distrib,-111.90351982325734,40.91857858805078
750,PARRISH GAP,Transmission,-122.94716076375542,44.76965053200235
751,PASCO,Transmission,-119.09692286789634,46.22077796302179
752,PATRICKS CREEK,Distribution,-123.86469131543286,41.88143022939097
753,PAVANT,Transmission,-112.36267190108094,39.15415874029722
754,PELICAN POINT,Distribution,-111.87538705443414,40.264552806866064
755,PELTON REREGULATING SW STA,Transmission,-121.24872007064168,44.72426192607397
756,PENDLETON,Distribution,-118.78199434414748,45.6777594111712
757,PENSTOCK,Transmission,-121.27006097314734,44.14241355159213
759,PETERSON,Distribution,-111.79750731353506,41.12380828609106
760,PGE GRANDRONDE,Distribution,-123.60894769140867,45.06283391748672
761,PICKETT,Transmission,-121.4711100413789,42.0636486936378
762,PILOT BUTTE,Trans and Distrib,-121.23390240943746,44.05713630869337
763,PILOT ROCK,Distribution,-118.8322323685954,45.49384902865477
764,PINE CANYON,Distribution,-112.27390431124036,40.55940486743656
765,PINE CREEK_UT,Distribution,-111.49501882333406,39.49137445296671
766,PINEDALE,Distribution,-109.88904410474684,42.88882978494144
767,PINNACLE,Distribution,-110.86734473048578,39.55619847641694
768,PINTO,Transmission,-109.31679051244195,37.86858794125418
769,PINTURA,Transmission,-113.25790004477656,37.77352734989592
770,PIONEER,Trans and Distrib,-111.94632604763044,41.24339404287387
771,PITCHFORK,Distribution,-109.06560590406168,44.14875951302575
772,PIUTE MOBILE,Transmission,-112.22108098571044,38.32532151444663
773,PLAIN CITY,Distribution,-112.0553724690028,41.304452958393775
774,PLATTE,Trans and Distrib,-107.11102697678236,41.79021965990374
775,PLATTE RIVR DJ,Distribution,-105.77202919087972,42.84728878463277
776,PLEASANT GROVE,Distribution,-111.74450787509028,40.36974523380306
777,PLEASANT VIEW,Distribution,-111.98756004328828,41.3307710467136
778,PLYMOUTH,Transmission,-112.18199781645592,41.88536123404642
779,POCKETVILLE,Distribution,-113.17608591290173,37.20941458026336
780,POINT OF ROCKS,Trans and Distrib,-108.76068471678252,41.62957622833067
781,POLE CANYON METERING STA (FUTURE),Transmission,-112.07444125637215,40.292302885432754
782,POMEROY,Distribution,-117.62216463705904,46.474483509275565
783,POMONA HEIGHTS,Trans and Distrib,-120.48997395620918,46.65097423389204
784,PONDEROSA,Transmission,-120.93130081146074,44.22601184753656
785,PONDEROSA_UT,Distribution,-112.49077425043936,38.26541321769419
786,PONY EXPRESS,Distribution,-111.99412808806454,40.316810479995965
787,POPE,Distribution,-111.0037352789136,41.86255736074091
788,POPULUS,Transmission,-112.15607454749882,42.42470133894374
789,PORTER ROCKWEL,Distribution,-111.90809740617983,40.48660802005279
790,POVERTY,Distribution,-111.14917112293904,42.01032795973096
791,POWELL BUTTE,Distribution,-121.0172449487526,44.30576802848997
792,POWERDALE JUNCTION (NOT SUB),Transmission,-121.50714420189664,45.70357986202036
793,PRESTON,Distribution,-111.86650291839514,42.09058854878455
794,PRINEVILLE,Distribution,-120.85389515645282,44.30749531855803
795,PROMONTORY,Distribution,-112.38777444134668,41.61901796915971
796,PROSPECT 1,Transmission,-122.5151279565868,42.73069177358406
797,PROSPECT 2,Transmission,-122.513997829247,42.73122870281066
798,PROSPECT 3,Trans and Distrib,-122.4185823514694,42.73048470565485
799,PROSPECT 4,Transmission,-122.51503822656804,42.73296781305675
800,PROSPECT CNTRL,Trans and Distrib,-122.51588322863668,42.73384385576795
801,PROSPECT POINT,Distribution,-118.33810337098662,46.03627399893974
802,PROSPERITY ROAD,Transmission,-112.0456211964066,40.56638867975753
803,PROVOLT,Distribution,-123.23026694826471,42.2869240172732
804,PRYOR MOUNTAIN COLLECTOR,Transmission,-108.67437018074276,45.15743631559717
805,PUNKIN CENTER,Distribution,-120.19830141379434,46.37555160256328
806,PURGATORY FLAT,Transmission,-113.42380950113848,37.15037302705537
807,QUAIL CREEK,Distribution,-113.3911327580625,37.21021160121768
808,QUARRY,Distribution,-111.81554410193296,40.58061307782517
809,QUEEN AVE,Distribution,-123.07979517840091,44.62494535191741
810,QUICHAPA,Distribution,-113.22636043140804,37.65337781654444
811,RAILROAD,Transmission,-110.98631111369173,41.29908757629677
812,RAINBOW,Distribution,-109.23450104601773,41.57049574746414
813,RAINS,Distribution,-110.9587697309729,39.71089010996693
814,RANDOLPH,Distribution,-111.18833412008296,41.67013158272301
815,RASMUSSEN,Distribution,-111.61577503775985,39.36217647115383
816,RATTLESNAKE,Distribution,-109.31729159180914,38.30010110581172
817,RAVEN,Distribution,-109.7045052189362,41.66671514867115
818,RAWHIDE SY,Transmission,-106.23778861028173,42.881395621941344
819,RAYMOND,Distribution,-111.05806086427972,42.27434852127559
820,RED BLANKET,Distribution,-122.47356842943636,42.75193757472057
821,RED BUTTE,Transmission,-113.64603311017328,37.41299585793998
822,RED BUTTE_UT,Distribution,-113.6442909058332,37.41384318958133
823,RED BUTTE_WY,Distribution,-106.41630233468337,42.82693227113841
824,RED LAKE (TB Flat I),Transmission,-106.22668216440069,42.18035432998425
825,RED MOUNTAIN,Transmission,-113.67515490076808,37.14695522951753
826,RED NARROWS,Distribution,-111.4228908263159,39.99731850287706
827,REDMOND,Distribution,-121.17088064253926,44.27117647353688
828,REDWOOD_CA,Distribution,-124.16354653533124,41.76095845443237
829,REDWOOD_UT,Distribution,-111.94589825192588,40.736913176101126
830,REFINERY,Distribution,-106.24759650638526,42.85858092309488
831,REMINGTON,Transmission,-111.96216802271886,40.73091619373687
832,RENO,Distribution,-112.59632379541368,44.02996108363843
833,RESEARCH,Distribution,-111.82954943549036,40.7617175415994
834,REXBURG,Distribution,-111.7902468581176,43.82968076801407
835,RICH,Distribution,-111.08599818215492,41.81540581053846
836,RICHFIELD,Distribution,-112.07358776522408,38.769774429315376
837,RICHMOND,Distribution,-111.79567679042948,41.92279578502627
838,RIDDLE,Distribution,-123.3538062377638,42.96704323594015
839,RIDDLE VENEER,Distribution,-123.37484152442669,42.94685772960526
840,RIDGELAND,Distribution,-111.98728288966691,40.72228177913914
841,RIGBY,Trans and Distrib,-111.91312393743696,43.68385775927364
842,RILEY RIDGE METERING STATION,Transmission,-110.4248119453558,42.50014744324546
843,RITER,Distribution,-112.06372490390324,40.70154285461871
844,RIVER ROAD,Distribution,-120.52871187235726,46.61751997468219
845,RIVERDALE,Trans and Distrib,-112.00128345317016,41.16005709912021
846,RIVERTON,Trans and Distrib,-108.41117225474429,43.01893680772611
847,ROBERTS,Distribution,-112.12370404908636,43.71355456638092
848,ROBERTS CREEK,Transmission,-123.37174071972892,43.12928391081265
849,ROBERTSON CREEK METERING STA,Transmission,-110.36170595061992,41.70025626377923
850,ROCK CANYON,Distribution,-111.03932894873518,39.17261214223548
851,ROCK CREEK COLLECTOR I,Transmission,-106.0770023214436,41.58369672632618
852,ROCK CREEK COLLECTOR II,Transmission,-106.01105433652484,41.58508263646992
853,ROCK SPRINGS,Trans and Distrib,-109.24322429019604,41.63018347388245
854,ROCKVILLE,Distribution,-113.06121123274576,37.16718212028682
855,ROCKY POINT,Distribution,-112.18531734295902,41.72684781250352
856,ROGUE RIVER,Distribution,-123.1711874092448,42.42969807724759
857,ROSE PARK,Distribution,-111.9301781773232,40.79059914365352
858,ROSEBURG,Distribution,-123.31872331138524,43.21116063823616
859,ROSS AVENUE,Distribution,-121.75827373456686,42.23600375455319
860,ROUND VALLEY,Distribution,-111.62444772295736,41.05187081222531
861,ROXY ANN,Distribution,-122.78424604980226,42.34174914814778
862,ROYAL,Distribution,-110.88456108034818,39.74437803188548
863,RUBY,Distribution,-112.9255914262553,43.78786549010498
864,RUCH,Distribution,-123.05966308038263,42.235568119977856
865,RUNNING Y,Distribution,-121.85665301497822,42.25252997674344
866,RUSH VALLEY,Transmission,-112.4583212211068,40.38504432981773
867,RUSSELLVILLE,Distribution,-122.56059890838446,45.522276699702495
868,S ELK BASIN,Distribution,-108.844445184366,44.90073981474192
869,SAGE,Transmission,-111.04526633216452,41.7782154150057
870,SAGE HILL,Distribution,-107.22915234284622,41.78089628640414
871,SAGE ROAD,Distribution,-122.88817525858283,42.33549491962179
872,SALINA,Distribution,-111.86688548572182,38.96022217326886
873,SALT CREEK,Distribution,-106.29299496593612,43.48088599959263
874,SALT LAKE SEWAGE SW STA,Transmission,-111.9257991005189,40.80011397489286
875,SALTAIR METERING ,Transmission,-112.04826285958616,40.76173855340736
876,SAMARIA,Transmission,-112.21662163185908,41.94631448098067
877,SAN JUAN,Transmission,-109.37352466523944,37.28211924514962
878,SANDCREEK,Distribution,-111.9646409122195,43.51224643800845
879,SANDUNE,Distribution,-112.15599657103722,44.00064506590596
880,SANDY,Distribution,-111.89895622351052,40.57927874544064
881,SANPITCH,Distribution,-111.69174683874216,39.31815886169227
