name,owner_raw,owner_std,type,hifld_id,max_voltage_kv,latitude,longitude,county,city,zip_code,source,path
A.P.T. Oro,PG&E,pge,SUBSTATION,302814.0,,39.48122633311454,-121.56548541080676,Butte County,Oroville,95965,CEC,
Adobe,PG&E,pge,SUBSTATION,305025.0,,35.107290520476695,-118.95791665735482,Kern County,Unincorporated,93307,CEC,
Aidlin Geothermal,PG&E,pge,SUBSTATION,305913.0,115.0,38.83403327007486,-122.88123813115068,Sonoma County,Unincorporated,95425,CEC,
Altamont,PG&E,pge,SUBSTATION,306256.0,60.0,37.74837650236422,-121.6772083406546,Alameda County,Unincorporated,94551,CEC,
Amerigas,PG&E,pge,SUBSTATION,309387.0,230.0,38.40329934570463,-121.9226353843564,Solano County,Unincorporated,95688,CEC,15X
Ames Distribution,PG&E,pge,SUBSTATION,310434.0,115.0,37.41853022786698,-122.06761586680192,Santa Clara County,Mountain View,94043,CEC,
Amfor,PG&E,pge,SUBSTATION,306187.0,60.0,38.40876699943021,-120.82209798939095,Amador County,Unincorporated,95685,CEC,
Angels,PG&E,pge,SUBSTATION,307553.0,115.0,38.07183279950617,-120.53935679326852,Calaveras County,Angels,95222,CEC,
Angiola,PG&E,pge,SUBSTATION,303505.0,60.0,35.99203333952427,-119.57170833599842,Kings County,Unincorporated,93239,CEC,
Antioch,PG&E,pge,SUBSTATION,305643.0,60.0,38.01351801723007,-121.81555199417708,Contra Costa County,Antioch,94509,CEC,
Arco,PG&E,pge,SUBSTATION,306367.0,230.0,35.77552239736215,-119.91360382886036,Kern County,Unincorporated,93249,CEC,
Arkansas,PG&E,pge,SUBSTATION,305625.0,230.0,39.36528231138363,-122.26384366237554,Colusa County,Unincorporated,95979,CEC,
Atlantic,PG&E,pge,SUBSTATION,300087.0,,38.7636275956832,-121.2640322520378,Placer County,Roseville,95678,CEC,
Aurora,PG&E,pge,SUBSTATION,306498.0,,37.96116500699628,-121.28151443378567,San Joaquin County,Stockton,95202,CEC,
Badger Creek,PG&E,pge,SUBSTATION,303310.0,115.0,35.48395557573786,-119.02970274863527,Kern County,Unincorporated,93308,CEC,
Badger Hill Pumps,PG&E,pge,SUBSTATION,308184.0,,35.83498773451544,-119.94261537810964,Kings County,Unincorporated,93204,CEC,
Barker Slough Pumping Station,PG&E,pge,SUBSTATION,305783.0,115.0,38.2764758192872,-121.79678467503042,Solano County,Unincorporated,94571,CEC,
Bay Point,PG&E,pge,SUBSTATION,306546.0,,38.041664539520085,-122.02933383964545,Contra Costa County,Unincorporated,94520,CEC,
Bayshore ,PG&E,pge,SUBSTATION,303231.0,115.0,37.74602981587972,-122.40337211093212,San Francisco County,San Francisco,94124,CEC,
Bear Canyon,PG&E,pge,SUBSTATION,306974.0,230.0,38.76261420268487,-122.69243671177964,Lake County,Unincorporated,95461,CEC,
Beardsley,PG&E,pge,SUBSTATION,308371.0,115.0,38.20287088680954,-120.07686006915937,Tuolumne County,Unincorporated,95335,CEC,
Belden,PG&E,pge,SUBSTATION,303336.0,230.0,40.00740568078464,-121.24942204943804,Plumas County,Unincorporated,95984,CEC,H10
Bellota,PG&E,pge,SUBSTATION,305708.0,230.0,38.01551233898278,-121.01368657506131,San Joaquin County,Unincorporated,95236,CEC,H3
Belridge 1A,PG&E,pge,SUBSTATION,303489.0,115.0,35.456220202874995,-119.63191776219676,Kern County,Unincorporated,93251,CEC,
Belridge 1B,PG&E,pge,SUBSTATION,301994.0,115.0,35.44395129589508,-119.66099011487482,Kern County,Unincorporated,93251,CEC,
Benton,PG&E,pge,SUBSTATION,301267.0,115.0,40.562418739683416,-122.3953543399731,Shasta County,Redding,96001,CEC,
Berrenda A,PG&E,pge,SUBSTATION,303384.0,70.0,35.711600795171336,-120.0111956132608,Kern County,Unincorporated,93249,CEC,
Berrenda C,PG&E,pge,SUBSTATION,300599.0,70.0,35.65850145399845,-120.0424297367336,Kern County,Unincorporated,93249,CEC,
Berry,PG&E,pge,SUBSTATION,307592.0,70.0,35.089804481514875,-119.44122704526774,Kern County,Unincorporated,93252,CEC,
Berry Petroleum,PG&E,pge,SUBSTATION,301560.0,70.0,35.09322909516888,-119.4438304395185,Kern County,Unincorporated,93252,CEC,
Big Creek,PG&E,pge,SUBSTATION,309532.0,60.0,40.64683178879263,-123.49791000274436,Trinity County,Unincorporated,96046,CEC,
Big Geysers,PG&E,pge,SUBSTATION,301072.0,230.0,38.77326501136692,-122.7293104593692,Lake County,Unincorporated,95461,CEC,
Black Butte,PG&E,pge,SUBSTATION,303309.0,,39.81515338942084,-122.33251725889922,Tehama County,Unincorporated,95963,CEC,
Blaine Street,PG&E,pge,SUBSTATION,309413.0,60.0,36.981477295057466,-122.02509786705484,Santa Cruz County,Santa Cruz,95060,CEC,
Bluestone,PG&E,pge,SUBSTATION,301417.0,70.0,35.707562384908705,-120.0841888400976,Kern County,Unincorporated,93249,CEC,
Bonita Tap,PG&E,pge,SUBSTATION,304045.0,70.0,36.967724032752265,-120.2026749282796,Madera County,Unincorporated,93637,CEC,
Boswell,PG&E,pge,SUBSTATION,305860.0,,36.08514444248407,-119.55360555310266,Kings County,Unincorporated,93212,CEC,
Boswell Dairy Ave.,PG&E,pge,SUBSTATION,304599.0,60.0,36.068742345554014,-119.57167549512612,Kings County,Unincorporated,93212,CEC,
Brighton,PG&E,pge,SUBSTATION,304301.0,115.0,38.54814198372994,-121.40774354112658,Sacramento County,Sacramento,95826,CEC,
Buena Vista Pumps,PG&E,pge,SUBSTATION,303320.0,,35.158007860457275,-119.34889697276218,Kern County,Unincorporated,93268,CEC,
Butt Valley,PG&E,pge,SUBSTATION,307174.0,115.0,40.17581924598903,-121.1907463469757,Plumas County,Unincorporated,95923,CEC,H10
Byron Bethany,PG&E,pge,SUBSTATION,308431.0,60.0,37.81698935517064,-121.587145694383,Contra Costa County,Unincorporated,94514,CEC,
Cache Slough,PG&E,pge,SUBSTATION,304360.0,60.0,38.29639271612527,-121.74816138446602,Solano County,Unincorporated,95620,CEC,
Cadet,PG&E,pge,SUBSTATION,306815.0,70.0,35.10678049294684,-119.40354531110331,Kern County,Taft,93268,CEC,
Cal Mat,PG&E,pge,SUBSTATION,302782.0,60.0,37.67389352715204,-121.8356310136024,Alameda County,Unincorporated,94588,CEC,
California Energy Tesla,PG&E,pge,SUBSTATION,307043.0,60.0,37.74908911357867,-121.64949359323576,Alameda County,Unincorporated,94514,CEC,
California Mens Colony,PG&E,pge,,,60.0,35.320571370723165,-120.69316410654736,San Luis Obispo County,Unincorporated,93405,CEC,
Calistoga 19,PG&E,pge,SUBSTATION,309686.0,230.0,38.78946872627556,-122.7444447495616,Lake County,Unincorporated,95461,CEC,
Callendar,PG&E,pge,SUBSTATION,308836.0,115.0,35.04694436661621,-120.58610556426706,San Luis Obispo County,Unincorporated,93420,CEC,
Calpeak Power Vaca Dixon 1,PG&E,pge,SUBSTATION,305757.0,500.0,38.40518842401202,-121.9181113738112,Solano County,Unincorporated,95688,CEC,15X
Calvo,PG&E,pge,SUBSTATION,308573.0,60.0,37.74748343400993,-121.32673399046512,San Joaquin County,Unincorporated,95304,CEC,
Cambria,PG&E,pge,SUBSTATION,301027.0,60.0,35.60042605491833,-121.11537922011534,San Luis Obispo County,Unincorporated,93428,CEC,
Camp Far West,PG&E,pge,SUBSTATION,306630.0,,39.04890193370489,-121.31692007857608,Placer County,Unincorporated,95681,CEC,
Capco,PG&E,pge,SUBSTATION,309400.0,115.0,37.1085921242984,-120.24831911270276,Madera County,Chowchilla,93610,CEC,
Capco Madera,PG&E,pge,SUBSTATION,304454.0,60.0,36.83609272115688,-120.44955676579076,Fresno County,Firebaugh,93622,CEC,
Capitola,PG&E,pge,SUBSTATION,302932.0,60.0,36.97642408125738,-121.98014968416922,Santa Cruz County,Unincorporated,95062,CEC,
Carberry,PG&E,pge,SUBSTATION,300064.0,230.0,40.85915010843056,-121.75278628602968,Shasta County,Unincorporated,96013,CEC,H12
Caribou 2,PG&E,pge,SUBSTATION,309781.0,230.0,40.08612756790898,-121.14869302914649,Plumas County,Unincorporated,95984,CEC,H10
Carmel,PG&E,pge,SUBSTATION,304563.0,60.0,36.56082724799605,-121.91966287972927,Monterey County,Carmel-by-the-Sea,93923,CEC,
Carnation Dairy,PG&E,pge,SUBSTATION,305663.0,70.0,35.311006076395515,-119.0858066868177,Kern County,Bakersfield,93313,CEC,
Cascade,PG&E,pge,SUBSTATION,304988.0,115.0,40.6521977312861,-122.33420112618268,Shasta County,Unincorporated,96003,CEC,25
Cawelo B,PG&E,pge,SUBSTATION,309030.0,70.0,35.470765797660405,-119.11831887459046,Kern County,Unincorporated,93308,CEC,
Cawelo C,PG&E,pge,SUBSTATION,300633.0,115.0,35.570757571696184,-119.11542007329167,Kern County,Unincorporated,93308,CEC,
Centerville,PG&E,pge,SUBSTATION,306251.0,115.0,39.78844891485908,-121.65734663756552,Butte County,Unincorporated,95928,CEC,
Chalk,PG&E,pge,SUBSTATION,304735.0,70.0,35.09714151424839,-119.42941895416924,Kern County,Unincorporated,93252,CEC,
Cheney,PG&E,pge,SUBSTATION,304203.0,,36.63275971817491,-120.53199354555808,Fresno County,Unincorporated,93640,CEC,
Cherry,PG&E,pge,SUBSTATION,310352.0,60.0,37.715813950900895,-122.14392687926076,Alameda County,San Leandro,94578,CEC,
Chevron Kettleman,PG&E,pge,SUBSTATION,306041.0,,35.99695673761514,-119.96139709749318,Kings County,Unincorporated,93239,CEC,
Chinese Station,PG&E,pge,SUBSTATION,308754.0,115.0,37.87474608832639,-120.4785168258194,Tuolumne County,Unincorporated,95327,CEC,H2
Christie,PG&E,pge,SUBSTATION,300153.0,115.0,38.00286201856196,-122.20836799669176,Contra Costa County,Unincorporated,94553,CEC,
Chualar,PG&E,pge,TAP,310598.0,60.0,36.57244588451994,-121.52050158247106,Monterey County,Unincorporated,93908,CEC,
Cisco Grove,PG&E,pge,SUBSTATION,307047.0,60.0,39.30962787094344,-120.54834221528311,Placer County,Unincorporated,95724,CEC,24
Claremont,PG&E,pge,SUBSTATION,303608.0,115.0,37.84737345521274,-122.22858507586392,Alameda County,Oakland,94618,CEC,
Cliff Drive,PG&E,pge,SUBSTATION,310441.0,60.0,36.96014422074194,-122.05249231141376,Santa Cruz County,Santa Cruz,95060,CEC,
Coalinga Cogen,PG&E,pge,SUBSTATION,306404.0,60.0,36.18093632930731,-120.38792969092,Fresno County,Unincorporated,93210,CEC,
Cobb Creek,PG&E,pge,SUBSTATION,304629.0,230.0,38.80531010470983,-122.78386017768248,Sonoma County,Unincorporated,95441,CEC,North Bay
Coburn,PG&E,pge,SUBSTATION,307786.0,230.0,36.26513885600068,-121.14583686925218,Monterey County,Unincorporated,93930,CEC,
Coleman Hatchery,PG&E,pge,SUBSTATION,303314.0,,40.40095412133911,-122.14105921429234,Shasta County,Unincorporated,96007,CEC,
Colgate,PG&E,pge,SUBSTATION,309538.0,230.0,39.33096778898454,-121.19150473735888,Yuba County,Unincorporated,95935,CEC,
Contra Costa Power,PG&E,pge,SUBSTATION,305718.0,230.0,38.01528972980356,-121.76230276116462,Contra Costa County,Antioch,94509,CEC,
Cooley Landing,PG&E,pge,SUBSTATION,300115.0,115.0,37.47358664232182,-122.12800367278729,San Mateo County,East Palo Alto,94303,CEC,
Cove Road,PG&E,pge,SUBSTATION,309215.0,230.0,40.87766972857932,-121.9286997342485,Shasta County,Unincorporated,96065,CEC,
Cow Creek,PG&E,pge,SUBSTATION,302346.0,60.0,40.57186647034807,-122.0203827065687,Shasta County,Unincorporated,96062,CEC,
Creed Energy,PG&E,pge,SUBSTATION,301175.0,60.0,38.24122070720033,-121.85575393461002,Solano County,Unincorporated,94585,CEC,
Crockett,PG&E,pge,SUBSTATION,308554.0,,38.048589126123005,-122.22169930548776,Contra Costa County,Unincorporated,94525,CEC,
Crusher,PG&E,pge,SUBSTATION,303484.0,60.0,37.025697443617865,-122.1548008548698,Santa Cruz County,Unincorporated,95060,CEC,
Crystal Springs,PG&E,pge,SUBSTATION,308210.0,60.0,37.52998866796908,-122.3617254110697,San Mateo County,Unincorporated,94019,CEC,
Dai/Oildale Cogen,PG&E,pge,SUBSTATION,305485.0,115.0,35.44042076314727,-119.01330614773951,Kern County,Unincorporated,93308,CEC,
De Francesco,PG&E,pge,SUBSTATION,307108.0,,36.836043915753805,-120.62030735430189,Fresno County,Unincorporated,93622,CEC,
Delta Energy,PG&E,pge,SUBSTATION,304072.0,,38.017483303193934,-121.84660946931412,Contra Costa County,Pittsburg,94509,CEC,
Diablo Canyon,PG&E,pge,SUBSTATION,307300.0,500.0,35.21629198772879,-120.84738797907124,San Luis Obispo County,Unincorporated,93424,CEC,
Dinosaur Point,PG&E,pge,SUBSTATION,307709.0,115.0,37.0635983138675,-121.20828426816712,Merced County,Unincorporated,93635,CEC,
Dome Project,PG&E,pge,SUBSTATION,307026.0,70.0,35.22527531197844,-119.55949744740808,Kern County,Unincorporated,93224,CEC,
Donnells-Curtis,PG&E,pge,SUBSTATION,309372.0,115.0,38.246450076997306,-120.03384241420105,Tuolumne County,Unincorporated,95335,CEC,H2
Drake,PG&E,pge,SUBSTATION,302981.0,60.0,38.969822765902975,-122.04333217073216,Colusa County,Unincorporated,95912,CEC,
Dyer Rd. Altamont,PG&E,pge,SUBSTATION,309511.0,60.0,37.75530193403383,-121.66003603983911,Alameda County,Unincorporated,94514,CEC,
Eagle Rock,PG&E,pge,SUBSTATION,308881.0,,38.82904835521856,-122.81015215486602,Sonoma County,Unincorporated,95441,CEC,
East Portal,PG&E,pge,SUBSTATION,301921.0,115.0,37.87595520410172,-122.18704586811504,Contra Costa County,Orinda,94563,CEC,
Eastshore,PG&E,pge,SUBSTATION,301389.0,230.0,37.62507858781576,-122.11661121383084,Alameda County,Hayward,94545,CEC,East Bay
Edward C Hyatt,PG&E,pge,SUBSTATION,304479.0,230.0,39.53267590770114,-121.48622940663633,Butte County,Unincorporated,95966,CEC,
Edward Pike,PG&E,pge,SUBSTATION,301421.0,60.0,36.62623670695044,-121.58764169449204,Monterey County,Unincorporated,93908,CEC,
Eisen,PG&E,pge,SUBSTATION,303798.0,,35.35577971540057,-118.97177120256912,Kern County,Unincorporated,93307,CEC,
Elk Hills Cogen 1,PG&E,pge,SUBSTATION,308208.0,115.0,35.28134075980005,-119.46992125210744,Kern County,Unincorporated,93251,CEC,
Elk Hills Cogen 2,PG&E,pge,SUBSTATION,304411.0,115.0,35.281177682288366,-119.4728704495776,Kern County,Unincorporated,93251,CEC,
Elk Hills Cogen 3,PG&E,pge,SUBSTATION,307340.0,,35.27863670288552,-119.46418022953011,Kern County,Unincorporated,93268,CEC,
Embarcadero,PG&E,pge,SUBSTATION,305027.0,230.0,37.78753484078519,-122.3934471224645,San Francisco County,San Francisco,94105,CEC,
Encinal,PG&E,pge,SUBSTATION,302047.0,60.0,39.24756793906181,-121.63713575572008,Sutter County,Unincorporated,95953,CEC,
Exchequer,PG&E,pge,SUBSTATION,309058.0,115.0,37.58414783238076,-120.2725504841966,Mariposa County,Unincorporated,95369,CEC,L2
Fayette,PG&E,pge,SUBSTATION,306374.0,60.0,37.72019332141996,-121.595291781209,Alameda County,Unincorporated,95377,CEC,
Fibreboard,PG&E,pge,SUBSTATION,304242.0,115.0,38.01599633726957,-121.77391862069334,Contra Costa County,Antioch,94509,CEC,
Forbestown,PG&E,pge,SUBSTATION,308326.0,115.0,39.55100299250648,-121.2785865669752,Butte County,Unincorporated,95941,CEC,
Forest,PG&E,pge,SUBSTATION,304313.0,,36.59011835032979,-121.94428070965672,Monterey County,Unincorporated,93953,CEC,
Frankenheimer,PG&E,pge,SUBSTATION,308742.0,,37.83028071657743,-120.80706886219784,Stanislaus County,Unincorporated,95361,CEC,
French Meadows,PG&E,pge,SUBSTATION,300321.0,60.0,39.07795141419384,-120.40623558923149,Placer County,Unincorporated,95631,CEC,PCWA
Frick Green Ridge Power,PG&E,pge,SUBSTATION,306456.0,60.0,37.72974170599196,-121.68775323355932,Alameda County,Unincorporated,94551,CEC,
Fumarole,PG&E,pge,SUBSTATION,304020.0,230.0,38.79597899954995,-122.76700668231793,Sonoma County,Unincorporated,95441,CEC,North Bay
GWF 4,PG&E,pge,SUBSTATION,302041.0,60.0,38.01049964693561,-121.75626962499425,Contra Costa County,Antioch,94509,CEC,
GWF Tracy,PG&E,pge,SUBSTATION,300644.0,115.0,37.71036085561445,-121.48995755444668,San Joaquin County,Unincorporated,95377,CEC,
Gallo,PG&E,pge,SUBSTATION,308513.0,115.0,37.37941115394823,-120.80951946311409,Merced County,Unincorporated,95334,CEC,
Garcia,PG&E,pge,SUBSTATION,303227.0,60.0,38.88919144009038,-123.55087111021663,Mendocino County,Unincorporated,95468,CEC,
Gates Wellhead,PG&E,pge,SUBSTATION,301242.0,60.0,36.152521067376654,-120.14781934255424,Fresno County,Unincorporated,93234,CEC,
Geary,PG&E,pge,SUBSTATION,304356.0,60.0,37.92661520036147,-122.074943599322,Contra Costa County,Pleasant Hill,94523,CEC,
Geysers Unit 3,PG&E,pge,SUBSTATION,306868.0,115.0,38.80570439815968,-122.81497922510012,Sonoma County,Unincorporated,95441,CEC,
Gish,PG&E,pge,SUBSTATION,300614.0,115.0,37.354105537770565,-121.9126432499342,Santa Clara County,San Jose,95110,CEC,
Gold Hill,PG&E,pge,SUBSTATION,300336.0,230.0,38.65748758790568,-121.13675733267137,Sacramento County,Folsom,95630,CEC,
Goose Haven,PG&E,pge,SUBSTATION,303640.0,60.0,38.2265928409433,-121.84418359857176,Solano County,Unincorporated,94585,CEC,
Grant 20,PG&E,pge,SUBSTATION,310367.0,230.0,38.77873092391764,-122.7552260401703,Sonoma County,Unincorporated,95441,CEC,
Green Ridge Services,PG&E,pge,SUBSTATION,304893.0,60.0,37.76124998638339,-121.69074599267692,Alameda County,Unincorporated,94551,CEC,
Greenville,PG&E,pge,,,,40.15069113252434,-121.0812444159536,Plumas County,Unincorporated,95947,CEC,
Gregg,PG&E,pge,SUBSTATION,306523.0,230.0,36.852809641082125,-119.9170803954647,Madera County,Unincorporated,93636,CEC,H4
Guadalupe,PG&E,pge,SUBSTATION,307535.0,,37.21421780228547,-121.89523561623888,Santa Clara County,San Jose,95120,CEC,
Halls Flat,PG&E,pge,SUBSTATION,300245.0,60.0,40.74489222104015,-121.27800013479624,Lassen County,Unincorporated,96056,CEC,
Hamilton Wetlands,PG&E,pge,SUBSTATION,309445.0,,38.07814447902148,-122.5258099661144,Marin County,Unincorporated,94949,CEC,
Harrington,PG&E,pge,SUBSTATION,307397.0,60.0,38.96922396253317,-122.07046838073256,Colusa County,Unincorporated,95912,CEC,
Hat Creek 2,PG&E,pge,SUBSTATION,300796.0,,40.96098323587359,-121.54859854432516,Shasta County,Unincorporated,96028,CEC,H12
Hatchet Ridge Wind,PG&E,pge,SUBSTATION,309110.0,230.0,40.890280860279,-121.79689340038198,Shasta County,Unincorporated,96065,CEC,
Haypress Lower,PG&E,pge,,,,39.56572141599132,-120.59692740405366,Sierra County,Unincorporated,96124,CEC,
Haypress Middle,PG&E,pge,SUBSTATION,305066.0,,39.5655500979152,-120.58161088145356,Sierra County,Unincorporated,96124,CEC,
Headgate,PG&E,pge,SUBSTATION,303881.0,60.0,39.78927916022522,-122.05131036075431,Glenn County,Unincorporated,95963,CEC,
Helm,PG&E,pge,SUBSTATION,303306.0,230.0,36.59142343169017,-120.17619876604118,Fresno County,Unincorporated,93660,CEC,
Helm's Pumped Storage,PG&E,pge,SUBSTATION,307044.0,230.0,37.03911799154098,-118.9636949815482,Fresno County,Unincorporated,93664,CEC,H4
Henning,PG&E,pge,SUBSTATION,301513.0,60.0,38.11600960870221,-121.29044203727057,San Joaquin County,Lodi,95242,CEC,
Hercules Ms,PG&E,pge,SUBSTATION,308363.0,60.0,38.01534433202982,-122.28722980312868,Contra Costa County,Hercules,94547,CEC,
Herndon,PG&E,pge,SUBSTATION,302888.0,230.0,36.844717860538495,-119.922134727871,Fresno County,Fresno,93722,CEC,15
Hershey,PG&E,pge,SUBSTATION,302240.0,115.0,37.75093426151019,-120.84529498667897,Stanislaus County,Oakdale,95361,CEC,
High Line,PG&E,pge,SUBSTATION,304084.0,60.0,39.76192786067611,-122.19754636048349,Glenn County,Unincorporated,95963,CEC,
Hillsdale Junction,PG&E,pge,SUBSTATION,309336.0,60.0,37.52507891871521,-122.3562982414704,San Mateo County,Unincorporated,94402,CEC,
Howland Road,PG&E,pge,SUBSTATION,310473.0,,37.80878549138279,-121.27657128699784,San Joaquin County,Lathrop,95330,CEC,
Humboldt,PG&E,pge,SUBSTATION,303673.0,115.0,40.78258457560753,-124.11238002277976,Humboldt County,Unincorporated,95503,CEC,
Imhoff,PG&E,pge,SUBSTATION,303584.0,115.0,38.00163656751872,-122.0672556867176,Contra Costa County,Unincorporated,94553,CEC,
Industrial,PG&E,pge,SUBSTATION,303458.0,60.0,38.12992771852424,-121.25156189484872,San Joaquin County,Lodi,95240,CEC,
Inskip,PG&E,pge,SUBSTATION,307181.0,60.0,40.40132957916039,-121.9651053658046,Tehama County,Unincorporated,96075,CEC,
International Turbine Research,PG&E,pge,SUBSTATION,308744.0,115.0,37.04729946348425,-121.19502784277223,Merced County,Unincorporated,93635,CEC,
James B. Black,PG&E,pge,SUBSTATION,303958.0,230.0,40.99253305530018,-121.97460152736431,Shasta County,Unincorporated,96065,CEC,
